name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
S.Shanle,00-0022040,no,NO,,21,1,0,0,54,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Smith,00-0022911,no,NO,,5,1,1,5.5,34,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Brown,00-0021228,no,NO,,6,1,0,2,32,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Gay,00-0022344,no,NO,,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Dunbar,00-0025838,no,NO,,8,0,0,1,30,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Greer,00-0022527,no,NO,,7,0,2,0,54,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Wilkerson,00-0021960,no,NO,,2,0,0,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Hargrove,00-0022753,no,NO,,9,1,0,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Vilma,00-0022778,no,NO,,33,3,1,4,70,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Favre,00-0005106,no,MIN,,,,,,,5,2,7,2,-29,,,,,,,,,,,,,,,358,217,19,11,1,0,2509,,,,,,,,,,,,,,,,,,18,13,0,0,0,0,8
P.Harvin,00-0026998,no,MIN,WR,,,,,,1,0,1,0,0,,,,,,,,,,251,379,0,40,1,,,,,,,,,,,,,,,,,,348,134,71,5,1,1,871,18,71,17,1,0,0,107
A.Peterson,00-0025394,no,MIN,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,12,36,1,0,0,341,283,364,137,12,0,0,1298
A.Young,00-0025955,no,MIN,,,,,,,,,,,,,,,,,,,,,25,25,0,1,0,,,,,,,,,,,,,,,,,,13,0,2,0,0,0,11,13,8,0,0,0,0,29
J.Kleinsasser,00-0009323,no,MIN,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,0,17,0,0,0,148,,,,,,,
G.Camarillo,00-0023408,no,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,208,0,39,0,177,10,20,1,0,0,240,,,,,,,
G.Lewis,00-0021508,no,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,0,17,0,0,0,197,,,,,,,
B.Berrian,00-0022807,no,MIN,,,,,,,0,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,3,0,136,0,28,0,0,0,247,1,-8,0,0,0,0,-8
V.Shiancoe,00-0022054,no,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,45,47,2,1,0,531,,,,,,,
J.Dugan,00-0022746,no,MIN,,,,,,,,,,,,,,,,,,,,,4,5,0,2,0,,,,,,,,,,,,,,,,,,30,0,4,0,0,0,30,2,2,0,0,0,0,2
R.Longwell,00-0010072,no,MIN,,,,,,,,,,,,18,17,453,51,30,1,30,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Kluwe,00-0023060,no,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,32,824,83,3569,,,,,,,,,,,,,,,,,,,
E.Henderson,00-0022081,no,MIN,,36,1,3,1,70,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Edwards,00-0024342,no,MIN,,9,0,0,8.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Mitchell,00-0023893,no,MIN,,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Allen,00-0027058,no,MIN,,15,0,2,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Greenway,00-0024232,no,MIN,OLB,35,1,0,1,108,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Williams,00-0017899,no,MIN,,9,1,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Abdullah,00-0025940,no,MIN,FS,21,0,3,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Williams,00-0022073,no,MIN,DT,12,1,0,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Winfield,00-0018093,no,MIN,,17,1,2,2,72,0,0,0,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Sheppard,00-0021157,no,MIN,,3,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Williams,00-0022842,no,MIN,,25,1,1,0.5,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Leber,00-0021197,no,MIN,,10,2,1,0,35,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Allen,00-0022740,no,MIN,DE,15,1,2,10.0,45,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Freeman,00-0026993,no,TB,QB,,,,,,3,4,7,4,0,,,,,,,,,,,,,,,474,291,6,25,1,0,3451,,,,,,,,,,,,,,,,,,68,222,0,0,2,1,364
E.Graham,00-0021755,no,TB,,,,,,,1,0,1,1,0,,,,,,,,,,,,,,,1,1,0,1,0,0,2,,,,,,,,,,,93,14,16,1,0,0,130,20,84,1,1,0,0,99
C.Williams,00-0023440,no,TB,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,1,46,1,0,0,355,125,207,51,2,0,0,437
M.Williams,00-0027702,no,TB,,,,,,,2,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,234,64,11,1,0,955,,,,,,,
S.Stroughter,00-0026953,no,TB,,,,,,,1,0,1,0,0,,,,,,,,,,27,30,0,2,0,,,,,,,,,,,,,0,0,0,1,0,125,0,25,0,0,0,248,1,2,0,0,0,0,2
J.Stevens,00-0021159,yes,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,3,0,0,0,43,,,,,,,
K.Winslow,00-0022922,no,TB,,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,87,66,5,0,0,730,,,,,,,
M.Spurlock,00-0023968,no,TB,,,,,,,1,1,2,1,0,,,,,,,,,,391,564,89,45,1,3,0,0,0,0,0,0,,,,,,78,129,0,28,0,188,35,17,2,0,0,250,,,,,,,
Q.Black,00-0025455,no,TB,,7,1,1,2,50,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Barth,00-0026138,no,TB,K,,,,,,,,,,,26,23,482,69,36,0,36,0,36,,,,,,,,,,,,,31,1,48,3,117,,,,,,,,,,,,,,,,,,,
C.Bryan,00-0027189,no,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,6,191,21,776,,,,,,,,,,,,,,,,,,,
R.Miller,00-0027055,no,TB,DT,15,0,0,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Biggers,00-0026945,no,TB,DB,6,0,1,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Huggins,00-0026819,no,TB,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,1,0,0,0,7,4,11,0,0,0,0,11
T.Jackson,00-0025493,no,TB,DB,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Moore,00-0026906,no,TB,,8,0,0,0,10,0,0,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Barber,00-0000741,no,TB,,16,0,3,1,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Hayes,00-0026315,no,TB,,10,1,1,4,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Mack,00-0025902,no,TB,,0,0,0,0,9,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,
T.Crowder,00-0025443,no,TB,,9,1,0,3,21,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Ruud,00-0023471,no,TB,,33,2,1,2,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.White,00-0021332,no,TB,,8,2,0,4.5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.McCoy,00-0027856,no,TB,DT,6,2,0,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Price,00-0027650,yes,TB,,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Jones,00-0022844,no,TB,,19,0,1,1,55,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Delhomme,00-0004161,no,CLE,,,,,,,1,0,3,0,0,,,,,,,,,,,,,,,149,93,7,2,0,0,872,,,,,,,,,,,,,,,,,,8,2,0,0,0,0,-2
J.Cribbs,00-0023176,no,CLE,,,,,,,0,4,7,4,0,,,,,,,,,,279,348,0,40,0,3,2,0,0,0,0,19,,,,,,79,117,0,20,0,219,65,23,1,0,0,292,21,46,0,0,0,0,67
B.Watson,00-0022943,no,CLE,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,16,68,3,1,0,763,1,-1,0,0,0,0,-1
J.Harrison,00-0024359,no,CLE,,,,,,,1,0,2,0,0,,,,,,,,,,15,19,0,4,0,,,,,,,,,,,,,,,,,,64,0,12,0,0,0,85,71,159,50,1,0,0,330
P.Hillis,00-0026367,no,CLE,,,,,,,5,3,8,3,0,,,,,,,,,,,,,,,2,1,0,0,0,0,13,,,,,,,,,,,227,30,61,2,0,0,477,270,272,73,11,0,0,1177
B.Robiskie,00-0027012,no,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,95,29,3,0,0,310,,,,,,,
E.Moore,00-0026123,no,CLE,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,24,16,1,0,0,322,,,,,,,
M.Massaquoi,00-0027026,no,CLE,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,1,1,0,1,0,0,29,,,,,,,,,,,256,44,36,2,0,0,483,1,-3,0,0,0,0,-3
C.Stuckey,00-0025622,no,CLE,,,,,,,2,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,2,0,176,0,40,0,0,0,346,3,9,11,1,0,0,9
S.Wallace,00-0022055,no,CLE,,,,,,,0,1,1,1,-17,,,,,,,,,,,,,,,101,64,2,4,1,0,694,,,,,,,,,,,9,0,1,0,0,0,9,7,10,0,0,0,0,9
E.Barton,00-0000846,no,CLE,,19,0,0,0,47,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Costanzo,00-0024129,no,CLE,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Dawson,00-0004091,no,CLE,K,,,,,,,,,,,28,23,458,69,28,0,28,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Hodges,00-0023642,no,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616,29,826,78,3424,,,,,,,,,,,,,1,68,0,0,0,0,68
M.Benard,00-0026742,no,CLE,,10,0,0,7.5,16,,,,,,,,,,,,,,,23,23,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Smith,00-0019573,no,CLE,,12,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Haden,00-0027860,no,CLE,CB,7,1,6,1,50,0,0,1,0,0,,,,,,,,,,47,56,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Rubin,00-0026330,no,CLE,DT,25,0,1,2,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Adams,00-0022247,no,CLE,SS,3,0,2,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Elam,00-0023405,no,CLE,,14,2,2,2,63,0,0,0,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Wright,00-0025440,no,CLE,,6,0,1,0,36,0,0,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Coleman,00-0021262,no,CLE,,18,0,0,2.5,50,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Ward,00-0027653,no,CLE,SS,25,1,2,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Schaefering,00-0026084,no,CLE,,7,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Rogers,00-0020528,no,CLE,,3,0,0,2.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Trusnik,00-0025697,no,CLE,LB,2,0,0,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Gocong,00-0024286,no,CLE,,25,1,0,2,49,0,1,0,2,0,,,,,,,,,,5,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Roth,00-0023481,no,CLE,,27,0,0,3.5,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Fujita,00-0021259,no,CLE,,15,2,1,3.5,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Brown,00-0021186,no,CLE,,12,0,2,0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Edwards,00-0025479,no,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,101,55,5,2,0,0,521,,,,,,,,,,,,,,,,,,14,34,0,0,0,0,58
M.Lynch,00-0025399,no,BUF,RB,1,0,0,0,0,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,22,0,0,0,145,202,269,25,6,0,0,737
G.Sanborn,00-0026844,yes,BUF,LS,,,,,,0,0,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
F.Jackson,00-0024204,no,BUF,RB,0,0,0,0,1,2,1,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,81,31,2,0,0,215,222,254,38,5,1,0,927
C.Spiller,00-0027861,no,BUF,RB,,,,,,3,0,5,0,0,,,,,,,,,,249,361,95,44,1,,,,,,,,,,,,,89,132,0,12,0,106,5,24,1,0,0,157,74,152,0,0,0,0,283
D.Nelson,00-0027322,no,BUF,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,41,31,3,0,0,353,,,,,,,
L.Evans,00-0022910,no,BUF,,,,,,,1,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,78,37,4,0,0,578,,,,,,,
R.Parrish,00-0023490,no,BUF,,,,,,,0,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,52,87,0,12,0,186,45,33,2,0,0,392,3,23,0,0,0,0,23
St. Johnson,00-0026364,no,BUF,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,141,82,10,1,0,1073,,,,,,,
R.Lindell,00-0019310,no,BUF,,,,,,,,,,,,21,16,346,48,31,1,31,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Moorman,00-0011626,no,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,17,804,75,3181,,,,,,,,,,,,,1,1,0,0,0,0,1
D.Whitner,00-0024223,no,BUF,SS,43,1,1,0.5,94,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.McKelvin,00-0026151,no,BUF,SS,8,1,2,0,50,1,0,3,0,0,,,,,,,,,,86,130,0,14,0,,,,,,,,,,,,,6,34,0,6,0,,,,,,,,,,,,,,
G.Wilson,00-0022341,no,BUF,,4,0,2,0,13,0,0,0,1,0,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sp.Johnson,00-0022610,no,BUF,,14,1,0,2,41,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Stroud,00-0020492,no,BUF,,21,1,0,2.5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Florence,00-0021994,no,BUF,,9,1,3,0,49,0,1,0,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,1,0,,,,,,,,,,,,,,
C.Kelsay,00-0021995,no,BUF,,25,1,0,4,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Troup,00-0027655,no,BUF,,12,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Posluszny,00-0025421,no,BUF,MLB,49,0,0,2.5,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Williams,00-0024348,no,BUF,DT,22,0,0,5,54,0,0,0,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Ellison,00-0024392,no,BUF,,3,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Ellis,00-0026212,yes,BUF,,2,0,0,1,3,1,0,1,0,0,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Maybin,00-0026987,no,BUF,,2,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Davis,00-0021257,no,BUF,,23,1,1,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Scott,00-0021951,no,BUF,,9,0,0,3,22,0,0,1,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,
R.Corner,00-0026254,no,BUF,,4,0,0,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Edwards,00-0022750,no,BUF,DT,26,1,1,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.McGee,00-0022008,no,BUF,,5,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Henne,00-0026197,no,MIA,QB,,,,,,2,3,5,3,-22,,,,,,,,,,,,,,,491,302,18,15,0,0,3298,,,,,,,,,,,,,,,,,,35,51,0,0,0,0,52
L.Polite,00-0022405,no,MIA,,,,,,,,,,,,,,,,,,,,,10,10,0,2,0,,,,,,,,,,,,,,,,,,58,0,12,0,0,0,61,26,36,4,1,0,0,62
R.Brown,00-0023437,no,MIA,,,,,,,2,0,3,0,0,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,139,0,33,0,0,0,242,200,207,22,5,1,0,734
R.Williams,00-0017915,no,MIA,,,,,,,2,2,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,28,19,1,0,0,141,159,201,46,2,0,0,673
D.Bess,00-0026000,no,MIA,,0,0,0,0,1,2,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,108,170,0,25,0,271,81,80,5,0,0,817,1,0,0,0,0,0,0
B.Marshall,00-0024334,no,MIA,WR,,,,,,1,1,2,1,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,315,26,86,3,0,0,1014,2,4,0,0,0,0,3
A.Fasano,00-0024268,no,MIA,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,45,39,4,0,0,528,,,,,,,
D.Carpenter,00-0026003,no,MIA,K,,,,,,,,,,,39,30,497,90,25,0,25,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Fields,00-0025612,no,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,31,890,73,3369,,,,,,,,,,,,,,,,,,,
C.Smith,00-0026113,no,MIA,,,,,,,0,1,1,1,0,,,,,,,,,,71,80,0,8,0,,,,,,,,,,,,,4,6,0,2,0,,,,,,,,,,,,,,
P.Cobbs,00-0024172,no,MIA,,,,,,,0,0,1,0,0,,,,,,,,,,125,175,0,23,0,,,,,,,,,,,,,,,,,,66,42,8,2,0,0,91,4,0,0,0,0,0,0
Q.Moses,00-0025452,no,MIA,,4,0,0,1,12,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Soliai,00-0025495,no,MIA,DT,6,0,0,2,33,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
