name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_ret,puntret_tds,receiving_lng,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Sellers,00-0014655,no,WAS,,,,,,,1,1,1,1,0,,,,,,,,,,13,13,1,0,,,,,,,,,,,,,,,,,159,17,2,0,0,176,,,,,,
R.Cartwright,00-0021357,no,WAS,,,,,,,,,,,,,,,,,,,,,267,315,39,0,,,,,,,,,,,,,,,,,162,27,1,0,0,242,64,106,0,0,0,228
B.Orakpo,00-0026989,no,WAS,OLB,13,1,0,11.0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Landry,00-0025393,no,WAS,,12,2,1,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.McIntosh,00-0024250,no,WAS,,30,2,2,0,64,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Daniels,00-0003874,no,WAS,,12,0,0,1.5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Carter,00-0020489,no,WAS,,14,3,0,11.0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Doughty,00-0024387,no,WAS,,13,0,1,2,68,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Fletcher,00-0005322,no,WAS,,47,1,1,2,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Griffin,00-0019700,no,WAS,,12,1,0,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Haynesworth,00-0021149,no,WAS,,9,0,0,3.5,29,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hall,00-0022923,no,WAS,CB,12,0,4,0,46,0,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2,2,0,,,,,,,,,,,,
C.Rogers,00-0023444,no,WAS,,3,0,0,0,36,0,1,0,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Horton,00-0026389,no,WAS,,9,1,0,0,25,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Smoot,00-0020522,no,WAS,,6,0,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Hasselbeck,00-0007091,no,SEA,QB,,,,,,3,5,10,5,-17,,,,,,,,,,,,,,488,293,17,17,1,0,3029,,,,,,,,,,,,,,,,26,96,0,0,0,119
J.Jones,00-0022840,no,SEA,,,,,,,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,35,2,0,0,232,177,222,2,0,0,663
E.James,00-0008241,no,SEA,,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3,0,0,0,19,46,42,0,0,0,125
J.Forsett,00-0026373,no,SEA,RB,,,,,,1,0,4,0,0,,,,,,,,,,205,256,18,0,,,,,,,,,,,,,59,73,16,0,206,41,1,0,0,350,114,220,4,0,0,619
J.Carlson,00-0026178,no,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,51,7,0,0,574,,,,,,
B.Obomanu,00-0024463,no,SEA,,,,,,,1,1,1,1,0,,,,,,,,,,241,247,11,0,,,,,,,,,,,,,,,,,41,4,0,0,0,41,,,,,,
N.Burleson,00-0021999,no,SEA,,,,,,,2,1,3,1,0,,,,,,,,,,2,2,1,0,,,,,,,,,,,,,69,142,30,0,294,63,3,0,0,812,2,4,0,0,0,4
J.Griffith,00-0022011,no,SEA,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,19,1,0,0,118,4,4,0,0,0,6
T.Houshmandzadeh,00-0020438,no,SEA,,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,79,3,0,0,911,,,,,,
S.Wallace,00-0022055,no,SEA,,,,,,,2,2,5,2,-27,,,,,,,,,,,,,,120,78,2,3,0,0,700,,,,,,,,,,29,2,0,0,0,29,16,8,1,0,0,2
D.Butler,00-0027063,no,SEA,,,,,,,,,,,,,,,,,,,,,16,16,1,0,,,,,,,,,,,,,,,,,127,15,0,0,0,175,,,,,,
W.Herring,00-0025548,no,SEA,,7,1,0,0,31,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Mare,00-0010373,no,SEA,,,,,,,0,1,0,1,-3,26,24,478,72,28,0,28,0,28,,,,,,,,,,,,35,2,38,2,70,,,,,,,,,,,,,,,,
J.Ryan,00-0023742,no,SEA,P,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,42,622,27,933,87,4010,,,,,,,,,,,1,0,0,0,0,0
J.Wilson,00-0025442,no,SEA,DB,4,0,2,1,40,0,0,0,1,43,,,,,,,,,,106,120,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Babineaux,00-0022409,no,SEA,,30,1,2,1.5,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Hill,00-0023533,no,SEA,,9,0,0,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Jackson,00-0026168,no,SEA,,4,2,0,4.5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Jennings,00-0024246,no,SEA,,3,0,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Curry,00-0026981,no,SEA,,7,2,0,2,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Redding,00-0021998,no,SEA,DE,2,0,0,2,18,0,0,0,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Mebane,00-0025472,no,SEA,DT,8,0,0,1.5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Grant,00-0019560,no,SEA,,17,1,3,0,58,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Lucas,00-0020499,no,SEA,,6,0,1,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hawthorne,00-0025999,no,SEA,OLB,23,1,3,3,92,0,0,0,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Tapp,00-0024278,no,SEA,DE,9,0,0,2.5,40,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Cole,00-0021684,no,SEA,,19,0,0,0,29,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Reed,00-0026962,no,SEA,,3,0,0,1,6,0,1,0,3,81,,,,,,,,,,3,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Kerney,00-0009173,no,SEA,,11,3,0,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Tatupu,00-0023480,no,SEA,,11,0,0,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bulger,00-0019599,no,STL,,,,,,,1,2,6,2,0,,,,,,,,,,,,,,247,140,6,5,1,0,1469,,,,,,,,,,,,,,,,8,23,0,0,0,22
D.Avery,00-0026173,no,STL,,,,,,,2,0,2,0,0,,,,,,,,,,19,19,1,0,,,,,,,,,,,,,,,,,313,47,5,0,0,589,4,30,0,0,0,30
S.Jackson,00-0022736,no,STL,RB,,,,,,2,1,2,1,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,50,0,0,0,314,325,371,4,0,0,1424
L.Robinson,00-0025462,no,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,13,1,0,0,167,,,,,,
D.Fells,00-0023752,no,STL,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,21,3,1,0,273,,,,,,
R.McMichael,00-0021236,no,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,34,1,0,0,332,,,,,,
K.Burton,00-0026268,no,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,25,0,0,0,253,,,,,,
J.Laurinaitis,00-0027011,no,STL,MLB,13,0,2,2,107,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh.Brown,00-0021940,no,STL,K,,,,,,,,,,,23,19,536,57,16,0,16,0,16,,,,,1,1,0,1,0,0,36,,,,,,,,,,,,,,,,,,,,,
D.Jones,00-0022684,no,STL,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667,34,884,90,4212,,,,,,,,,,,,,,,,
S.Gado,00-0023074,no,STL,,,,,,,,,,,,,,,,,,,,,23,23,1,0,,,,,,,,,,,,,,,,,25,3,0,0,0,25,14,22,0,0,0,26
D.Stanley,00-0025636,no,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,31,3,0,,,,,,,,,,,,
G.Gibson,00-0023327,no,STL,,1,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Fletcher,00-0027041,no,STL,,0,0,0,0,23,0,1,0,1,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Butler,00-0023053,no,STL,,11,0,3,0,58,0,0,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Ryan,00-0025541,no,STL,,7,0,0,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Long,00-0026142,no,STL,DE,10,1,0,5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hall,00-0019387,no,STL,,3,0,0,4.5,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Wade,00-0025471,no,STL,,2,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Vobora,00-0026392,no,STL,,9,1,0,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Thomas,00-0016271,no,STL,,9,0,0,0,26,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Witherspoon,00-0021085,no,STL,,11,2,1,1,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Atogwe,00-0023501,no,STL,,15,3,2,1,58,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Little,00-0009978,no,STL,,4,0,1,6.5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.King,00-0026241,no,STL,,3,0,0,0,32,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Bartell,00-0023485,no,STL,,5,3,0,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Rodgers,00-0023459,no,GB,QB,,,,,,4,5,11,5,-8,,,,,,,,,,,,,,541,350,7,30,5,3,4434,,,,,,,,,,,,,,,,59,207,5,0,0,304
R.Grant,00-0022984,no,GB,,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,25,0,2,0,197,282,361,11,0,0,1253
D.Wynn,00-0025615,no,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,0,0,0,19,6,12,0,0,0,19
K.Hall,00-0025578,no,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,5,0,0,0,41,,,,,,
J.Finley,00-0026231,no,GB,,,,,,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,55,5,0,0,676,,,,,,
D.Driver,00-0004541,no,GB,,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,70,6,0,0,1061,1,13,0,0,0,13
G.Jennings,00-0024267,no,GB,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,69,4,2,2,1120,,,,,,
D.Lee,00-0021929,no,GB,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,36,1,0,0,253,,,,,,
M.Crosby,00-0025580,no,GB,K,,,,,,,,,,,36,27,520,81,49,0,48,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Kapinos,00-0025786,no,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,15,828,66,2891,,,,,,,,,,,,,,,,
J.Nelson,00-0026176,no,GB,WR,,,,,,1,1,3,1,0,,,,,,,,,,261,315,25,0,,,,,,,,,,,,,38,67,17,0,205,22,2,0,0,320,,,,,,
B.Chillar,00-0022711,no,GB,,10,0,0,2,29,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Kampman,00-0021269,no,GB,,11,1,0,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Barnett,00-0021990,no,GB,,24,0,0,3.5,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Hawk,00-0024220,no,GB,OLB,22,0,2,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Harris,00-0006915,no,GB,,5,0,2,1,29,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Bigby,00-0023404,no,GB,,12,0,4,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Woodson,00-0018227,no,GB,FS,8,4,9,2,66,0,0,0,1,0,,,,,,,,,,30,30,2,0,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,
J.Jolly,00-0024397,no,GB,,15,0,1,1,24,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Collins,00-0023486,no,GB,,9,0,6,1,38,0,0,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Matthews,00-0027002,no,GB,ILB,13,1,0,10,36,0,0,0,3,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Swain,00-0026357,yes,GB,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Rouse,00-0025476,no,GB,,15,0,1,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Jenkins,00-0021706,no,GB,DT,8,3,1,4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bishop,00-0025579,no,GB,,4,0,0,0,10,0,1,0,1,2,,,,,,,,,,6,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Poppinga,00-0023559,no,GB,,5,0,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Williams,00-0024061,no,GB,CB,9,0,4,1,39,,,,,,,,,,,,,,,26,26,2,0,,,,,,,,,,,,,87,116,13,0,,,,,,,,,,,,
R.Pickett,00-0020515,no,GB,,11,0,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Cutler,00-0024226,no,CHI,QB,,,,,,1,5,9,5,-8,,,,,,,,,,,,,,555,336,26,27,2,2,3666,,,,,,,,,,,,,,,,41,120,1,0,0,172
G.Wolfe,00-0025480,no,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,0,0,0,12,22,81,1,0,0,120
M.Forte,00-0026184,no,CHI,RB,,,,,,3,2,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,57,0,1,1,471,258,260,4,0,0,929
J.McKie,00-0020805,no,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,0,0,0,13,,,,,,
E.Bennett,00-0026210,no,CHI,,,,,,,0,1,2,1,0,,,,,,,,,,40,40,2,0,,,,,,,,,,,,,35,81,14,1,380,54,2,1,1,717,,,,,,
J.Knox,00-0026913,no,CHI,,,,,,,1,1,2,1,0,,,,,,,,,,344,488,31,1,,,,,,,,,,,,,0,0,1,0,285,45,5,0,0,527,,,,,,
G.Olsen,00-0025418,no,CHI,TE,,,,,,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,60,8,0,0,612,,,,,,
D.Clark,00-0003035,no,CHI,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,19,2,0,0,145,,,,,,
D.Hester,00-0024272,no,CHI,WR,,,,,,1,2,3,2,0,,,,,,,,,,47,70,7,0,,,,,,,,,,,,,84,135,24,0,356,57,3,0,0,757,6,4,0,0,0,-1
R.Gould,00-0023252,no,CHI,K,,,,,,,,,,,26,24,489,72,33,0,33,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Maynard,00-0010609,no,CHI,,,,,,,0,1,1,1,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,600,26,831,77,3171,,,,,,,,,,,,,,,,
D.Manning,00-0024257,no,CHI,,19,2,1,1,70,0,1,0,3,4,,,,,,,,,,306,376,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Adams,00-0022085,no,CHI,,8,0,0,2,36,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Anderson,00-0024373,no,CHI,,6,0,0,3.5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Ogunleye,00-0019246,no,CHI,,10,0,0,5.5,26,0,0,0,3,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Roach,00-0024750,no,CHI,,20,3,0,2,50,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Urlacher,00-0019456,no,CHI,,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Hillenmeyer,00-0021983,no,CHI,,25,4,1,1.5,65,0,0,0,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Harris,00-0022837,no,CHI,,4,0,1,3,20,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Tillman,00-0022123,no,CHI,CB,12,4,2,0,65,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Brown,00-0021228,no,CHI,,10,1,0,6.5,37,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Harrison,00-0026230,no,CHI,,8,0,0,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Briggs,00-0022128,no,CHI,,24,0,1,3,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Afalava,00-0026936,no,CHI,,10,1,0,2,43,0,0,0,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Payne,00-0025554,no,CHI,,7,0,0,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Vasher,00-0022216,no,CHI,,5,0,1,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Brady,00-0019596,no,NE,QB,,,,,,2,0,4,0,0,,,,,,,,,,,,,,565,371,13,28,3,1,4398,,,,,,,,,,,,,,,,29,42,1,0,0,44
K.Faulk,00-0005091,no,NE,,,,,,,0,0,1,0,0,,,,,,,,,,47,60,6,0,,,,,,,,,,,,,15,25,5,0,171,37,1,0,0,301,62,161,2,0,0,335
L.Maroney,00-0024236,no,NE,,0,0,0,0,1,4,0,4,0,0,,,,,,,,,,148,153,13,0,,,,,,,,,,,,,,,,,71,14,0,0,0,99,194,200,9,0,0,757
F.Taylor,00-0016098,no,NE,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2,0,0,0,17,63,66,4,0,0,269
R.Moss,00-0011754,no,NE,,0,0,1,0,0,1,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,83,13,2,1,1264,,,,,,
W.Welker,00-0022427,no,NE,WR,,,,,,0,1,1,2,0,,,,,,,,,,45,45,2,0,,,,,,,,,,,,,127,199,27,0,328,123,4,0,0,1348,5,33,0,0,0,36
B.Watson,00-0022943,no,NE,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,29,5,1,0,404,,,,,,
C.Baker,00-0021213,no,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,14,2,0,0,142,,,,,,
S.Gostkowski,00-0024333,no,NE,K,,,,,,0,0,0,1,0,31,26,492,78,47,0,47,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Hanson,00-0006799,no,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,18,724,56,2221,,,,,,,,,,,,,,,,
J.Mayo,00-0026150,no,NE,MLB,33,1,0,1.5,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Woods,00-0024017,no,NE,,5,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Banta-Cain,00-0022038,no,NE,,19,2,0,9.5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Wilhite,00-0026269,no,NE,,6,0,2,0,35,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Ninkovich,00-0024349,no,NE,DE,8,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Thomas,00-0019593,no,NE,,8,0,0,3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Warren,00-0021989,no,NE,,12,0,0,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Green,00-0021244,no,NE,,14,0,0,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Guyton,00-0025821,no,NE,,29,0,0,2,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Burgess,00-0020504,no,NE,,7,1,0,5,27,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.McGowan,00-0023354,no,NE,,19,3,0,0,50,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Springs,00-0015495,no,NE,,5,0,1,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Sanders,00-0023567,no,NE,,15,1,0,0,30,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Meriweather,00-0025411,no,NE,SS,29,2,5,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Bodden,00-0021612,no,NE,,8,0,5,0,47,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Edwards,00-0025479,no,BUF,,,,,,,0,0,1,0,0,,,,,,,,,,,,,,183,110,7,6,0,0,1169,,,,,,,,,,,,,,,,14,69,0,0,0,106
X.Omon,00-0026319,no,BUF,,,,,,,,,,,,,,,,,,,,,26,26,1,0,,,,,,,,,,,,,,,,,,,,,,,5,17,0,0,0,22
F.Jackson,00-0024204,no,BUF,RB,,,,,,2,0,4,0,0,,,,,,,,,,299,393,41,0,1,1,0,1,0,0,27,,,,,,44,53,6,0,162,46,2,0,0,371,238,222,2,0,0,1062
D.Schouman,00-0025609,no,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,9,0,0,0,103,,,,,,
L.Evans,00-0022910,no,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,44,7,0,0,612,,,,,,
R.Parrish,00-0023490,no,BUF,,,,,,,3,3,5,3,-4,,,,,,,,,,46,61,11,0,,,,,,,,,,,,,69,129,24,0,34,3,0,0,0,34,2,4,0,0,0,4
S.Nelson,00-0027088,no,BUF,,,,,,,1,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,18,1,0,0,157,,,,,,
T.Owens,00-0012478,no,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,55,5,0,0,829,6,54,1,0,0,54
L.McKelvin,00-0026151,no,BUF,SS,3,0,0,0,8,1,0,2,0,0,,,,,,,,,,48,57,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nic.Harris,00-0027107,no,BUF,,5,0,0,0,19,0,1,0,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Lindell,00-0019310,no,BUF,,,,,,,,,,,,33,28,553,84,24,0,24,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Moorman,00-0011626,no,BUF,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,25,649,25,925,90,4182,,,,,,,,,,,,,,,,
D.Whitner,00-0024223,no,BUF,SS,15,0,2,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Byrd,00-0027018,no,BUF,FS,12,0,9,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sp.Johnson,00-0022610,no,BUF,,10,0,0,2,33,0,0,0,1,0,,,,,,,,,,12,12,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.McGee,00-0022008,no,BUF,,8,0,1,0,40,,,,,,,,,,,,,,,30,30,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
