name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Flacco,00-0026158,no,BAL,QB,,,,,,2,2,8,2,0,,,,,,,,,,,,,,,614,362,22,19,2,2,3912,,,,,,,,,,,,,,,,,,27,111,1,1,0,0,132
R.Rice,00-0026195,no,BAL,,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,0,58,0,0,0,321,214,181,5,4,1,1,660
B.Pierce,00-0029264,no,BAL,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,20,0,0,0,104,152,177,6,2,0,0,436
J.Jones,00-0025460,no,BAL,,,,,,,,,,,,,,,,,,,,,310,426,0,31,1,,,,,,,,,,,,,80,122,0,19,0,247,77,37,2,0,0,455,2,0,0,0,0,0,0
D.Clark,00-0022165,no,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,20,31,3,0,0,343,,,,,,,
M.Brown,00-0030400,no,BAL,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,64,49,7,1,1,524,1,-2,0,0,0,0,-2
E.Dickson,00-0027675,no,BAL,TE,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,180,1,25,1,0,0,273,,,,,,,
T.Smith,00-0027996,no,BAL,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,45,65,4,1,1,1128,,,,,,,
V.Leach,00-0022397,no,BAL,,,,,,,0,1,1,1,0,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,37,2,11,1,0,0,47,11,15,0,0,0,0,23
B.Stokley,00-0015754,no,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,13,0,0,0,115,,,,,,,
R.Wagner,00-0029893,no,BAL,T,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Cox,00-0027557,no,BAL,LS,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Tucker,00-0029597,no,BAL,K,,,,,,,,,,,41,38,578,114,26,0,26,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Koch,00-0024417,no,BAL,P,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,614,27,875,90,4138,,,,,,,,,,,,,,,,,,,
L.Webb,00-0027060,no,BAL,CB,11,0,2,0,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,0,1,0,,,,,,,,,,,,,,
D.Smith,00-0022839,no,BAL,ILB,66,2,3,5.0,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Canty,00-0023566,no,BAL,DE,10,2,0,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Ngata,00-0024227,no,BAL,DT,30,0,0,1.5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Dumervil,00-0024341,no,BAL,OLB,14,2,0,9.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Huff,00-0024222,no,BAL,,1,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Graham,00-0025555,no,BAL,FS,17,1,4,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Spears,00-0023455,no,BAL,,6,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Suggs,00-0022161,no,BAL,OLB,33,0,0,10,47,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Upshaw,00-0029252,no,BAL,OLB,12,0,0,1.5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Smith,00-0027965,no,BAL,CB,9,3,2,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Elam,00-0030559,no,BAL,SS,23,0,1,0,53,0,0,0,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.McPhee,00-0028103,no,BAL,OLB,8,1,0,2.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Ihedigbo,00-0025753,no,BAL,SS,37,1,3,0,61,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Bynes,00-0028278,no,BAL,OLB,22,0,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Manuel,00-0030526,no,BUF,QB,,,,,,3,2,6,2,-5,,,,,,,,,,,,,,,306,180,9,11,2,2,1972,,,,,,,,,,,,,,,,,,53,104,9,2,0,0,186
C.Spiller,00-0027861,no,BUF,RB,,,,,,1,2,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,0,34,0,0,0,197,201,375,90,2,0,0,927
T.Graham,00-0029660,no,BUF,,,,,,,1,0,1,0,0,,,,,,,,,,19,19,0,1,0,,,,,,,,,,,,,,,,,,240,46,23,2,0,0,361,4,14,0,0,0,0,14
F.Jackson,00-0024204,no,BUF,RB,,,,,,0,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,21,46,1,0,0,375,207,234,43,9,0,0,896
M.Goodwin,00-0030068,no,BUF,WR,,,,,,1,0,1,0,0,,,,,,,,,,176,188,0,16,0,,,,,,,,,,,,,,,,,,197,142,17,3,0,0,283,3,13,0,0,0,0,13
S.Chandler,00-0025516,no,BUF,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,55,53,2,0,0,655,,,,,,,
R.Woods,00-0030431,no,BUF,WR,,,,,,,,,,,,,,,,,,,,9,9,0,1,0,,,,,,,,,,,,,,,,,,329,67,40,3,1,1,587,2,16,0,0,0,0,16
S.Johnson,00-0026364,no,BUF,WR,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,33,52,3,1,1,597,1,10,0,0,0,0,10
K.Alonso,00-0030401,no,BUF,LB,72,1,4,2,87,0,0,0,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Searcy,00-0028038,no,BUF,SS,24,0,1,3.5,45,0,1,0,2,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Carpenter,00-0026003,no,BUF,K,,,,,,,,,,,36,33,610,99,32,0,32,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Powell,00-0028897,no,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,13,397,42,1881,,,,,,,,,,,,,,,,,,,
D.Williams,00-0030073,no,BUF,SS,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.McKelvin,00-0026151,no,BUF,SS,12,1,1,0,59,1,4,7,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,78,136,0,32,0,,,,,,,,,,,,,,
A.Moats,00-0027777,no,BUF,OLB,21,0,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Branch,00-0025420,no,BUF,DT,18,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Leonhard,00-0023287,no,BUF,,11,0,4,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,39,0,7,0,,,,,,,,,,,,,,
K.Williams,00-0024348,no,BUF,DT,25,1,0,10.0,42,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Lawson,00-0024237,no,BUF,OLB,21,1,1,4,52,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Carrington,00-0027677,no,BUF,DE,6,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Rogers,00-0028144,no,BUF,,5,0,1,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Dareus,00-0027941,no,BUF,DT,25,1,0,7.5,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hughes,00-0027881,no,BUF,DE,12,2,0,9.5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Brooks,00-0029280,no,BUF,CB,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Robey,00-0030041,no,BUF,DB,9,1,1,3,30,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Williams,00-0027972,no,BUF,SS,22,1,4,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Williams,00-0023750,no,BUF,DE,10,1,0,13.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Bradham,00-0029272,no,BUF,OLB,17,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Brady,00-0019596,no,NE,QB,,,,,,3,5,9,5,-10,,,,,,,,,,,,,,,628,380,11,25,2,2,4343,32,0,32,1,32,,,,,,,,,,,,,33,30,0,0,0,0,18
S.Vereen,00-0027994,no,NE,RB,,,,,,0,0,1,0,0,,,,,,,,,,44,46,0,3,0,,,,,,,,,,,,,,,,,,144,18,47,3,0,0,427,44,74,6,1,1,0,208
S.Ridley,00-0028011,no,NE,RB,,,,,,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,10,0,0,0,62,178,204,30,7,0,0,773
L.Blount,00-0027325,no,NE,RB,,,,,,2,0,3,0,0,,,,,,,,,,233,269,0,17,0,,,,,,,,,,,,,,,,,,38,0,2,0,0,0,38,153,247,102,7,0,0,772
J.Edelman,00-0027150,no,NE,WR,,,,,,0,5,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,137,230,0,35,0,341,49,105,6,2,2,1056,2,11,0,0,0,0,11
D.Amendola,00-0026035,no,NE,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,0,1,0,235,35,54,2,0,0,633,1,1,0,0,0,0,1
M.Hoomanawanui,00-0027732,no,NE,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,13,12,1,0,0,136,,,,,,,
K.Thompkins,00-0030000,no,NE,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,51,32,4,0,0,466,,,,,,,
T.Kelly,00-0022539,no,NE,,10,0,0,2.5,12,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Ninkovich,00-0024349,no,NE,DE,49,2,0,8.0,42,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Gostkowski,00-0024333,no,NE,K,,,,,,,,,,,41,38,687,114,44,0,44,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Allen,00-0029984,no,NE,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,29,864,76,3491,,,,,,,,,,,,,,,,,,,
C.Jones,00-0029585,no,NE,DE,39,1,0,11.5,40,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Arrington,00-0026071,no,NE,DB,11,2,1,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Mayo,00-0026150,no,NE,MLB,20,0,0,1.5,35,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Dennard,00-0029596,no,NE,,6,0,1,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hightower,00-0029669,no,NE,OLB,42,0,0,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Vellano,00-0030001,no,NE,,34,0,0,2,20,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Talib,00-0026160,no,NE,CB,6,1,4,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.McCourty,00-0027647,no,NE,FS,20,2,1,0,47,0,0,0,1,44,,,,,,,,,,48,56,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Gregory,00-0023998,no,NE,,29,0,0,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Wilfork,00-0022712,no,NE,NT,5,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Spikes,00-0027668,no,NE,,38,0,1,0,48,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Newton,00-0027939,no,CAR,QB,,,,,,1,1,3,1,-8,,,,,,,,,,,,,,,473,292,13,24,0,0,3379,,,,,,,,,,,,,,,,,,111,243,30,6,0,0,587
M.Tolbert,00-0026069,no,CAR,FB,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,13,27,2,0,0,184,101,162,9,5,0,0,361
D.Williams,00-0024242,no,CAR,RB,,,,,,2,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,72,26,1,0,0,333,200,264,82,3,0,0,833
T.Ginn,00-0025396,no,CAR,WR,,,,,,,,,,,,,,,,,,,,296,340,0,26,0,,,,,,,,,,,,,194,216,0,26,0,346,151,36,5,0,0,556,4,29,0,0,0,0,29
S.Smith,00-0020337,no,CAR,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,41,64,4,0,0,745,,,,,,,
G.Olsen,00-0025418,no,CAR,TE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,51,73,6,0,0,816,,,,,,,
C.Johnson,00-0025470,no,CAR,DE,5,1,0,10.5,25,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Thomas,00-0028081,no,CAR,DB,7,0,1,0,17,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,
G.Gano,00-0026858,no,CAR,K,,,,,,,,,,,26,24,573,72,42,0,42,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Nortman,00-0029304,no,CAR,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,25,912,70,3344,,,,,,,,,,,,,,,,,,,
C.Munnerlyn,00-0026944,no,CAR,CB,25,1,2,3,48,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Godfrey,00-0026207,no,CAR,FS,2,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Kuechly,00-0029248,no,CAR,MLB,63,0,4,2,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Edwards,00-0022750,no,CAR,DT,8,0,0,2,11,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Hardy,00-0027774,no,CAR,DE,20,1,0,16,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Addison,00-0028339,no,CAR,DE,5,1,0,3.0,8,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Davis,00-0023448,no,CAR,OLB,38,1,2,4,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Moore,00-0026907,no,CAR,,1,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Lotulelei,00-0030455,no,CAR,DT,11,0,0,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Mikell,00-0021512,no,CAR,,18,2,0,3,40,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Beason,00-0025412,no,CAR,MLB,32,0,1,0,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Wilson,00-0029263,no,SEA,QB,,,,,,5,4,10,5,-4,,,,,,,,,,,,,,,407,257,9,26,1,0,3357,,,,,,,,,,,,,,,,,,96,232,10,1,0,0,539
M.Lynch,00-0025399,no,SEA,RB,,,,,,1,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,13,36,2,0,0,316,301,310,42,12,0,0,1257
R.Turbin,00-0029273,no,SEA,RB,,,,,,1,0,1,0,0,,,,,,,,,,86,94,0,8,0,,,,,,,,,,,,,,,,,,51,0,8,0,0,0,60,77,134,0,0,0,0,264
D.Baldwin,00-0028434,no,SEA,WR,,,,,,,,,,,,,,,,,,,,28,37,0,2,0,,,,,,,,,,,,,,,,,,419,80,50,5,1,0,778,2,6,0,0,0,0,6
Z.Miller,00-0025425,no,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,32,33,5,0,0,387,,,,,,,
S.Rice,00-0025431,no,SEA,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,54,15,3,0,0,231,,,,,,,
D.Coleman,00-0029068,no,SEA,FB,,,,,,0,0,1,0,0,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,44,8,8,1,0,0,62,2,4,0,0,0,0,3
J.Kearse,00-0029159,no,SEA,WR,,,,,,1,1,1,1,0,,,,,,,,,,172,202,0,13,0,,,,,,,,,,,,,,,,,,245,130,22,4,0,0,346,,,,,,,
G.Tate,00-0027891,no,SEA,WR,,,,,,0,0,2,0,0,,,,,,,,,,57,57,0,3,0,,,,,,,,,,,,,184,369,0,50,0,453,143,64,5,0,0,898,3,22,0,0,0,0,31
C.Maragos,00-0027378,no,SEA,FS,0,0,0,0,3,1,1,2,2,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
T.McDaniel,00-0024102,no,SEA,DT,29,0,0,2,23,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Hauschka,00-0025944,no,SEA,K,,,,,,,,,,,34,33,581,99,44,0,44,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Ryan,00-0023742,no,SEA,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625,28,852,74,3159,,,,,,,,,,,,,,,,,,,
K.Wright,00-0028037,no,SEA,OLB,34,0,0,1.5,46,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Sherman,00-0028092,no,SEA,CB,11,0,8,0,38,0,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,-6,0,1,0,,,,,,,,,,,,,,
B.Mebane,00-0025472,no,SEA,DT,24,0,0,0,21,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Maxwell,00-0028111,no,SEA,CB,3,1,4,0,22,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Mayowa,00-0030380,no,SEA,DE,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
