name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Kuhn,00-0029312,no,NYG,DT,4,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Coe,00-0025560,no,NYG,,2,0,0,0,7,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Phillips,00-0026171,no,NYG,,6,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Bernard,00-0021261,no,NYG,,14,0,0,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Williams,00-0028140,no,NYG,,8,0,0,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hosley,00-0029267,no,NYG,CB,8,1,1,0,28,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Blackburn,00-0023693,no,NYG,,33,3,1,3,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Umenyiora,00-0021977,no,NYG,,15,2,0,6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Boley,00-0023593,no,NYG,,28,0,3,0.5,64,0,0,0,2,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Tuck,00-0023509,no,NYG,DE,18,0,0,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Pierre-Paul,00-0027867,no,NYG,DE,23,1,1,6.5,43,0,0,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Webster,00-0023478,no,NYG,,6,0,4,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Rolle,00-0023443,no,NYG,SS,21,1,2,0,71,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Joseph,00-0027885,no,NYG,DT,25,1,0,4,33,0,0,0,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Romo,00-0021678,no,DAL,QB,,,,,,3,2,6,2,-15,,,,,,,,,,,,,,,648,425,19,28,2,1,4903,,,,,,,,,,,-1,0,1,0,0,0,-1,30,58,1,1,1,1,49
D.Murray,00-0028009,no,DAL,RB,,,,,,2,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,0,34,0,0,0,247,161,199,16,4,0,0,663
L.Vickers,00-0024394,no,DAL,,,,,,,,,,,,,,,,,,,,,14,14,0,1,0,,,,,,,,,,,,,,,,,,93,0,13,0,0,0,104,3,13,0,0,0,0,11
J.Phillips,00-0027139,no,DAL,TE,,,,,,0,0,0,1,0,,,,,,,,,,20,20,0,1,0,,,,,,,,,,,,,,,,,,42,1,8,1,0,0,55,,,,,,,
K.Ogletree,00-0026780,no,DAL,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,71,32,4,0,0,436,2,9,0,0,0,0,9
M.Austin,00-0023921,no,DAL,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,138,66,6,0,0,943,,,,,,,
J.Witten,00-0022127,no,DAL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,31,110,3,0,0,1039,,,,,,,
D.Bryant,00-0027902,no,DAL,WR,,,,,,2,2,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,24,61,0,12,0,520,282,92,12,2,1,1382,2,-5,0,0,0,0,-5
J.Hanna,00-0029634,no,DAL,TE,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,,,,,,,,,,,,,,,,,,58,0,8,0,0,0,86,,,,,,,
B.Church,00-0027416,no,DAL,SS,2,0,0,0,3,0,0,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bailey,00-0028660,no,DAL,K,,,,,,,,,,,31,29,628,87,37,0,37,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Jones,00-0028664,no,DAL,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,6,198,12,542,,,,,,,,,,,,,,,,,,,
F.Jones,00-0026162,no,DAL,,,,,,,2,0,2,0,0,,,,,,,,,,83,98,0,11,0,,,,,,,,,,,,,,,,,,155,21,26,2,0,0,266,111,120,28,3,0,0,402
D.Harris,00-0028114,no,DAL,WR,,,,,,,,,,,,,,,,,,,,131,135,0,10,0,,,,,,,,,,,,,162,270,78,22,1,135,16,17,1,1,1,222,,,,,,,
S.Lissemore,00-0027826,no,DAL,NT,20,0,0,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Silva,00-0028488,no,DAL,,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Claiborne,00-0029676,no,DAL,CB,12,1,1,0,43,0,0,0,2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Scandrick,00-0026283,no,DAL,CB,5,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Sensabaugh,00-0023590,no,DAL,,13,1,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Coleman,00-0021262,no,DAL,,3,1,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Carr,00-0026280,no,DAL,CB,5,0,3,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Lee,00-0027663,no,DAL,OLB,21,1,1,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Carter,00-0027978,no,DAL,LB,19,0,0,0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hatcher,00-0024307,no,DAL,DE,24,0,0,4.0,27,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Spears,00-0023455,no,DAL,,18,0,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Ware,00-0023445,no,DAL,OLB,22,5,0,11.0,33,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Spencer,00-0025413,no,DAL,,39,2,0,11.5,56,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Price-Brent,00-0027852,no,DAL,,9,1,0,1.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Cutler,00-0024226,no,CHI,QB,,,,,,4,1,8,1,0,,,,,,,,,,,,,,,434,255,14,19,1,0,3033,,,,,,,,,,,,,,,,,,40,168,0,0,0,0,233
D.Hester,00-0024272,no,CHI,WR,,,,,,0,0,1,0,0,,,,,,,,,,293,346,0,24,0,,,,,,,,,,,,,122,214,0,40,0,171,34,23,1,0,0,242,3,6,0,0,0,0,6
M.Forte,00-0026184,no,CHI,RB,,,,,,1,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,12,44,1,0,0,340,248,308,32,5,0,0,1094
M.Bush,00-0025487,no,CHI,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,9,0,0,0,83,114,137,5,5,0,0,411
A.Jeffery,00-0029137,no,CHI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,75,24,3,0,0,367,,,,,,,
E.Bennett,00-0026210,no,CHI,,,,,,,,,,,,,,,,,,,,,24,24,0,3,0,,,,,,,,,,,,,2,2,0,1,0,218,72,29,2,0,0,375,,,,,,,
K.Adams,00-0028337,no,CHI,,,,,,,,,,,,,,,,,,,,,38,38,0,3,0,,,,,,,,,,,,,,,,,,40,0,4,0,0,0,40,,,,,,,
B.Marshall,00-0024334,no,CHI,WR,,,,,,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,159,118,11,1,0,1508,1,-2,0,0,0,0,-2
K.Hayden,00-0023495,no,CHI,,11,0,1,0,24,0,0,0,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Peppers,00-0021140,no,CHI,OLB,6,2,0,12.0,33,0,0,0,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Gould,00-0023252,no,CHI,K,,,,,,,,,,,23,21,473,63,33,0,33,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Podlesh,00-0025488,no,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627,34,803,81,3399,,,,,,,,,,,,,,,,,,,
M.Wright,00-0027680,no,CHI,SS,19,1,4,0,52,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Conte,00-0028031,no,CHI,SS,16,0,2,0,51,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Urlacher,00-0019456,no,CHI,,15,2,1,0,53,0,0,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Roach,00-0024750,no,CHI,,15,1,0,1.5,50,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Hayes,00-0026315,no,CHI,,2,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Melton,00-0026905,no,CHI,DT,11,1,0,5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Moore,00-0026907,no,CHI,,5,0,2,0,25,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,
M.Toeaina,00-0025574,no,CHI,,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Briggs,00-0022128,no,CHI,,29,2,2,1.5,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Wootton,00-0027603,no,CHI,DE,6,2,0,7.5,21,,,,,,,,,,,,,,,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.Idonije,00-0021604,no,CHI,,20,1,0,7.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Jennings,00-0024277,no,CHI,,5,0,9,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Luck,00-0029668,no,IND,QB,,,,,,5,2,10,2,-3,,,,,,,,,,,,,,,627,339,18,23,1,0,4374,,,,,,,,,,,,,,,,,,62,131,13,5,0,0,255
D.Brown,00-0027003,no,IND,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,9,0,0,0,93,108,108,18,1,1,1,417
V.Ballard,00-0029547,no,IND,,,,,,,0,2,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,16,17,1,0,0,152,211,216,12,2,0,0,814
D.Jones,00-0028994,no,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,1,0,0,0,8,,,,,,,
C.Fleener,00-0029697,no,IND,TE,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,27,26,2,0,0,281,,,,,,,
R.Wayne,00-0020498,no,IND,,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,54,106,5,1,0,1355,1,-5,0,0,0,0,-5
K.Adams,00-0028338,no,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,2,0,0,0,26,,,,,,,
L.Brazill,00-0029548,no,IND,,,,,,,1,0,1,0,0,,,,,,,,,,32,35,0,3,0,,,,,,,,,,,,,6,8,0,2,0,159,42,11,1,0,0,186,,,,,,,
D.Avery,00-0026173,no,IND,,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,21,60,3,0,0,781,4,9,0,0,0,0,9
M.Moore,00-0022217,no,IND,,,,,,,1,0,1,0,0,,,,,,,,,,50,50,0,3,0,,,,,,,,,,,,,,,,,,77,4,6,1,0,0,77,13,17,0,0,0,0,20
A.Vinatieri,00-0016919,no,IND,K,,,,,,,,,,,31,26,559,78,37,0,37,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.McAfee,00-0027145,no,IND,P,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,622,26,922,73,3500,,,,,,,,,,,,,,,,,,,
C.Vaughn,00-0027290,no,IND,DB,8,0,1,0,58,,,,,,,,,,,,,,,75,96,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Nevis,00-0028025,no,IND,,9,0,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Bethea,00-0024421,no,IND,SS,25,0,0,2,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Lefeged,00-0028650,no,IND,,5,0,0,0,15,0,0,0,1,4,,,,,,,,,,17,19,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Freeman,00-0025920,no,IND,ILB,55,1,1,2,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Redding,00-0021998,no,IND,DE,15,0,0,2,21,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Davis,00-0027001,no,IND,CB,5,0,3,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Zbikowski,00-0026226,no,IND,,11,0,1,1,27,1,0,1,0,0,,,,,,,,,,61,74,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Harvey,00-0028211,no,IND,,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Conner,00-0027831,no,IND,OLB,17,0,0,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Mathis,00-0022059,no,IND,OLB,11,1,1,8,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Powers,00-0027064,no,IND,CB,7,0,1,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Fokou,00-0026951,no,IND,,11,1,0,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.King,00-0026241,no,IND,,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Ponder,00-0027950,no,MIN,,,,,,,5,2,7,2,0,,,,,,,,,,,,,,,483,300,12,18,2,1,2935,,,,,,,,,,,-15,0,1,0,0,0,-15,61,152,28,2,0,0,246
T.Gerhart,00-0027888,no,MIN,RB,,,,,,2,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,0,20,0,0,0,155,50,90,3,1,0,0,169
A.Peterson,00-0025394,no,MIN,RB,,,,,,2,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,2,40,1,0,0,217,348,643,317,12,1,1,2097
P.Harvin,00-0026998,no,MIN,WR,,,,,,1,2,2,2,0,,,,,,,,,,335,372,105,16,1,,,,,,,,,,,,,,,,,,204,31,62,3,0,0,677,22,77,4,1,0,0,96
D.Aromashodu,00-0024447,no,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,0,11,0,0,0,182,,,,,,,
M.Asiata,00-0028198,no,MIN,RB,,,,,,,,,,,,,,,,,,,,35,37,0,3,0,,,,,,,,,,,,,,,,,,2,0,1,0,0,0,2,3,6,0,0,0,0,9
K.Rudolph,00-0027981,no,MIN,TE,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,229,56,53,9,1,1,493,,,,,,,
M.Jenkins,00-0022781,no,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,12,40,2,0,0,449,,,,,,,
K.Williams,00-0022073,no,MIN,DT,12,0,0,2.5,20,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Walsh,00-0029576,no,MIN,K,,,,,,,,,,,37,35,643,105,36,0,36,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Kluwe,00-0023060,no,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,18,871,72,3237,,,,,,,,,,,,,,,,,,,
M.Sherels,00-0027547,no,MIN,CB,1,0,0,0,4,0,1,1,1,0,,,,,,,,,,213,246,0,16,0,,,,,,,,,,,,,150,187,77,32,1,,,,,,,,,,,,,,
H.Smith,00-0029606,no,MIN,FS,28,1,3,1,69,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Cook,00-0027649,no,MIN,,8,0,0,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Evans,00-0024426,no,MIN,,8,0,0,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Ballard,00-0028044,no,MIN,,6,0,0,1,8,0,2,1,2,0,,,,,,,,,,12,12,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Robison,00-0025489,no,MIN,DE,11,3,0,7.5,25,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Brinkley,00-0027108,no,MIN,MLB,35,2,0,0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Robinson,00-0029691,no,MIN,CB,3,0,2,0,49,,,,,,,,,,,,,,,37,38,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Greenway,00-0024232,no,MIN,OLB,50,0,1,3,96,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Henderson,00-0025945,no,MIN,LB,29,1,0,3,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Raymond,00-0028108,no,MIN,,1,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Guion,00-0026292,no,MIN,NT,15,0,0,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Winfield,00-0018093,no,MIN,,28,0,3,2,73,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Gabbert,00-0027948,no,JAC,QB,,,,,,3,1,5,1,0,,,,,,,,,,,,,,,278,162,6,9,4,2,1662,,,,,,,,,,,,,,,,,,18,41,0,0,0,0,56
M.Thomas,00-0027076,no,JAC,,,,,,,0,0,1,0,0,,,,,,,,,,46,46,0,3,0,,,,,,,,,,,,,20,31,0,9,0,80,5,18,1,0,0,108,7,54,0,0,0,0,57
J.Parmele,00-0026316,no,JAC,,,,,,,,,,,,,,,,,,,,,92,107,0,10,0,,,,,,,,,,,,,,,,,,62,0,7,0,1,0,60,40,51,0,0,0,0,143
M.Jones-Drew,00-0024275,no,JAC,,,,,,,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,2,0,40,5,14,1,0,0,86,86,126,59,1,1,0,414
R.Jennings,00-0027155,no,JAC,RB,,,,,,1,0,3,0,0,,,,,,,,,,72,82,0,10,0,,,,,,,,,,,,,,,,,,63,0,19,0,1,1,130,101,89,6,2,0,0,283
M.Owens,00-0024103,no,JAC,,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,8,0,0,0,113,42,67,32,1,1,1,209
M.Lewis,00-0024243,no,JAC,TE,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,16,52,4,0,0,540,,,,,,,
L.Robinson,00-0025462,no,JAC,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,0,24,0,0,0,252,,,,,,,
C.Shorts,00-0028052,no,JAC,WR,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,296,55,7,0,0,981,1,-4,0,0,0,0,-4
J.Blackmon,00-0029707,no,JAC,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,127,64,5,2,1,865,2,23,0,0,0,0,23
G.Jones,00-0022897,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,11,0,0,0,64,5,8,0,0,0,0,8
C.Mosley,00-0023624,no,JAC,,7,1,0,2,36,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Stanford,00-0029061,no,JAC,,3,0,0,0,14,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Scobee,00-0022874,no,JAC,,,,,,,,,,,,28,25,504,75,18,1,18,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Anger,00-0029692,no,JAC,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,31,957,91,4345,,,,,,,,,,,,,,,,,,,
T.Knighton,00-0027046,no,JAC,DT,12,2,0,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Rutland,00-0028420,no,JAC,,1,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Landry,00-0024360,no,JAC,,18,0,1,0,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Mathis,00-0022080,no,JAC,CB,0,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
