name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
T.Masthay,00-0026664,no,GB,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,14,686,49,2159,,,,,,,,,,,,,,,,,,,
M.Hyde,00-0030090,no,GB,SS,14,0,2,1,44,0,0,1,0,0,,,,,,,,,,47,53,0,4,0,,,,,,,,,,,,,179,197,130,15,2,,,,,,,,,,,,,,
S.Shields,00-0027440,no,GB,CB,7,0,2,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Jones,00-0026946,no,GB,,4,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Hawk,00-0024220,no,GB,OLB,37,0,0,0.5,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Perry,00-0029408,no,GB,OLB,6,0,0,3,17,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Matthews,00-0027002,no,GB,ILB,16,1,1,11.0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Williams,00-0024061,no,GB,CB,10,0,3,0,61,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Hayward,00-0029261,no,GB,CB,9,0,3,0,28,0,0,0,2,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Neal,00-0027664,no,GB,OLB,13,0,0,4.5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Burnett,00-0027676,no,GB,SS,33,1,1,1.5,89,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Jones,00-0030576,no,GB,DE,5,0,1,1.5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Peppers,00-0021140,no,GB,OLB,15,4,2,7.0,28,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Daniels,00-0029284,no,GB,DE,12,0,0,5.5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Ryan,00-0026143,no,ATL,QB,,,,,,2,0,5,0,-3,,,,,,,,,,,,,,,628,415,14,28,1,1,4694,,,,,,,,,,,,,,,,,,29,98,0,0,0,0,145
D.Freeman,00-0031285,no,ATL,RB,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,7,30,1,0,0,225,65,163,31,1,0,0,248
A.Smith,00-0026855,no,ATL,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,169,13,3,0,0,222,23,112,86,2,0,0,144
J.Rodgers,00-0028083,no,ATL,RB,,,,,,0,1,1,2,0,,,,,,,,,,10,10,0,1,0,,,,,,,,,,,,,,,,,,107,8,29,1,0,0,173,58,114,17,1,1,0,217
S.Jackson,00-0022736,no,ATL,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0,20,0,0,0,148,190,217,19,6,0,0,707
H.Douglas,00-0026224,no,ATL,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,5,51,2,0,0,556,,,,,,,
R.White,00-0023462,no,ATL,WR,,,,,,1,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,42,80,7,0,0,921,,,,,,,
JulioJones,00-0027944,no,ATL,WR,,,,,,1,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,132,104,6,0,0,1593,1,1,0,0,0,0,1
D.Hester,00-0024272,no,ATL,WR,,,,,,1,1,2,2,0,,,,,,,,,,389,518,0,45,0,,,,,,,,,,,,,142,238,62,18,1,277,53,38,2,0,0,504,6,36,20,1,0,0,36
L.Toilolo,00-0030443,no,ATL,TE,,,,,,1,1,1,1,0,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,153,2,31,2,0,0,238,,,,,,,
J.Bartu,00-0029770,no,ATL,OLB,36,0,0,1,47,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bryant,00-0020578,no,ATL,K,,,,,,,,,,,31,29,507,87,40,0,40,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bosher,00-0028130,no,ATL,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,27,877,67,3063,,,,,,,,,,,,,,,,,,,
S.Maponga,00-0030425,no,ATL,DE,1,0,0,1,2,0,0,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Worrilow,00-0029792,no,ATL,MLB,59,2,0,2,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Ishmael,00-0030427,no,ATL,SS,27,1,4,0,66,0,0,0,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Jackson,00-0026980,no,ATL,DE,13,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Alford,00-0030528,no,ATL,CB,6,0,3,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Moore,00-0027031,no,ATL,SS,12,2,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Umenyiora,00-0021977,no,ATL,,3,0,0,2.5,9,0,0,0,1,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Biermann,00-0026294,no,ATL,OLB,34,0,0,4.0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Massaquoi,00-0029617,no,ATL,,6,0,0,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Lowery,00-0026253,no,ATL,FS,19,2,2,1,60,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Babineaux,00-0023494,no,ATL,NT,16,1,0,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.McClain,00-0027840,no,ATL,DB,10,0,2,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Trufant,00-0030562,no,ATL,CB,8,0,3,0,53,0,0,0,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Brees,00-0020531,no,NO,QB,,,,,,3,4,7,4,-22,,,,,,,,,,,,,,,659,456,17,33,1,0,4952,,,,,,,,,,,1,0,1,0,0,0,1,27,66,1,1,0,0,68
B.Cooks,00-0031236,no,NO,WR,,,,,,0,0,1,0,0,,,,,,,,,,12,12,0,1,0,,,,,,,,,,,,,26,30,0,10,0,228,84,53,3,0,0,550,7,67,4,1,0,0,73
K.Robinson,00-0030348,no,NO,RB,,,,,,2,0,2,0,0,,,,,,,,,,28,28,0,1,0,,,,,,,,,,,,,,,,,,50,0,8,0,0,0,63,76,157,21,3,0,0,362
M.Ingram,00-0027966,no,NO,RB,,,,,,1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0,29,0,0,0,145,226,227,45,9,0,0,964
P.Thomas,00-0024813,no,NO,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,15,45,1,0,0,378,45,121,28,2,0,0,222
T.Cadet,00-0029205,no,NO,RB,,,,,,2,0,2,0,0,,,,,,,,,,192,208,0,16,0,,,,,,,,,,,,,,,,,,156,5,38,1,0,0,296,10,30,0,0,0,0,32
B.Watson,00-0022943,no,NO,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,22,20,2,1,0,136,,,,,,,
M.Colston,00-0024466,no,NO,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,92,59,5,0,0,902,,,,,,,
J.Graham,00-0027696,no,NO,TE,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,70,85,10,0,0,889,,,,,,,
C.White,00-0029658,no,NO,DB,3,1,2,1,49,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Graham,00-0019536,no,NO,K,,,,,,,,,,,22,19,403,57,46,1,46,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Morstead,00-0027114,no,NO,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646,19,816,58,2690,,,,,,,,,,,,,,,,,,,
J.Byrd,00-0027018,no,NO,FS,5,1,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Walker,00-0029208,no,NO,DT,6,1,0,2.5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Vaccaro,00-0030060,no,NO,SS,23,0,2,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Lofton,00-0026177,no,NO,MLB,45,1,0,0,100,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hawthorne,00-0025999,no,NO,OLB,31,0,1,3,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Hicks,00-0029657,no,NO,DE,14,0,0,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Bush,00-0027195,no,NO,FS,11,0,0,0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Lewis,00-0026903,no,NO,CB,4,0,2,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Galette,00-0027551,no,NO,DE,12,3,0,10,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Robinson,00-0027882,no,NO,CB,7,0,2,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Deaderick,00-0027838,no,NO,,4,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Bunkley,00-0024229,no,NO,,9,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Jordan,00-0027962,no,NO,DE,19,0,1,7.5,31,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Flacco,00-0026158,no,BAL,QB,,,,,,0,2,4,2,-5,,,,,,,,,,,,,,,555,344,12,27,1,0,3986,,,,,,,,,,,,,,,,,,39,73,2,2,0,0,70
B.Pierce,00-0029264,no,BAL,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,2,0,0,0,13,93,154,5,2,0,0,363
J.Forsett,00-0026373,no,BAL,RB,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,0,44,0,0,0,263,235,409,68,8,2,1,1266
J.Jones,00-0025460,no,BAL,,,,,,,2,1,3,1,0,,,,,,,,,,344,510,108,32,1,,,,,,,,,,,,,145,204,0,30,0,111,0,9,0,0,0,131,3,16,0,0,0,0,16
S.Smith,00-0020337,no,BAL,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,213,79,6,0,0,1065,,,,,,,
D.Pitta,00-0027714,no,BAL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,16,0,0,0,125,,,,,,,
O.Daniels,00-0024313,no,BAL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,10,48,4,0,0,527,,,,,,,
T.Smith,00-0027996,no,BAL,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,197,49,11,0,0,767,,,,,,,
K.Aiken,00-0028497,no,BAL,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,32,24,3,0,0,267,,,,,,,
J.Tucker,00-0029597,no,BAL,K,,,,,,,,,,,33,29,523,87,42,0,42,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Koch,00-0024417,no,BAL,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699,26,896,60,2841,,,,,,,,,,,,,,,,,,,
D.Smith,00-0022839,no,BAL,ILB,60,3,1,1,68,0,0,0,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Brown,00-0028102,no,BAL,,7,0,0,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Stewart,00-0027256,no,BAL,FS,16,1,1,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Mosley,00-0031296,no,BAL,ILB,44,0,2,3,84,0,0,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Williams,00-0030511,no,BAL,NT,23,1,0,0.5,24,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Dumervil,00-0024341,no,BAL,OLB,10,1,0,17.0,25,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Ngata,00-0024227,no,BAL,DT,13,2,2,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Jernigan,00-0031170,no,BAL,DE,12,0,0,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Suggs,00-0022161,no,BAL,OLB,25,0,0,12.0,36,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Tyson,00-0029309,no,BAL,,14,0,0,1,7,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Smith,00-0027965,no,BAL,CB,6,0,1,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Elam,00-0030559,no,BAL,SS,18,1,0,0.5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Canty,00-0023566,no,BAL,DE,20,1,0,0.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Jackson,00-0029294,no,BAL,,5,0,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Upshaw,00-0029252,no,BAL,OLB,17,0,0,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Dalton,00-0027973,no,CIN,QB,,,,,,2,1,3,1,-5,,,,,,,,,,,,,,,483,310,17,19,1,1,3398,,,,,,,,,,,18,18,1,1,0,0,18,60,115,26,4,0,0,169
M.Sanu,00-0029632,no,CIN,WR,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,3,3,0,1,0,0,79,,,,,,,,,,,396,172,57,5,1,1,790,7,50,0,0,0,0,51
G.Bernard,00-0030456,no,CIN,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,39,43,2,0,0,349,168,238,95,5,0,0,680
A.Green,00-0027942,no,CIN,WR,,,,,,2,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,230,69,6,0,0,1041,2,2,0,0,0,0,2
J.Hill,00-0031301,no,CIN,RB,0,0,0,0,1,2,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,0,27,0,0,0,215,222,379,171,9,0,0,1124
B.Tate,00-0027057,no,CIN,WR,,,,,,1,1,2,1,0,,,,,,,,,,207,223,0,18,0,,,,,,,,,,,,,100,132,0,18,0,138,5,17,1,0,0,193,3,21,0,0,0,0,21
J.Gresham,00-0027873,no,CIN,TE,,,,,,0,2,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,29,62,5,0,0,460,,,,,,,
T.Eifert,00-0030549,no,CIN,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,3,0,0,0,37,,,,,,,
V.Burfict,00-0028912,no,CIN,OLB,14,1,0,0,15,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Nugent,00-0023482,no,CIN,K,,,,,,,,,,,32,26,506,78,39,0,39,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Huber,00-0027103,no,CIN,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651,27,868,73,3419,,,,,,,,,,,,,,,,,,,
A.Jones,00-0023441,no,CIN,CB,13,0,3,0,51,0,0,1,1,0,,,,,,,,,,362,445,0,27,0,,,,,,,,,,,,,164,224,0,22,0,,,,,,,,,,,,,,
C.Dunlap,00-0027662,no,CIN,DE,25,2,0,8.5,41,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Geathers,00-0022867,no,CIN,,11,0,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Hall,00-0025405,no,CIN,SS,19,0,1,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Lamur,00-0029479,no,CIN,OLB,39,0,2,0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Rey,00-0027245,no,CIN,OLB,61,0,0,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Thompson,00-0029684,no,CIN,DT,11,0,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Kirkpatrick,00-0029560,no,CIN,CB,2,0,3,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Maualuga,00-0027014,no,CIN,MLB,26,0,1,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Nelson,00-0025408,no,CIN,FS,32,0,4,1.5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
