name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Crosby,00-0025580,no,GB,K,,,,,,0,0,0,1,2,28,24,429,72,68,1,68,0,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Masthay,00-0026664,no,GB,P,,,,,,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,637,23,863,55,2506,,,,,,,,,,,,,1,6,0,0,0,0,6
A.Hawk,00-0024220,no,GB,OLB,31,0,0,1.5,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Woodson,00-0018227,no,GB,FS,12,1,7,2,63,0,0,0,1,-1,,,,,,,,,,9,9,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Matthews,00-0027002,no,GB,ILB,13,3,3,6,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bishop,00-0025579,no,GB,,25,2,0,5,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Walden,00-0026307,no,GB,OLB,19,0,0,3,40,0,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Raji,00-0026985,no,GB,NT,8,0,0,3,14,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1
J.Bush,00-0023918,no,GB,,3,0,2,1.5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,
S.Shields,00-0027440,no,GB,CB,2,0,4,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Burnett,00-0027676,no,GB,SS,29,2,3,1,75,0,0,0,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Collins,00-0023486,no,GB,,2,1,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Wynn,00-0026930,no,GB,DT,6,0,0,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Green,00-0021099,no,GB,,8,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Pickett,00-0020515,no,GB,,8,0,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Brees,00-0020531,no,NO,QB,,,,,,1,0,1,0,-15,,,,,,,,,,,,,,,657,468,14,46,2,2,5476,,,,,,,,,,,,,,,,,,21,75,8,1,0,0,86
D.Sproles,00-0023564,no,NO,RB,,,,,,,,,,,,,,,,,,,,405,531,0,40,0,,,,,,,,,,,,,128,216,72,29,1,286,76,86,7,0,0,710,87,293,46,2,0,0,603
M.Ingram,00-0027966,no,NO,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,11,0,0,0,46,122,141,75,5,0,0,474
P.Thomas,00-0024813,no,NO,RB,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,15,15,0,1,0,,,,,,,,,,,,,,,,,,269,6,50,1,0,0,425,110,204,29,5,1,0,562
D.Henderson,00-0022929,no,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,108,31,2,0,0,495,1,9,0,0,0,0,9
R.Meachem,00-0025414,no,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,161,40,6,0,0,620,4,18,0,0,0,0,18
J.Graham,00-0027696,no,NO,TE,,,,,,1,0,1,0,0,,,,,,,,,,2,2,0,1,0,,,,,,,,,,,,,,,,,,439,116,99,11,0,0,1310,,,,,,,
M.Colston,00-0024466,no,NO,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,137,80,8,0,0,1143,,,,,,,
J.Kasay,00-0009028,no,NO,,,,,,,,,,,,34,28,517,84,63,0,63,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Morstead,00-0027114,no,NO,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706,13,891,46,2204,,,,,,,,,,,,,,,,,,,
J.Collins,00-0026072,no,NO,,,,,,,,,,,,,,,,,,,,,7,7,0,1,0,,,,,,,,,,,,,,,,,,47,2,11,2,0,0,50,4,4,2,2,0,0,4
T.Porter,00-0026180,no,NO,CB,10,2,1,0,41,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.King,00-0026548,no,NO,,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Casillas,00-0026832,no,NO,OLB,13,0,0,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Herring,00-0025548,no,NO,,1,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Franklin,00-0022147,no,NO,,7,1,0,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Ellis,00-0026147,no,NO,,18,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turk.McBride,00-0025441,no,NO,,1,1,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Harper,00-0024258,no,NO,SS,23,2,0,7.5,73,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Jenkins,00-0026990,no,NO,FS,14,1,0,1,62,0,0,0,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Shanle,00-0022040,no,NO,,26,1,1,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Rogers,00-0020528,no,NO,,8,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Charleston,00-0023847,no,NO,,4,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Galette,00-0027551,no,NO,DE,8,0,0,4.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Robinson,00-0027882,no,NO,CB,8,0,4,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Greer,00-0022527,no,NO,,11,0,1,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Jordan,00-0027962,no,NO,DE,13,0,0,1,18,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Vilma,00-0022778,no,NO,,17,1,0,0,36,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Flacco,00-0026158,no,BAL,QB,,,,,,6,4,11,4,-7,,,,,,,,,,,,,,,542,312,12,20,0,0,3610,,,,,,,,,,,-8,0,1,0,0,0,-8,40,79,1,1,0,0,90
R.Rice,00-0026195,no,BAL,,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,1,1,0,1,0,0,1,,,,,,,,,,,326,84,76,3,0,0,704,290,440,95,12,0,0,1362
R.Williams,00-0017915,no,BAL,,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,13,0,0,0,83,108,182,5,2,0,0,444
A.Boldin,00-0022084,no,BAL,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,67,57,3,0,0,887,,,,,,,
V.Leach,00-0022397,no,BAL,,,,,,,0,1,0,1,0,,,,,,,,,,29,29,0,2,0,,,,,,,,,,,,,,,,,,60,0,15,0,0,0,69,12,19,0,0,0,0,35
E.Dickson,00-0027675,no,BAL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,49,54,5,0,0,528,,,,,,,
D.Pitta,00-0027714,no,BAL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,24,40,3,0,0,405,,,,,,,
C.Redding,00-0021998,no,BAL,DE,14,0,0,4.5,29,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Ngata,00-0024227,no,BAL,DT,28,2,0,5,37,0,0,0,3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.McPhee,00-0028103,no,BAL,OLB,7,1,0,6.0,16,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Cundiff,00-0020972,no,BAL,,,,,,,,,,,,37,28,488,84,38,0,38,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Koch,00-0024417,no,BAL,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,21,872,73,3393,,,,,,,,,,,,,,,,,,,
L.Webb,00-0027060,no,BAL,CB,13,1,5,1.0,55,0,2,2,2,0,,,,,,,,,,59,59,0,2,0,,,,,,,,,,,,,112,186,68,30,1,,,,,,,,,,,,,,
D.Foxworth,00-0023532,no,BAL,,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Johnson,00-0022139,no,BAL,,16,1,0,2.5,40,0,0,0,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Ayanbadejo,00-0000551,no,BAL,,4,0,0,1.5,23,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca.Williams,00-0026369,no,BAL,,16,2,0,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.McClain,00-0026407,no,BAL,,34,0,1,1,47,0,0,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Carr,00-0023008,no,BAL,,3,0,0,1,16,,,,,,,,,,,,,,,20,20,0,1,0,,,,,,,,,,,,,7,8,0,2,0,,,,,,,,,,,,,,
T.Zbikowski,00-0026226,no,BAL,,2,0,0,1,14,,,,,,,,,,,,,,,143,145,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Reed,00-0021377,no,BAL,,8,1,3,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,0,3,0,,,,,,,,,,,,,,
R.Lewis,00-0009889,no,BAL,,23,2,1,2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Pollard,00-0024269,no,BAL,,20,3,1,2,55,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Suggs,00-0022161,no,BAL,OLB,20,7,2,14,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Roethlisberger,00-0022924,no,PIT,QB,,,,,,5,2,8,2,-10,,,,,,,,,,,,,,,513,324,14,21,0,0,4077,,,,,,,,,,,,,,,,,,31,58,0,0,0,0,70
I.Redman,00-0026566,no,PIT,,,,,,,2,0,2,0,0,,,,,,,,,,18,18,0,1,0,,,,,,,,,,,,,,,,,,63,0,17,0,0,0,69,110,189,29,3,0,0,479
R.Mendenhall,00-0026163,no,PIT,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,0,18,0,0,0,154,228,290,28,9,0,0,928
E.Sanders,00-0027685,no,PIT,WR,,,,,,0,0,0,1,0,,,,,,,,,,35,41,0,5,0,1,1,0,0,0,0,15,,,,,,14,18,0,3,0,180,15,22,2,0,0,288,,,,,,,
M.Wallace,00-0026901,no,PIT,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,290,72,8,0,0,1193,5,42,0,0,0,0,57
H.Ward,00-0017162,no,PIT,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,7,46,2,0,0,381,,,,,,,
H.Miller,00-0023465,no,PIT,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,20,51,2,0,0,631,1,6,0,0,0,0,6
A.Brown,00-0027793,no,PIT,WR,0,0,0,0,1,,,,,,,,,,,,,,,354,406,0,27,0,,,,,,,,,,,,,132,257,60,30,1,444,86,69,2,0,0,1108,7,39,0,0,0,0,41
M.Moore,00-0022217,no,PIT,,,,,,,2,0,2,0,0,,,,,,,,,,10,10,0,1,0,,,,,,,,,,,,,,,,,,91,5,11,1,0,0,104,22,102,0,0,0,0,157
S.Suisham,00-0023001,no,PIT,K,,,,,,,,,,,30,23,462,69,36,0,36,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Sepulveda,00-0025499,no,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,33,295,8,416,25,1153,,,,,,,,,,,,,,,,,,,
T.Polamalu,00-0022119,no,PIT,,27,0,2,1,64,0,0,0,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Woodley,00-0025433,no,PIT,OLB,13,0,1,9.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Worilds,00-0027889,no,PIT,,11,1,0,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Farrior,00-0005082,no,PIT,,24,0,0,2,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Gay,00-0025557,no,PIT,CB,12,0,2,0,49,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Keisel,00-0021344,no,PIT,,15,2,0,3,33,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Harrison,00-0020712,no,PIT,OLB,11,2,0,9,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Foote,00-0021246,no,PIT,,16,0,0,1.5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Clark,00-0020840,no,PIT,,29,0,1,1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Heyward,00-0027969,no,PIT,DE,1,1,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.Taylor,00-0021891,no,PIT,,9,0,2,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Timmons,00-0025402,no,PIT,ILB,25,0,1,2,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Smith,00-0015080,no,PIT,,5,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.McFadden,00-0023497,no,PIT,,2,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Hampton,00-0020426,no,PIT,,14,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.McCoy,00-0027688,no,CLE,QB,,,,,,2,5,11,5,-9,,,,,,,,,,,,,,,463,265,11,14,1,0,2733,,,,,,,,,,,-5,0,1,0,0,0,-5,60,110,0,0,0,0,214
M.Hardesty,00-0027666,no,CLE,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,14,0,0,0,122,88,65,0,0,0,0,266
J.Cribbs,00-0023176,no,CLE,,,,,,,1,2,3,2,0,,,,,,,,,,378,481,0,39,0,,,,,,,,,,,,,198,282,84,34,1,299,83,41,4,1,0,518,7,19,0,0,0,0,25
P.Hillis,00-0026367,no,CLE,,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,22,0,0,0,130,161,126,25,3,0,0,587
E.Moore,00-0026123,no,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,46,33,4,0,0,320,,,,,,,
M.Massaquoi,00-0027026,no,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,26,31,2,0,0,384,,,,,,,
B.Watson,00-0022943,no,CLE,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,44,37,2,0,0,410,,,,,,,
J.Norwood,00-0026739,no,CLE,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,0,4,0,173,24,23,1,0,0,268,,,,,,,
G.Little,00-0027997,no,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,79,61,2,0,0,709,3,15,0,0,0,0,15
P.Dawson,00-0004091,no,CLE,K,,,,,,,,,,,27,24,559,72,20,0,20,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.McGee,00-0025819,yes,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,48,8,288,,,,,,,,,,,,,,,,,,,
U.Young,00-0025453,no,CLE,,18,0,1,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Benard,00-0026742,yes,CLE,,1,0,0,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Rubin,00-0026330,no,CLE,DT,27,0,0,5.0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Adams,00-0022247,no,CLE,SS,20,1,3,0,41,0,0,0,1,0,,,,,,,,,,42,42,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Mitchell,00-0023893,no,CLE,,7,1,0,1.5,25,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Ward,00-0027653,no,CLE,SS,10,1,0,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Jackson,00-0024249,no,CLE,ILB,41,1,1,3.5,115,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Schaefering,00-0026084,no,CLE,,11,0,0,0.5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Haden,00-0027860,no,CLE,CB,12,1,0,1,53,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Gocong,00-0024286,no,CLE,,20,2,0,3.5,47,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Taylor,00-0027959,no,CLE,,22,1,0,4,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Sheard,00-0027975,no,CLE,DE,14,5,0,8.5,40,0,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Fujita,00-0021259,no,CLE,,14,0,1,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Brown,00-0021186,no,CLE,,10,1,2,0,38,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Dalton,00-0027973,no,CIN,QB,,,,,,2,0,4,0,0,,,,,,,,,,,,,,,516,300,13,20,1,0,3398,,,,,,,,,,,,,,,,,,37,75,3,1,0,0,152
B.Gradkowski,00-0024408,no,CIN,QB,,,,,,,,,,,,,,,,,,,,,,,,,18,8,1,1,0,0,109,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,1
C.Benson,00-0023439,no,CIN,,,,,,,2,2,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,15,0,0,0,82,273,274,67,6,0,0,1067
B.Leonard,00-0025439,no,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,0,22,0,0,0,210,17,51,0,0,0,0,85
B.Scott,00-0026941,no,CIN,,,,,,,,,,,,,,,,,,,,,26,26,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,38,0,13,0,0,0,38,112,171,28,3,0,0,380
J.Shipley,00-0027687,no,CIN,,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,0,0,14,,,,,,,
J.Simpson,00-0026186,no,CIN,WR,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,65,50,4,1,0,725,,,,,,,
J.Gresham,00-0027873,no,CIN,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,56,56,6,0,0,596,,,,,,,
A.Green,00-0027942,no,CIN,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,184,65,7,0,0,1057,5,50,0,0,0,0,53
A.Smith,00-0026982,no,CIN,T,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Nugent,00-0023482,no,CIN,K,,,,,,,,,,,37,33,619,99,34,0,33,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Huber,00-0027103,no,CIN,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,24,882,91,4003,,,,,,,,,,,,,,,,,,,
B.Tate,00-0027057,no,CIN,WR,,,,,,1,1,3,1,0,,,,,,,,,,327,429,0,42,0,,,,,,,,,,,,,167,295,56,51,1,,,,,,,,,,,,,,
N.Clements,00-0020495,no,CIN,,6,2,2,1,49,1,0,1,2,0,,,,,,,,,,4,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Johnson,00-0027044,no,CIN,DE,15,1,1,5.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Sims,00-0026217,no,CIN,DT,8,0,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Howard,00-0024253,no,CIN,,35,2,0,1,64,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Fanene,00-0023665,no,CIN,,6,0,0,6,17,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Crocker,00-0022167,no,CIN,,16,1,0,3.5,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Lawson,00-0024237,no,CIN,OLB,22,0,0,1.5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Maualuga,00-0027014,no,CIN,MLB,35,3,1,0,53,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
