Rk,,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
33,Rick Mirer,OAK,33,QB,9,8,2/6/2000,116,221,52.5,1267,3,1.4,5,2.3,47,5.7,5,10.9,140.8,64.8,22,122,4.71,4.03,9.1,,
34,Tim Couch,CLE,26,QB,10,8,3/5/2000,120,203,59.1,1319,7,3.4,6,3,71,6.5,5.9,11,131.9,77.6,19,116,5.42,4.83,8.6,1,1
35,Vinny Testaverde,NYJ,40,qb,7,7,2/5/2000,123,198,62.1,1385,7,3.5,2,1,61,7,7.2,11.3,197.9,90.6,6,48,6.55,6.8,2.9,1,1
36,Chris Chandler,CHI,38,qb,8,6,3/3/2000,107,192,55.7,1050,3,1.6,7,3.6,37,5.5,4.1,9.8,131.3,61.3,14,101,4.61,3.37,6.8,,
37,Anthony Wright,BAL,27,qb,7,7,5/2/2000,94,178,52.8,1199,9,5.1,8,4.5,64,6.7,5.7,12.8,171.3,72.3,19,125,5.45,4.54,9.6,2,2
38,Tim Hasselbeck,WAS,25,qb,7,5,1/4/2000,95,177,53.7,1012,5,2.8,7,4,40,5.7,4.5,10.7,144.6,63.6,9,44,5.2,4.05,4.8,,
39,Doug Flutie,SDG,41,qb,7,5,2/3/2000,91,167,54.5,1097,9,5.4,4,2.4,73,6.6,6.6,12.1,156.7,82.8,8,27,6.11,6.11,4.6,,
40,Josh McCown,ARI,24,qb,8,3,1/2/2000,95,166,57.2,1018,5,3,6,3.6,60,6.1,5.1,10.7,127.3,70.3,25,174,4.42,3.53,13.1,1,1
41,Brian Griese,MIA,28,qb,5,5,3/2/2000,74,130,56.9,813,5,3.8,6,4.6,80,6.3,4.9,11,162.6,69.2,12,83,5.14,3.94,8.5,0,1
42,Tim Rattay,SFO,26,,11,3,2/1/2000,73,118,61.9,856,7,5.9,2,1.7,61,7.3,7.7,11.7,77.8,96.6,7,54,6.42,6.82,5.6,,
43,Jesse Palmer,NYG,25,,6,3,0-3-0,60,116,51.7,532,3,2.6,4,3.4,40,4.6,3.6,8.9,88.7,58.5,16,95,3.31,2.4,12.1,,
44,Kurt Kittner,ATL,23,,7,4,1/3/2000,44,114,38.6,391,2,1.8,6,5.3,31,3.4,1.4,8.9,55.9,32.5,5,30,3.03,1.1,4.2,,
45,Danny Kanell,DEN,30,,5,2,0-2-0,53,103,51.5,442,2,1.9,5,4.9,26,4.3,2.5,8.3,88.4,49.1,2,24,3.98,2.22,1.9,,
46,Tony Banks,HOU,30,,7,3,2/1/2000,61,102,59.8,693,5,4.9,3,2.9,46,6.8,6.5,11.4,99,84.3,13,57,5.53,5.23,11.3,1,1
47,Michael Vick,ATL,23,,5,4,3/1/2000,50,100,50,585,4,4,3,3,49,5.9,5.3,11.7,117,69,9,64,4.78,4.28,8.3,1,0
48,Mark Brunell,JAX,33,,3,3,0-3-0,54,82,65.9,484,2,2.4,0,0,65,5.9,6.4,9,161.3,89.7,9,46,4.81,5.25,9.9,,
49,Rex Grossman,CHI,23,,3,3,2/1/2000,38,72,52.8,437,2,2.8,1,1.4,59,6.1,6,11.5,145.7,74.8,4,41,5.21,5.14,5.3,0,1
50,Billy Volek,TEN,27,,7,1,1-0-0,44,69,63.8,545,4,5.8,1,1.4,50,7.9,8.4,12.4,77.9,101.4,6,45,6.67,7.13,8,1,1
51,Gus Frerotte,MIN,32,,16,2,2-0-0,38,65,58.5,690,7,10.8,2,3.1,72,10.6,11.4,18.2,43.1,118.1,5,22,9.54,10.26,7.1,,
52,Kurt Warner,STL,32,,2,1,0-1-0,38,65,58.5,365,1,1.5,1,1.5,37,5.6,5.2,9.6,182.5,72.9,6,38,4.61,4.25,8.5,,
53,Steve Beuerlein,DEN,38,,4,2,1/1/2000,33,63,52.4,389,2,3.2,5,7.9,38,6.2,3.2,11.8,97.3,49,9,60,4.57,2,12.5,0,1
54,Marques Tuiasosopo,OAK,24,,4,1,0-1-0,25,45,55.6,324,0,0,3,6.7,35,7.2,4.2,13,81,50.6,2,14,6.6,3.72,4.3,,
55,Dave Ragone,HOU,24,,2,2,0-2-0,20,40,50,135,0,0,1,2.5,24,3.4,2.3,6.8,67.5,47.4,8,39,2,1.06,16.7,,
56,Mike McMahon,DET,24,,3,0,,9,31,29,87,0,0,2,6.5,26,2.8,-0.1,9.7,29,12.7,2,9,2.36,-0.36,6.1,,
57,Neil O'Donnell,TEN,37,,1,1,1-0-0,18,27,66.7,232,2,7.4,1,3.7,34,8.6,8.4,12.9,232,102.7,0,0,8.59,8.41,0,,
58,Shaun King,TAM,26,,3,0,,15,22,68.2,130,1,4.5,1,4.5,20,5.9,4.8,8.7,43.3,79.7,3,25,4.2,3.2,12,,
59,Rob Johnson,2TM,30,,4,0,,11,20,55,93,0,0,1,5,15,4.7,2.4,8.5,23.3,46.5,4,21,3,1.13,16.7,,
Rk,,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
60,Travis Brown,BUF,26,,2,0,,14,18,77.8,160,0,0,1,5.6,28,8.9,6.4,11.4,80,80.6,1,7,8.05,5.68,5.3,,
61,Tee Martin,OAK,25,,2,0,,6,16,37.5,69,0,0,1,6.3,17,4.3,1.5,11.5,34.5,25.3,1,5,3.76,1.12,5.9,,
62,Todd Bouman,NOR,31,,4,0,,7,13,53.8,81,1,7.7,0,0,19,6.2,7.8,11.6,20.3,98.6,2,8,4.87,6.2,13.3,,
63,Chris Redman,BAL,26,,2,0,,7,13,53.8,58,0,0,2,15.4,16,4.5,-2.5,8.3,29,26,6,45,0.68,-4.05,31.6,,
64,Todd Collins,KAN,32,,5,0,,9,12,75,74,0,0,0,0,20,6.2,6.2,8.2,14.8,90.3,0,0,6.17,6.17,0,,
65,David Garrard,JAX,25,,2,0,,9,12,75,86,1,8.3,0,0,28,7.2,8.8,9.6,43,122.2,0,0,7.17,8.83,0,,
66,Alex Van Pelt,BUF,33,,6,0,,5,12,41.7,49,0,0,3,25,14,4.1,-7.2,9.8,8.2,14.2,1,7,3.23,-7.15,7.7,,
67,Rodney Peete,CAR,37,,1,1,1-0-0,4,10,40,19,0,0,0,0,8,1.9,1.9,4.8,19,47.9,3,20,-0.08,-0.08,23.1,,
68,Jarious Jackson,DEN,26,,1,1,0-1-0,4,9,44.4,41,0,0,1,11.1,16,4.6,-0.4,10.3,41,18.5,0,0,4.56,-0.44,0,,
69,Charlie Batch,PIT,29,,4,0,,4,8,50,47,0,0,0,0,22,5.9,5.9,11.8,11.8,68.2,1,2,5,5,11.1,,
70,Trent Dilfer,SEA,31,,5,0,,4,8,50,31,1,12.5,1,12.5,14,3.9,0.8,7.8,6.2,59.9,1,8,2.56,-0.22,11.1,,
71,Rohan Davey,NWE,25,,1,0,,3,7,42.9,31,0,0,0,0,16,4.4,4.4,10.3,31,56.2,0,0,4.43,4.43,0,,
72,Sage Rosenfels,MIA,25,,2,0,,4,6,66.7,50,1,16.7,0,0,21,8.3,11.7,12.5,25,131.9,0,0,8.33,11.67,0,,
73,Koy Detmer,PHI,30,,16,0,,3,5,60,32,0,0,0,0,15,6.4,6.4,10.7,2,78.7,0,0,6.4,6.4,0,,
74,Craig Hentrich*,TEN,32,,16,0,,2,5,40,25,0,0,0,0,15,5,5,12.5,1.6,56.2,0,0,5,5,0,,
75,Antwaan Randle El,PIT,24,,16,1,,3,4,75,6,0,0,0,0,9,1.5,1.5,2,0.4,77.1,0,0,1.5,1.5,0,,
76,Rod Gardner,WAS,26,WR,16,16,,2,3,66.7,46,2,66.7,0,0,36,15.3,28.7,23,2.9,149.3,0,0,15.33,28.67,0,,
77,Brock Huard,IND,27,,2,0,,2,3,66.7,22,0,0,0,0,13,7.3,7.3,11,11,88.2,1,3,4.75,4.75,25,,
78,Isaac Bruce,STL,31,WR,15,15,,2,2,100,66,0,0,0,0,41,33,33,33,4.4,118.7,0,0,33,33,0,,
79,Gibran Hamdan,WAS,22,,1,0,,1,2,50,7,0,0,0,0,7,3.5,3.5,7,7,58.3,1,2,1.67,1.67,33.3,,
80,Chad Hutchinson,DAL,26,,1,0,,1,2,50,8,0,0,0,0,8,4,4,8,8,60.4,0,0,4,4,0,,
81,Deuce McAllister*,NOR,25,RB,16,16,,0,2,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
82,Doug Pederson,GNB,35,,16,0,,2,2,100,16,0,0,0,0,14,8,8,8,1,100,0,0,8,8,0,,
83,LaBrandon Toefield,JAX,23,,16,0,,1,2,50,32,0,0,0,0,32,16,16,32,2,95.8,0,0,16,16,0,,
84,Richie Anderson,DAL,32,FB,15,8,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
85,Bryan Barker,WAS,39,,16,0,,1,1,100,3,0,0,0,0,3,3,3,3,0.2,79.2,0,0,3,3,0,,
86,Darren Bennett,SDG,38,,16,0,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
87,Drew Bennett,TEN,25,WR,12,8,,1,1,100,14,0,0,0,0,14,14,14,14,1.2,118.7,0,0,14,14,0,,
88,Mitch Berger,NOR,31,,16,0,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
89,Anquan Boldin*,ARI,23,WR,16,16,,0,1,0,0,0,0,1,100,0,0,-45,,0,0,0,0,0,-45,0,,
Rk,,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
90,Brant Boyer,CLE,32,rlb,15,7,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
91,Aveion Cason,DAL,24,,10,0,,1,1,100,37,0,0,0,0,37,37,37,37,3.7,118.7,0,0,37,37,0,,
92,Woodrow Dantzler,ATL,24,,9,0,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,1,5,-2.5,-2.5,50,,
93,T.J. Duckett,ATL,22,RB,16,10,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
94,Kevin Faulk,NWE,27,RB,15,8,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
95,Jabar Gaffney,HOU,23,WR,16,11,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
96,David Givens,NWE,23,wr,13,5,,0,1,0,0,0,0,1,100,0,0,-45,,0,0,0,0,0,-45,0,,
97,Terry Glenn,DAL,29,WR,16,14,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
98,Az-Zahir Hakim,DET,26,WR,14,12,,1,1,100,21,0,0,0,0,21,21,21,21,1.5,118.7,0,0,21,21,0,,
99,Nick Harris,2TM,25,,16,0,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
100,Travis Henry,BUF,25,RB,15,15,,0,1,0,0,0,0,1,100,0,0,-45,,0,0,0,0,0,-45,0,,
101,Priest Holmes*+,KAN,30,RB,16,16,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
102,Joe Horn,NOR,31,WR,15,14,,1,1,100,14,0,0,0,0,14,14,14,14,0.9,118.7,0,0,14,14,0,,
103,Damon Huard,NWE,30,,2,0,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
104,Frisman Jackson,CLE,24,,5,0,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
105,Kevin Johnson,2TM,27,,15,9,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
106,Micah Knorr,DEN,28,,16,0,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
107,Dane Looker,STL,27,,16,2,,1,1,100,11,0,0,0,0,11,11,11,11,0.7,112.5,0,0,11,11,0,,
108,Stacey Mack,HOU,28,rb,8,5,,0,1,0,0,0,0,1,100,0,0,-45,,0,0,0,0,0,-45,0,,
109,Josh Miller,PIT,33,,16,0,,1,1,100,81,1,100,0,0,81,81,101,81,5.1,158.3,0,0,81,101,0,,
110,Freddie Mitchell,PHI,25,wr,16,6,,1,1,100,25,1,100,0,0,25,25,45,25,1.6,158.3,0,0,25,45,0,,
111,Chris Mohr,ATL,37,,16,0,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
112,Randy Moss*+,MIN,26,WR,16,16,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
113,Dennis Northcutt,CLE,26,wr,15,6,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
114,Jerry Rice,OAK,41,WR,16,15,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
115,Mark Royals,2TM,38,,14,0,,0,1,0,0,0,0,1,100,0,0,-45,,0,0,0,0,0,-45,0,,
116,Todd Sauerbrun*,CAR,30,,16,0,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
117,Bill Schroeder,DET,32,WR,16,13,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
118,Rod Smith,DEN,33,WR,15,15,,1,1,100,72,0,0,0,0,72,72,72,72,4.8,118.7,0,0,72,72,0,,
119,Dan Stryzinski,NYJ,38,,16,0,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,
Rk,,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
120,LaDainian Tomlinson,SDG,24,RB,16,16,,1,1,100,21,1,100,0,0,21,21,41,21,1.3,158.3,0,0,21,41,0,,
121,Cedrick Wilson,SFO,25,,16,4,,1,1,100,6,0,0,0,0,6,6,6,6,0.4,91.7,0,0,6,6,0,,
