
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
1,Isa Abdul-Quddus,NOR,22,fs,16,1,0,0,0,0,1,3,0,0,0,0,,7,2,
2,Hamza Abdullah,ARI,28,,16,0,,,,,,,,,,,,9,4,
3,Husain Abdullah,MIN,26,FS,9,9,1,32,0,32,5,,,,,,1.0,43,5,
4,John Abraham,ATL,33,DE,15,15,0,0,0,0,2,4,0,1,0,0,9.5,25,10,
5,Sam Acho,ARI,23,ROLB,16,10,0,0,0,0,2,3,0,1,1,0,7.0,35,5,
6,Anthony Adams,CHI,31,nt,11,4,,,,,,,,,,,,13,3,
7,Darvin Adams,CAR,21,,2,0,,,,,,,,,,,,1,0,
8,Michael Adams,ARI,26,cb,15,1,0,0,0,0,2,1,0,0,0,0,,36,5,
9,Mike Adams,CLE,30,FS,16,16,3,33,0,29,6,1,0,1,0,0,,44,20,
10,Phillip Adams,2TM,23,,7,0,1,0,0,0,1,,,,,,,7,1,
11,Joseph Addai,IND,28,RB,12,11,,,,,,0,1,1,0,0,,2,0,
12,Mario Addison,2TM,24,,7,0,,,,,,,,,,,,1,5,
13,Spencer Adkins,ATL,24,lb,10,1,,,,,,,,,,,,6,3,
14,C.J. Ah You,STL,29,rdt,9,2,,,,,,,,,,,1.0,5,1,
15,Danny Aiken,NWE,23,,16,0,,,,,,,,,,,,0,3,
16,David Akers*+,SFO,37,k,16,0,,,,,,,,,,,,2,0,
17,Ikaika Alama-Francis,MIA,27,,5,0,,,,,,,,,,,,1,0,
18,Branden Albert,KAN,27,LT,16,16,,,,,,,,,,,,2,0,
19,Alex Albright,DAL,23,,16,0,,,,,,,,,,,,1,3,
20,Lorenzo Alexander,WAS,28,,16,0,,,,,,,,,,,,9,6,
21,Mister Alexander,HOU,23,,8,0,,,,,,,,,,,,3,0,
