
273,Daunte Culpepper,MIN,28,qb,7,7,,,,,,0,5,0,-4,0,,1,0,
274,Donte Curry,DET,27,,13,2,,,,,,,,,,,,28,10,
275,Kevin Curtis,STL,27,WR,16,9,,,,,,0,2,0,0,0,,4,0,
276,Lional Dalton,KAN,30,RDT,16,14,,,,,,,,,,,1.0,12,6,
277,Phillip Daniels,WAS,32,RDE,16,16,0,0,0,0,9,1,0,2,0,0,8.0,37,11,
278,Travis Daniels,MIA,23,LCB,16,14,1,4,0,4,14,0,0,1,0,0,,47,14,
279,Karlos Dansby,ARI,24,LLB,15,15,3,31,2,18,5,2,0,2,0,0,4.0,69,19,
280,Chartric Darby,SEA,30,LDT,14,14,,,,,,,,,,,2.5,19,11,
281,Jean-Phillipe Darche,SEA,30,,16,0,,,,,,0,0,1,0,0,,2,0,
282,Donovin Darius,JAX,30,,2,2,,,,,,,,,,,,5,1,
283,Devard Darling,BAL,23,,10,0,,,,,,,,,,,,3,0,
284,James Darling,ARI,31,MLB,14,14,2,22,0,15,4,,,,,,1.0,71,17,
285,Najeh Davenport,GNB,26,,5,1,,,,,,0,1,1,0,0,,,,
286,Jason David,IND,23,RCB/C,16,16,2,13,0,13,10,0,1,2,5,0,,30,11,
287,Andra Davis,CLE,27,LILB,16,16,1,14,0,14,6,,,,,,2.0,89,60,
288,Andre' Davis,NWE,26,,9,4,,,,,,,,,,,,1,1,
289,Chauncey Davis,ATL,22,rde,16,5,,,,,,0,0,2,24,1,1.0,21,7,
290,Don Davis,NWE,33,,16,0,,,,,,,,,,,,12,9,
291,James Davis,DET,26,RLB,16,14,,,,,,0,0,1,0,0,,35,24,
292,Jim Davis,JAX,24,,1,0,,,,,,,,,,,,1,1,
293,Keith Davis,DAL,27,FS,16,15,0,0,0,0,3,0,0,1,5,0,,47,19,
294,Rashied Davis,CHI,26,,12,0,,,,,,0,2,1,0,0,,6,4,
295,Rob Davis,GNB,37,,16,0,,,,,,,,,,,,2,1,
296,Rod Davis,MIN,24,,16,1,,,,,,1,0,0,0,0,,13,6,
297,Russell Davis,ARI,30,,3,3,,,,,,,,,,,,5,0,
298,Sammy Davis,SDG,25,,16,4,0,0,0,0,3,1,0,0,0,0,1.0,25,3,
299,Stephen Davis,CAR,31,RB,13,11,,,,,,0,2,0,0,0,,2,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
300,Thomas Davis,CAR,22,,16,1,,,,,,2,0,0,0,0,1.5,31,7,
301,Brian Dawkins*,PHI,32,FS,16,16,3,24,0,24,24,4,0,1,0,0,3.5,66,11,
302,Phil Dawson,CLE,30,,16,0,,,,,,,,,,,,1,2,
303,Ron Dayne,DEN,27,,10,0,,,,,,0,1,0,0,0,,1,0,
304,James Dearth,NYJ,29,,16,0,,,,,,,,,,,,2,0,
305,Jake Delhomme*,CAR,30,QB,16,16,,,,,,0,12,3,-4,0,,2,0,
306,Jerry DeLoach,HOU,28,,11,1,,,,,,,,,,,1.0,10,3,
307,Curtis DeLoatch,NYG,24,RCB,16,13,1,20,0,20,13,1,0,0,0,0,,47,9,
308,Will Demps,BAL,26,FS,11,11,0,0,0,0,2,0,0,2,22,0,,48,4,
309,Patrick Dendy,GNB,23,,4,0,,,,,,,,,,,,2,0,
310,Ryan Denney,BUF,28,,16,0,0,0,0,0,3,0,0,1,0,0,4.0,28,17,
311,Koy Detmer,PHI,32,,16,0,,,,,,0,2,0,0,0,,1,0,
312,Todd Devoe,DEN,25,,14,0,,,,,,0,0,2,0,0,,7,0,
313,Jared DeVries,DET,29,,16,0,0,0,0,0,1,0,0,2,0,0,3.0,16,6,
314,Lorenzo Diamond,MIA,26,te,16,7,,,,,,,,,,,,3,1,
315,David Diehl,NYG,25,LG,16,16,,,,,,0,0,2,0,0,,,,
316,Na'il Diggs,GNB,27,llb,9,6,,,,,,0,0,1,0,0,,32,3,
317,Trent Dilfer,CLE,33,QB,11,11,,,,,,0,9,0,-14,0,,2,0,
318,Darnell Dinkins,BAL,28,,16,4,,,,,,0,0,1,0,0,,8,1,
319,Derrick Dockery,WAS,25,LG,16,16,,,,,,0,0,2,0,0,,,,
320,Darnell Dockett,ARI,24,RDT,16,16,1,14,0,14,3,1,0,0,0,0,0.5,19,10,
321,Mike Doss,IND,24,SS,15,14,2,8,0,8,5,,,,,,,57,20,
322,Marques Douglas,SFO,28,RDE,16,15,0,0,0,0,2,1,0,2,0,0,1.0,44,14,
323,Chris Draft,CAR,29,,16,3,0,0,0,0,1,1,0,2,0,0,2.0,43,9,
324,Joel Dreessen,NYJ,23,,14,0,,,,,,,,,,,,1,1,
325,Donald Driver,GNB,30,WR,16,16,,,,,,,,,,,,5,0,
326,Reuben Droughns,CLE,27,RB,16,16,,,,,,0,6,5,0,0,,7,1,
327,Eddie Drummond,DET,25,,12,0,,,,,,0,1,0,0,0,,2,0,
328,Damane Duckett,NYG,24,,8,0,,,,,,,,,,,,1,0,
329,Jason Dunn,KAN,32,,16,1,,,,,,,,,,,,1,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
330,Warrick Dunn*,ATL,30,RB,16,16,,,,,,0,3,2,1,0,,,,
331,Tim Dwight,NWE,30,,16,1,,,,,,0,1,1,0,0,,,,
332,Andre Dyson,SEA,26,lcb,10,5,1,72,1,72,10,1,0,1,25,1,,19,1,
333,Glenn Earl,HOU,24,ss,10,7,2,2,0,2,6,,,,,,,22,13,
334,Nick Eason,CLE,25,,16,0,,,,,,,,,,,2.0,11,8,
335,Omar Easy,OAK,28,,16,0,,,,,,,,,,,,13,1,
336,Adimchinobe Echemandu,MIN,25,,2,0,,,,,,,,,,,,1,0,
337,Paul Edinger,MIN,27,,16,0,,,,,,,,,,,,2,0,
338,Antuan Edwards,ATL,28,,4,1,0,0,0,0,2,,,,,,,11,0,
339,Braylon Edwards,CLE,22,wr,10,7,,,,,,,,,,,,1,0,
340,Donnie Edwards,SDG,32,LILB,16,16,2,15,0,14,11,2,0,0,0,0,3.0,112,40,
341,Dovonte Edwards,MIN,23,,12,0,1,51,1,51,3,,,,,,,16,1,
342,Dwan Edwards,BAL,24,,12,1,,,,,,1,0,0,0,0,,16,7,
343,Eric Edwards,ARI,25,TE,16,9,,,,,,,,,,,,0,1,
344,Kalimba Edwards,DET,26,,16,2,0,0,0,0,2,2,0,3,10,0,7.0,25,7,
345,Marc Edwards,CHI,31,fb,8,5,,,,,,,,,,,,1,0,
346,Ron Edwards,BUF,26,,4,4,,,,,,,,,,,,4,2,
347,Isaiah Ekejiuba,OAK,24,,10,0,,,,,,,,,,,,7,1,
348,Ebenezer Ekuban,DEN,29,,16,4,0,0,0,0,3,0,0,1,0,0,4.0,19,8,
349,Aaron Elling,BAL,27,,9,0,,,,,,,,,,,,1,0,
350,Greg Ellis,DAL,30,RDE,16,13,0,0,0,0,6,2,0,2,37,0,8.0,25,10,
351,Shaun Ellis,NYJ,28,LDE,13,13,,,,,,1,0,0,0,0,2.5,30,8,
352,Ben Emanuel,SFO,23,SS,11,8,1,38,0,35,5,0,0,1,0,0,0.5,34,5,
353,Carlos Emmons,NYG,32,LLB,9,8,1,6,0,6,5,,,,,,,35,13,
354,Justin Ena,PHI,28,,6,0,,,,,,,,,,,,8,1,
355,John Engelberger,DEN,29,,14,0,,,,,,,,,,,,13,3,
356,Bobby Engram,SEA,32,WR,13,13,,,,,,0,2,0,0,0,,2,0,
357,Demetric Evans,WAS,26,,16,3,0,0,0,0,2,0,0,1,0,0,3.0,17,5,
358,Heath Evans,2TM,27,,12,3,,,,,,,,,,,,1,0,
359,Lee Evans,BUF,24,WR,16,15,,,,,,,,,,,,4,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
360,Troy Evans,HOU,28,,16,0,1,3,0,3,3,0,0,1,0,0,,21,6,
361,Liam Ezekiel,BUF,23,,2,0,,,,,,,,,,,,2,0,
362,Demarcus Faggins,HOU,26,LCB,13,10,0,0,0,0,6,,,,,,,42,8,
363,Terry Fair,STL,29,,5,0,,,,,,,,,,,,2,1,
364,Alan Faneca*+,PIT,29,LG,16,16,,,,,,0,0,2,0,0,,,,
365,Jonathan Fanene,CIN,23,,3,1,,,,,,,,,,,,2,1,
366,Justin Fargas,OAK,25,,14,0,,,,,,,,,,,,8,0,
367,James Farrior,PIT,30,LILB,14,14,0,0,0,0,4,2,0,1,0,0,2.0,74,45,
368,Heath Farwell,MIN,24,,7,0,,,,,,,,,,,,6,1,
369,Ciatrick Fason,MIN,23,,13,0,,,,,,0,1,0,0,0,,1,0,
370,Kevin Faulk,NWE,29,,8,2,,,,,,0,3,1,0,0,,1,0,
371,Marshall Faulk,STL,32,,16,1,,,,,,0,2,1,0,0,,,,
372,Trev Faulk,STL,24,mlb,16,5,,,,,,1,0,0,0,0,,34,7,
373,Greg Favors,JAX,31,,1,0,,,,,,,,,,,,1,5,
374,Brett Favre,GNB,36,QB,16,16,,,,,,0,10,2,-1,0,,2,0,
375,Jeff Feagles,NYG,39,,16,0,,,,,,,,,,,,1,0,
376,Jay Feely,NYG,29,,16,0,,,,,,,,,,,,4,0,
377,Jason Ferguson,DAL,31,nt,16,5,0,0,0,0,1,0,0,1,0,0,1.0,27,10,
378,Nick Ferguson,DEN,31,SS,16,16,5,59,0,30,8,0,0,1,0,0,,61,18,
379,Robert Ferguson,GNB,26,wr,11,7,,,,,,,,,,,,4,0,
380,Jay Fiedler,NYJ,34,,2,0,,,,,,0,1,1,-5,0,,,,
381,Ronald Fields,SFO,24,,4,0,,,,,,,,,,,,4,3,
382,Alfred Fincher,NOR,22,,11,0,,,,,,,,,,,,7,1,
383,Brian Finneran,ATL,29,wr,16,7,,,,,,,,,,,,5,0,
384,Bryce Fisher,SEA,28,LDE,16,15,0,0,0,0,8,2,0,0,0,0,9.0,34,13,
385,Tony Fisher,GNB,26,,14,4,,,,,,0,2,2,0,0,,5,1,
386,Travis Fisher,STL,26,RCB,8,8,0,0,0,0,3,0,0,1,0,0,,37,0,
387,Jason Fisk,CLE,33,NT,16,14,,,,,,,,,,,,23,16,
388,Larry Fitzgerald*,ARI,22,WR,16,16,,,,,,,,,,,,1,0,
389,Ryan Fitzpatrick,STL,23,,4,3,,,,,,0,3,1,-3,0,,,,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
390,Casey Fitzsimmons,DET,25,,14,2,,,,,,,,,,,,10,0,
391,Mike Flanagan,GNB,32,C,14,14,,,,,,0,3,1,-15,0,,,,
392,Troy Fleming,TEN,25,,13,2,,,,,,0,0,1,0,0,,6,0,
393,Zeron Flemister,OAK,29,,12,3,,,,,,,,,,,,3,0,
394,Bryan Fletcher,IND,26,TE,16,12,,,,,,,,,,,,3,1,
395,Jamar Fletcher,SDG,26,,14,0,1,19,0,19,5,,,,,,1.0,21,8,
396,London Fletcher,BUF,30,MLB,16,16,1,20,0,20,3,1,0,2,0,0,4.0,104,53,1
397,Drayton Florence,SDG,25,RCB,13,12,1,9,0,9,11,0,1,0,0,0,,47,7,
398,Doug Flutie,NWE,43,,5,0,,,,,,0,2,1,-9,0,,,,
399,Steve Foley,SDG,30,ROLB,13,13,0,0,0,0,3,1,0,0,0,0,4.5,27,10,
400,Larry Foote,PIT,25,RILB,16,16,0,0,0,0,2,0,0,1,27,0,3.0,76,26,1
401,Carl Ford,CHI,25,,10,0,,,,,,,,,,,,3,0,
402,Jay Foreman,NYG,29,,1,0,,,,,,,,,,,,1,0,
403,DeShaun Foster,CAR,25,rb,15,5,,,,,,0,2,0,0,0,,1,0,
404,Ryan Fowler,DAL,23,,14,3,,,,,,1,0,1,9,0,,18,6,
405,Keyaron Fox,KAN,23,,2,0,,,,,,,,,,,,3,0,
406,Vernon Fox,DET,26,,14,0,,,,,,,,,,,,7,4,
407,Domonique Foxworth,DEN,22,rcb,16,7,2,23,0,23,16,1,0,2,9,0,,64,6,
408,Todd France,2TM,25,,4,0,,,,,,,,,,,,2,0,
409,Aaron Francisco,ARI,22,,11,0,,,,,,,,,,,,5,2,
410,Aubrayo Franklin,BAL,25,,15,1,0,0,0,0,1,,,,,,1.0,18,2,
411,Bubba Franks,GNB,27,TE,10,8,,,,,,,,,,,,1,0,
412,Todd Franz,GNB,29,,5,0,,,,,,,,,,,,1,2,
413,Simon Fraser,CLE,22,,16,0,,,,,,,,,,,,1,0,
414,Andre Frazier,PIT,23,,11,0,,,,,,1,0,0,0,0,1.0,7,1,
415,Arturo Freeman,NWE,29,,2,1,,,,,,,,,,,,5,2,
416,Dwight Freeney*+,IND,25,RDE,16,13,0,0,0,0,3,6,0,0,0,0,11.0,29,5,
417,Gus Frerotte,MIA,34,QB,16,15,,,,,,0,13,4,-36,0,,,,
418,Charlie Frye,CLE,24,qb,7,5,,,,,,0,7,2,-11,0,,1,0,
419,Scott Fujita,DAL,26,LOLB,16,8,0,0,0,0,1,2,0,0,0,0,2.0,43,10,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
420,Mike Furrey,STL,28,FS,16,11,4,143,1,67,8,0,0,3,0,0,,41,7,
421,Doug Gabriel,OAK,25,,14,2,,,,,,,,,,,,1,0,
422,Samkon Gado,GNB,23,rb,8,5,,,,,,0,4,0,0,0,,1,0,
423,Jabar Gaffney,HOU,25,WR,16,13,,,,,,,,,,,,2,0,
424,Justin Gage,CHI,24,WR,15,11,,,,,,0,0,1,0,0,,3,0,
425,Michael Gaines,CAR,25,te,11,6,,,,,,,,,,,,1,0,
426,Laroni Gallishaw,MIN,24,,6,0,,,,,,,,,,,,2,0,
427,Joey Galloway,TAM,34,WR,16,16,,,,,,,,,,,,1,0,
428,Chris Gamble,CAR,22,RCB,15,15,7,157,1,61,12,1,0,1,0,0,,65,10,
429,Barry Gardner,NYJ,29,,16,1,,,,,,1,0,0,0,0,,13,4,
430,Gilbert Gardner,IND,23,,11,3,1,16,0,16,2,,,,,,1.0,19,8,
431,Rich Gardner,TEN,24,,13,0,,,,,,,,,,,,7,4,
432,Rod Gardner,2TM,28,,13,1,,,,,,,,,,,,2,0,
433,Chris Gardocki,PIT,35,,16,0,,,,,,,,,,,,1,0,
434,David Garrard,JAX,27,qb,7,5,,,,,,0,4,1,0,0,,,,
435,Antonio Gates*+,SDG,25,TE,15,15,,,,,,,,,,,,4,0,
436,Randall Gay,NWE,23,,5,2,0,0,0,0,1,,,,,,,10,2,
437,Kabeer Gbaja-Biamila,GNB,28,RDE,16,16,,,,,,2,0,3,0,0,8.0,36,15,
438,Robert Geathers,CIN,22,RDE,16,16,0,0,0,0,1,1,0,0,0,0,3.0,24,9,
439,Derrick Gibson,OAK,26,ss,6,6,0,0,0,0,3,0,0,1,0,0,1.0,30,5,
440,Tony Gilbert,JAX,26,,16,0,,,,,,0,0,1,0,0,,10,2,
441,Bryan Gilmore,MIA,27,,15,1,,,,,,,,,,,,6,1,
442,John Gilmore,CHI,26,,16,0,,,,,,,,,,,,1,1,
443,Matt Giordano,IND,23,,15,0,0,0,0,0,1,,,,,,,10,2,
444,David Givens,NWE,25,WR,13,10,,,,,,,,,,,,2,0,
445,Steve Gleason,NOR,28,,13,1,,,,,,,,,,,,12,2,
446,Aaron Glenn,DAL,33,rcb,16,7,4,10,0,10,13,,,,,,,29,3,
447,Jason Glenn,MIA,26,,16,0,,,,,,,,,,,,12,1,
448,Terry Glenn,DAL,31,WR,16,16,,,,,,,,,,,,6,0,
449,La'Roi Glover*,DAL,31,NT,16,13,,,,,,1,0,0,0,0,3.0,23,5,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
450,Junior Glymph,ATL,25,,3,0,,,,,,,,,,,,4,1,
451,Jonathan Goddard,IND,24,,1,0,,,,,,,,,,,,1,0,
452,Randall Godfrey,SDG,32,RILB,14,14,0,0,0,0,3,1,0,4,35,0,1.0,55,21,
453,Nick Goings,CAR,27,,16,1,,,,,,0,1,0,0,0,,7,0,
454,Ian Gold,DEN,27,RLB,16,16,0,0,0,0,4,4,0,2,0,0,3.0,72,16,
455,Tony Gonzalez*,KAN,29,TE,16,16,,,,,,0,0,1,0,0,,2,0,
456,Andre' Goodman,DET,27,LCB,15,8,3,17,0,21,11,0,0,1,15,0,,42,5,
457,Lamar Gordon,PHI,25,,14,4,,,,,,0,3,1,1,0,,1,0,
458,Frank Gore,SFO,22,,14,1,,,,,,0,2,1,0,0,,1,0,
459,Robbie Gould,CHI,24,,13,0,,,,,,,,,,,,2,0,
460,Daniel Graham,NWE,27,TE,11,9,,,,,,0,1,1,0,0,,2,0,
461,Earnest Graham,TAM,25,,16,0,,,,,,0,1,0,0,0,,8,0,
462,Shayne Graham*,CIN,28,,16,0,,,,,,,,,,,,7,4,
463,Charles Grant,NOR,27,RDE,16,14,0,0,0,0,2,1,0,1,23,0,2.5,44,18,
464,DeLawrence Grant,OAK,26,,9,0,,,,,,,,,,,1.0,2,1,
465,Deon Grant,JAX,26,FS,16,16,3,29,0,29,11,,,,,,1.5,55,11,
466,Paul Grasmanis,PHI,31,,2,0,,,,,,,,,,,,1,0,
467,Barrett Green,NYG,28,,1,0,,,,,,,,,,,,1,0,
468,Brandon Green,STL,25,,16,1,0,0,0,0,1,1,0,0,0,0,3.0,19,3,
469,Eric Green,ARI,23,lcb,12,5,1,13,0,13,6,1,0,1,0,0,,36,5,
470,Jarvis Green,NWE,26,rde,15,5,,,,,,1,0,0,0,0,2.5,25,11,
471,Justin Green,BAL,23,,12,4,,,,,,,,,,,,5,0,
472,Louis Green,DEN,26,,14,0,,,,,,,,,,,,8,2,
473,Michael Green,CHI,29,,16,3,1,14,0,14,4,2,0,1,0,0,,31,8,
474,Roderick Green,BAL,23,,16,0,,,,,,0,0,1,0,0,2.0,7,4,
475,Trent Green*,KAN,35,QB,16,16,,,,,,0,8,1,-10,0,,1,0,
476,William Green,CLE,26,,8,0,,,,,,,,,,,,1,0,
477,Morlon Greenwood,HOU,27,RILB,16,16,0,0,0,0,7,0,0,2,0,0,2.0,82,30,
478,Jabari Greer,BUF,23,,16,2,0,0,0,0,3,,,,,,1.0,26,9,
479,Kelly Gregg,BAL,29,RDT,16,16,0,0,0,0,2,,,,,,2.5,36,25,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
480,Nick Greisen,NYG,26,RLB,16,12,0,0,0,0,4,3,0,3,28,0,1.0,65,20,
481,Brian Griese,TAM,30,qb,6,6,,,,,,0,2,1,0,0,,,,
482,Cornelius Griffin,WAS,29,LDT,13,12,1,0,0,0,2,1,0,1,0,0,4.0,34,1,
483,Kris Griffin,KAN,24,,8,0,,,,,,0,0,1,0,0,,6,0,
484,Justin Griffith,ATL,25,FB,16,15,,,,,,0,1,0,0,0,,1,0,
485,Robert Griffith,ARI,35,FS,16,16,1,11,0,11,5,2,0,0,0,0,,50,14,
486,Boomer Grigsby,KAN,24,,16,0,,,,,,,,,,,,11,4,
487,DeJuan Groce,STL,25,LCB,15,15,2,0,0,0,11,1,0,0,0,0,,44,4,
488,Matt Grootegoed,DET,23,,3,0,,,,,,,,,,,,2,2,
489,Jordan Gross,CAR,25,RT,16,16,,,,,,0,0,3,0,0,,,,
490,Mario Haggan,BUF,25,,16,0,,,,,,,,,,,,13,9,
491,Clark Haggans,PIT,28,LOLB,13,13,0,0,0,0,2,4,0,0,0,0,9.0,40,19,
492,Dennis Haley,BAL,23,,4,0,0,0,0,0,1,,,,,,,4,0,
493,Carlos Hall,KAN,26,,14,2,0,0,0,0,4,2,0,1,0,0,1.0,10,3,
494,Dante Hall,KAN,27,,16,2,,,,,,0,5,2,0,0,,3,0,
495,DeAngelo Hall*,ATL,22,LCB,15,15,6,177,0,65,10,1,2,3,86,1,,58,7,
496,James Hall,DET,28,RDE,14,14,0,0,0,0,1,3,0,0,0,0,5.0,51,8,
497,John Hall,WAS,31,,10,0,,,,,,,,,,,,4,0,
498,Lamont Hall,NOR,31,,16,5,,,,,,,,,,,,1,0,
499,Travis Hall,SFO,33,,16,1,0,0,0,0,1,2,0,0,0,0,0.5,12,6,
500,Bobby Hamilton,OAK,34,LDE,14,13,0,0,0,0,4,1,0,2,8,0,2.0,50,6,
501,Remy Hamilton,DET,31,,1,0,,,,,,,,,,,,1,0,
502,Ken Hamlin,SEA,24,fs,6,6,0,0,0,0,2,,,,,,,22,4,
503,Casey Hampton*,PIT,28,NT,16,15,,,,,,,,,,,,25,17,
504,Karl Hankton,CAR,35,,16,0,,,,,,0,0,1,11,0,,12,3,
505,Ryan Hannam,SEA,25,te,16,5,,,,,,,,,,,,1,0,
506,Jason Hanson,DET,35,,15,0,,,,,,,,,,,,2,0,
507,Michael Harden,SEA,24,,4,0,,,,,,1,0,0,0,0,,6,1,
508,Jermaine Hardy,CAR,23,,3,0,,,,,,1,0,0,0,0,,1,0,
509,Anthony Hargrove,STL,22,RDE,16,15,0,0,0,0,2,0,0,2,0,0,6.5,43,8,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
510,Nick Harper,IND,31,LCB,15,15,3,41,0,21,15,0,0,1,7,0,,60,6,
511,Joey Harrington,DET,27,QB,12,11,,,,,,0,7,1,-3,0,,1,0,
512,Al Harris,GNB,31,RCB,16,16,3,30,1,22,13,1,0,0,0,0,3.0,46,7,
513,Arlen Harris,STL,25,,16,0,,,,,,0,0,1,0,0,,6,1,
514,Chris Harris,CHI,23,FS,14,13,3,44,0,44,8,0,0,2,49,0,1.0,48,10,
515,Marques Harris,SDG,24,,11,0,0,0,0,0,1,,,,,,1.0,8,2,
516,Napoleon Harris,MIN,26,,15,3,0,0,0,0,3,,,,,,1.0,18,7,
517,Nick Harris,DET,27,,16,0,,,,,,,,,,,,1,0,
518,Quentin Harris,ARI,28,,16,1,0,0,0,0,3,0,0,2,0,0,,30,9,
519,Tommie Harris*,CHI,22,RDT,16,16,,,,,,2,0,2,0,0,3.0,27,5,
520,Walt Harris,WAS,31,LCB,13,12,1,0,0,0,11,,,,,,,49,8,
521,James Harrison,PIT,27,,16,3,1,25,0,25,3,0,0,1,0,0,3.0,36,9,
522,Marvin Harrison*,IND,33,WR,15,15,,,,,,,,,,,,1,0,
523,Rodney Harrison,NWE,33,,3,3,0,0,0,0,1,,,,,,,11,4,
524,Clinton Hart,SDG,28,ss,16,5,1,110,2,70,6,1,0,2,-1,0,,34,11,
525,Ben Hartsock,IND,25,,7,0,,,,,,,,,,,,1,0,
526,Ed Hartwell,ATL,27,mlb,5,5,0,0,0,0,1,,,,,,,16,6,
527,Matt Hasselbeck*,SEA,30,QB,16,16,,,,,,0,4,0,0,0,,1,0,
528,Artrell Hawkins,NWE,29,ss,5,4,,,,,,,,,,,1.0,11,6,
529,Michael Hawkins,GNB,22,,11,1,0,0,0,0,2,,,,,,,11,2,
530,Anttaj Hawthorne,OAK,24,,2,0,,,,,,,,,,,,0,2,
531,Michael Hawthorne,STL,28,fs,5,5,1,24,0,24,1,0,0,1,0,0,,19,6,
532,Kelvin Hayden,IND,22,,16,0,0,0,0,0,1,,,,,,,18,8,
533,Michael Haynes,CHI,25,,11,0,,,,,,,,,,,1.5,6,3,
534,Verron Haynes,PIT,26,,14,0,,,,,,0,2,1,0,0,,4,0,
535,Albert Haynesworth,TEN,24,RDT,14,14,0,0,0,0,1,1,0,0,0,0,3.0,36,16,
536,Reggie Hayward,JAX,26,LDE,15,15,0,0,0,0,6,1,0,1,0,0,8.5,27,6,
537,Todd Heap,BAL,25,TE,16,16,,,,,,0,2,1,0,0,,3,0,
538,Ronnie Heard,ATL,29,fs,16,5,0,0,0,0,1,0,0,1,0,0,,26,3,
539,Madison Hedgecock,STL,24,fb,16,7,,,,,,,,,,,,10,4,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
540,Steve Heiden,CLE,29,TE,15,13,,,,,,,,,,,,1,0,
541,Eric Heitmann,SFO,25,RG/C,16,16,,,,,,0,0,2,0,0,,,,
542,Devery Henderson,NOR,23,,15,3,,,,,,,,,,,,1,0,
543,E.J. Henderson,MIN,25,RLB,15,14,0,0,0,0,1,2,0,1,0,0,1.0,53,22,
544,John Henderson,JAX,26,RDT,16,15,0,0,0,0,7,1,0,0,0,0,3.0,52,18,
545,William Henderson,GNB,34,FB,16,8,,,,,,0,1,0,0,0,,8,4,
546,Anthony Henry,DAL,29,RCB,12,10,3,102,1,58,14,1,0,0,0,0,,39,9,
547,Travis Henry,TEN,27,,10,1,,,,,,0,2,1,0,0,,,,
548,Kelly Herndon,SEA,29,lcb,12,6,2,12,0,10,9,1,0,0,0,0,,50,4,
549,Noah Herron,2TM,23,,7,0,,,,,,,,,,,,2,0,
550,Chris Hetherington,SFO,33,fb,16,6,,,,,,,,,,,,5,1,
551,Eric Hicks,KAN,29,LDE,16,14,0,0,0,0,2,2,0,0,0,0,4.0,35,8,
552,Maurice Hicks,SFO,27,,14,3,,,,,,,,,,,,10,2,
