
22,Will Allen,TAM,24,FS,16,16,0,0,0,0,1,,,,,,,56,21,
23,Jon Alston,STL,23,,3,0,,,,,,,,,,,,1,0,
24,Mike Alstott,TAM,33,FB,16,15,,,,,,0,1,0,0,0,,1,0,
25,Eugene Amano,TEN,24,,16,1,,,,,,0,0,1,0,0,,,,
26,Ken Amato,TEN,29,,15,0,,,,,,,,,,,,3,2,
27,Charlie Anderson,HOU,25,,13,0,0,0,0,0,1,,,,,,,13,3,
28,Courtney Anderson,OAK,26,TE,16,11,,,,,,0,1,1,0,0,,3,0,
29,David Anderson,HOU,23,,9,0,,,,,,,,,,,,2,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
30,Derek Anderson,CLE,23,,5,3,,,,,,0,2,0,0,0,,1,0,
31,James Anderson,CAR,23,,16,2,0,0,0,0,3,2,0,0,0,0,2.0,18,3,
32,Mark Anderson,CHI,23,,16,1,0,0,0,0,2,4,0,1,0,0,12.0,23,5,
33,Mike Anderson,BAL,33,,16,0,,,,,,,,,,,,2,0,
34,Tim Anderson,BUF,26,rdt,15,5,,,,,,,,,,,,20,12,
35,Willie Andrews,NWE,23,,15,0,,,,,,,,,,,,10,7,
36,Adam Archuleta,WAS,29,ss,16,7,0,0,0,0,1,,,,,,1.0,49,11,
37,J.J. Arrington,ARI,23,,16,0,,,,,,0,1,0,0,0,,1,2,
38,LaVar Arrington,NYG,28,llb,6,5,0,0,0,0,3,,,,,,1.0,14,2,1
39,B.J. Askew,NYJ,26,fb,13,5,,,,,,,,,,,,5,6,
40,Nnamdi Asomugha,OAK,25,LCB,15,15,8,59,1,24,19,1,0,0,0,0,1.0,48,2,
41,O.J. Atogwe,STL,25,FS,16,16,3,8,0,7,10,5,0,1,0,0,1.0,66,9,
42,Miles Austin,DAL,22,,9,0,,,,,,0,3,1,0,0,,5,0,
43,Jason Avant,PHI,23,,8,3,,,,,,0,1,0,0,0,,4,0,
44,Adrian Awasom,NYG,23,,10,0,,,,,,,,,,,1.0,10,2,
45,Brendon Ayanbadejo*,CHI,30,,16,1,,,,,,1,0,3,2,0,,22,3,
46,Obafemi Ayanbadejo,ARI,31,,14,0,,,,,,0,1,0,0,0,,8,1,
47,Akin Ayodele,DAL,27,RILB,16,16,2,2,0,2,4,0,1,2,2,0,1.0,64,20,
48,Jason Babin,HOU,26,,15,3,,,,,,,,,,,5.0,19,7,
49,Jonathan Babineaux,ATL,25,,16,1,1,6,0,6,3,1,0,1,0,0,1.0,23,5,
50,Jordan Babineaux,SEA,24,SS,15,8,1,20,0,20,4,,,,,,,43,12,
51,Boss Bailey,DET,27,LLB,16,12,0,0,0,0,2,,,,,,1.0,51,16,
52,Champ Bailey*+,DEN,28,LCB,16,16,10,162,1,70,21,0,0,1,4,0,,73,12,
53,Rodney Bailey,PIT,27,,12,0,0,0,0,0,1,,,,,,,2,4,
54,Billy Bajema,SFO,24,te,16,6,,,,,,,,,,,,0,1,
55,Chris Baker,NYJ,27,TE,16,14,,,,,,0,0,1,0,0,,4,0,
56,Jason Baker,CAR,28,,16,0,,,,,,,,,,,,1,0,
57,Rashad Baker,2TM,24,,6,0,,,,,,,,,,,,1,1,
58,Dave Ball,NYJ,25,,10,0,0,0,0,0,2,,,,,,,1,0,
59,Justin Bannan,BAL,27,,11,1,,,,,,1,0,0,0,0,,12,2,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
60,Alex Bannister,BAL,27,,2,0,,,,,,,,,,,,2,0,
61,Tully Banta-Cain,NWE,26,rolb,16,5,,,,,,1,0,0,0,0,5.5,31,12,
62,Marion Barber,DAL,23,,16,1,,,,,,,,,,,,3,0,
63,Ronde Barber*,TAM,31,RCB,16,16,3,103,2,66,16,2,0,0,0,0,,84,14,
64,Shawn Barber,PHI,31,,13,1,0,0,0,0,9,1,0,1,0,0,,32,17,
65,Tiki Barber*,NYG,31,RB,16,16,,,,,,0,3,1,0,0,,8,0,
66,Kevan Barlow,NYJ,27,,12,3,,,,,,0,1,1,0,0,,,,
67,Nick Barnett,GNB,25,MLB,15,15,2,3,0,3,8,0,0,1,0,0,2.0,62,43,
68,David Barrett,NYJ,29,,13,3,3,0,0,0,6,2,0,0,0,0,,20,13,
69,Alex Barron,STL,24,RT,16,16,,,,,,0,0,1,0,0,,,,
70,Ronald Bartell,STL,24,,16,1,3,63,1,38,6,,,,,,,25,0,
71,Eric Barton,NYJ,29,LLB,16,15,0,0,0,0,2,1,0,0,0,0,4.5,73,28,
72,Mike Bartrum,PHI,36,,11,0,,,,,,0,1,0,-11,0,,2,2,
73,Hank Baskett,PHI,24,wr,16,5,,,,,,,,,,,,3,0,
74,Arnaz Battle,SFO,26,WR,16,15,,,,,,0,2,0,0,0,,2,1,
75,Gary Baxter,CLE,28,,3,3,1,10,0,10,4,,,,,,,16,5,
76,Anthony Becht,TAM,29,TE,16,16,,,,,,0,1,0,0,0,,2,0,
77,Jordan Beck,ATL,23,,15,0,,,,,,,,,,,,10,2,
78,Monty Beisel,ARI,28,,8,2,1,11,0,11,1,,,,,,,14,2,
79,Jacob Bell,TEN,25,LG,15,15,,,,,,0,0,2,-8,0,,,,
80,Jason Bell,NYG,28,,15,1,1,-7,0,-7,3,,,,,,,20,3,
81,Kendrell Bell,KAN,28,RLB,16,14,,,,,,,,,,,1.0,43,6,
82,Marcus Bell,DET,27,ldt,13,7,,,,,,1,0,1,0,0,1.0,22,17,
83,Tatum Bell,DEN,25,RB,13,13,,,,,,0,5,2,0,0,,1,0,
84,Yeremiah Bell,MIA,28,SS,16,11,0,0,0,0,12,3,0,2,0,0,2.0,44,24,
85,Jay Bellamy,NOR,34,,11,3,0,0,0,0,1,,,,,,,12,4,
86,Charles Bennett,TAM,23,,3,0,,,,,,,,,,,,1,1,
87,Drew Bennett,TEN,28,WR,16,15,,,,,,0,2,1,0,0,,3,0,
88,Michael Bennett,KAN,28,,11,0,,,,,,0,1,1,0,0,,1,0,
89,Kevin Bentley,SEA,27,,14,0,0,0,0,0,3,1,0,1,0,0,,17,7,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
90,Adam Bergen,ARI,23,te,14,7,,,,,,0,2,1,1,0,,2,0,
91,Rocky Bernard,SEA,27,RDT,16,15,0,0,0,0,1,2,0,1,0,0,3.5,23,12,
92,Bernard Berrian,CHI,26,WR,15,14,,,,,,0,2,0,0,0,,3,0,
93,Bertrand Berry,ARI,31,RDE,10,10,0,0,0,0,2,3,0,1,0,0,6.0,20,3,
94,Antoine Bethea,IND,22,SS,14,14,1,38,0,38,5,,,,,,,66,24,
95,Ladell Betts,WAS,27,RB,16,9,,,,,,0,6,0,0,0,,3,0,
96,Taye Biddle,CAR,23,,2,0,,,,,,,,,,,,1,1,
97,Josh Bidwell,TAM,30,,16,0,,,,,,,,,,,,1,0,
98,Atari Bigby,GNB,25,,5,0,,,,,,,,,,,,1,1,
99,Ryon Bingham,SDG,25,,16,0,,,,,,,,,,,1.5,5,10,
100,David Binn*,SDG,34,,16,0,,,,,,0,0,1,0,0,,,,
101,Matt Birk*,MIN,30,C,16,16,,,,,,0,0,1,0,0,,,,
102,Rob Bironas,TEN,28,,16,0,,,,,,,,,,,,3,0,
103,Jordan Black,KAN,26,LT,16,15,,,,,,0,0,1,0,0,,,,
104,Chase Blackburn,NYG,23,,16,0,,,,,,,,,,,,14,2,
105,Will Blackmon,GNB,22,,4,0,,,,,,,,,,,,1,0,
106,Darryl Blackstock,ARI,23,,16,1,0,0,0,0,1,0,0,1,0,0,,11,0,
107,Drew Bledsoe,DAL,34,qb,6,6,,,,,,0,3,1,0,0,,,,
108,Greg Blue,MIN,24,,16,2,,,,,,,,,,,,12,2,
109,Dre' Bly,DET,29,RCB,16,16,3,13,0,8,18,4,0,1,5,0,,46,8,
110,Colby Bockwoldt,TEN,25,,16,1,,,,,,0,0,1,0,0,1.0,14,7,
111,Leigh Bodden,CLE,25,LCB,9,9,2,48,0,35,13,1,0,0,0,0,,26,4,
112,Shaun Bodiford,2TM,24,,6,0,,,,,,,,,,,,3,0,
113,Rocky Boiman,IND,26,,16,1,1,0,0,0,2,1,0,0,0,0,,15,5,
114,Juran Bolden,TAM,32,LCB,16,11,1,27,0,27,11,0,0,1,0,0,1.0,53,10,
115,Anquan Boldin*,ARI,26,WR,16,16,,,,,,0,1,0,0,0,,5,0,
116,Michael Boley,ATL,24,LLB,16,13,2,44,0,40,7,1,0,3,0,0,3.0,67,18,
117,Kyle Boller,BAL,25,,5,0,,,,,,0,3,2,-12,0,,,,
118,Brooks Bollinger,MIN,27,,2,0,,,,,,,,,,,,1,0,
119,Alfonso Boone,CHI,30,,12,4,,,,,,,,,,,2.0,22,4,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
120,Ryan Boschetti,WAS,25,,2,0,,,,,,,,,,,,4,0,
121,Michael Boulware,SEA,25,SS,16,8,2,1,0,1,6,1,0,1,32,0,,31,8,
122,Matt Bowen,BUF,30,,5,0,,,,,,,,,,,,2,0,
123,Stephen Bowen,DAL,22,,1,0,,,,,,,,,,,1.0,1,0,
124,David Bowens,MIA,29,,16,0,0,0,0,0,1,0,0,3,4,0,5.0,13,7,
125,Gary Brackett,IND,26,MLB,14,14,0,0,0,0,2,3,0,0,0,0,,85,35,
126,Corey Bradford,DET,31,,9,2,,,,,,0,1,0,0,0,,1,0,
127,Jon Bradley,TAM,25,,7,3,,,,,,,,,,,,4,5,
128,Mark Bradley,CHI,24,,10,0,,,,,,,,,,,,1,1,
129,Kyle Brady,JAX,34,TE,16,14,,,,,,,,,,,,1,0,
130,Tom Brady,NWE,29,QB,16,16,,,,,,0,12,1,-2,0,,,,
131,Michael Bragg,KAN,25,,4,0,,,,,,,,,,,,1,0,
132,Colin Branch,CAR,26,,16,4,1,0,0,0,1,,,,,,,14,5,
133,Deion Branch,SEA,27,WR,14,13,,,,,,0,0,1,0,0,,3,0,
134,Sam Brandon,DEN,27,,8,0,0,0,0,0,1,1,0,0,0,0,,10,3,
135,Tyler Brayton,OAK,27,LDE,16,13,0,0,0,0,1,1,0,0,0,0,,33,9,
136,Drew Brees*+,NOR,27,QB,16,16,,,,,,0,8,1,-3,0,,,,
137,Lance Briggs*,CHI,26,RLB,16,16,2,18,0,18,9,4,0,1,0,0,1.0,109,21,
138,Raheem Brock,IND,28,RDT,16,16,0,0,0,0,2,3,0,3,0,0,3.0,33,14,
139,Keith Brooking,ATL,31,MLB/L,16,16,0,0,0,0,1,0,0,1,0,0,2.5,95,41,
140,Aaron Brooks,OAK,30,QB,8,8,,,,,,0,5,2,-9,0,,2,0,
141,Ahmad Brooks,CIN,22,mlb,11,5,0,0,0,0,2,,,,,,1.0,21,10,
142,Derrick Brooks*,TAM,33,RLB,16,16,3,51,1,21,4,,,,,,,96,25,
143,Greg Brooks,CIN,26,,5,0,,,,,,,,,,,,0,1,
144,Jamal Brooks,STL,30,,7,0,,,,,,,,,,,,2,0,
145,Nehemiah Broughton,WAS,24,,2,0,,,,,,,,,,,,2,0,
146,Alex Brown,CHI,27,RDE,16,16,2,22,0,18,4,3,0,2,0,0,7.0,40,6,
147,C.C. Brown,HOU,23,FS,15,15,1,0,0,0,5,1,0,1,0,0,1.0,66,10,
148,Chad Brown,PIT,36,,8,0,,,,,,,,,,,1.0,3,4,
149,Chris Brown,TEN,25,,5,3,,,,,,0,1,1,0,0,,,,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
150,Dee Brown,KAN,28,,15,0,,,,,,0,1,1,0,0,,10,2,
151,Fakhir Brown,STL,29,RCB,14,14,3,17,0,20,10,2,0,0,0,0,1.0,62,4,
152,Jammal Brown*+,NOR,25,LT,15,15,,,,,,0,0,1,0,0,,,,
153,Josh Brown,SEA,27,,16,0,,,,,,,,,,,,2,0,
154,Mike Brown,CHI,28,ss,6,6,0,0,0,0,1,1,0,1,3,1,,18,5,
155,Milford Brown,ARI,26,LG,13,12,,,,,,0,0,2,0,0,,,,
156,Ralph Brown,CLE,28,,16,4,0,0,0,0,8,,,,,,,33,3,
157,Ricky Brown,OAK,23,,13,0,,,,,,,,,,,,7,1,
158,Ronnie Brown,MIA,25,RB,13,12,,,,,,0,4,0,-11,0,,2,0,
159,Sheldon Brown,PHI,27,RCB,16,16,1,70,1,70,11,,,,,,,37,15,
160,Tony Brown,2TM,26,,13,2,,,,,,0,1,2,33,1,1.5,23,10,
161,Troy Brown,NWE,35,WR,16,9,,,,,,,,,,,,2,0,
162,Isaac Bruce,STL,34,WR,16,13,,,,,,,,,,,,1,0,
163,Mark Bruener,HOU,34,,15,4,,,,,,,,,,,,2,0,
164,Mark Brunell,WAS,36,QB,10,9,,,,,,0,5,1,-8,0,,,,
165,Tedy Bruschi,NWE,33,RILB/,15,14,1,8,0,8,7,0,0,2,0,0,1.5,54,58,
166,Anthony Bryant,DET,25,,4,3,,,,,,0,0,1,0,0,,4,4,
167,Antonio Bryant,SFO,25,WR,14,13,,,,,,,,,,,,6,0,
168,Fernando Bryant,DET,29,LCB,10,10,0,0,0,0,6,0,0,1,0,0,,36,10,
169,Matt Bryant,TAM,31,,16,0,,,,,,,,,,,,1,1,
170,Phillip Buchanon,2TM,26,,14,4,2,0,0,0,7,0,0,1,0,0,,22,4,
171,Correll Buckhalter,PHI,28,,16,1,,,,,,0,2,2,0,0,,2,0,
172,Marc Bulger*,STL,29,QB,16,16,,,,,,0,6,1,-6,0,,1,0,
173,Daniel Bullocks,DET,23,ss,15,7,0,0,0,0,3,1,0,0,0,0,1.0,54,20,
174,Josh Bullocks,NOR,23,FS,16,16,2,14,0,14,7,1,0,0,0,0,,56,15,
175,Keith Bulluck,TEN,29,RLB,16,16,1,0,0,0,8,2,0,1,17,1,2.5,99,44,
176,Brodrick Bunkley,PHI,23,,15,0,,,,,,,,,,,,6,3,
177,Derrick Burgess*,OAK,28,RDE,16,16,0,0,0,0,1,1,0,0,0,0,11.0,43,7,
178,Nate Burleson,SEA,25,wr,16,7,,,,,,0,2,2,0,0,,2,0,
179,Kevin Burnett,DAL,24,,16,0,1,39,1,39,2,2,0,0,0,0,1.0,27,11,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
180,Curry Burns,WAS,25,,2,0,,,,,,,,,,,,1,0,
181,Keith Burns,DEN,34,,15,0,,,,,,1,0,0,0,0,,8,2,
182,Plaxico Burress,NYG,29,WR,15,15,,,,,,0,2,0,0,0,,3,0,
183,Jarrett Bush,GNB,22,,16,0,,,,,,,,,,,,9,1,
184,Reggie Bush,NOR,21,RB,16,8,,,,,,0,2,1,0,0,,2,0,
185,John Busing,CIN,23,,7,0,,,,,,,,,,,,3,1,
186,James Butler,NYG,24,,14,0,0,0,0,0,4,,,,,,,23,3,
187,Jerametrius Butler,STL,28,,6,0,,,,,,0,0,1,0,0,,2,0,
188,Dion Byrum,CAR,23,,3,0,0,0,0,0,1,1,0,0,0,0,,7,1,
189,Reche Caldwell,NWE,27,WR,16,14,,,,,,0,2,1,0,0,,2,0,
190,Brian Calhoun,DET,22,,7,0,,,,,,0,1,1,0,0,,1,0,
191,Greg Camarillo,SDG,24,,4,0,,,,,,,,,,,,3,0,
192,Dan Campbell,DET,30,TE,16,11,,,,,,,,,,,,2,0,
193,Jason Campbell,WAS,25,qb,7,7,,,,,,0,1,1,0,0,,,,
194,Khary Campbell,WAS,27,,14,1,,,,,,2,0,1,0,0,,16,5,
195,Mark Campbell,NOR,31,TE,14,10,,,,,,,,,,,,1,0,
196,Anthony Cannon,DET,22,,12,0,,,,,,,,,,,,7,1,
197,Chris Canty,DAL,24,RDE,16,16,0,0,0,0,1,,,,,,1.0,24,9,
198,Vernon Carey,MIA,25,RT,16,16,,,,,,0,0,3,0,0,,,,
199,Steve Cargile,DEN,24,,3,0,,,,,,,,,,,,4,0,
200,Cooper Carlisle,DEN,29,RG,16,16,,,,,,0,0,2,0,0,,,,
201,Bobby Carpenter,DAL,23,,13,1,0,0,0,0,1,,,,,,1.5,15,4,
202,Dwaine Carpenter,STL,30,,9,0,,,,,,0,0,1,0,0,,4,0,
203,Chris Carr,OAK,23,,16,2,1,100,1,100,2,2,2,1,0,0,,11,6,
204,David Carr,HOU,27,QB,16,16,,,,,,0,16,5,-5,0,,1,0,
205,Paul Carrington,ATL,24,,15,2,0,0,0,0,1,1,0,0,0,0,3.0,29,8,
206,Ahmad Carroll,2TM,23,,5,1,0,0,0,0,3,,,,,,1.0,9,2,
207,Jordan Carstens,CAR,25,,1,0,,,,,,,,,,,,2,0,
208,Andre Carter,WAS,27,RDE,16,16,0,0,0,0,2,,,,,,6.0,47,9,
209,Drew Carter,CAR,25,,14,2,,,,,,,,,,,,2,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
210,Jerome Carter,STL,24,,14,0,2,39,0,36,2,,,,,,,17,1,
211,Kevin Carter,MIA,33,LDE,16,16,,,,,,0,0,2,0,0,5.5,28,17,
212,Tim Carter,NYG,27,WR,16,8,,,,,,0,1,1,0,1,,,,
213,Tyrone Carter,PIT,30,,16,3,0,0,0,0,2,1,0,1,0,0,2.0,30,12,
214,Rock Cartwright,WAS,27,,16,0,,,,,,0,1,0,0,0,,11,3,
215,Antoine Cash,TAM,24,,16,0,,,,,,,,,,,,9,1,
216,Aveion Cason,DET,27,,6,2,,,,,,,,,,,,1,0,
217,Luis Castillo,SDG,23,LDE,10,9,1,1,0,1,1,0,0,1,0,0,7.0,28,9,
218,Oliver Celestin,SEA,25,,13,0,,,,,,0,0,1,0,0,,8,1,
219,Jacques Cesaire,SDG,26,LDE,16,10,0,0,0,0,1,1,0,0,0,0,4.0,25,11,
220,Chris Chambers,MIA,28,WR,16,16,,,,,,0,0,1,5,0,,1,0,
221,Matt Chatham,NYJ,29,,16,0,,,,,,,,,,,,13,12,
222,Corey Chavous,STL,30,SS,16,16,1,17,0,17,8,0,0,2,0,0,1.0,77,9,
223,Brandon Chillar,STL,24,LLB,16,14,0,0,0,0,1,1,0,0,0,0,2.0,55,1,
224,Patrick Chukwurah,DEN,27,,14,0,0,0,0,0,1,1,0,0,0,0,4.5,18,7,
225,Brad Cieslak,BUF,24,,7,2,,,,,,,,,,,,1,1,
226,Vinny Ciurciu,CAR,26,,16,0,,,,,,,,,,,,11,7,
227,Chris Claiborne,NYG,28,,4,0,,,,,,,,,,,,1,1,
228,Kendrick Clancy,ARI,28,LDT,11,11,,,,,,1,0,0,0,0,1.0,25,4,
229,Dallas Clark,IND,27,TE,12,12,,,,,,,,,,,,1,0,
230,Danny Clark,NOR,29,,16,0,,,,,,,,,,,,23,6,
231,Desmond Clark,CHI,29,TE,16,16,,,,,,,,,,,,1,0,
232,Ryan Clark,PIT,27,FS,13,12,1,-1,0,-1,4,0,0,3,5,0,,48,24,
233,Mark Clayton,BAL,24,WR,16,12,,,,,,,,,,,,5,0,
234,Michael Clayton,TAM,24,WR,12,9,,,,,,0,2,0,0,0,,2,0,
235,Nate Clements,BUF,27,RCB,16,16,3,80,1,58,20,1,0,2,18,0,,54,16,
236,Dexter Coakley,STL,34,rlb,16,5,2,0,0,0,4,,,,,,,26,3,
237,Earl Cochran,HOU,25,,1,0,,,,,,,,,,,,2,0,
238,Dan Cody,BAL,25,,2,0,,,,,,,,,,,,0,1,
239,Shaun Cody,DET,23,ldt,6,5,,,,,,,,,,,,7,4,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
240,Barry Cofield,NYG,22,LDT,16,16,0,0,0,0,3,,,,,,1.5,32,12,
241,Keary Colbert,CAR,24,,12,3,,,,,,,,,,,,1,0,
242,Ricardo Colclough,PIT,24,,3,0,,,,,,0,1,0,0,0,,2,1,
243,Colin Cole,GNB,26,,15,3,,,,,,1,0,0,0,0,1.0,28,9,
244,Trent Cole,PHI,24,LDE/R,16,14,1,19,1,19,3,1,0,1,1,0,8.0,43,19,
245,Drew Coleman,NYJ,23,,16,4,0,0,0,0,2,,,,,,1.0,19,7,
246,Erik Coleman,NYJ,24,SS,16,13,1,3,0,3,4,,,,,,,70,31,
247,Kenyon Coleman,DAL,27,,16,0,0,0,0,0,2,1,0,0,0,0,4.0,25,5,
248,Marcus Coleman,DAL,32,,3,0,,,,,,,,,,,,1,0,
249,Roderick Coleman,ATL,30,RDT,15,15,0,0,0,0,6,1,0,3,9,0,6.0,20,5,
250,Laveranues Coles,NYJ,29,WR,16,16,,,,,,0,1,1,13,0,,2,0,
251,Nick Collins,GNB,23,FS,16,16,3,68,1,55,14,2,0,0,0,0,,65,15,
252,Marc Colombo,DAL,28,RT,16,16,,,,,,0,0,1,0,0,,,,
253,Dustin Colquitt,KAN,24,,16,0,,,,,,0,2,1,20,0,,1,0,
254,Marques Colston,NOR,23,WR,14,12,,,,,,,,,,,,1,0,
255,Rosevelt Colvin,NWE,29,LOLB,16,15,0,0,0,0,3,1,0,1,0,0,8.5,42,11,
256,Sean Conover,TEN,22,,6,2,0,0,0,0,1,,,,,,,5,4,
257,Sean Considine,PHI,25,SS,16,9,1,12,0,12,5,1,0,2,0,0,1.5,59,26,
258,Jameel Cook,HOU,27,fb,11,6,,,,,,0,2,0,0,0,,4,1,
259,Chris Cooley,WAS,24,TE,16,16,,,,,,0,0,1,0,0,,2,0,
260,Chris Cooper,ARI,29,,13,0,0,0,0,0,4,0,0,1,0,0,2.0,14,7,
261,Deke Cooper,SFO,29,,1,0,,,,,,,,,,,,1,0,
262,Jarrod Cooper,OAK,28,,16,0,,,,,,,,,,,,11,1,
263,Josh Cooper,NOR,26,,5,1,0,0,0,0,1,,,,,,1.0,8,2,
264,Marquis Cooper,3TM,24,,4,0,,,,,,,,,,,,1,0,
265,Stephen Cooper,SDG,27,,16,4,0,0,0,0,2,1,0,0,0,0,2.5,30,23,
266,Terrance Copper,NOR,24,,15,4,,,,,,0,2,1,0,0,,4,1,
267,Jorge Cordova,JAX,25,,13,0,0,0,0,0,1,,,,,,,5,3,
268,Jerricho Cotchery,NYJ,24,WR,16,16,,,,,,0,0,2,0,0,,1,1,
269,Terry Cousin,JAX,31,,10,4,1,16,0,16,5,,,,,,,28,7,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
270,Curome Cox,DEN,25,,16,4,1,0,0,0,5,0,0,1,11,0,,21,6,
271,Torrie Cox,TAM,26,,16,3,0,0,0,0,3,0,0,1,0,0,,26,4,
272,Jason Craft,NOR,30,rcb,16,6,1,0,0,0,5,,,,,,,43,4,
273,Casey Cramer,TEN,24,,15,0,,,,,,0,0,2,0,0,,9,5,
274,Josh Cribbs,CLE,23,,16,1,,,,,,0,3,1,0,0,,10,2,
275,Chris Crocker,ATL,26,FS,16,16,1,28,0,28,8,,,,,,1.0,44,6,
