
277,Jared Cook,TEN,22,,14,0,,,,,,,,,,,,1,0,
278,Kyle Cook,CIN,26,C,16,16,,,,,,,,,,,,2,0,
279,Chris Cooley,WAS,27,te,7,7,,,,,,0,1,1,0,0,,,,
280,Stephen Cooper,SDG,30,LILB,16,16,0,0,0,0,8,2,0,2,0,0,,71,31,
281,Terrance Copper,KAN,27,,15,2,,,,,,,,,,,,12,2,
282,Reggie Corner,BUF,26,LCB,16,8,1,0,0,0,9,,,,,,,50,15,
283,Jon Corto,BUF,25,,16,1,,,,,,,,,,,,15,7,
284,Quan Cosby,CIN,27,,16,0,,,,,,0,2,1,0,0,,0,1,
285,Blake Costanzo,CLE,25,,16,0,,,,,,2,0,3,0,0,,9,5,
286,Jerricho Cotchery,NYJ,27,WR,14,12,,,,,,0,1,1,0,0,,2,0,
287,Derek Cox,JAX,23,LCB,16,16,4,6,0,6,11,0,1,1,5,0,,58,14,
288,Mike Cox,KAN,24,FB,16,10,,,,,,,,,,,,1,0,
289,Torrie Cox,TAM,29,,11,1,,,,,,,,,,,,19,2,
290,Michael Crabtree,SFO,22,WR,11,11,,,,,,0,1,0,0,0,,3,0,
291,Patrick Crayton,DAL,30,wr,16,6,,,,,,0,4,2,0,0,,,,
292,Josh Cribbs*+,CLE,26,WR,16,12,,,,,,0,6,2,0,0,,8,1,
293,Chris Crocker,CIN,29,FS,13,13,2,38,0,20,9,1,0,0,0,0,,40,11,
294,Antonio Cromartie,SDG,25,RCB,16,16,3,17,0,16,10,,,,,,,31,2,
295,Mason Crosby,GNB,25,,16,0,,,,,,,,,,,,2,1,
296,Channing Crowder,MIA,26,LILB,13,13,1,2,0,2,2,,,,,,1.0,44,8,
297,Tim Crowder,TAM,24,,15,4,0,0,0,0,2,0,0,1,0,0,3.5,37,6,
298,Alge Crumpler,TEN,32,TE,16,14,,,,,,0,1,0,0,0,,1,0,
299,Quinton Culberson,2TM,24,,6,0,,,,,,,,,,,,4,4,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
300,Daunte Culpepper,DET,32,qb,8,5,,,,,,0,4,4,-8,0,,,,
301,Tyrone Culver,MIA,26,,16,2,1,23,0,23,4,0,0,1,0,0,,25,7,
302,Aaron Curry,SEA,23,RLB,14,12,0,0,0,0,6,2,0,0,0,0,2.0,53,7,
303,Kevin Curtis,PHI,31,,3,1,,,,,,,,,,,,1,0,
304,Brian Cushing*,HOU,22,LLB,16,16,4,26,0,20,10,2,0,0,0,0,4.0,86,47,1
305,Jay Cutler,CHI,26,QB,16,16,,,,,,0,9,5,-8,0,,3,0,
306,Craig Dahl,STL,24,FS,14,8,0,0,0,0,3,0,0,2,0,0,2.0,57,8,
307,Harvey Dahl,ATL,28,RG,11,11,,,,,,,,,,,,1,0,
308,Owen Daniels,HOU,27,TE,8,8,,,,,,0,1,0,0,0,,1,0,
309,Phillip Daniels,WAS,36,LDE,16,15,0,0,0,0,2,,,,,,1.0,24,11,
310,Travis Daniels,KAN,27,,9,2,0,0,0,0,2,,,,,,,17,4,
311,Karlos Dansby,ARI,28,LILB,16,16,1,11,0,11,4,1,0,0,0,0,1.0,89,20,
312,Kenneth Darby,STL,27,,16,1,,,,,,,,,,,,9,0,
313,Andra Davis,DEN,31,LILB,16,13,0,0,0,0,3,,,,,,3.5,67,23,
314,Andre' Davis,HOU,30,,14,1,,,,,,0,0,2,0,0,,10,2,
315,Carey Davis,PIT,28,,6,0,,,,,,0,0,1,0,0,,2,0,
316,Chauncey Davis,ATL,26,,16,4,0,0,0,0,1,1,0,0,0,0,1.0,16,6,
317,Craig Davis,SDG,24,,1,0,,,,,,,,,,,,1,0,
318,Fred Davis,WAS,23,TE,16,10,,,,,,,,,,,,1,0,
319,Kellen Davis,CHI,24,,16,2,,,,,,,,,,,,1,0,
320,Leonard Davis*,DAL,31,RG,16,16,,,,,,,,,,,,1,0,
321,Rashied Davis,CHI,30,,16,0,,,,,,,,,,,,8,2,
322,Thomas Davis,CAR,26,rlb,7,7,2,24,0,24,5,,,,,,1.5,48,13,
323,Vontae Davis,MIA,21,LCB,16,9,4,64,1,26,11,,,,,,,45,4,
324,Will Davis,ARI,23,,11,0,,,,,,,,,,,2.0,8,3,
325,Brian Dawkins*,DEN,36,FS,16,16,2,0,0,0,11,1,0,3,0,0,,95,21,
326,Keyunta Dawson,IND,24,,12,2,0,0,0,0,1,0,0,1,17,0,,10,7,
327,Thomas DeCoud,ATL,24,FS,16,16,3,25,0,15,7,2,0,1,0,0,2.0,57,11,
328,Jake Delhomme,CAR,34,QB,11,11,,,,,,0,6,3,-8,0,,1,0,
329,Louis Delmas,DET,22,FS,15,15,2,130,1,101,8,0,0,1,65,1,1.0,63,29,1
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
330,Quintin Demps,PHI,24,,9,0,1,12,0,12,3,,,,,,,7,3,
331,Ryan Denney,BUF,32,,16,0,,,,,,1,0,0,0,0,2.0,16,11,
332,Zak DeOssie,NYG,25,,16,0,,,,,,,,,,,,0,2,
333,Kyle DeVan,IND,24,RG,15,9,,,,,,1,0,0,0,0,,2,0,
334,Mike DeVito,NYJ,25,,15,1,,,,,,0,0,3,6,0,,20,8,
335,David Diehl*,NYG,29,LT,16,16,,,,,,0,0,1,0,0,,1,0,
336,Kris Dielman*,SDG,28,LG,16,16,,,,,,,,,,,,1,0,
337,Ryan Diem,IND,30,RT,15,15,,,,,,0,0,1,0,0,,,,
338,Na'il Diggs,CAR,31,LLB,14,11,0,0,0,0,1,1,0,0,0,0,,33,6,
339,Zach Diles,HOU,24,RLB,16,12,0,0,0,0,1,2,0,1,0,0,,45,17,1
340,Antonio Dixon,PHI,24,,16,0,,,,,,,,,,,1.0,11,4,
341,Jordon Dizon,DET,23,,16,0,,,,,,1,0,1,0,0,1.0,12,8,
342,Tim Dobbins,SDG,27,,14,2,1,13,0,13,1,1,0,0,0,0,1.0,39,16,
343,Derrick Dockery,WAS,29,LG,16,16,,,,,,,,,,,,2,0,
344,Kevin Dockery,NYG,25,,11,3,0,0,0,0,1,1,1,1,0,0,,22,3,
345,Darnell Dockett*,ARI,28,RDE,16,16,1,3,0,3,2,1,1,1,0,0,7.0,42,9,
346,Glenn Dorsey,KAN,24,RDE,15,14,0,0,0,0,2,0,0,3,0,0,1.0,41,13,
347,Lionel Dotson,MIA,24,,2,0,,,,,,,,,,,,1,1,
348,Early Doucet,ARI,24,,9,0,,,,,,,,,,,,0,2,
349,Reed Doughty,WAS,27,ss,15,7,1,13,0,13,3,0,0,1,0,0,2.0,75,16,
350,Marques Douglas,NYJ,32,RDE,16,12,,,,,,1,0,2,1,1,1.5,35,29,
351,Leger Douzable,STL,23,,12,1,,,,,,,,,,,,11,0,
352,Chris Draft,BUF,33,,11,3,1,0,0,0,1,,,,,,1.0,31,14,
353,Joel Dreessen,HOU,27,TE,16,11,,,,,,,,,,,,5,2,
354,Donald Driver,GNB,34,WR,16,16,,,,,,0,2,0,0,0,,2,0,
355,Jeff Dugan,MIN,28,,16,4,,,,,,,,,,,,1,0,
356,Elvis Dumervil*+,DEN,25,ROLB,16,14,0,0,0,0,3,4,0,1,0,0,17.0,42,7,
357,Jo-Lonn Dunbar,NOR,24,,9,3,,,,,,,,,,,,7,7,
358,Justin Durant,JAX,24,MLB,13,13,1,27,0,27,2,1,0,0,0,0,1.0,81,17,
359,Keilen Dykes,ARI,25,,2,0,,,,,,,,,,,,1,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
360,Nick Eason,PIT,29,lde,8,5,,,,,,,,,,,,15,1,
361,Julian Edelman,NWE,23,wr,11,7,,,,,,0,1,1,0,0,,,,
362,Braylon Edwards,2TM,26,,16,15,,,,,,0,1,0,0,0,,7,0,
363,Dwan Edwards,BAL,28,RDE,16,9,0,0,0,0,1,0,0,2,0,1,1.0,35,12,
364,Ray Edwards,MIN,24,LDE,16,16,0,0,0,0,2,1,0,1,0,0,8.5,43,8,
365,Ron Edwards,KAN,30,NT,16,14,0,0,0,0,3,0,0,1,0,0,,24,5,
366,Isaiah Ekejiuba,OAK,28,,16,0,,,,,,,,,,,,13,3,
367,Abram Elam,CLE,28,FS,16,16,0,0,0,0,2,1,0,1,0,0,1.0,74,17,
368,Dannell Ellerbe,BAL,24,,13,3,1,28,0,28,2,0,0,1,0,0,,30,7,
369,Chris Ellis,BUF,24,,3,0,,,,,,,,,,,,0,3,
370,Greg Ellis,OAK,34,RDE,14,14,0,0,0,0,1,2,0,2,0,0,7.0,25,4,
371,Sedrick Ellis,NOR,24,RDT,10,10,0,0,0,0,2,0,1,1,7,0,2.0,26,8,
372,Shaun Ellis*,NYJ,32,LDE,15,15,,,,,,1,1,0,1,0,6.5,35,18,
373,Keith Ellison,BUF,25,LLB,8,8,0,0,0,0,2,,,,,,,40,28,
374,Kevin Ellison,SDG,22,SS,13,9,0,0,0,0,3,,,,,,1.0,41,9,
375,Larry English,SDG,23,,16,2,0,0,0,0,1,1,0,1,0,0,2.0,23,10,
376,Greg Estandia,2TM,27,,6,1,,,,,,,,,,,,1,0,
377,Hiram Eugene,OAK,29,,14,4,1,0,0,0,3,0,0,1,0,0,,38,5,
378,Demetric Evans,SFO,30,,14,0,0,0,0,0,1,,,,,,1.5,5,7,
379,Fred Evans,MIN,26,,13,0,,,,,,,,,,,,6,3,
380,Jahri Evans*+,NOR,26,RG,16,16,,,,,,,,,,,,3,0,
381,Lee Evans,BUF,28,WR,16,16,,,,,,,,,,,,3,0,
382,Troy Evans,NOR,32,,16,2,0,0,0,0,1,,,,,,,25,4,
383,Demarcus Faggins,DET,30,,2,0,,,,,,,,,,,,4,0,
384,Jeff Faine,TAM,28,C,12,12,,,,,,0,1,1,0,0,,1,0,
385,Alan Faneca*,NYJ,33,LG,16,16,,,,,,0,0,1,0,0,,,,
386,Jonathan Fanene,CIN,27,RDE,16,10,1,45,1,45,2,,,,,,6.0,18,18,
387,Justin Fargas,OAK,29,,12,4,,,,,,0,1,0,0,0,,2,0,
388,James Farrior,PIT,34,LILB,16,16,1,18,0,18,5,1,0,1,0,0,3.0,68,34,
389,Heath Farwell*,MIN,28,,16,0,,,,,,0,0,2,0,0,,18,1,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
390,Anthony Fasano,MIA,25,TE,14,14,,,,,,0,2,0,0,0,,3,0,
391,Kevin Faulk,NWE,33,rb,15,7,,,,,,0,1,0,0,0,,1,0,
392,Brett Favre*,MIN,40,QB,16,16,,,,,,0,2,0,0,0,,1,0,
393,Jeff Feagles,NYG,43,,16,0,,,,,,0,1,0,0,0,,1,0,
394,Jay Feely,NYJ,33,,16,0,,,,,,,,,,,,4,0,
395,Daniel Fells,STL,26,,14,4,,,,,,0,1,0,0,0,,4,0,
396,Jerome Felton,DET,23,FB,13,8,,,,,,,,,,,,1,0,
397,D'Brickashaw Ferguson*,NYJ,26,LT,16,16,,,,,,0,0,1,0,0,,,,
398,Jason Ferguson,MIA,35,NT,9,9,0,0,0,0,1,,,,,,,15,8,
399,Nick Ferguson,HOU,35,,10,1,0,0,0,0,1,,,,,,,8,2,
400,Tony Fiammetta,CAR,23,,10,2,,,,,,,,,,,,1,0,
401,Brandon Fields,MIA,25,,16,0,,,,,,,,,,,,2,0,
402,Ronald Fields,DEN,28,NT,16,16,,,,,,,,,,,,22,15,
403,Yamon Figurs,2TM,26,,6,0,,,,,,,,,,,,1,0,
404,Derek Fine,BUF,26,te,8,6,,,,,,0,0,1,0,0,,0,3,
405,Jermichael Finley,GNB,22,TE,13,10,,,,,,0,1,1,2,0,,,,
406,Cortland Finnegan,TEN,25,RCB,13,13,5,194,1,80,11,0,1,1,0,0,,56,7,
407,Brian Finneran,ATL,33,,10,2,0,0,0,0,1,1,0,0,0,0,,3,1,
408,Travis Fisher,SEA,30,,4,0,,,,,,,,,,,,4,1,
409,Larry Fitzgerald*,ARI,26,WR,16,16,,,,,,,,,,,,6,0,
410,Casey Fitzsimmons,DET,29,,12,1,,,,,,0,1,0,0,0,,5,1,
411,Joe Flacco,BAL,24,QB,16,16,,,,,,0,8,3,0,0,,1,0,
412,Bradley Fletcher,STL,23,,7,3,0,0,0,0,1,0,0,1,-2,0,,23,0,
413,London Fletcher*,WAS,34,MLB,16,16,1,2,0,2,6,1,0,0,0,0,2.0,95,47,
414,Drayton Florence,BUF,29,RCB,14,13,1,7,0,7,11,,,,,,,49,11,
415,Brandon Flowers,KAN,23,LCB,15,15,5,38,0,33,23,2,0,2,0,0,,58,7,
416,Malcom Floyd,SDG,28,WR,16,9,,,,,,,,,,,,3,0,
417,Andre Fluellen,DET,24,,14,3,,,,,,,,,,,1.5,9,8,
418,Moise Fokou,PHI,24,,16,4,0,0,0,0,1,0,0,2,0,0,,16,12,
419,Zack Follett,DET,22,,12,0,,,,,,0,0,1,0,0,,0,4,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
420,Larry Foote,DET,29,MLB,14,14,0,0,0,0,4,1,0,1,0,0,2.0,70,29,
421,Jacob Ford,TEN,26,,15,0,0,0,0,0,1,1,0,0,0,0,5.5,16,6,
422,Trevor Ford,GNB,23,,3,0,,,,,,,,,,,,2,0,
423,Justin Forsett,SEA,24,,16,2,,,,,,0,4,0,0,0,,0,1,
424,Matt Forte,CHI,24,RB,16,16,,,,,,0,6,2,0,0,,7,0,
425,John Paul Foschi,CIN,27,TE,15,10,,,,,,0,1,0,0,0,,1,0,
426,Arian Foster,HOU,23,,6,1,,,,,,0,1,0,0,0,,0,1,
427,Eric Foster,IND,24,,16,5,0,0,0,0,2,1,0,1,0,0,2.5,30,8,
428,Ryan Fowler,NYJ,27,,8,0,,,,,,,,,,,,0,3,
429,Keyaron Fox,PIT,27,,16,3,1,82,1,82,1,0,0,1,5,0,,31,13,
430,Vernon Fox,DEN,30,,2,0,,,,,,,,,,,,1,0,
431,Domonique Foxworth,BAL,26,RCB,16,16,4,34,0,19,16,0,0,1,0,0,,48,5,
432,Eric Frampton,MIN,25,,16,0,,,,,,2,0,0,0,0,,13,5,
433,Coye Francies,CLE,23,,6,0,0,0,0,0,1,,,,,,,1,1,
434,Aaron Francisco,IND,26,,10,2,,,,,,,,,,,,16,0,
435,Aubrayo Franklin,SFO,29,NT,16,16,1,10,0,10,3,,,,,,2.0,25,11,
436,Andre Frazier,PIT,27,,14,0,,,,,,,,,,,,8,5,
437,Doug Free,DAL,25,rt,16,7,,,,,,,,,,,,0,1,
438,Josh Freeman,TAM,21,QB,10,9,,,,,,0,10,6,-14,0,,,,
439,Dwight Freeney*+,IND,29,RDE,14,9,0,0,0,0,1,1,0,0,0,0,13.5,19,5,
440,Jamaal Fudge,ATL,26,,2,0,,,,,,,,,,,,1,0,
441,Scott Fujita,NOR,30,LLB,11,10,0,0,0,0,2,2,0,0,0,0,1.0,43,15,
442,Vincent Fuller,TEN,27,,13,1,3,71,2,45,7,,,,,,1.0,27,7,
443,Mike Furrey,CLE,32,,16,4,0,0,0,0,2,,,,,,,16,0,
444,Samkon Gado,STL,27,,15,0,,,,,,,,,,,,3,1,
445,Jabar Gaffney,DEN,29,wr,16,7,,,,,,,,,,,,1,0,
446,Thomas Gafford,KAN,26,,16,0,,,,,,0,1,0,-38,0,,0,1,
447,Justin Gage,TEN,28,WR,12,10,,,,,,,,,,,,3,0,
448,Jared Gaither,BAL,23,LT,11,11,,,,,,,,,,,,1,0,
449,Omar Gaither,PHI,25,,5,3,0,0,0,0,1,0,0,1,0,0,1.5,24,6,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
450,Dion Gales,KAN,24,,3,0,,,,,,,,,,,,1,0,
451,Chris Gamble,CAR,26,LCB,16,16,4,55,0,41,12,0,1,0,0,0,,50,8,
452,Dylan Gandy,DET,27,rg,15,5,,,,,,,,,,,,0,1,
453,Mike Gandy,ARI,30,LT,12,12,,,,,,0,0,2,0,0,,2,0,
454,Quinton Ganther,WAS,25,,8,4,,,,,,,,,,,,2,0,
455,Antonio Garay,SDG,30,,2,0,,,,,,,,,,,,3,2,
456,Pierre Garcon,IND,23,WR,14,13,,,,,,0,1,0,0,0,,2,0,
457,Nate Garner,MIA,24,LG/RG,16,8,,,,,,0,0,2,0,0,,1,0,
458,David Garrard*,JAX,31,QB,16,16,,,,,,0,14,2,-4,0,,2,0,
459,Roberto Garza,CHI,30,RG,16,16,,,,,,,,,,,,2,0,
460,Antonio Gates*,SDG,29,TE,16,16,,,,,,0,1,0,0,0,,1,0,
461,Randall Gay,NOR,27,lcb,14,7,1,25,0,25,5,,,,,,1.0,32,5,
462,William Gay,PIT,24,RCB,16,14,0,0,0,0,10,1,0,0,0,0,1.0,70,8,
463,Robert Geathers,CIN,26,LDE,15,15,0,0,0,0,3,1,0,2,113,1,3.5,21,15,
464,K.J. Gerard,BAL,23,,3,0,,,,,,,,,,,,1,0,
465,Vernon Gholston,NYJ,23,,14,3,,,,,,,,,,,,10,5,
466,Brandon Gibson,2TM,22,,10,4,,,,,,0,2,1,0,0,,2,0,
467,Gary Gibson,STL,27,ldt,5,5,0,0,0,0,1,,,,,,,10,1,
468,Mike Gibson,SEA,24,,3,0,,,,,,,,,,,,1,0,
469,Wallace Gilberry,KAN,25,,16,0,,,,,,,,,,,4.5,19,2,
470,Jarron Gilbert,CHI,23,,4,0,,,,,,,,,,,,1,0,
471,Tony Gilbert,ATL,30,,12,0,,,,,,1,0,0,0,0,,2,2,
472,John Gill,IND,23,,2,0,,,,,,,,,,,,4,5,
473,John Gilmore,TAM,30,,13,2,,,,,,,,,,,,1,0,
474,Ted Ginn,MIA,24,WR,16,12,,,,,,0,2,1,0,0,,3,0,
475,Matt Giordano,GNB,27,,5,0,,,,,,,,,,,,2,0,
476,Cody Glenn,IND,23,,9,0,,,,,,,,,,,,2,2,
477,Chris Gocong,PHI,26,RLB,15,11,0,0,0,0,2,1,0,0,0,0,1.0,35,9,
478,Charles Godfrey,CAR,24,FS,12,11,1,12,0,12,5,4,0,0,0,0,,34,10,
479,Jonathan Goff,NYG,24,,16,4,1,5,0,5,2,,,,,,1.0,10,10,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
480,Mike Goff,KAN,33,rg,8,7,,,,,,0,0,2,0,0,,,,
481,Adam Goldberg,STL,29,RT,16,14,,,,,,0,0,1,5,0,,,,
482,Dashon Goldson,SFO,25,FS,16,16,4,39,0,34,6,3,0,1,0,0,2.0,76,18,
483,Kedric Golston,WAS,26,rdt,16,5,0,0,0,0,2,1,0,0,0,0,2.0,22,12,
484,Tony Gonzalez,ATL,33,TE,16,16,,,,,,,,,,,,2,0,
485,Brett Goode,GNB,25,,16,0,,,,,,,,,,,,0,2,
486,Tavares Gooden,BAL,25,LILB,12,12,0,0,0,0,1,,,,,,,32,8,
487,Andre' Goodman,DEN,31,RCB,16,16,5,65,0,30,17,0,0,1,30,1,1.0,40,4,
488,Jonathan Goodwin*,NOR,31,C,16,16,,,,,,0,0,1,0,0,,,,
489,Frank Gore*,SFO,26,RB,14,14,,,,,,0,4,1,0,0,,,,
490,Danny Gorrer,STL,23,,3,1,0,0,0,0,1,,,,,,,5,0,
491,Stephen Gostkowski,NWE,25,,16,0,,,,,,0,0,1,0,0,,5,0,
492,Robbie Gould,CHI,28,,16,0,,,,,,,,,,,,3,0,
493,Bruce Gradkowski,OAK,26,,7,4,,,,,,0,5,2,-7,0,,,,
494,Ben Graham,ARI,36,,16,0,,,,,,1,0,0,0,0,,1,0,
495,Corey Graham,CHI,24,,16,1,0,0,0,0,1,,,,,,,31,4,
496,Daniel Graham,DEN,31,TE,16,14,,,,,,,,,,,,2,0,
497,Earnest Graham,TAM,29,rb,13,6,,,,,,0,0,2,0,0,,4,0,
498,Shayne Graham,CIN,32,,16,0,,,,,,,,,,,,2,0,
499,Charles Grant,NOR,31,LDE,16,16,0,0,0,0,2,1,0,0,0,0,5.5,31,13,
500,Deon Grant,SEA,30,SS,16,16,3,7,0,7,8,1,0,1,0,0,,60,18,
501,Larry Grant,STL,24,,16,0,,,,,,1,0,1,0,0,1.0,13,2,
502,Ryan Grant,GNB,27,RB,16,16,,,,,,0,1,1,0,0,,,,
503,Cornell Green,OAK,33,RT,12,12,,,,,,,,,,,,2,0,
504,Howard Green,NYJ,30,,12,0,,,,,,,,,,,,16,7,
505,Jarvis Green,NWE,30,RDE,13,12,,,,,,,,,,,1.0,21,15,
506,BenJarvus Green-Ellis,NWE,24,,12,0,,,,,,,,,,,,0,1,
507,Courtney Greene,JAX,23,,9,0,,,,,,,,,,,,0,1,
508,Shonn Greene,NYJ,24,,14,0,,,,,,0,3,0,0,0,,2,0,
509,Chad Greenway,MIN,26,LLB,16,16,3,49,0,36,6,1,1,3,0,0,,80,19,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
510,Jabari Greer,NOR,27,LCB,9,8,2,59,1,48,13,,,,,,,41,3,
511,Kelly Gregg,BAL,33,NT,16,14,,,,,,,,,,,3.0,46,17,
512,Steve Gregory,SDG,26,ss,16,6,1,13,0,13,6,0,0,2,3,0,2.0,58,13,
513,Cedric Griffin,MIN,27,RCB,16,16,4,-2,0,0,6,3,0,0,0,0,,65,13,
514,Cornelius Griffin,WAS,33,LDT,14,14,0,0,0,0,1,1,0,0,0,0,2.0,22,12,
515,Michael Griffin,TEN,24,FS,16,15,1,3,0,3,7,2,0,2,0,0,1.0,57,20,
516,Justin Griffith,SEA,29,FB,13,11,,,,,,0,1,0,0,0,,2,1,
517,Brent Grimes,ATL,26,RCB,16,8,6,17,0,11,13,0,0,1,0,0,,62,4,
518,Jordan Gross,CAR,29,LT,9,9,,,,,,,,,,,,4,0,
519,Rex Grossman,HOU,29,,1,0,,,,,,0,1,1,-4,0,,,,
520,Quentin Groves,JAX,25,lde,16,7,1,37,0,37,1,1,0,0,0,0,,22,6,
521,Ben Grubbs,BAL,25,LG,16,16,,,,,,0,0,1,0,0,,,,
522,Letroy Guion,MIN,22,,7,0,0,0,0,0,1,,,,,,,1,0,
523,Andre Gurode*,DAL,30,C,16,16,,,,,,,,,,,,1,0,
524,Gary Guyton,NWE,24,RILB,16,16,0,0,0,0,4,,,,,,1.5,55,30,
525,Derek Hagan,NYG,25,,16,0,,,,,,0,0,1,0,0,,8,3,
526,Mario Haggan,DEN,29,LOLB,16,16,0,0,0,0,1,3,0,0,0,0,1.0,51,12,
527,Clark Haggans,ARI,32,ROLB,16,14,0,0,0,0,1,2,0,0,0,0,5.0,57,17,
528,Tyjuan Hagler,IND,28,llb,7,7,0,0,0,0,3,,,,,,,14,12,
529,Tamba Hali,KAN,26,ROLB,16,16,0,0,0,0,1,4,0,0,0,0,8.5,46,16,1
530,Ahmard Hall,TEN,30,fb,16,7,,,,,,0,2,0,0,0,,5,1,
531,Alex Hall,CLE,24,,14,0,,,,,,0,0,1,0,0,,8,2,
532,De'von Hall,IND,22,,4,0,,,,,,,,,,,,3,0,
533,DeAngelo Hall,WAS,26,RCB,13,12,4,114,0,44,9,0,1,1,7,0,,46,12,
534,James Hall,STL,32,RDE,14,14,0,0,0,0,1,,,,,,4.5,40,3,
535,Korey Hall,GNB,26,fb,11,5,,,,,,,,,,,,9,2,
536,Leon Hall,CIN,25,RCB,16,16,6,47,0,26,24,2,0,0,0,0,,58,13,
537,Ben Hamilton,DEN,32,LG,15,8,,,,,,0,0,1,0,0,,,,
538,Lynell Hamilton,NOR,24,,9,1,,,,,,,,,,,,4,0,
539,Ken Hamlin,DAL,28,FS,12,12,0,0,0,0,2,,,,,,,40,12,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
540,Michael Hamlin,DAL,24,,6,0,,,,,,,,,,,,8,0,
541,Casey Hampton*,PIT,32,NT,16,16,,,,,,,,,,,2.5,23,20,
542,Geoff Hangartner,BUF,27,C,16,16,,,,,,,,,,,,1,0,
543,Jason Hanson,DET,39,,16,0,,,,,,,,,,,,1,0,
544,Joselio Hanson,PHI,28,,12,1,2,8,0,6,8,0,0,1,12,0,0.5,35,12,
545,Parys Haralson,SFO,25,ROLB,16,16,0,0,0,0,2,0,0,1,0,0,5.0,33,12,
546,Anthony Hargrove,NOR,26,rdt,16,6,0,0,0,0,3,1,0,3,1,1,5.0,32,10,
547,Nick Harper,TEN,35,LCB,11,11,1,4,0,4,6,,,,,,,69,12,
548,Roman Harper*,NOR,27,SS,16,16,0,0,0,0,5,2,0,0,0,0,1.5,84,18,
549,Chris Harrington,JAX,24,,3,0,,,,,,,,,,,,2,0,
550,Al Harris,GNB,35,RCB,10,10,2,29,0,29,5,0,0,1,0,0,1.0,29,5,
551,Antoine Harris,ATL,27,,10,0,,,,,,,,,,,,2,1,
552,Cary Harris,BUF,22,,4,1,2,7,0,7,2,,,,,,,1,1,
553,Chris Harris,CAR,27,SS,13,13,3,3,0,3,6,2,0,1,0,0,,47,13,
