
22,Mike Alstott*,TAM,28,FB,16,16,,,,,,0,2,0,0,0,,1,0,
23,Ashley Ambrose,ATL,31,RCB,16,16,5,43,0,27,10,0,0,2,0,0,,49,3,
24,Morten Andersen,NYG,41,,16,0,,,,,,,,,,,,1,0,
25,Bennie Anderson,BAL,24,RG,16,13,,,,,,0,0,1,0,0,,,,
26,Rashard Anderson,CAR,24,LCB,15,9,1,0,0,0,5,1,0,3,97,1,,46,5,
27,Richie Anderson,NYJ,30,FB,16,15,,,,,,0,1,0,0,0,,0,1,
28,Joe Andruzzi,NWE,26,RG,16,16,,,,,,0,0,1,0,0,,,,
29,Reidel Anthony,TAM,25,,13,4,,,,,,0,1,1,0,0,,,,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
30,Adam Archuleta,STL,24,SS,13,12,0,0,0,0,3,1,2,1,24,0,2.0,47,9,
31,JoJuan Armour,CIN,25,SS,16,11,0,0,0,0,3,,,,,,,39,16,
32,Jessie Armstead*,NYG,31,RLB,16,16,0,0,0,0,2,2,0,0,0,0,1.5,62,24,
33,Trace Armstrong,OAK,36,,3,0,,,,,,,,,,,0.5,1,3,
34,LaVar Arrington*,WAS,23,LLB,14,14,3,120,1,67,9,0,0,2,0,0,0.5,82,17,
35,Larry Atkins,KAN,26,,12,0,,,,,,1,0,0,0,0,,9,0,
36,Reggie Austin,CHI,24,,9,0,,,,,,,,,,,,2,0,
37,Obafemi Ayanbadejo,BAL,26,fb,16,5,,,,,,0,1,2,0,0,,5,1,
38,Kole Ayi,2TM,23,,7,0,,,,,,,,,,,,7,4,
39,Jerry Azumah,CHI,24,lcb,16,5,1,14,0,14,5,1,0,1,0,0,2.0,49,7,
40,Brad Badger,MIN,26,LT,13,12,,,,,,0,0,1,0,0,,,,
41,Champ Bailey*,WAS,23,LCB,16,16,3,17,0,12,18,1,0,1,0,0,,48,2,
42,Robert Bailey,DET,33,,9,0,2,74,1,74,2,,,,,,,8,6,
43,Rodney Bailey,PIT,22,,16,1,0,0,0,0,1,,,,,,2.0,8,4,
44,Jason Baker,SFO,23,,16,0,,,,,,,,,,,,2,1,
45,Tim Baker,PIT,24,,3,0,,,,,,,,,,,,1,0,
46,Tony Banks,WAS,28,QB,15,14,,,,,,0,10,1,-22,0,,1,0,
47,Alex Bannister,SEA,22,,16,0,,,,,,0,0,1,0,0,,9,3,
48,Bradford Banta,DET,31,,16,0,,,,,,0,1,0,-6,0,,4,1,
49,Ronde Barber*+,TAM,26,RCB,16,16,10,86,1,36,24,1,0,2,0,0,1.0,58,13,
50,Shawn Barber,WAS,26,,3,3,,,,,,,,,,,,14,3,
51,Tiki Barber,NYG,26,RB,14,9,,,,,,0,8,6,2,0,,1,0,
52,Bryan Barker,WAS,37,,16,0,,,,,,,,,,,,1,0,
53,Kevan Barlow,SFO,22,,15,0,,,,,,0,1,0,0,0,,1,0,
54,Tom Barndt,NYJ,29,,6,1,,,,,,0,0,1,0,0,,4,3,
55,David Barrett,ARI,24,LCB,16,9,2,30,0,23,8,2,0,0,0,0,,51,9,
56,Micheal Barrow,NYG,31,MLB,16,16,0,0,0,0,6,4,0,2,13,0,6.0,88,45,
57,William Bartee,KAN,24,lcb,16,5,0,0,0,0,6,,,,,,1.0,36,2,
58,Eric Barton,OAK,24,,16,1,,,,,,1,0,0,0,0,,29,9,
59,Mike Bartrum,PHI,31,,16,0,,,,,,,,,,,,5,3,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
60,Idrees Bashir,IND,23,FS,15,15,1,0,0,0,5,,,,,,,59,24,
61,Charlie Batch,DET,27,QB,10,9,,,,,,0,6,2,0,0,,,,
62,Michael Bates,WAS,32,,16,0,,,,,,0,4,2,0,0,,13,2,
63,Marco Battaglia,2TM,28,,11,1,,,,,,0,1,0,0,0,,1,0,
64,Pat Batteaux,SDG,23,,5,0,,,,,,,,,,,,2,0,
65,Ainsley Battles,JAX,23,FS/SS,13,11,2,26,0,26,2,1,0,2,60,1,1.0,50,5,
66,Fred Baxter,CHI,30,TE,14,14,,,,,,0,0,1,0,0,,2,0,
67,Gary Baxter,BAL,23,,6,0,,,,,,,,,,,,5,1,
68,Robert Bean,CIN,23,,15,4,0,0,0,0,5,1,0,1,10,0,,41,6,
69,Aaron Beasley,JAX,28,RCB,12,12,3,0,0,0,10,0,0,1,40,1,,36,3,
70,Anthony Becht,NYJ,24,TE,16,15,,,,,,,,,,,,4,0,
71,Rogers Beckett,SDG,24,FS,16,16,1,8,0,8,5,2,0,1,1,0,,77,21,
72,Monty Beisel,KAN,23,,16,0,,,,,,,,,,,,16,3,
73,Jason Bell,DAL,23,,16,0,,,,,,,,,,,,14,2,
74,Kendrell Bell*,PIT,23,RILB,16,16,0,0,0,0,1,1,0,0,0,0,9.0,70,13,
75,Marcus Bell,ARI,22,,13,0,0,0,0,0,2,,,,,,0.5,16,7,
76,Marcus Bell,SEA,24,,13,0,,,,,,1,0,0,0,0,1.0,28,4,
77,Myron Bell,PIT,30,,16,1,0,0,0,0,1,0,0,1,0,0,,19,2,
78,Jay Bellamy,NOR,29,FS,16,16,3,21,0,21,7,,,,,,2.0,71,22,
79,Jason Belser,KAN,31,,16,0,,,,,,,,,,,,8,0,
80,Brandon Bennett,CIN,28,,16,1,,,,,,0,1,0,0,0,,5,1,
81,Donnell Bennett,WAS,29,FB,16,14,,,,,,0,1,1,0,0,,1,0,
82,Drew Bennett,TEN,23,,14,1,,,,,,,,,,,,5,0,
83,Michael Bennett,MIN,23,RB,13,13,,,,,,0,0,1,0,0,,1,0,
84,Tommy Bennett,DET,28,,8,1,0,0,0,0,2,,,,,,,20,7,
85,Mitch Berger,MIN,29,,12,0,,,,,,,,,,,,5,0,
86,Eddie Berlin,TEN,23,,11,0,,,,,,,,,,,,6,0,
87,Bertrand Berry,DEN,26,,14,0,0,0,0,0,1,0,0,2,1,0,2.0,18,2,
88,Jerome Bettis*,PIT,29,RB,11,11,,,,,,0,3,2,0,0,,,,
89,Tim Biakabutuka,CAR,27,,5,4,,,,,,0,3,1,2,0,,2,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
90,Josh Bidwell,GNB,25,,16,0,,,,,,,,,,,,1,0,
91,Greg Biekert,OAK,32,MLB,16,16,0,0,0,0,3,0,0,1,0,0,3.0,81,27,
92,Cory Bird,IND,23,,14,0,0,0,0,0,1,,,,,,0.5,27,5,
93,Blaine Bishop,TEN,31,,5,4,0,0,0,0,1,2,0,0,0,0,,20,4,
94,Avion Black,BUF,24,,14,0,,,,,,0,0,1,0,0,,5,0,
95,Drew Bledsoe,NWE,29,,2,2,,,,,,0,1,1,0,0,,,,
96,Dre' Bly,STL,24,,16,4,6,150,2,93,10,1,1,1,15,0,,27,2,
97,Marty Booker,CHI,25,WR,16,16,,,,,,0,2,0,0,0,,1,0,
98,Michael Booker,TEN,26,,16,0,1,0,0,0,1,,,,,,,10,1,
99,Vaughn Booker,CIN,33,LDE,14,13,0,0,0,0,2,1,0,0,0,0,1.5,34,6,
100,Alfonso Boone,CHI,25,,11,0,0,0,0,0,1,0,0,1,6,0,2.0,7,2,
101,Dorian Boose,WAS,27,,10,2,,,,,,1,0,0,0,0,,6,1,
102,David Boston*+,ARI,23,WR,16,15,,,,,,0,1,0,0,0,,1,0,
103,Peter Boulware,BAL,27,LLB/R,16,14,0,0,0,0,4,4,0,1,0,0,15.0,43,23,
104,Matt Bowen,2TM,25,,6,0,,,,,,,,,,,,2,2,
105,David Bowens,MIA,24,,8,0,0,0,0,0,5,,,,,,1.0,8,1,
106,Tim Bowens,MIA,28,LDT,15,15,,,,,,,,,,,3.0,30,19,
107,Andy Bowers,ARI,25,,1,1,,,,,,,,,,,,0,1,
108,R.J. Bowers,PIT,27,,3,0,,,,,,,,,,,,1,0,
109,Fabien Bownes,SEA,29,,16,0,,,,,,,,,,,,16,0,
110,James Boyd,JAX,24,,16,0,,,,,,1,0,1,47,0,,6,3,
111,Stephen Boyd,DET,29,,4,4,,,,,,1,0,0,0,0,1.0,16,6,
112,Brant Boyer,CLE,30,,16,2,2,12,0,8,4,,,,,,,60,19,
113,Tony Brackens,JAX,27,RDE,12,12,0,0,0,0,6,5,0,1,1,0,11.0,39,3,1
114,Corey Bradford,GNB,26,wr,16,6,,,,,,0,1,0,0,0,,7,1,
115,Ronnie Bradford,ATL,31,FS,14,14,0,0,0,0,3,,,,,,1.0,51,10,
116,Kyle Brady,JAX,29,TE,16,16,,,,,,,,,,,,5,0,
117,Tom Brady*,NWE,24,QB,15,14,,,,,,0,12,4,-18,0,,3,0,
118,Chad Bratzke,IND,30,RDE,15,15,0,0,0,0,1,1,0,1,0,0,8.5,45,15,
119,Drew Brees,SDG,22,,1,0,,,,,,0,2,1,0,0,,,,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
120,O.J. Brigance,STL,32,,8,0,,,,,,,,,,,,8,3,
121,Jeremy Brigham,OAK,26,,14,3,,,,,,,,,,,,2,0,
122,Blake Brockermeyer,CHI,28,LT,16,16,,,,,,0,0,2,0,0,,,,
123,Lorenzo Bromell,MIA,26,,16,1,,,,,,3,0,0,0,0,6.5,20,12,
124,Zack Bronson,SFO,27,FS,16,16,7,165,2,97,13,0,1,1,0,0,,57,6,
125,Keith Brooking*,ATL,26,MLB,16,16,2,17,0,9,9,2,0,2,-6,0,3.5,100,25,
126,Jason Brookins,BAL,25,rb,12,3,,,,,,0,3,2,0,0,,4,0,
127,Aaron Brooks,NOR,25,QB,16,16,,,,,,0,13,6,-50,0,,,,
128,Bobby Brooks,OAK,25,,16,0,,,,,,,,,,,,10,6,
129,Derrick Brooks*,TAM,28,RLB,16,16,3,65,0,53,11,1,0,0,0,0,,79,33,
130,Jamal Brooks,DAL,25,,16,1,,,,,,1,0,0,0,0,,17,7,
131,Rodregis Brooks,IND,23,,5,0,,,,,,,,,,,,2,1,
132,Luther Broughton,CAR,27,,15,0,,,,,,,,,,,,2,2,
133,Chad Brown,SEA,31,RLB,16,16,0,0,0,0,6,2,0,1,3,0,8.5,80,25,
134,Courtney Brown,CLE,23,rde,5,5,0,0,0,0,4,2,0,2,25,1,4.5,14,7,
135,Delvin Brown,JAX,22,,5,0,,,,,,,,,,,,2,0,
136,Eric Brown,DEN,26,FS,16,16,2,0,0,0,9,1,0,1,0,0,3.0,64,13,
137,Gilbert Brown,GNB,30,LDT,11,11,,,,,,,,,,,,15,8,
138,Kris Brown,PIT,25,,16,0,,,,,,0,1,1,0,0,,1,0,
139,Lance Brown,BUF,29,,14,1,0,0,0,0,1,,,,,,,10,6,
140,Mike Brown+,CHI,23,FS,16,16,5,81,2,33,11,2,0,1,5,0,3.0,55,12,
141,Na Brown,PHI,24,,16,2,,,,,,,,,,,,2,0,
142,Ralph Brown,NYG,23,,8,0,,,,,,,,,,,,4,3,
143,Tim Brown*,OAK,35,WR,16,16,,,,,,0,1,0,0,0,,1,0,
144,Troy Brown*,NWE,30,WR,16,13,,,,,,0,2,1,0,0,,3,0,
145,John Browning,KAN,28,ldt,6,6,,,,,,,,,,,1.5,15,5,
146,Isaac Bruce*,STL,29,WR,16,16,,,,,,0,4,0,0,0,,1,0,
147,Mark Bruener,PIT,29,TE,9,9,,,,,,0,0,1,0,0,,,,
148,Mark Brunell,JAX,31,QB,15,15,,,,,,0,8,2,-8,0,,2,0,
149,Tedy Bruschi,NWE,28,MLB,15,9,2,7,0,4,3,3,1,1,0,0,2.0,54,21,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
150,Fernando Bryant,JAX,24,LCB,10,9,0,0,0,0,6,,,,,,,49,5,
151,Tony Bryant,OAK,25,RDE,16,16,0,0,0,0,1,2,0,0,0,0,5.0,28,13,
152,Shawn Bryson,BUF,25,,15,3,,,,,,,,,,,,3,0,
153,Ray Buchanan,ATL,30,LCB,16,16,5,85,0,33,19,1,0,1,0,0,,62,8,
154,Correll Buckhalter,PHI,23,rb,15,6,,,,,,0,2,2,0,0,,7,0,
155,Terrell Buckley,NWE,30,,15,1,3,76,1,52,7,,,,,,1.0,26,2,
156,Brentson Buckner,CAR,30,LDT,16,10,1,29,0,29,4,1,1,1,0,0,4.5,27,10,
157,Keith Bulluck,TEN,24,,15,3,2,21,0,21,5,0,0,2,0,0,1.0,30,21,
158,Derrick Burgess,PHI,23,,16,4,,,,,,0,0,1,0,0,6.0,25,7,
159,Tom Burke,ARI,25,RDE,12,9,0,0,0,0,1,0,0,1,0,0,2.0,16,7,
160,Rob Burnett,BAL,34,LDE,13,13,0,0,0,0,5,0,0,1,0,0,,16,10,
161,Keith Burns,DEN,29,,16,0,,,,,,1,0,2,0,0,,18,2,
162,Plaxico Burress,PIT,24,WR,16,16,,,,,,0,1,0,0,0,,4,0,
163,Jeff Burris,IND,29,LCB,15,15,3,69,1,30,11,,,,,,,54,4,
164,Shane Burton,NYJ,27,LDT,15,13,1,0,0,0,8,,,,,,2.0,24,16,
165,Devin Bush,CLE,28,fs,16,7,2,62,1,43,4,1,0,1,0,0,,43,19,
166,Lewis Bush,KAN,32,LLB,12,11,0,0,0,0,2,,,,,,,26,6,
167,Steve Bush,ARI,27,te,9,6,,,,,,,,,,,,1,0,
168,Jerametrius Butler,STL,23,,16,0,0,0,0,0,3,,,,,,,18,2,
169,LeRoy Butler,GNB,33,SS,9,9,0,0,0,0,2,,,,,,1.0,31,9,
170,Glenn Cadrez,KAN,31,lolb,16,5,1,0,0,0,1,1,0,1,20,0,1.5,22,9,
171,Mike Caldwell,PHI,30,LLB,16,16,0,0,0,0,7,2,0,0,0,0,3.0,75,24,
172,Lamar Campbell,DET,25,SS/FS,12,12,0,0,0,0,4,0,0,1,0,0,1.0,35,14,
173,Trung Canidate,STL,24,,16,2,,,,,,0,3,2,0,0,,3,0,
174,James Cannida,TAM,26,,12,2,0,0,0,0,1,,,,,,,9,10,
175,Keion Carpenter,BUF,24,FS,15,10,0,0,0,0,2,1,0,0,0,0,,23,10,
176,Leonardo Carson,SDG,24,LDT,16,13,0,0,0,0,3,0,0,2,0,0,3.0,24,9,
177,Dwayne Carswell*,DEN,29,TE,16,16,,,,,,0,0,1,0,0,,,,
178,Robert Carswell,SDG,23,,16,0,,,,,,0,0,1,0,0,,14,3,
179,Andre Carter,SFO,22,LDE,15,15,0,0,0,0,4,2,0,1,1,0,6.5,39,7,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
180,Chris Carter,CIN,27,,16,4,1,10,0,10,6,0,0,2,12,0,,42,17,
181,Cris Carter,MIN,36,WR,16,16,,,,,,0,2,0,0,0,,4,0,
182,Dale Carter,MIN,32,LCB,9,8,0,0,0,0,5,,,,,,,24,9,
183,Dyshod Carter,CLE,23,,5,0,,,,,,,,,,,,2,0,
184,Kevin Carter,TEN,28,LDE,16,16,0,0,0,0,3,,,,,,2.0,28,8,
185,Ki-Jana Carter,WAS,28,,14,0,,,,,,0,1,2,0,0,,1,0,
186,Marty Carter,2TM,32,,9,6,1,0,0,0,2,1,0,0,0,0,,25,4,
187,Quincy Carter,DAL,24,QB,8,8,,,,,,0,5,2,-4,0,,,,
188,Tim Carter,NOR,23,,2,0,,,,,,,,,,,,1,0,
189,Tom Carter,CIN,29,,6,0,0,0,0,0,3,,,,,,,7,0,
190,Tony Carter,DEN,29,fb,16,6,,,,,,0,1,1,0,0,,,,
191,Tyrone Carter,MIN,25,fs,15,7,0,0,0,0,6,0,0,1,46,1,1.0,54,4,
192,Johndale Carty,ATL,24,,16,2,1,0,0,0,1,,,,,,,13,4,
193,Aveion Cason,2TM,22,,6,0,,,,,,0,2,0,0,0,,0,1,
194,Quinton Caver,PHI,23,,11,0,,,,,,,,,,,,8,3,
195,Larry Centers*,BUF,33,FB,16,13,,,,,,0,2,0,0,0,,3,0,
196,Marq Cerqua,TAM,24,,3,0,,,,,,,,,,,,0,1,
197,Byron Chamberlain*,MIN,30,TE,16,15,,,,,,0,1,1,0,0,,2,0,
198,Frank Chamberlin,TEN,23,,16,0,0,0,0,0,1,1,0,0,0,0,1.0,12,5,
199,Chris Chambers,MIA,23,wr,16,7,,,,,,0,2,0,0,0,,8,0,
200,Chris Chandler,ATL,36,QB,14,14,,,,,,0,8,4,-8,0,,,,
201,Doug Chapman,MIN,24,,16,3,,,,,,0,1,2,0,0,,2,0,
202,Lamar Chapman,CLE,25,,1,0,,,,,,,,,,,,2,0,
203,Ike Charlton,SEA,24,,15,1,2,43,1,38,4,3,0,0,0,0,1.0,29,2,
204,Martin Chase,NOR,27,,16,3,,,,,,,,,,,1.0,16,6,
205,Matt Chatham,NWE,24,,11,0,,,,,,,,,,,,13,1,
206,Corey Chavous,ARI,25,RCB,14,14,1,0,0,0,8,,,,,,,61,12,
207,Je'Rod Cherry,NWE,28,,16,0,0,0,0,0,1,,,,,,,11,4,
208,Larry Chester,CAR,26,rdt,11,5,,,,,,0,0,1,0,0,0.5,27,10,
209,Randy Chevrier,2TM,25,,13,0,,,,,,0,1,0,-26,0,,1,1,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
210,Bob Christian,ATL,33,FB,16,8,,,,,,,,,,,,4,0,
211,Patrick Chukwurah,MIN,22,,16,3,,,,,,3,0,0,0,0,2.5,8,5,
212,Chris Claiborne,DET,23,MLB,16,16,2,11,0,6,6,1,0,1,0,0,4.0,77,42,
213,Kendrick Clancy,PIT,23,,16,4,1,3,0,3,1,,,,,,,6,4,
214,Danny Clark,JAX,24,,13,3,,,,,,2,0,0,0,0,,23,5,
215,Darius Clark,DEN,24,,7,0,,,,,,,,,,,,2,1,
216,Desmond Clark,DEN,24,,16,4,,,,,,0,3,0,0,0,,1,0,
217,Phil Clarke,NOR,24,,13,0,,,,,,,,,,,,9,1,
218,Felipe Claybrooks,CLE,23,,4,0,,,,,,,,,,,,1,1,
219,Nate Clements,BUF,22,RCB,16,11,3,48,1,48,14,3,1,0,0,0,1.0,53,10,
220,Charlie Clemons,NOR,29,MLB,16,15,1,3,0,3,6,2,0,1,0,0,13.5,75,18,
221,Duane Clemons,KAN,27,RDE,16,15,,,,,,3,0,1,0,0,7.0,36,12,
222,Rich Coady,STL,25,,12,2,,,,,,,,,,,1.0,23,4,
223,Dexter Coakley*,DAL,29,RLB,15,15,2,39,2,29,5,2,0,1,0,0,,73,23,
224,Antonio Cochran,SEA,25,,16,2,,,,,,2,0,1,0,0,4.5,24,6,
225,Tay Cody,SDG,24,LCB,14,11,2,3,0,3,5,,,,,,,57,6,
226,George Coghill,DEN,31,,16,0,1,0,0,0,1,,,,,,,20,3,
227,Dustin Cohen,STL,25,,4,0,,,,,,,,,,,,3,0,
228,Chris Cole,DEN,24,,16,2,,,,,,0,2,0,0,0,,6,2,
229,Chris Coleman,TEN,24,,16,0,,,,,,,,,,,,5,0,
230,Fred Coleman,NWE,26,,8,0,,,,,,0,0,1,0,0,,2,0,
231,Marco Coleman,WAS,32,LDE,12,12,0,0,0,0,3,3,0,0,0,0,4.5,32,6,
232,Marcus Coleman,NYJ,27,RCB,16,15,2,41,0,36,12,1,0,1,0,0,,58,11,
233,Roderick Coleman,OAK,25,ldt,14,6,0,0,0,0,3,0,0,1,0,0,6.0,34,12,
234,Laveranues Coles,NYJ,24,WR,16,16,,,,,,0,1,1,0,0,,1,0,
235,Stalin Colinet,2TM,27,,16,11,0,0,0,0,2,0,0,1,0,0,1.0,12,2,
236,Bobby Collins,GNB,25,,4,0,,,,,,,,,,,,0,3,
237,Kerry Collins,NYG,29,QB,16,16,,,,,,0,23,7,-48,0,,,,
238,Rosevelt Colvin,CHI,24,LLB,16,13,2,22,0,14,8,3,0,1,0,0,10.5,59,10,
239,Chris Combs,PIT,25,,2,0,,,,,,,,,,,,1,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
240,Greg Comella,NYG,26,FB,16,13,,,,,,0,2,3,0,0,,2,0,
241,Bill Conaty,BUF,28,C,16,16,,,,,,0,0,1,0,0,,,,
242,Albert Connell,NOR,27,,11,1,,,,,,0,0,1,0,0,,1,0,
243,Curtis Conway,SDG,30,WR,16,16,,,,,,0,1,0,0,0,,3,0,
244,Ernie Conwell,STL,29,TE,16,14,,,,,,0,2,1,0,0,,4,0,
245,Rashard Cook,PHI,24,,16,3,1,11,0,11,2,2,0,1,0,0,1.0,22,4,
246,Chris Cooper,OAK,24,,11,1,1,0,0,0,1,,,,,,2.0,14,8,
247,Jarrod Cooper,CAR,23,,16,0,,,,,,,,,,,,25,2,
248,Jose Cortez,SFO,26,,16,0,,,,,,,,,,,,5,1,
249,Chad Cota,IND,30,SS,16,16,2,21,0,12,5,0,0,1,9,0,,73,21,
250,Tim Couch,CLE,24,QB,16,16,,,,,,0,9,6,-10,0,,1,0,
251,Terry Cousin,MIA,26,,16,3,0,0,0,0,5,2,0,1,0,0,2.0,45,15,
252,Sam Cowart,BUF,26,,1,1,,,,,,,,,,,,0,2,
253,Delbert Cowsette,WAS,24,,16,0,,,,,,,,,,,,8,2,
254,Bryan Cox,NWE,33,llb,11,7,0,0,0,0,1,0,0,1,9,0,,34,15,
255,Jason Craft,JAX,25,LCB,16,8,2,4,0,4,11,,,,,,,53,7,
256,Dameyune Craig,CAR,27,,2,0,,,,,,0,1,1,-15,0,,,,
257,Casey Crawford,CAR,24,,3,1,,,,,,0,0,1,0,1,,1,0,
258,Henri Crockett,ATL,27,RLB,16,15,1,7,0,7,3,,,,,,,46,8,
259,Ray Crockett,KAN,34,LCB,14,12,1,8,0,8,9,,,,,,,41,4,
260,Zack Crockett,OAK,29,,16,0,,,,,,0,1,0,0,0,,3,1,
261,Clifton Crosby,IND,27,,14,0,,,,,,1,0,1,0,0,,18,4,
262,Phillip Crosby,BUF,25,,16,2,,,,,,0,0,1,0,0,,6,2,
263,Germane Crowell,DET,25,,5,4,,,,,,0,1,1,0,0,,2,0,
264,Alge Crumpler,ATL,24,TE,16,12,,,,,,0,1,2,0,0,,1,0,
265,Darrel Crutchfield,PHI,22,,4,0,,,,,,,,,,,,1,1,
266,Daunte Culpepper,MIN,24,QB,11,11,,,,,,0,16,7,-17,0,,2,0,
267,Randall Cunningham,BAL,38,,6,2,,,,,,0,4,3,-9,0,,,,
268,Donte Curry,WAS,23,,8,0,,,,,,,,,,,,3,1,
269,Canute Curtis,CIN,27,,16,4,0,0,0,0,1,1,0,1,3,0,,14,14,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
270,Matt Cushing,PIT,26,,13,3,,,,,,,,,,,,1,0,
271,Lional Dalton,BAL,26,,16,3,,,,,,,,,,,,12,4,
