
280,Alge Crumpler,ATL,25,TE,16,9,,,,,,,,,,,,2,0,
281,Daunte Culpepper,MIN,25,QB,16,16,,,,,,0,23,6,-9,0,,,,
282,Billy Cundiff,DAL,22,,16,0,,,,,,,,,,,,1,0,
283,Donte Curry,DET,24,RLB,16,10,,,,,,4,0,1,0,0,3.0,49,17,
284,Canute Curtis,CIN,28,LLB,16,11,,,,,,,,,,,,42,9,
285,Lional Dalton,DEN,27,LDT,16,13,0,0,0,0,2,1,0,0,0,0,1.0,24,5,
286,Phillip Daniels,CHI,29,LDE,13,13,0,0,0,0,2,0,0,1,0,0,5.5,34,9,
287,Chartric Darby,TAM,27,ldt,16,6,,,,,,1,0,0,0,0,1.5,21,6,
288,Jean-Phillipe Darche,SEA,27,,16,0,,,,,,,,,,,,1,0,
289,Donovin Darius,JAX,27,SS,14,14,1,3,0,3,0,,,,,,1.0,69,8,
290,James Darling,NYJ,28,,16,0,2,38,0,38,3,0,0,1,0,0,1.0,33,11,
291,Najeh Davenport,GNB,23,,8,0,,,,,,0,1,0,0,0,,3,0,
292,Andra Davis,CLE,24,,16,0,1,0,0,0,1,0,0,1,0,0,,17,7,
293,Andre' Davis,CLE,23,,16,4,,,,,,0,1,1,0,0,,3,0,
294,Don Davis,STL,30,llb,16,7,1,29,0,29,0,,,,,,,41,6,
295,Eric Davis,DET,34,fs,13,7,1,14,0,14,0,0,1,1,0,0,,31,6,
296,Keith Davis,DAL,24,,8,0,,,,,,,,,,,,4,1,
297,Nick Davis,MIN,23,,15,0,,,,,,0,4,2,0,0,,1,0,
298,Rob Davis,GNB,34,,16,0,,,,,,,,,,,,3,2,
299,Russell Davis,ARI,27,LDT,16,16,0,0,0,0,2,,,,,,2.0,35,9,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
300,Stephen Davis,WAS,28,RB,12,12,,,,,,0,4,2,0,0,,2,1,
301,Tyrone Davis,GNB,30,,9,2,,,,,,,,,,,,0,1,
302,Andrew Davison,NYJ,23,,6,0,,,,,,,,,,,,2,2,
303,Brian Dawkins*+,PHI,29,FS,16,16,2,27,0,27,12,5,0,4,4,0,3.0,62,29,
304,JaJuan Dawson,HOU,25,,14,2,,,,,,0,1,0,0,0,,2,0,
305,Phil Dawson,CLE,27,,16,0,,,,,,,,,,,,1,0,
306,Ron Dayne,NYG,24,,16,1,,,,,,0,1,0,0,0,,1,0,
307,James Dearth,NYJ,26,,16,0,,,,,,,,,,,,1,3,
308,Jerry DeLoach,HOU,25,RDE,16,16,,,,,,,,,,,1.0,24,8,
309,Will Demps,BAL,23,FS,14,10,1,18,0,18,7,1,0,0,0,0,1.0,47,6,
310,Anthony Denman,BUF,23,,16,0,,,,,,,,,,,,9,0,
311,Ryan Denney,BUF,25,,8,0,,,,,,,,,,,,6,3,
312,Pat Dennis,HOU,24,,3,0,,,,,,,,,,,,2,1,
313,Koy Detmer,PHI,29,,14,1,,,,,,0,1,1,0,0,,,,
314,Jared DeVries,DET,26,,10,0,0,0,0,0,1,,,,,,1.0,5,5,
315,Na'il Diggs,GNB,24,LLB,16,16,2,62,0,33,7,1,0,2,0,0,3.0,65,18,
316,Ken Dilger,TAM,31,TE,16,15,,,,,,0,1,0,0,0,,1,0,
317,Corey Dillon,CIN,28,RB,16,16,,,,,,0,5,1,-9,0,,1,0,
318,Gennaro DiNapoli,TEN,27,C,16,16,,,,,,0,3,1,-3,0,,,,
319,Adrian Dingle,SDG,25,,16,3,,,,,,0,0,1,1,0,4.0,24,1,
320,Darnell Dinkins,NYG,25,,2,0,,,,,,,,,,,,0,1,
321,Ron Dixon,NYG,26,,10,3,,,,,,0,1,1,3,0,,1,0,
322,Tony Dixon,DAL,23,SS,16,8,1,0,0,0,0,,,,,,2.0,39,10,
323,Chris Doering,WAS,29,,15,3,,,,,,0,1,1,0,0,,1,0,
324,Jason Doering,IND,24,ss,15,6,,,,,,0,0,1,0,0,,27,14,
325,Derek Dorris,NYG,24,,6,0,,,,,,,,,,,,1,0,
326,Anthony Dorsett,OAK,29,ss,16,7,,,,,,0,0,1,0,0,,29,11,
327,Dameane Douglas,PHI,26,,16,0,,,,,,0,0,2,0,0,,9,1,
328,Hugh Douglas*,PHI,31,RDE,16,16,,,,,,,,,,,12.5,44,7,
329,Marques Douglas,BAL,25,,5,1,,,,,,,,,,,1.0,6,4,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
330,Eric Downing,KAN,24,,13,4,,,,,,,,,,,0.5,10,4,
331,Chris Draft,ATL,26,rilb,15,5,2,12,0,9,4,2,0,2,0,0,3.5,52,14,
332,Donald Driver*,GNB,27,WR,16,16,,,,,,0,1,2,0,0,,3,0,
333,Tony Driver,BUF,25,,6,0,,,,,,,,,,,,1,0,
334,Reuben Droughns,DEN,24,,16,0,,,,,,0,0,1,0,0,,10,2,
335,Eddie Drummond,DET,22,,9,0,,,,,,0,2,1,0,0,,4,2,
336,T.J. Duckett,ATL,21,,12,3,,,,,,0,0,1,0,0,,,,
337,Ron Dugans,CIN,25,wr,16,5,,,,,,,,,,,,13,3,
338,Jamie Duncan,STL,27,MLB,16,12,,,,,,,,,,,,49,16,
339,Warrick Dunn,ATL,27,RB,15,14,,,,,,0,4,1,0,0,,2,0,
340,Tim Dwight,SDG,27,WR,16,14,,,,,,0,1,0,-16,0,,4,0,
341,Deon Dyer,MIA,25,,13,0,,,,,,,,,,,,1,0,
342,Andre Dyson,TEN,23,LCB,16,16,3,27,1,16,14,2,0,0,0,0,1.0,54,5,
343,Kevin Dyson,TEN,27,WR,11,11,,,,,,0,1,0,0,0,,2,0,
344,Omar Easy,KAN,25,,7,0,,,,,,,,,,,,6,0,
345,Chad Eaton,SEA,30,LDT,16,16,,,,,,0,0,2,1,1,1.0,46,25,
346,Mike Echols,TEN,24,,4,0,,,,,,,,,,,,17,7,
347,Paul Edinger,CHI,24,,16,0,,,,,,,,,,,,3,0,
348,Chris Edmonds,CIN,24,,8,0,,,,,,,,,,,,3,0,
349,Antuan Edwards,GNB,25,,12,4,,,,,,0,0,1,0,0,1.0,28,16,
350,Donnie Edwards*,SDG,29,MLB,16,16,5,95,1,46,10,0,0,1,82,1,,100,28,
351,Kalimba Edwards,DET,23,,16,4,0,0,0,0,4,2,0,1,0,0,6.5,28,8,
352,Marc Edwards,NWE,28,FB,16,10,,,,,,0,1,0,0,0,,0,1,
353,Mario Edwards,DAL,27,RCB,15,15,2,29,0,29,0,0,0,1,0,0,,53,4,
354,Robert Edwards,MIA,28,,12,0,,,,,,,,,,,,2,0,
355,Ron Edwards,BUF,23,LDT,16,16,,,,,,2,0,1,0,1,2.5,24,15,
356,Troy Edwards,STL,25,,14,0,,,,,,0,1,1,3,0,,1,0,
357,Ebenezer Ekuban,DAL,26,RDE,16,15,,,,,,0,0,2,2,0,1.0,26,5,
358,Jason Elam,DEN,32,,16,0,,,,,,,,,,,,1,0,
359,Greg Ellis,DAL,27,LDE,15,15,1,0,0,0,4,1,0,0,0,0,7.5,49,17,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
360,Shaun Ellis,NYJ,25,LDE,16,16,0,0,0,0,4,1,0,0,0,0,4.0,30,10,
361,Luther Elliss,DET,29,RDT,14,14,,,,,,,,,,,2.5,18,7,
362,Carlos Emmons,PHI,29,RLB,13,13,,,,,,0,0,1,44,1,3.5,50,9,
363,Justin Ena,PHI,25,,9,0,,,,,,,,,,,,4,2,
364,John Engelberger,SFO,26,,15,0,,,,,,,,,,,,10,1,
365,Bobby Engram,SEA,29,wr,15,6,,,,,,0,2,1,0,0,,3,0,
366,Hayden Epstein,2TM,22,,15,0,,,,,,,,,,,,3,0,
367,Demetric Evans,DAL,23,,4,0,,,,,,2,0,0,0,0,,1,1,
368,Doug Evans,SEA,32,,16,0,1,0,0,0,0,,,,,,,26,3,
369,Heath Evans,SEA,24,,16,1,,,,,,0,1,0,0,0,,1,0,
370,Josh Evans,NYJ,30,RDT,16,16,,,,,,0,0,2,0,0,6.0,40,7,
371,Troy Evans,HOU,25,,12,0,,,,,,0,0,1,0,0,,9,5,
372,Demarcus Faggins,HOU,23,,2,0,,,,,,,,,,,,1,0,
373,Alan Faneca*+,PIT,26,LG,16,16,,,,,,0,0,2,0,0,,,,
374,Danny Farmer,CIN,25,,8,1,,,,,,,,,,,,1,0,
375,James Farrior,PIT,27,RILB,14,14,0,0,0,0,1,0,0,1,4,0,,60,22,
376,Kevin Faulk,NWE,26,,15,0,,,,,,0,1,0,0,0,,1,0,
377,Marshall Faulk*,STL,29,RB,14,10,,,,,,0,4,2,5,0,,3,0,
378,Christian Fauria,NWE,31,TE,16,13,,,,,,,,,,,,1,0,
379,Greg Favors,BUF,28,,6,0,,,,,,,,,,,,2,3,
380,Brett Favre*,GNB,33,QB,16,16,,,,,,0,10,5,-14,0,,2,1,
381,Jeff Feagles,SEA,36,,16,0,,,,,,0,1,0,0,0,,0,1,
382,A.J. Feeley,PHI,25,qb,6,5,,,,,,0,2,2,-2,0,,1,0,
383,Jay Feely,ATL,26,,16,0,,,,,,,,,,,,3,0,
384,James Fenderson,NOR,26,,16,1,,,,,,0,1,1,0,0,,5,0,
385,Jason Ferguson,NYJ,28,LDT,16,16,0,0,0,0,2,,,,,,3.0,42,21,
386,Nick Ferguson,NYJ,28,,16,0,0,0,0,0,1,0,0,1,0,0,,19,3,
387,Robert Ferguson,GNB,23,,16,1,,,,,,0,0,1,0,0,,6,3,
388,Frank Ferrara,NYG,27,,16,1,,,,,,,,,,,2.5,20,6,
389,John Fiala,PIT,29,,11,1,,,,,,0,0,1,0,0,,10,4,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
390,Jay Fiedler,MIA,31,QB,11,10,,,,,,0,3,2,0,0,,1,0,
391,Mark Fields,CAR,30,LLB,15,15,1,37,0,30,0,0,0,2,0,0,7.5,74,27,
392,Filip Filipovic,DAL,25,,9,0,,,,,,,,,,,,2,0,
393,Clint Finley,KAN,25,,1,0,,,,,,,,,,,,0,1,
394,Jim Finn,IND,26,,12,2,,,,,,0,2,0,0,0,,6,1,
395,Brian Finneran,ATL,26,WR,16,16,,,,,,0,2,0,0,0,,2,0,
396,Bryce Fisher,STL,25,,4,0,,,,,,,,,,,,2,1,
397,Levar Fisher,ARI,23,,7,0,,,,,,0,0,1,0,0,,20,2,
398,Tony Fisher,GNB,23,,15,1,,,,,,0,2,0,0,0,,10,4,
399,Travis Fisher,STL,23,LCB,14,11,2,0,0,0,9,1,0,1,0,0,,53,7,
400,Jason Fisk,SDG,30,RDT,16,13,,,,,,,,,,,3.0,28,10,
401,Jim Flanigan,SFO,31,,15,1,,,,,,,,,,,1.0,7,5,
402,Zeron Flemister,WAS,26,te,15,7,,,,,,0,1,0,0,0,,7,2,
403,Ronald Flemons,ATL,23,,4,0,,,,,,,,,,,0.5,0,1,
404,Jamar Fletcher,MIA,23,,16,4,2,30,0,30,12,0,1,0,0,0,,35,2,
405,London Fletcher,BUF,27,MLB,16,16,0,0,0,0,2,2,0,2,20,0,3.0,97,50,
406,Terrell Fletcher,SDG,29,,10,0,,,,,,,,,,,,2,0,
407,Erik Flowers,HOU,24,,14,0,,,,,,,,,,,,3,1,
408,Lee Flowers,PIT,29,SS,16,15,2,31,0,25,0,0,0,1,3,0,4.0,51,21,
409,Marcus Floyd,2TM,24,,4,0,,,,,,,,,,,,3,2,
410,Spencer Folau,NOR,29,RT,16,16,,,,,,0,0,1,0,0,,,,
411,Jerry Fontenot,NOR,36,C,16,16,,,,,,0,1,1,-14,0,,,,
412,Larry Foote,PIT,22,,14,3,,,,,,0,0,1,0,0,,13,7,
413,Henry Ford,TEN,31,RDT,16,13,,,,,,,,,,,3.5,15,7,
414,Jay Foreman,HOU,26,LILB,16,16,0,0,0,0,8,1,0,0,0,0,,105,36,
415,Larry Foster,DET,26,,13,0,,,,,,,,,,,,8,1,
416,Vernon Fox,SDG,23,,16,3,1,25,0,25,3,,,,,,,18,6,
417,Bubba Franks*,GNB,24,TE,16,15,,,,,,,,,,,,2,0,
418,Todd Franz,GNB,26,,2,0,,,,,,0,0,1,0,0,,2,4,
419,Rob Fredrickson,ARI,31,RLB,10,10,,,,,,,,,,,1.0,35,11,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
420,Antonio Freeman,PHI,30,,16,1,,,,,,,,,,,,1,0,
421,Arturo Freeman,MIA,26,SS,16,16,,,,,,0,0,1,0,0,1.5,63,17,
422,Eddie Freeman,KAN,24,,15,0,,,,,,,,,,,4.0,13,4,
423,Dwight Freeney,IND,22,RDE,16,8,0,0,0,0,1,9,0,1,0,0,13.0,40,1,
424,Gus Frerotte,CIN,31,,4,3,,,,,,0,2,0,0,0,,1,0,
425,Byron Frisch,NYG,26,,10,0,,,,,,,,,,,2.0,8,1,
426,Chris Fuamatu-Ma'afala,PIT,25,,8,0,,,,,,,,,,,,6,0,
427,Scott Fujita,KAN,23,LLB,16,9,0,0,0,0,1,0,0,1,0,0,1.0,61,7,
428,Mondriel Fulcher,OAK,26,,2,0,,,,,,,,,,,,1,0,
429,Corey Fuller,CLE,31,LCB,13,12,1,0,0,0,0,,,,,,,27,5,
430,Curtis Fuller,SEA,24,,16,1,1,3,0,3,0,,,,,,,23,13,
431,Jabar Gaffney,HOU,22,WR,16,14,,,,,,0,1,0,0,0,,3,0,
432,Joey Galloway,DAL,31,WR,16,16,,,,,,0,2,2,0,0,,2,0,
433,Scott Galyon,MIA,28,,15,0,,,,,,0,0,1,0,0,,6,6,
434,Trent Gamble,MIA,25,,13,0,,,,,,0,0,1,0,1,,13,5,
435,Rich Gannon*+,OAK,37,QB,16,16,,,,,,0,9,3,-5,0,,1,0,
436,Jeff Garcia*,SFO,32,QB,16,16,,,,,,0,2,2,-3,0,,,,
437,Daryl Gardener,WAS,29,RDT,15,15,,,,,,0,0,2,0,0,4.0,45,7,
438,Barry Gardner,PHI,26,,16,0,0,0,0,0,1,0,0,1,12,0,1.0,29,10,
439,Rod Gardner,WAS,25,WR,16,15,,,,,,0,1,1,0,0,,4,0,
440,Chris Gardocki,CLE,32,,16,0,,,,,,,,,,,,2,0,
441,Kelvin Garmon,2TM,26,,12,10,,,,,,0,0,1,0,0,,,,
442,Charlie Garner,OAK,30,RB,16,15,,,,,,0,0,1,1,0,,1,0,
443,Sam Garnes,NYJ,28,SS,16,16,2,65,0,65,0,0,0,1,0,0,0.5,58,15,
444,Olandis Gary,DEN,27,,13,2,,,,,,,,,,,,1,1,
445,Sam Gash,BAL,33,,11,0,,,,,,0,0,1,0,0,,,,
446,Trevor Gaylor,ATL,25,,13,2,,,,,,,,,,,,3,0,
447,Kabeer Gbaja-Biamila,GNB,25,RDE,15,11,1,72,1,72,6,4,0,1,0,0,12.0,35,11,
448,Eddie George,TEN,29,RB,16,16,,,,,,0,1,1,0,0,,,,
449,David Gibson,2TM,25,,16,9,1,0,0,0,0,0,0,1,0,0,1.0,45,22,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
450,Derrick Gibson,OAK,23,SS,16,11,0,0,0,0,6,0,0,1,0,0,,52,14,
451,Oliver Gibson,CIN,30,LDT,9,9,1,6,0,6,0,,,,,,,19,10,
452,Sean Gilbert,CAR,32,,8,0,,,,,,,,,,,1.0,5,0,
453,Jason Gildon*,PIT,30,LOLB,16,16,,,,,,,,,,,9.0,45,22,
454,Bryan Gilmore,ARI,24,,7,0,,,,,,,,,,,,1,0,
455,David Givens,NWE,22,,12,0,,,,,,0,1,0,0,0,,5,0,
456,Steve Gleason,NOR,25,,14,0,,,,,,,,,,,,15,1,
457,Aaron Glenn*,HOU,30,LCB,16,16,5,181,2,70,18,,,,,,1.0,56,11,
458,Jason Glenn,NYJ,23,,16,0,0,0,0,0,1,,,,,,,19,0,
459,Terry Glenn,GNB,28,WR,15,14,,,,,,0,1,0,0,0,,0,1,
460,La'Roi Glover*,DAL,28,RDT,16,16,1,7,0,7,1,2,0,0,0,0,6.5,37,12,
461,Randall Godfrey,TEN,29,mlb,8,5,0,0,0,0,1,,,,,,1.0,25,7,
462,Mike Goff,CIN,26,RG,13,13,,,,,,0,0,1,0,0,,,,
463,Nick Goings,CAR,24,,14,2,,,,,,0,2,0,-21,0,,2,1,
464,Ian Gold,DEN,24,RLB,16,16,0,0,0,0,4,1,0,2,18,0,6.5,85,15,
465,Jack Golden,TAM,25,,13,0,,,,,,,,,,,,7,2,
466,Tony Gonzalez*,KAN,26,TE,16,16,,,,,,,,,,,,1,0,
467,Jeff Gooch,DET,28,,16,2,1,3,0,3,0,,,,,,,36,13,
468,Andre' Goodman,DET,24,rcb,14,6,1,2,0,2,13,0,0,1,20,0,,38,8,
469,Dwayne Goodrich,DAL,24,,11,1,,,,,,,,,,,,8,0,
470,Joey Goodspeed,SDG,24,,12,0,,,,,,,,,,,,11,1,
471,Hunter Goodwin,MIN,30,te,16,6,,,,,,,,,,,,0,1,
472,Darrien Gordon,GNB,32,,13,0,,,,,,0,5,1,0,0,,8,2,
473,Lamar Gordon,STL,22,rb,13,5,,,,,,0,4,0,0,0,,2,0,
474,Toby Gowin,NOR,27,,15,0,,,,,,,,,,,,4,0,
475,Daniel Graham,NWE,24,te,12,6,,,,,,0,0,1,0,0,,4,0,
476,Jay Graham,GNB,27,,3,0,,,,,,,,,,,,1,0,
477,Bill Gramatica,ARI,24,,16,0,,,,,,,,,,,,1,0,
478,Martin Gramatica,TAM,27,,16,0,,,,,,,,,,,,3,0,
479,Charles Grant,NOR,24,lde,16,6,0,0,0,0,4,4,1,1,34,1,7.0,30,7,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
480,DeLawrence Grant,OAK,23,LDE,16,14,,,,,,0,0,1,0,0,3.0,21,5,
481,Deon Grant,CAR,23,FS,16,16,3,16,0,10,16,1,0,1,0,0,,53,14,
482,Ernest Grant,CHI,26,,11,0,,,,,,,,,,,,5,4,
483,Orantes Grant,WAS,24,,1,0,,,,,,,,,,,,1,0,
484,Paul Grasmanis,PHI,28,,16,3,,,,,,,,,,,4.0,20,11,
485,Bobby Gray,CHI,24,,3,0,,,,,,,,,,,,4,2,
486,Ahman Green*,GNB,25,RB,14,14,,,,,,0,4,1,0,0,,2,0,
487,Barrett Green,DET,25,LLB,15,14,,,,,,,,,,,1.0,47,23,
488,Darrell Green,WAS,42,,16,4,,,,,,,,,,,,22,2,
489,Jarvis Green,NWE,23,,15,4,0,0,0,0,1,1,0,0,0,0,2.5,15,6,
490,Michael Green,CHI,26,SS,16,16,0,0,0,0,5,1,0,2,-1,0,1.0,100,29,
491,Mike Green,TEN,26,,15,2,,,,,,0,0,1,0,0,,1,0,
492,Ray Green,MIA,25,,8,0,,,,,,0,0,1,0,0,,7,1,
493,Trent Green,KAN,32,QB,16,16,,,,,,0,1,1,-3,0,,,,
494,Victor Green,NWE,33,fs,16,5,1,90,1,90,0,0,0,3,0,0,,65,23,
495,William Green,CLE,23,RB,16,10,,,,,,0,4,0,0,0,,2,0,
496,Morlon Greenwood,MIA,24,RLB,16,13,0,0,0,0,1,,,,,,1.0,37,20,
497,Kelly Gregg,BAL,26,NT,16,16,,,,,,,,,,,2.0,45,11,
498,Damian Gregory,CLE,25,,1,0,,,,,,,,,,,,1,0,
499,Nick Greisen,NYG,23,,8,1,,,,,,1,0,1,0,0,1.0,5,1,
500,Brian Griese,DEN,27,QB,13,13,,,,,,0,2,1,-3,0,,1,0,
501,Cornelius Griffin,NYG,26,LDT,14,14,0,0,0,0,3,1,0,1,-2,0,4.0,32,17,
502,Robert Griffith,CLE,32,SS,12,12,3,0,0,0,0,,,,,,,62,11,
503,Mike Gruttadauria,ARI,30,C,8,8,,,,,,0,0,1,0,0,,,,
504,Buck Gurley,TAM,24,,8,0,,,,,,,,,,,,2,0,
505,Clark Haggans,PIT,25,,16,1,0,0,0,0,8,2,0,0,0,0,6.5,23,14,
506,Az-Zahir Hakim,DET,25,WR,10,10,,,,,,,,,,,,1,0,
507,Jermaine Haley,MIA,29,,16,0,1,0,0,0,0,,,,,,0.5,13,14,
508,Carlos Hall,TEN,23,RDE,15,13,0,0,0,0,6,1,0,0,0,0,8.0,26,16,
509,Cory Hall,CIN,26,FS,14,14,1,2,0,2,0,,,,,,2.0,46,15,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
510,Dante Hall*,KAN,24,,16,0,,,,,,0,3,1,0,0,,1,0,
511,James Hall,DET,25,RDE,16,14,0,0,0,0,3,0,0,2,22,1,2.0,34,15,
512,John Hall,NYJ,28,,16,0,,,,,,,,,,,,2,0,
513,Lemanski Hall,MIN,32,,14,4,,,,,,,,,,,1.0,24,8,
514,Travis Hall,ATL,30,,11,1,,,,,,,,,,,1.0,14,11,
515,Darren Hambrick,CLE,27,LLB,16,15,1,6,0,6,0,,,,,,,41,15,
516,Troy Hambrick,DAL,26,,16,0,,,,,,0,2,0,-8,0,,12,2,
517,Bobby Hamilton,NWE,31,LDT/L,16,15,1,0,0,0,2,,,,,,2.0,34,21,
518,Keith Hamilton,NYG,31,rdt,6,6,,,,,,,,,,,,11,3,
519,Casey Hampton,PIT,25,NT,16,15,,,,,,2,0,1,36,0,2.0,23,17,
520,Norman Hand,NOR,30,RDT,16,13,,,,,,,,,,,2.5,30,9,
521,Karl Hankton,CAR,32,,16,1,,,,,,,,,,,,7,3,
522,Ryan Hannam,SEA,22,,15,0,,,,,,,,,,,,5,1,
523,Chris Hanson*,JAX,26,,16,0,,,,,,,,,,,,2,0,
524,Jason Hanson,DET,32,,16,0,,,,,,,,,,,,1,0,
525,Patrick Hape,DEN,28,,16,0,,,,,,,,,,,,1,0,
526,Kevin Hardy,DAL,29,LLB,16,15,,,,,,,,,,,2.0,60,15,
527,Nick Harper,IND,28,,16,1,0,0,0,0,5,,,,,,,43,6,
528,Joey Harrington,DET,24,QB,14,12,,,,,,0,2,0,0,0,,1,0,
529,Al Harris,PHI,28,,16,2,1,0,0,0,17,,,,,,,22,2,
530,Antwan Harris,NWE,25,,14,0,,,,,,,,,,,,13,2,
531,Bernardo Harris,BAL,31,RILB,13,10,2,11,0,11,0,,,,,,2.0,52,12,
532,Corey Harris,DET,33,SS,16,16,1,49,0,49,0,,,,,,2.5,60,21,
533,Corey Harris,KAN,26,,14,0,,,,,,,,,,,1.0,22,2,
534,Johnnie Harris,NYG,30,,9,0,1,11,0,11,0,,,,,,,16,2,
535,Napoleon Harris,OAK,23,MLB,15,13,0,0,0,0,2,,,,,,0.5,59,22,
536,Quentin Harris,ARI,25,,6,0,,,,,,,,,,,,2,0,
537,Walt Harris,IND,28,LCB,15,15,2,0,0,0,17,1,0,2,21,0,,34,9,
538,Rodney Harrison,SDG,30,SS,13,13,2,2,0,2,8,2,0,0,0,0,2.0,67,19,
539,Shaunard Harts,KAN,24,FS,16,11,,,,,,0,0,2,11,0,2.0,73,11,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
540,Ed Hartwell,BAL,24,LILB,16,16,,,,,,,,,,,3.0,105,39,
541,Matt Hasselbeck,SEA,27,QB,16,10,,,,,,0,5,1,0,0,,1,0,
542,Tim Hauck,SFO,36,,3,0,,,,,,,,,,,,3,0,
543,Artrell Hawkins,CIN,26,RCB,15,15,2,102,1,102,0,0,1,2,19,0,2.0,68,7,
544,Duane Hawthorne,2TM,26,,13,5,1,15,0,15,0,,,,,,,18,4,
545,Michael Hawthorne,NOR,25,,6,4,1,0,0,0,0,,,,,,,26,9,
546,Chris Hayes,NWE,30,,4,0,,,,,,,,,,,,1,4,
547,Donald Hayes,NWE,27,,12,1,,,,,,,,,,,,2,0,
548,Herb Haygood,DEN,25,,4,0,,,,,,,,,,,,2,0,
549,Verron Haynes,PIT,23,,14,0,,,,,,,,,,,,13,0,
550,Albert Haynesworth,TEN,21,,16,3,0,0,0,0,3,,,,,,1.0,21,9,
551,Reggie Hayward,DEN,23,,9,0,,,,,,,,,,,,6,3,
552,Todd Heap*,BAL,22,TE,16,16,,,,,,,,,,,,2,0,
553,Ronnie Heard,SFO,26,fs,12,6,4,60,0,30,0,,,,,,,36,8,
554,Steve Heiden,CLE,26,te,16,6,,,,,,0,0,1,0,0,,2,1,
555,Jamie Henderson,NYJ,23,,2,0,,,,,,,,,,,,3,0,
556,John Henderson,JAX,23,RDT,16,13,0,0,0,0,6,1,0,2,6,0,6.5,44,9,
557,William Henderson,GNB,31,FB,15,12,,,,,,,,,,,,7,2,
558,Tommy Hendricks,MIA,24,,16,0,,,,,,,,,,,,14,8,
559,Anthony Henry,CLE,26,RCB,16,10,2,4,0,4,11,3,0,0,0,0,,57,6,
560,Travis Henry*,BUF,24,RB,16,16,,,,,,0,11,1,0,0,,1,1,
561,Jimmy Herndon,HOU,29,rt,12,7,,,,,,0,0,1,0,0,,,,
562,Kelly Herndon,DEN,26,,14,0,1,0,0,0,1,0,0,1,0,0,,5,3,
