
21,Jason Allen,CIN,29,,4,0,,,,,,,,,,,,3,0,
22,Nate Allen,PHI,25,SS,15,13,0,0,0,0,4,,,,,,,60,13,
23,Russell Allen,JAX,26,LB,16,16,0,0,0,0,6,0,0,1,0,0,0.5,107,24,
24,Will Allen,PIT,30,ss,16,7,0,0,0,0,3,1,0,0,0,0,,20,14,
25,Tyson Alualu,JAX,25,de/DT,16,16,0,0,0,0,1,0,0,1,0,0,3.5,34,11,
26,Prince Amukamara,NYG,23,RCB,13,11,1,0,0,0,7,,,,,,,45,8,
27,Colt Anderson,PHI,27,fs/ss,14,4,1,4,0,4,3,1,0,0,0,0,,30,3,
28,Jamaal Anderson,CIN,26,,2,0,,,,,,,,,,,,1,2,
29,James Anderson,CAR,29,LB,12,12,0,0,0,0,2,,,,,,,39,34,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
30,Joe Anderson,CHI,24,,3,0,,,,,,1,0,0,0,0,,,,
31,Mark Anderson,BUF,29,de,5,4,0,0,0,0,1,,,,,,1.0,10,2,
32,Pat Angerer,IND,25,mlb,11,3,0,0,0,0,1,1,0,0,0,0,,21,7,
33,Antwan Applewhite,CAR,27,de,5,3,,,,,,,,,,,1.0,1,5,
34,Javier Arenas,KAN,25,cb/RCB,16,9,0,0,0,0,8,1,2,1,0,0,,52,7,
35,Kyle Arrington,NWE,26,RCB,16,12,0,0,0,0,11,1,0,1,0,0,,62,12,
36,Matt Asiata,MIN,25,,16,0,,,,,,,,,,,,3,1,
37,Nnamdi Asomugha,PHI,31,RCB,16,16,1,0,0,0,12,,,,,,,47,8,
38,Geno Atkins*+,CIN,24,DT,16,16,0,0,0,0,2,4,0,0,0,0,12.5,39,15,
39,David Ausberry,OAK,25,,16,0,,,,,,0,0,1,0,0,,3,3,
40,Marvin Austin,NYG,23,,8,0,,,,,,,,,,,,5,3,
41,Miles Austin,DAL,28,WR,16,15,,,,,,0,1,0,0,0,,4,0,
42,Jason Avant,PHI,29,wr,14,6,,,,,,0,1,0,0,0,,3,0,
43,Cliff Avril,DET,26,DE,16,16,0,0,0,0,1,2,0,0,0,0,9.5,28,7,
44,Brendon Ayanbadejo,BAL,36,lb,16,3,0,0,0,0,1,0,0,1,0,0,1.0,27,16,
45,Akeem Ayers,TEN,23,LB/mlb,16,13,1,2,0,2,8,1,0,0,0,0,6.0,66,38,
46,Robert Ayers,DEN,27,,15,0,0,0,0,0,2,,,,,,2.0,8,8,
47,Jason Babin,2TM,32,,16,16,0,0,0,0,1,4,0,1,0,0,7.0,28,9,
48,Jonathan Babineaux,ATL,31,de/DT,16,16,1,-2,0,-2,5,1,0,1,15,1,3.5,25,6,
49,Jordan Babineaux,TEN,30,fs/ss,16,12,1,10,0,10,6,,,,,,,66,30,
50,Johnson Bademosi,CLE,22,,16,0,0,0,0,0,1,,,,,,,3,0,
51,Allen Bailey,KAN,23,de,10,1,,,,,,0,0,1,1,0,,3,2,
52,Champ Bailey*,DEN,34,LCB,16,15,2,18,0,18,9,,,,,,,61,5,
53,Dan Bailey,DAL,24,k,16,0,,,,,,,,,,,,1,0,
54,Patrick Bailey,TEN,27,,12,0,,,,,,,,,,,,6,2,
55,Jonathan Baldwin,KAN,23,wr,15,7,,,,,,,,,,,,1,0,
56,Alan Ball,HOU,27,rcb,11,1,0,0,0,0,3,1,0,0,0,0,,18,3,
57,Lance Ball,DEN,27,,15,0,,,,,,0,1,2,0,0,,1,0,
58,Christian Ballard,MIN,23,,16,0,,,,,,0,1,2,0,0,1.0,10,6,
59,Vick Ballard,IND,22,RB,16,12,,,,,,0,3,2,0,0,,,,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
60,Brandon Banks,WAS,25,,12,0,,,,,,0,4,3,5,0,,,,
61,Justin Bannan,DEN,33,NT,16,15,0,0,0,0,4,1,0,1,0,0,,28,14,
62,Ronde Barber,TAM,37,cb/FS,16,16,4,160,1,78,13,1,0,0,0,0,1.0,71,21,
63,Don Barclay,GNB,23,rt,16,4,,,,,,0,0,1,0,0,,,,
64,Antwan Barnes,SDG,28,,11,0,,,,,,1,0,2,1,0,3.0,7,2,
65,Nick Barnett,BUF,31,LB,16,16,0,0,0,0,1,3,0,0,0,0,2.0,72,40,
66,Gary Barnidge,CAR,27,te,16,5,,,,,,0,0,1,0,0,,,,
67,Mark Barron,TAM,23,SS,16,16,1,12,0,12,10,1,0,0,0,0,,72,17,
68,Ronald Bartell,2TM,30,,7,7,0,0,0,0,5,,,,,,,20,7,
69,Connor Barwin,HOU,26,LB,16,16,0,0,0,0,5,0,0,1,0,0,3.0,34,9,1
70,Ben Bass,DAL,23,,2,0,,,,,,,,,,,,0,1,
71,Baron Batch,PIT,25,,12,0,,,,,,,,,,,,4,0,
72,Charlie Batch,PIT,38,qb,2,2,,,,,,0,1,1,0,0,,,,
73,Jackie Battle,SDG,29,rb,16,5,,,,,,,,,,,,8,3,
74,Jon Beason,CAR,27,mlb,4,4,1,2,0,2,2,,,,,,,16,12,
75,Jovan Belcher,KAN,25,LILB,11,10,0,0,0,0,1,,,,,,,33,5,
76,Yeremiah Bell,NYJ,34,S,16,16,0,0,0,0,2,0,0,3,18,0,1.0,72,17,
77,Nick Bellore,NYJ,23,,16,0,,,,,,0,1,1,0,0,,8,2,
78,Travis Benjamin,CLE,23,wr,14,3,,,,,,0,1,1,0,0,,,,
79,Arrelious Benn,TAM,24,wr,8,1,,,,,,0,1,0,0,0,,1,0,
80,Michael Bennett,TAM,27,DE,16,16,0,0,0,0,2,3,0,0,0,0,9.0,34,7,
81,Cedric Benson,GNB,30,rb,5,5,,,,,,0,1,0,0,0,,3,0,
82,Bill Bentley,DET,23,rcb,4,3,,,,,,,,,,,,13,2,
83,Rocky Bernard,NYG,33,dt/rdt,12,5,,,,,,,,,,,1.0,16,14,
84,Aaron Berry,NYJ,24,,7,0,,,,,,,,,,,,2,0,
85,Eric Berry*,KAN,24,SS,16,16,1,0,0,0,10,,,,,,,73,13,
86,Antoine Bethea,IND,28,FS,16,16,0,0,0,0,7,,,,,,2.0,75,25,
87,Justin Bethel,ARI,22,,16,0,,,,,,,,,,,,1,0,
88,Kroy Biermann,ATL,27,de,16,3,,,,,,,,,,,4.0,31,15,
89,Atari Bigby,SDG,31,SS,11,11,0,0,0,0,3,0,0,1,0,0,,49,19,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
90,E.J. Biggers,TAM,25,LCB,13,12,1,0,0,0,7,2,0,0,0,0,1.0,39,9,
91,Christo Bilukidi,OAK,23,,13,0,0,0,0,0,1,,,,,,,5,3,
92,Armon Binns,2TM,23,,11,5,,,,,,0,1,0,0,0,,1,0,
93,Bront Bird,SDG,23,,5,0,1,0,0,0,3,,,,,,,10,3,
94,Matt Birk,BAL,36,C,16,16,,,,,,0,0,1,0,0,,,,
95,Ahmad Black,TAM,23,fs,16,1,2,34,0,34,5,1,0,0,0,0,,30,6,
96,Quincy Black,TAM,28,lb,9,5,,,,,,0,0,2,0,0,,28,7,
97,Chase Blackburn,NYG,29,MLB,15,15,1,0,0,0,6,4,0,0,0,0,3.0,64,34,
98,Justin Blackmon,JAX,22,WR,16,14,,,,,,0,1,1,0,0,,,,
99,Antwon Blake,JAX,22,,16,0,,,,,,0,0,1,0,0,,,,
100,Justin Blalock,ATL,29,LG,16,16,,,,,,0,0,1,0,0,,,,
101,Robert Blanton,MIN,23,,13,0,,,,,,,,,,,,4,1,
102,Omar Bolden,DEN,24,,16,0,0,0,0,0,1,0,1,0,0,0,,4,0,
103,Anquan Boldin,BAL,32,WR,15,15,,,,,,0,0,1,0,0,,1,0,
104,Michael Boley,NYG,30,LB,16,11,3,74,0,51,4,0,0,2,70,1,0.5,65,27,
105,Kevin Boothe,NYG,29,LG,16,16,,,,,,0,0,1,0,0,,,,
106,Matthew Bosher,ATL,25,k/p,16,0,,,,,,,,,,,,2,2,
107,Kyle Bosworth,JAX,26,lb,16,5,1,10,0,10,1,0,1,0,0,0,,21,6,
108,Dwayne Bowe,KAN,28,WR,13,12,,,,,,0,1,0,0,0,,2,0,
109,Stephen Bowen,WAS,28,DE,16,16,0,0,0,0,3,,,,,,1.0,12,13,
110,Da'Quan Bowers,TAM,22,,10,0,0,0,0,0,1,,,,,,3.0,10,3,
111,NaVorro Bowman*+,SFO,24,LB,16,16,1,11,0,11,6,1,0,0,0,0,2.0,96,52,
112,Zackary Bowman,CHI,28,,11,0,0,0,0,0,2,0,1,2,1,1,,10,1,
113,Brandon Boykin,PHI,22,cb,16,4,0,0,0,0,5,1,1,0,0,0,1.0,24,2,
114,Ron Brace,NWE,26,,10,0,,,,,,,,,,,,2,2,
115,Sam Bradford,STL,25,QB,16,16,,,,,,0,7,3,-1,0,,,,
116,Nigel Bradham,BUF,23,LB,16,11,0,0,0,0,1,0,0,1,0,0,,28,21,
117,Stewart Bradley,ARI,29,,16,0,,,,,,,,,,,,9,2,
118,Ahmad Bradshaw,NYG,26,RB,14,12,,,,,,0,3,0,0,0,,2,0,
119,Tom Brady*,NWE,35,QB,16,16,,,,,,0,2,1,-3,0,,2,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
120,Bryan Braman,HOU,25,,14,0,,,,,,,,,,,,3,2,
121,Alan Branch,SEA,28,LDT,16,16,0,0,0,0,2,0,0,1,0,0,1.0,16,13,
122,Andre Branch,JAX,23,de,13,3,0,0,0,0,1,1,0,1,0,0,1.0,9,2,
123,Deion Branch,NWE,33,wr,10,4,,,,,,,,,,,,1,0,
124,Tyvon Branch,OAK,26,SS,14,14,1,11,0,11,3,,,,,,,74,20,
125,Steve Breaston,KAN,29,wr,10,4,,,,,,0,1,1,0,0,,,,
126,Drew Brees*,NOR,33,QB,16,16,,,,,,0,5,2,0,0,,1,0,
127,Josh Brent,DAL,24,nt,12,5,0,0,0,0,1,1,0,0,0,0,1.5,13,9,
128,Lance Briggs,CHI,32,LB,16,16,2,110,2,74,11,2,0,0,0,0,1.5,74,29,
129,Curtis Brinkley,SDG,27,rb,10,1,,,,,,0,1,1,0,0,,,,
130,Jasper Brinkley,MIN,27,MLB,16,15,0,0,0,0,2,3,0,0,0,0,,62,35,
131,Kenny Britt,TEN,24,WR,14,11,,,,,,0,2,2,-2,0,,,,
132,Eben Britton,JAX,25,lg,11,5,,,,,,0,0,1,0,0,,,,
133,Tramaine Brock,SFO,24,,16,0,0,0,0,0,1,,,,,,,14,2,
134,Richie Brockel,CAR,26,,16,0,,,,,,,,,,,,1,2,
135,Michael Brockers,STL,22,RDT,13,12,0,0,0,0,1,1,0,0,0,0,4.0,20,11,
136,Keith Brooking,DEN,37,lb/MLB,16,14,,,,,,1,0,0,0,0,1.0,33,21,
137,Ahmad Brooks,SFO,28,LB,16,16,1,50,1,50,6,2,0,0,0,0,6.5,34,12,
138,Ron Brooks,BUF,24,lcb,9,2,0,0,0,0,4,,,,,,,12,1,
139,Andre Brown,NYG,26,rb,10,2,,,,,,0,0,1,1,0,,2,0,
140,Antonio Brown,PIT,24,WR,13,10,,,,,,0,4,2,0,0,,3,0,
141,Bryce Brown,PHI,21,rb,16,4,,,,,,0,4,1,0,0,,,,
142,Chykie Brown,BAL,26,cb,16,1,0,0,0,0,6,,,,,,,21,4,
143,Curtis Brown,PIT,24,,15,0,0,0,0,0,2,,,,,,,24,4,
144,Jalil Brown,KAN,25,cb/rcb,15,2,0,0,0,0,2,1,0,0,0,0,,25,0,
145,Omar Brown,BAL,24,,3,0,,,,,,0,0,1,12,0,1.0,2,1,
146,Ronnie Brown,SDG,31,rb,14,1,,,,,,0,0,1,0,0,,,,
147,Sergio Brown,IND,24,,16,0,0,0,0,0,1,,,,,,,7,4,
148,Sheldon Brown,CLE,33,RCB,15,14,3,20,1,19,12,1,0,2,0,0,1.0,53,7,
149,Stevie Brown,NYG,25,SS,16,11,8,307,0,70,11,2,0,2,9,0,,56,10,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
150,Tarell Brown,SFO,27,RCB,16,16,2,17,0,12,13,,,,,,,52,5,
151,Zach Brown,TEN,23,LB,16,14,3,156,2,79,5,1,1,2,6,0,5.5,68,24,
152,Brandon Browner,SEA,28,RCB,12,12,3,39,0,35,6,3,0,1,0,0,,35,9,
153,David Bruton,DEN,25,,16,0,1,-2,0,-2,1,,,,,,,2,0,
154,Desmond Bryant,OAK,27,DT,16,8,0,0,0,0,1,1,0,0,0,0,3.0,26,10,
155,Dez Bryant,DAL,24,WR,16,14,,,,,,0,5,2,0,0,,,,
156,Red Bryant,SEA,28,DE,16,16,0,0,0,0,3,,,,,,,14,10,
157,Brodrick Bunkley,NOR,29,DT,15,15,0,0,0,0,2,,,,,,2.5,10,13,
158,Vontaze Burfict,CIN,22,LB,16,14,0,0,0,0,2,0,0,2,0,0,1.0,73,54,
159,Kaelin Burnett,OAK,23,,6,0,,,,,,,,,,,,1,0,
160,Kevin Burnett,MIA,30,LB/lolb,16,16,0,0,0,0,5,,,,,,2.5,80,30,
161,Morgan Burnett,GNB,23,fs/SS,16,16,2,1,0,1,5,2,0,1,0,0,2.0,87,35,
162,Miles Burris,OAK,24,LB,16,15,1,7,0,7,4,,,,,,1.5,62,34,
163,Jarrett Bush,GNB,28,rcb,16,1,,,,,,0,0,1,0,0,,16,4,
164,Josh Bush,NYJ,23,,16,0,,,,,,,,,,,,1,2,
165,Rafael Bush,NOR,25,,16,0,1,40,0,40,1,1,0,2,1,0,,14,4,
166,Reggie Bush,MIA,27,RB,16,16,,,,,,0,4,0,0,0,,1,0,
167,Crezdon Butler,3TM,25,,8,0,,,,,,1,0,0,0,0,,1,0,
168,Darius Butler,IND,26,cb/rcb,11,4,4,101,2,51,8,1,0,1,0,0,,20,8,
169,Donald Butler,SDG,24,LB,12,12,1,21,1,21,4,1,0,0,0,0,3.0,50,27,
170,Victor Butler,DAL,25,lb,16,1,0,0,0,0,3,2,0,1,0,0,3.0,20,3,
171,Josh Bynes,BAL,23,lb/mlb,10,3,0,0,0,0,2,,,,,,,18,13,
172,Jairus Byrd*,BUF,26,FS,16,16,5,81,0,45,6,4,0,2,0,0,,53,23,
173,Calais Campbell,ARI,26,DE,13,12,0,0,0,0,6,,,,,,6.5,50,13,
174,D.J. Campbell,CAR,23,ss,5,4,0,0,0,0,1,,,,,,,10,2,
175,Jason Campbell,CHI,31,qb,6,1,,,,,,0,2,1,0,0,,,,
176,Tommie Campbell,TEN,25,,14,0,0,0,0,0,1,0,0,1,0,0,,12,1,
177,Chris Canty,NYG,30,de/dt/rdt,9,9,,,,,,,,,,,3.0,20,6,
178,Tank Carder,CLE,23,lb,15,1,0,0,0,0,1,,,,,,,0,1,
179,Don Carey,DET,25,fs/s/ss,9,6,2,51,0,28,5,,,,,,,29,10,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
180,Gabe Carimi,CHI,24,rg/RT,16,14,,,,,,0,0,1,0,0,,,,
181,Roc Carmichael,HOU,24,,6,0,0,0,0,0,1,,,,,,,8,1,
182,Bobby Carpenter,NWE,29,,4,0,,,,,,,,,,,,0,2,
183,Dan Carpenter,MIA,27,k,14,0,,,,,,,,,,,,1,1,
184,James Carpenter,SEA,23,lg/rg,7,7,,,,,,,,,,,,1,0,
185,Brandon Carr,DAL,26,fs/LCB,16,16,3,120,1,47,11,,,,,,,48,5,
186,Chris Carr,SDG,29,,9,0,,,,,,,,,,,,3,1,
187,David Carr,NYG,33,,2,0,,,,,,0,1,1,0,0,,,,
188,Adam Carriker,WAS,28,de,2,2,,,,,,,,,,,,1,0,
189,Alex Carrington,BUF,25,,16,0,0,0,0,0,3,1,0,0,0,0,2.0,12,7,
190,Nolan Carroll,MIA,25,CB/rcb,14,10,0,0,0,0,5,1,0,0,0,0,1.0,41,6,
191,Andre Carter,OAK,33,,12,0,,,,,,1,0,0,0,0,2.5,13,6,
192,Bruce Carter,DAL,24,MLB,11,11,0,0,0,0,2,,,,,,,51,19,
193,Chris Carter,PIT,23,rolb,8,3,0,0,0,0,1,,,,,,,3,5,
194,David Carter,ARI,25,de/dt/nt,16,4,,,,,,,,,,,,7,5,
195,Delone Carter,IND,25,,10,0,,,,,,0,1,0,0,0,,0,1,
196,Quinton Carter,DEN,24,,3,0,,,,,,,,,,,,2,0,
197,Tony Carter,DEN,26,,15,0,2,55,1,40,12,0,0,2,65,1,,23,4,
198,Jurrell Casey,TEN,23,DT/ldt/rdt,16,16,,,,,,2,0,0,0,0,3.0,34,20,
199,Jonathan Casillas,NOR,25,lb,14,1,0,0,0,0,1,0,0,2,0,0,,17,8,
200,Antoine Cason,SDG,26,RCB,16,16,2,34,0,31,11,2,0,0,0,0,,62,11,
201,Matt Cassel,KAN,30,QB,9,8,,,,,,0,8,1,-8,0,,1,0,
202,Anthony Castonzo,IND,24,LT,16,16,,,,,,0,0,1,0,0,,,,
203,Kam Chancellor,SEA,24,SS,16,16,0,0,0,0,4,1,0,2,0,0,,69,22,
204,Nate Chandler,CAR,23,,10,0,0,0,0,0,1,0,0,1,0,0,,4,2,
205,Scott Chandler,BUF,27,TE,15,13,,,,,,0,2,1,0,0,,4,0,
206,Jamar Chaney,PHI,26,lb,14,5,0,0,0,0,1,,,,,,,15,5,
207,Chimdi Chekwa,OAK,24,,3,0,,,,,,1,0,0,0,0,,4,0,
208,John Chick,JAX,30,,8,0,0,0,0,0,1,0,0,1,0,0,,2,0,
209,Patrick Chung,NWE,25,S,12,8,2,27,0,27,5,,,,,,,29,15,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
210,Barry Church,DAL,24,ss,3,3,,,,,,0,0,1,6,0,,3,2,
211,Morris Claiborne,DAL,22,RCB,15,15,1,0,0,0,8,1,0,2,50,1,,43,12,
212,Dallas Clark,TAM,33,te,16,7,,,,,,,,,,,,3,0,
213,Ryan Clark,PIT,33,FS,15,15,2,26,0,26,7,2,0,1,2,0,,74,28,
214,Charles Clay,MIA,23,FB/te,14,9,,,,,,,,,,,,1,0,
215,Adrian Clayborn,TAM,24,de,3,3,,,,,,,,,,,,1,1,
216,Kellen Clemens,STL,29,,2,0,,,,,,0,1,1,0,0,,,,
217,Nate Clements,CIN,33,db/lcb/ss,15,9,1,21,0,21,5,1,0,0,0,0,,31,22,
218,Chris Clemons,MIA,27,db/S,16,16,2,29,0,29,4,0,0,1,-3,0,,72,26,
219,Chris Clemons,SEA,31,DE,16,16,0,0,0,0,4,3,0,1,0,0,11.5,31,9,
220,Tyler Clutts,HOU,28,,16,0,,,,,,,,,,,,0,1,
221,Randall Cobb,GNB,22,rb/wr,15,8,,,,,,0,4,3,0,0,,1,0,
222,Shaun Cody,HOU,29,NT,13,12,0,0,0,0,2,,,,,,,10,7,
223,Terrence Cody,BAL,24,dt/nt,15,3,0,0,0,0,1,,,,,,,12,13,
224,Michael Coe,3TM,29,,11,1,0,0,0,0,2,0,0,1,0,0,,12,2,
225,Barry Cofield,WAS,28,NT,16,16,0,0,0,0,6,1,0,0,0,0,2.5,15,21,
226,Justin Cole,STL,25,,16,0,,,,,,,,,,,,2,0,
227,Marquice Cole,NWE,29,db,14,1,1,0,0,0,3,,,,,,,15,2,
228,Trent Cole,PHI,30,DE,16,16,0,0,0,0,2,1,0,1,0,0,3.0,24,16,
229,Erik Coleman,DET,30,ss,12,7,1,0,0,0,3,,,,,,,32,15,
230,Kenyon Coleman,DAL,33,dt,7,5,,,,,,1,0,0,0,0,,12,3,
231,Kurt Coleman,PHI,24,FS,14,14,2,13,0,7,4,1,0,0,0,0,,67,22,
232,Nate Collins,CHI,25,,9,0,0,0,0,0,1,,,,,,,6,5,
233,Willie Colon,PIT,29,LG,11,11,,,,,,0,0,1,0,0,,,,
234,Marques Colston,NOR,29,WR,16,13,,,,,,0,4,0,0,0,,1,0,
235,Jon Condo,OAK,31,,16,0,,,,,,0,0,1,3,0,,,,
236,Kavell Conner,IND,25,MLB,14,12,0,0,0,0,4,,,,,,1.0,35,17,
237,Dan Connor,DAL,27,lb/mlb,14,8,0,0,0,0,1,,,,,,,29,26,
238,Sean Considine,BAL,31,,16,0,,,,,,,,,,,,7,2,
239,Chris Conte,CHI,23,FS,15,15,2,70,0,35,9,0,0,1,0,0,,52,16,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
240,Chris Cook,MIN,25,RCB,10,10,0,0,0,0,5,,,,,,1.0,27,8,
241,Ryan Cook,DAL,29,C,13,11,,,,,,0,1,1,0,0,,,,
242,Quinton Coples,NYJ,22,de,16,2,0,0,0,0,2,,,,,,5.5,22,8,
243,Terrance Copper,KAN,30,,15,0,,,,,,1,0,0,0,0,,4,1,
244,Jim Cordle,NYG,25,,16,0,,,,,,0,0,1,0,0,,,,
245,Blake Costanzo,CHI,28,lb,14,1,,,,,,,,,,,,6,3,
246,Kirk Cousins,WAS,24,qb,3,1,,,,,,0,1,1,0,0,,,,
247,Derek Cox,JAX,26,lcb/RCB,12,12,4,18,0,16,11,1,0,0,0,0,,55,5,
248,Fletcher Cox,PHI,22,RDT,15,9,0,0,0,0,4,1,0,0,0,0,5.5,32,7,
249,Perrish Cox,SFO,25,,16,0,0,0,0,0,2,,,,,,,11,2,
250,Tom Crabtree,GNB,27,te,14,6,,,,,,,,,,,,0,1,
251,Jack Crawford,OAK,24,,4,0,,,,,,,,,,,,2,1,
252,Richard Crawford,WAS,22,,10,0,1,12,0,12,2,0,0,1,10,0,,12,5,
253,Tyrone Crawford,DAL,23,,16,0,,,,,,,,,,,,16,4,
254,Josh Cribbs*,CLE,29,wr,16,2,,,,,,0,6,2,-18,0,,8,1,
255,Jared Crick,HOU,23,,15,0,0,0,0,0,2,,,,,,,13,9,
256,Juron Criner,OAK,23,,12,0,,,,,,0,1,1,0,0,,,,
257,Chris Crocker,CIN,32,fs/SS,13,9,3,52,0,29,5,0,0,1,12,0,,29,12,
258,Antonio Cromartie*,NYJ,28,CB,16,16,3,53,1,40,13,,,,,,,30,5,
259,Mason Crosby,GNB,28,k,16,0,,,,,,,,,,,,0,1,
260,Victor Cruz*,NYG,26,WR,16,16,,,,,,,,,,,,2,0,
261,Jermelle Cudjo,STL,26,de/rdt,15,4,,,,,,,,,,,1.0,20,1,
262,Chris Culliver,SFO,24,cb,16,6,2,4,0,4,15,1,0,1,0,0,,40,7,
263,Jeff Cumberland,NYJ,25,TE/wr,15,12,,,,,,,,,,,,1,0,
264,Jermaine Cunningham,NWE,24,de,12,3,,,,,,0,0,2,0,0,2.5,16,8,
265,Vinny Curry,PHI,24,,6,0,,,,,,,,,,,,8,1,
266,Brian Cushing,HOU,25,lb/mlb,5,5,1,1,0,1,2,1,0,0,0,0,,22,7,
267,Jay Cutler,CHI,29,QB,15,15,,,,,,0,8,1,0,0,,2,0,
268,Jacob Cutrera,TAM,24,,8,0,,,,,,1,0,0,0,0,,2,1,
269,Craig Dahl,STL,27,FS/ss,16,16,1,38,0,38,2,,,,,,,62,16,
