
22,Jared Allen*+,KAN,25,RDE,14,14,0,0,0,0,10,3,0,0,0,0,15.5,55,9,
23,Jason Allen,MIA,24,SS,16,9,3,15,0,13,3,1,0,0,0,0,,55,7,
24,Will Allen,MIA,29,RCB,16,16,1,14,0,14,13,3,0,0,0,0,2.0,48,14,
25,Will Allen,TAM,25,,15,0,,,,,,0,0,2,0,0,,17,2,
26,Aundrae Allison,MIN,21,,11,0,,,,,,0,2,0,0,0,,1,0,
27,Colin Allred,TEN,24,,3,0,,,,,,,,,,,,3,0,
28,Jon Alston,OAK,24,,13,0,,,,,,1,0,0,0,0,,6,2,
29,Eugene Amano,TEN,25,rg,16,5,,,,,,0,0,1,0,0,,,,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
30,Ken Amato,TEN,30,,7,0,,,,,,,,,,,,2,1,
31,Charlie Anderson,HOU,26,llb,16,5,0,0,0,0,1,0,0,1,0,0,2.0,19,12,
32,David Anderson,HOU,24,,8,0,,,,,,0,1,0,0,0,,3,0,
33,Deon Anderson,DAL,24,,8,4,,,,,,,,,,,,4,1,
34,Derek Anderson*,CLE,24,QB,16,15,,,,,,0,5,1,-3,0,,1,0,
35,Jamaal Anderson,ATL,21,LDE,16,16,0,0,0,0,3,1,0,0,0,0,,26,4,
36,James Anderson,CAR,24,,10,1,,,,,,,,,,,,14,3,
37,Mark Anderson,CHI,24,RDE,14,14,0,0,0,0,1,1,0,0,0,0,5.0,25,6,
38,Mike Anderson,BAL,34,,8,0,,,,,,0,2,0,0,0,,3,0,
39,Tim Anderson,2TM,27,,9,0,,,,,,,,,,,,6,2,
40,Shawn Andrews*,PHI,25,RG,15,15,,,,,,0,0,1,0,0,,,,
41,Willie Andrews,NWE,24,,15,0,,,,,,,,,,,,3,4,
42,Brandon Archer,IND,24,,6,0,,,,,,,,,,,,12,2,
43,Adam Archuleta,CHI,30,SS,15,10,1,4,0,4,3,1,0,1,0,0,2.0,54,7,
44,Devin Aromashodu,IND,23,,6,1,,,,,,,,,,,,0,1,
45,J.J. Arrington,ARI,24,,16,0,,,,,,,,,,,,3,0,
46,B.J. Askew,TAM,27,FB,13,9,,,,,,,,,,,,2,1,
47,Nnamdi Asomugha,OAK,26,LCB,15,15,1,10,0,10,7,0,1,0,0,0,,32,2,
48,Baraka Atkins,SEA,23,,12,0,0,0,0,0,1,0,0,1,0,0,,5,6,
49,O.J. Atogwe,STL,26,FS,16,16,8,125,1,52,12,0,0,1,0,0,,66,9,
50,Miles Austin,DAL,23,,16,0,,,,,,,,,,,,7,1,
51,Jason Avant,PHI,24,wr,15,5,,,,,,,,,,,,8,4,
52,Brendon Ayanbadejo*,CHI,31,,16,0,,,,,,1,0,1,-3,0,,19,2,
53,Akin Ayodele,DAL,28,RILB,16,14,0,0,0,0,4,,,,,,,36,21,
54,Remi Ayodele,DAL,24,,7,0,,,,,,1,0,0,0,0,,4,1,
55,Jonathan Babineaux,ATL,26,RDT,14,9,0,0,0,0,3,2,1,1,11,0,3.0,41,3,
56,Jordan Babineaux,SEA,25,,16,0,1,0,0,0,3,3,0,1,0,0,1.0,52,12,
57,Jeff Backus,DET,30,LT,16,16,,,,,,0,0,1,0,0,,,,
58,Boss Bailey,DET,28,LLB,15,12,0,0,0,0,2,1,0,0,0,0,3.5,37,14,
59,Champ Bailey*,DEN,29,LCB,15,15,3,3,0,3,14,,,,,,,71,13,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
60,Rodney Bailey,ARI,28,,16,0,,,,,,,,,,,,9,5,
61,Billy Bajema,SFO,25,,14,2,,,,,,,,,,,,2,1,
62,Chris Baker,NYJ,28,TE,15,15,,,,,,0,1,1,0,0,,2,0,
63,Jason Baker,CAR,29,,16,0,,,,,,,,,,,,2,0,
64,Rashad Baker,NWE,25,,8,0,,,,,,,,,,,,9,3,
65,Johnny Baldwin,KAN,23,,3,0,,,,,,,,,,,,2,1,
66,Alan Ball,DAL,22,,2,0,,,,,,,,,,,,3,0,
67,Justin Bannan,BAL,28,,15,1,,,,,,1,0,0,0,0,2.0,21,9,
68,Tully Banta-Cain,SFO,27,ROLB,16,10,0,0,0,0,2,0,0,1,0,1,3.5,30,11,
69,Marion Barber*,DAL,24,,16,0,,,,,,0,3,2,0,0,,,,
70,Ronde Barber,TAM,32,LCB,16,16,2,32,1,29,14,1,1,2,33,1,1.0,48,10,
71,Shawn Barber,HOU,32,,6,0,,,,,,,,,,,,4,2,
72,Rashad Barksdale,KAN,23,,6,0,,,,,,,,,,,,8,0,
73,Antwan Barnes,BAL,23,,14,0,,,,,,1,0,0,0,0,2.0,10,0,
74,Nick Barnett,GNB,26,MLB,16,16,2,40,0,38,4,0,0,1,0,0,3.5,102,29,
75,Mike Barr,ARI,29,,11,0,,,,,,,,,,,,3,1,
76,David Barrett,NYJ,30,RCB,16,9,1,0,0,0,7,,,,,,,54,9,
77,Ronald Bartell,STL,25,LCB,16,12,2,10,0,9,9,2,0,1,7,0,1.0,63,4,
78,Eric Barton,NYJ,30,RILB,16,15,1,1,0,1,2,,,,,,2.0,47,26,
79,Idrees Bashir,DET,29,,9,1,1,0,0,0,1,0,0,2,0,0,,15,5,
80,Hank Baskett,PHI,25,,16,0,,,,,,,,,,,,4,1,
81,Eric Bassey,STL,24,,8,0,,,,,,0,0,1,0,0,,9,2,
82,D'Anthony Batiste,ATL,26,,4,4,,,,,,0,0,1,0,0,,,,
83,Arnaz Battle,SFO,27,WR,16,15,,,,,,0,3,0,0,0,,1,0,
84,Jon Beason,CAR,22,MLB/R,16,16,1,0,0,0,6,0,0,1,2,0,,106,34,
85,Jordan Beck,DEN,24,,11,0,,,,,,,,,,,,8,2,
86,Tony Beckham,DET,29,,6,0,0,0,0,0,1,,,,,,,3,2,
87,Monty Beisel,ARI,29,,16,2,,,,,,,,,,,,32,10,
88,Kendrell Bell,KAN,29,,11,0,,,,,,,,,,,,6,2,
89,Mike Bell,DEN,24,,5,0,,,,,,0,1,0,0,0,,1,1,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
90,Tatum Bell,DET,26,rb,5,5,,,,,,0,1,0,0,0,,1,0,
91,Yeremiah Bell,MIA,29,,1,1,,,,,,,,,,,,4,1,
92,Jay Bellamy,NOR,35,,3,0,,,,,,,,,,,,1,0,
93,Drew Bennett,STL,29,,14,1,,,,,,0,1,1,0,0,,3,0,
94,Fred Bennett,HOU,24,LCB,14,8,3,47,0,33,14,2,0,0,0,0,,54,8,
95,Michael Bennett,2TM,29,,14,1,,,,,,0,2,0,0,0,,1,0,
96,Cedric Benson,CHI,25,RB,11,11,,,,,,0,3,2,0,0,,,,
97,Kevin Bentley,SEA,28,,14,2,,,,,,,,,,,,21,6,
98,Mitch Berger,ARI,35,,5,0,,,,,,0,1,1,-15,0,,1,0,
99,Brock Berlin,STL,26,,1,1,,,,,,0,2,0,-3,0,,1,0,
100,Rocky Bernard,SEA,28,RDT,14,14,,,,,,0,0,2,0,0,3.5,25,10,
101,Bernard Berrian,CHI,27,WR,16,15,,,,,,0,1,1,0,0,,4,0,
102,Bertrand Berry,ARI,32,RDE,9,9,0,0,0,0,1,0,0,1,0,0,2.5,17,4,
103,Antoine Bethea*,IND,23,FS,13,13,4,47,0,30,8,,,,,,,47,18,
104,Troy Bienemann,ARI,24,,16,4,,,,,,,,,,,,5,1,
105,Atari Bigby,GNB,26,SS,16,16,5,50,0,22,9,3,0,0,0,0,,66,20,
106,Ryon Bingham,SDG,26,,16,2,,,,,,,,,,,1.5,26,13,
107,Rob Bironas*+,TEN,29,,16,0,,,,,,,,,,,,3,0,
108,Desmond Bishop,GNB,23,,10,0,,,,,,,,,,,,8,2,
109,Quincy Black,TAM,23,,15,0,,,,,,2,0,0,0,0,,18,6,
110,Chase Blackburn,NYG,24,,16,0,,,,,,0,0,1,0,0,,20,2,
111,Will Blackmon,GNB,23,,9,1,0,0,0,0,1,0,0,1,0,1,,4,0,
112,Darryl Blackstock,ARI,24,,16,0,,,,,,1,0,1,34,0,3.0,17,4,
113,H.B. Blades,WAS,23,,16,0,,,,,,,,,,,,16,5,
114,Justin Blalock,ATL,24,LG,14,14,,,,,,0,0,1,0,0,,,,
115,Greg Blue,DET,25,,4,0,0,0,0,0,1,0,0,1,0,0,,6,3,
116,Dre' Bly,DEN,30,RCB,16,16,5,71,0,37,14,,,,,,1.0,41,10,
117,Colby Bockwoldt,CLE,26,,1,0,,,,,,,,,,,,2,0,
118,Leigh Bodden,CLE,26,RCB,16,16,6,75,0,26,15,0,1,3,0,0,,76,12,
119,Rocky Boiman,IND,27,llb,16,7,2,28,0,26,4,0,0,1,5,0,,34,21,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
120,Michael Boley,ATL,25,LLB,16,16,2,12,0,12,7,4,0,0,0,0,3.0,93,16,
121,Kyle Boller,BAL,26,QB,12,8,,,,,,0,5,0,0,0,,1,0,
122,Conrad Bolston,2TM,22,,2,0,,,,,,,,,,,,1,2,
123,Marty Booker,MIA,31,WR,15,15,,,,,,0,1,0,0,0,,3,0,
124,Alfonso Boone,KAN,31,RDT,15,15,0,0,0,0,5,0,0,1,0,0,1.0,18,7,
125,Kevin Boss,NYG,23,,13,2,,,,,,0,0,1,0,0,,1,0,
126,Michael Boulware,HOU,26,,16,0,0,0,0,0,2,,,,,,,7,4,
127,Dwayne Bowe,KAN,23,WR,16,15,,,,,,,,,,,,2,0,
128,Stephen Bowen,DAL,23,,16,0,,,,,,,,,,,,9,5,
129,David Bowens,NYJ,30,,16,2,0,0,0,0,2,,,,,,2.5,19,7,
130,John Bowie,OAK,23,,2,0,,,,,,,,,,,,1,0,
131,McKinley Boykin,NOR,24,,3,0,,,,,,,,,,,,7,3,
132,Tyron Brackenridge,KAN,23,,13,1,,,,,,1,0,1,50,1,,22,3,
133,Gary Brackett,IND,27,MLB,16,16,4,128,0,49,7,1,0,1,0,1,0.5,86,30,
134,Mark Bradley,CHI,25,,15,0,,,,,,,,,,,,1,0,
135,Stewart Bradley,PHI,24,,16,1,1,13,0,13,1,,,,,,1.0,14,4,
136,Ahmad Bradshaw,NYG,21,,12,0,,,,,,0,2,1,0,0,,9,0,
137,Tom Brady*+,NWE,30,QB,16,16,,,,,,0,6,1,0,0,,,,
138,Alan Branch,ARI,23,,11,0,,,,,,,,,,,,8,1,
139,Deion Branch,SEA,28,WR,11,11,,,,,,,,,,,,3,0,
140,Tyler Brayton,OAK,28,,16,0,0,0,0,0,1,0,0,1,0,0,,9,2,
141,Steve Breaston,ARI,24,,16,0,,,,,,,,,,,,1,0,
142,Drew Brees,NOR,28,QB,16,16,,,,,,0,9,0,-15,0,,3,0,
143,Lance Briggs*,CHI,27,RLB,14,14,0,0,0,0,3,2,0,1,0,0,2.0,83,19,
144,Raheem Brock,IND,29,LDT,11,11,0,0,0,0,3,0,0,2,0,0,2.5,24,7,
145,Keith Brooking,ATL,32,MLB,16,16,0,0,0,0,4,0,0,1,2,0,2.0,84,26,
146,Ahmad Brooks,CIN,23,,2,2,,,,,,1,0,0,0,0,1.0,5,1,
147,Derrick Brooks,TAM,34,RLB,16,16,0,0,0,0,1,3,0,0,0,0,,84,25,
148,John Broussard,JAX,24,,8,0,,,,,,,,,,,,2,0,
149,Alex Brown,CHI,28,,16,2,1,7,0,7,5,2,0,2,0,0,4.5,31,10,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
150,C.C. Brown,HOU,24,SS,16,16,1,9,0,9,8,2,0,3,19,0,,64,20,
151,Chad Brown,NWE,37,,2,0,,,,,,,,,,,,1,1,
152,Chris Brown,TEN,26,,12,1,,,,,,0,1,0,0,0,,4,0,
153,Courtney Brown,DAL,23,,8,0,,,,,,0,0,1,0,0,,4,2,
154,Elton Brown,ARI,25,rt,9,5,,,,,,0,0,1,0,0,,,,
155,Fakhir Brown,STL,30,RCB,12,12,4,48,1,36,15,,,,,,,43,4,
156,Jason Brown,BAL,24,LG,16,16,,,,,,0,0,1,0,0,,,,
157,Josh Brown,SEA,28,,16,0,,,,,,,,,,,,4,0,
158,Kris Brown,HOU,31,,16,0,,,,,,,,,,,,1,0,
159,Mike Brown,CHI,29,,1,1,1,27,0,27,2,0,0,1,0,0,,2,2,
160,Ralph Brown,ARI,29,,16,0,1,5,0,5,1,3,0,1,0,0,,23,2,
161,Reggie Brown,PHI,26,WR,16,14,,,,,,0,1,0,0,0,,5,0,
162,Ricky Brown,OAK,24,,16,1,,,,,,,,,,,,9,4,
163,Ronnie Brown,MIA,26,rb,7,7,,,,,,,,,,,,1,0,
164,Sheldon Brown,PHI,28,RCB,16,16,3,3,0,3,14,1,0,0,0,0,,61,7,
165,Tarell Brown,SFO,22,,9,0,,,,,,,,,,,,1,1,
166,Tony Brown,TEN,27,LDT,16,16,0,0,0,0,6,1,0,0,0,0,4.0,32,20,
167,Tedy Bruschi,NWE,34,RILB,16,16,0,0,0,0,2,,,,,,2.0,64,28,
168,Courtney Bryan,MIA,23,,12,0,,,,,,0,0,1,0,0,,7,4,
169,Fernando Bryant,DET,30,LCB,16,16,2,0,0,0,13,1,0,0,0,0,,59,10,
170,Matt Bryant,TAM,32,,16,0,,,,,,,,,,,,1,0,
171,Phillip Buchanon,TAM,27,RCB,16,13,3,22,0,19,10,1,1,0,0,0,,59,2,
172,Correll Buckhalter,PHI,29,,14,2,,,,,,0,1,1,0,0,,,,
173,Marc Bulger,STL,30,QB,12,12,,,,,,0,6,1,-3,0,,,,
174,Melvin Bullitt,IND,23,,15,0,1,0,0,0,1,,,,,,,17,3,
175,Josh Bullocks,NOR,24,FS,14,14,2,6,0,6,8,2,0,0,0,0,1.0,65,12,
176,Keith Bulluck,TEN,30,RLB,16,16,5,63,0,35,7,1,1,1,2,0,,68,20,
177,Tim Bulman,HOU,25,,2,0,,,,,,,,,,,,2,0,
178,Brodrick Bunkley,PHI,24,RDT,15,15,,,,,,0,0,1,0,0,3.0,24,7,
179,Derrick Burgess,OAK,29,RDE,14,14,0,0,0,0,1,0,0,1,0,0,8.0,32,7,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
180,Prescott Burgess,BAL,23,,8,0,,,,,,,,,,,,4,0,
181,Nate Burleson,SEA,26,WR,16,12,,,,,,0,3,0,0,0,,3,0,
182,Kevin Burnett,DAL,25,,16,2,0,0,0,0,2,1,0,0,0,0,,46,7,
183,Plaxico Burress,NYG,30,WR,16,16,,,,,,,,,,,,1,0,
184,Antwon Burton,DEN,24,,6,0,0,0,0,0,1,,,,,,,4,0,
185,Jarrett Bush,GNB,23,,14,1,0,0,0,0,7,0,1,1,0,0,,24,6,
186,Reggie Bush,NOR,22,RB,12,10,,,,,,0,8,3,-16,0,,4,0,
187,John Busing,CIN,24,,12,0,,,,,,,,,,,,10,4,
188,James Butler,NYG,25,SS,13,12,1,0,0,0,7,0,0,1,4,0,,45,16,
189,Jerametrius Butler,BUF,29,,7,1,0,0,0,0,2,,,,,,,12,3,
190,Brian Calhoun,DET,23,,4,0,,,,,,,,,,,,1,0,
191,Greg Camarillo,MIA,25,,15,0,,,,,,0,0,1,0,0,,3,0,
192,Jason Campbell,WAS,26,QB,13,13,,,,,,0,13,4,-9,0,,,,
193,Khary Campbell,WAS,28,,16,0,,,,,,,,,,,,27,7,
194,Anthony Cannon,DET,23,,11,0,,,,,,,,,,,,5,1,
195,Chris Canty,DAL,25,RDE,16,16,0,0,0,0,2,0,0,1,0,0,3.5,30,13,
196,Steve Cargile,DEN,25,,12,0,,,,,,1,0,0,0,0,,7,0,
197,Cooper Carlisle,OAK,30,RG,16,16,,,,,,0,0,2,0,0,,,,
198,Bobby Carpenter,DAL,24,,16,0,,,,,,,,,,,,11,7,
199,Chris Carr,OAK,24,,16,2,0,0,0,0,1,,,,,,,24,4,
200,David Carr,CAR,28,,6,4,,,,,,0,1,2,-6,0,,,,
201,Adam Carriker,STL,23,LDT,16,16,0,0,0,0,1,0,0,1,0,0,2.0,21,9,1
202,Andre Carter,WAS,28,RDE,16,16,0,0,0,0,2,4,0,1,0,0,10.5,43,12,1
203,Drew Carter,CAR,26,wr,16,7,,,,,,,,,,,,1,0,
204,Jerome Carter,STL,25,,5,1,,,,,,,,,,,,2,0,
205,Kevin Carter,TAM,34,RDE/L,16,14,0,0,0,0,1,0,0,1,0,0,3.0,32,11,
206,Tyrone Carter,PIT,31,ss,16,5,0,0,0,0,2,3,0,0,0,0,0.5,40,16,
207,Rock Cartwright,WAS,28,,15,0,,,,,,0,0,1,0,0,,7,3,
208,Aveion Cason,DET,28,,12,0,,,,,,0,2,0,0,0,,1,1,
209,Matt Cassel,NWE,25,,6,0,,,,,,0,1,1,-9,0,,,,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
210,Luis Castillo,SDG,24,RDE,10,9,0,0,0,0,1,,,,,,2.5,23,10,
211,Brent Celek,PHI,22,,16,4,,,,,,0,0,1,0,0,,3,1,
212,Oliver Celestin,ARI,26,,15,4,0,0,0,0,2,,,,,,,10,2,
213,Jacques Cesaire,SDG,27,rde,16,6,0,0,0,0,3,1,0,0,0,0,2.5,19,17,
214,Chris Chambers,2TM,29,,16,12,,,,,,0,1,0,0,0,,2,0,
215,Jeff Charleston,IND,24,,13,3,0,0,0,0,3,1,0,0,0,0,1.0,13,11,
216,Matt Chatham,NYJ,30,,9,0,,,,,,,,,,,,11,6,
217,Jesse Chatman,MIA,28,rb,14,6,,,,,,0,1,0,0,0,,3,1,
218,Corey Chavous,STL,31,SS,14,14,0,0,0,0,3,1,0,0,0,0,3.5,63,12,
219,Brandon Chillar,STL,25,LLB,15,15,0,0,0,0,3,3,0,1,0,0,2.5,52,13,
220,Patrick Chukwurah,TAM,28,,9,0,,,,,,0,0,1,0,0,1.0,11,1,
221,Vinny Ciurciu,MIN,27,,13,0,,,,,,,,,,,,11,1,
222,Kendrick Clancy,NOR,29,,14,2,,,,,,,,,,,0.5,10,5,
223,Brian Clark,2TM,24,,5,0,,,,,,0,2,0,0,0,,5,0,
224,Dallas Clark,IND,28,TE,15,15,,,,,,0,0,1,0,0,,1,0,
225,Danny Clark,HOU,30,LLB,13,8,1,1,0,1,1,1,0,0,0,0,,40,11,
226,Desmond Clark,CHI,30,TE,16,16,,,,,,0,1,0,0,0,,1,0,
227,Ryan Clark,PIT,28,fs,6,6,0,0,0,0,3,1,0,0,0,0,1.0,17,5,
228,Adrien Clarke,NYJ,26,LG,14,14,,,,,,0,0,1,0,0,,,,
229,Mark Clayton,BAL,25,WR,16,12,,,,,,,,,,,,2,0,
230,Kellen Clemens,NYJ,24,QB,10,8,,,,,,0,4,1,-1,0,,,,
231,Anthony Clement,NYJ,31,RT,16,16,,,,,,0,0,1,0,0,,,,
232,Nate Clements,SFO,28,LCB,16,16,4,74,0,62,14,3,0,0,0,0,1.0,77,15,
233,Chris Clemons,OAK,26,,16,2,0,0,0,0,1,2,0,1,0,0,8.0,15,5,
234,Daniel Coats,CIN,23,,15,3,,,,,,,,,,,,6,0,
235,Patrick Cobbs,MIA,24,,14,0,,,,,,,,,,,,2,2,
236,Earl Cochran,HOU,26,,15,1,0,0,0,0,4,1,0,1,0,0,1.0,20,6,
237,Shaun Cody,DET,24,,15,0,1,-2,0,-2,1,,,,,,,13,4,
238,Michael Coe,IND,24,,6,0,0,0,0,0,1,0,0,1,0,0,,8,2,
239,Barry Cofield,NYG,23,LDT,16,15,0,0,0,0,1,,,,,,1.0,29,5,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
240,Keary Colbert,CAR,25,WR,12,8,,,,,,0,1,0,0,0,,3,0,
241,Ricardo Colclough,PIT,25,,3,0,,,,,,,,,,,,1,0,
242,Colin Cole,GNB,27,,7,0,0,0,0,0,1,,,,,,,7,5,
243,Trent Cole*,PHI,25,RDE,16,16,0,0,0,0,2,4,0,1,0,0,12.5,49,21,
244,Drew Coleman,NYJ,24,,11,0,1,1,0,1,2,,,,,,,5,1,
245,Erik Coleman,NYJ,25,,15,4,,,,,,,,,,,,29,22,
246,Kenyon Coleman,NYJ,28,RDE,16,14,,,,,,,,,,,1.5,55,28,
247,Roderick Coleman,ATL,31,rdt,5,5,0,0,0,0,1,1,0,0,0,0,2.0,5,2,
248,Laveranues Coles,NYJ,30,WR,12,10,,,,,,,,,,,,1,0,
249,Nick Collins,GNB,24,FS,13,13,0,0,0,0,5,,,,,,,40,6,
250,Todd Collins,WAS,36,,4,3,,,,,,0,4,1,-2,0,,,,
251,Marc Colombo,DAL,29,RT,16,16,,,,,,0,0,1,0,0,,,,
252,Rosevelt Colvin,NWE,30,ROLB,11,10,1,4,0,4,2,3,0,2,16,1,4.0,17,10,
253,Jon Condo,OAK,26,,16,0,,,,,,,,,,,,6,2,
254,Brannon Condren,IND,24,,8,0,,,,,,,,,,,,3,2,
255,Sean Conover,TEN,23,,5,0,,,,,,,,,,,,1,0,
256,Sean Considine,PHI,26,SS,8,8,1,0,0,0,3,,,,,,,27,8,
257,Jameel Cook,HOU,28,,16,0,,,,,,,,,,,,12,2,
258,Chris Cooley*,WAS,25,TE,16,16,,,,,,0,1,2,0,0,,1,0,
259,Chris Cooper,ARI,30,,12,0,,,,,,,,,,,,6,0,
260,Deke Cooper,CAR,30,FS,16,15,3,19,0,19,4,1,0,0,0,0,,46,13,
261,Jarrod Cooper,OAK,29,,6,0,,,,,,0,0,1,0,0,,4,1,
262,Josh Cooper,NOR,27,,13,2,,,,,,1,0,0,0,0,0.5,11,3,
263,Marquis Cooper,2TM,25,,4,0,,,,,,,,,,,,4,0,
264,Stephen Cooper,SDG,28,LILB,16,16,2,23,0,18,6,3,0,2,-1,0,2.0,73,35,
265,Terrance Copper,NOR,25,,15,1,,,,,,,,,,,,8,0,
266,Jorge Cordova,2TM,26,,4,0,,,,,,,,,,,,2,0,
267,Blake Costanzo,BUF,23,,3,0,,,,,,,,,,,,6,0,
268,Jerricho Cotchery,NYJ,25,WR,15,15,,,,,,0,1,1,0,0,,1,0,
269,Terry Cousin,JAX,32,,16,2,1,9,0,9,3,1,0,0,0,0,1.0,45,2,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
270,Curome Cox,2TM,26,,14,0,,,,,,0,0,1,0,0,,11,2,
271,Torrie Cox,TAM,27,,4,0,,,,,,,,,,,,5,0,
272,Jason Craft,NOR,31,,16,4,2,21,0,21,9,1,0,0,0,0,,51,5,
273,Casey Cramer,TEN,25,,5,1,,,,,,,,,,,,3,0,
274,Patrick Crayton,DAL,28,WR,15,13,,,,,,0,2,1,0,0,,3,0,
275,Josh Cribbs*,CLE,24,,16,2,,,,,,0,5,2,0,0,,17,3,
