
274,Will Clarke,CIN,23,,7,0,,,,,,0,0,1,0,0,,2,1,
275,Charles Clay,MIA,25,TE,14,14,,,,,,0,0,2,0,0,,,,
276,Adrian Clayborn,TAM,26,de,1,1,,,,,,,,,,,,1,0,
277,Chris Clemons,JAX,33,DE/lb,16,16,0,0,0,0,3,4,0,1,0,0,8.0,27,9,
278,Ha Ha Clinton-Dix,GNB,22,FS/ss,16,10,1,9,0,9,9,0,0,1,0,0,1.0,74,31,
279,Jadeveon Clowney,HOU,21,lb,4,2,,,,,,,,,,,,5,2,
280,Tyler Clutts,DAL,30,fb,16,1,,,,,,,,,,,,1,0,
281,Randall Cobb*,GNB,24,WR,16,16,,,,,,0,4,1,0,0,,1,0,
282,Ross Cockrell,BUF,23,,7,0,,,,,,,,,,,,1,0,
283,Barry Cofield,WAS,30,nt,8,3,,,,,,,,,,,1.0,5,2,
284,Audie Cole,MIN,25,lb,16,1,0,0,0,0,1,,,,,,,22,4,
285,Colin Cole,CAR,34,dt/ldt/rdt,16,10,,,,,,0,0,1,0,0,,13,19,
286,Trent Cole,PHI,32,LB,15,15,,,,,,3,0,0,0,0,6.5,40,12,
287,Davon Coleman,DAL,23,dt,2,1,,,,,,,,,,,,3,0,
288,Derrick Coleman,SEA,24,fb,5,1,,,,,,,,,,,,0,1,
289,Kurt Coleman,KAN,26,db/ss,15,3,3,12,0,12,6,1,0,1,0,0,,34,3,
290,Daryn Colledge,MIA,32,LG,13,13,,,,,,,,,,,,2,0,
291,Jamie Collins,NWE,25,LB,15,15,2,0,0,0,6,4,1,2,3,0,4.0,91,47,
292,Jed Collins,DET,28,fb,16,2,,,,,,0,0,1,0,0,,6,0,
293,Willie Colon,NYJ,31,RG,16,16,,,,,,,,,,,,2,0,
294,Britton Colquitt,DEN,29,p,16,0,,,,,,0,1,1,0,0,,0,1,
295,Dustin Colquitt,KAN,32,p,16,0,,,,,,,,,,,,1,0,
296,Marques Colston,NOR,31,WR,16,13,,,,,,0,1,0,0,0,,2,0,
297,Aaron Colvin,JAX,23,db,6,1,0,0,0,0,2,0,0,1,41,1,,23,4,
298,Tom Compton,WAS,25,rg/RT,16,9,,,,,,,,,,,,3,2,
299,William Compton,WAS,25,lb/mlb,16,5,,,,,,,,,,,,37,19,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
300,Jon Condo,OAK,33,,16,0,,,,,,0,0,1,0,0,,0,3,
301,Kavell Conner,SDG,27,lb,16,7,0,0,0,0,1,1,0,0,0,0,1.0,46,24,
302,Dan Connolly,NWE,32,c/LG/rg,13,13,,,,,,0,0,1,0,0,,0,1,
303,Chris Conte,CHI,25,fs/S,12,12,3,6,0,5,3,,,,,,,32,11,
304,Chris Cook,SFO,27,,6,0,0,0,0,0,1,,,,,,,6,0,
305,Jared Cook,STL,27,te,16,6,,,,,,,,,,,,1,0,
306,Brandin Cooks,NOR,21,wr,10,7,,,,,,0,1,0,0,0,,2,0,
307,Marcus Cooper,KAN,24,lcb,13,4,0,0,0,0,3,0,1,0,0,0,,21,0,
308,Riley Cooper,PHI,27,WR,16,16,,,,,,0,1,0,0,0,,4,0,
309,Quinton Coples,NYJ,24,de/LB,16,15,,,,,,1,0,0,0,0,6.5,25,10,
310,Jerricho Cotchery,CAR,32,WR,15,13,,,,,,,,,,,,2,0,
311,Jerome Couplin,3TM,23,,10,0,,,,,,,,,,,,2,0,
312,Oniel Cousins,TAM,30,lt/rt/te,16,7,,,,,,0,0,1,0,0,,1,0,
313,Fletcher Cox,PHI,24,DE,16,16,,,,,,1,0,3,21,1,4.0,48,13,
314,Perrish Cox,SFO,27,LCB/rcb,15,14,5,12,0,10,18,0,1,2,0,0,,49,4,
315,Brock Coyle,SEA,24,mlb,15,2,,,,,,,,,,,,9,4,
316,Jack Crawford,DAL,26,,6,0,,,,,,1,0,0,0,0,2.0,6,2,
317,Tyrone Crawford,DAL,25,de/DT,15,15,0,0,0,0,2,1,0,0,0,0,3.0,25,10,
318,Josh Cribbs,IND,31,,6,0,,,,,,0,3,0,0,0,,3,1,
319,Scott Crichton,MIN,23,,8,0,,,,,,,,,,,,2,0,
320,Jared Crick,HOU,25,DE,16,15,0,0,0,0,6,,,,,,3.5,29,27,
321,Antonio Cromartie*,ARI,30,RCB,16,16,3,65,0,40,12,0,0,1,14,1,,46,6,
322,Marcus Cromartie,SFO,24,,3,0,0,0,0,0,1,,,,,,,4,0,
323,Mason Crosby,GNB,30,k,16,0,,,,,,,,,,,,2,0,
324,Isaiah Crowell,CLE,21,rb,16,4,,,,,,0,3,2,0,0,,,,
325,Chris Culliver,SFO,26,RCB,14,14,4,61,0,29,15,1,0,1,35,1,,38,7,
326,Jeff Cumberland,NYJ,27,TE,16,14,,,,,,0,0,1,0,0,,1,0,
327,Benny Cunningham,STL,24,rb,16,2,,,,,,0,2,1,0,0,,4,0,
328,Vinny Curry,PHI,26,,16,0,,,,,,4,0,1,0,0,9.0,17,2,
329,Brian Cushing,HOU,27,lb/MLB,14,14,0,0,0,0,2,1,0,0,0,0,1.0,41,31,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
330,Jay Cutler,CHI,31,QB,15,15,,,,,,0,12,4,-29,0,,1,0,
331,Jonathan Cyprien,JAX,24,s/SS,15,15,0,0,0,0,3,,,,,,,80,34,
332,Craig Dahl,SFO,29,fs,16,1,1,0,0,0,2,,,,,,,19,4,
333,Andy Dalton*,CIN,27,QB,16,16,,,,,,0,4,1,-5,0,,2,0,
334,Mike Daniels,GNB,25,DE/dt,16,16,,,,,,,,,,,5.5,30,17,
335,Owen Daniels,BAL,32,TE,15,13,,,,,,,,,,,,2,0,
336,Karlos Dansby,CLE,33,MLB,12,12,1,0,0,0,2,,,,,,3.0,47,46,
337,Marcell Dareus*+,BUF,25,DT,15,15,0,0,0,0,1,1,0,0,0,0,10.0,35,14,
338,Orleans Darkwa,2TM,22,,11,0,,,,,,1,0,0,0,0,,4,3,
339,Lavonte David,TAM,24,LB,14,14,0,0,0,0,3,4,0,1,0,0,1.0,101,44,
340,Akeem Davis,WAS,24,,13,0,,,,,,,,,,,,6,5,
341,Anthony Davis,SFO,25,rt,7,7,,,,,,,,,,,,1,0,
342,Austin Davis,STL,25,QB,10,8,,,,,,0,5,2,-6,0,,,,
343,Chris Davis,SDG,24,cb,12,1,0,0,0,0,1,1,0,0,0,0,,13,2,
344,Cody Davis,STL,25,,15,0,,,,,,0,0,1,1,0,,6,3,
345,Demario Davis,NYJ,25,LB,16,16,0,0,0,0,5,0,0,2,0,0,3.5,78,38,
346,Drew Davis,ATL,25,,6,0,,,,,,,,,,,,2,0,
347,Ja'Gared Davis,3TM,24,,7,0,,,,,,,,,,,,3,2,
348,Kellen Davis,DET,29,,6,0,,,,,,,,,,,,1,0,
349,Knile Davis,KAN,23,rb,16,1,,,,,,0,4,1,0,0,,,,
350,Ryan Davis,JAX,25,,16,0,0,0,0,0,2,2,0,2,0,0,6.5,14,5,
351,Thomas Davis,CAR,31,LB,15,15,0,0,0,0,3,2,0,1,33,0,2.5,77,40,
352,Todd Davis,2TM,22,,9,2,0,0,0,0,2,,,,,,,17,11,
353,Vernon Davis,SFO,30,TE,14,14,,,,,,,,,,,,2,0,
354,Vontae Davis*,IND,26,cb/RCB,15,15,4,72,0,42,27,2,0,1,-9,0,,50,8,
355,Will Davis,MIA,24,,10,0,0,0,0,0,3,,,,,,,16,1,
356,Phil Dawson,SFO,39,k,16,0,,,,,,,,,,,,1,0,
357,Brandon Deaderick,NOR,27,de,13,2,,,,,,,,,,,,4,4,
358,Larry Dean,BUF,26,,13,0,,,,,,,,,,,,8,2,
359,David DeCastro,PIT,24,RG,16,16,,,,,,,,,,,,1,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
360,Eric Decker,NYJ,27,WR,15,15,,,,,,,,,,,,1,0,
361,Thomas DeCoud,CAR,29,FS,15,11,1,35,0,35,3,,,,,,,34,16,
362,Louis Delmas,MIA,27,S,13,12,1,81,1,81,3,0,0,2,0,0,1.0,49,11,
363,Kenny Demens,ARI,24,,14,0,,,,,,1,0,0,0,0,,9,0,
364,Quintin Demps,NYG,29,FS,16,9,4,19,0,10,7,1,2,0,0,0,,41,16,
365,Anthony Denham,HOU,23,,4,0,,,,,,,,,,,,2,0,
366,Alfonzo Dennard,NWE,25,db/rcb,6,4,1,0,0,0,1,0,0,1,0,0,,13,2,
367,Darqueze Dennard,CIN,23,,14,0,0,0,0,0,1,1,0,0,0,0,1.0,16,3,
368,John Denney,MIA,36,,16,0,,,,,,0,0,1,0,0,,2,0,
369,Akeem Dent,HOU,27,lb/mlb,15,7,,,,,,,,,,,1.0,25,13,
370,Zak DeOssie,NYG,30,,16,0,,,,,,0,1,0,-25,0,,5,3,
371,Andrew DePaola,TAM,27,,16,0,,,,,,,,,,,,3,1,
372,Pierre Desir,CLE,24,lcb,5,1,0,0,0,0,2,,,,,,,9,0,
373,James Develin,NWE,26,fb/rb,16,4,,,,,,0,1,1,0,0,,,,
374,Jordan Devey,NWE,26,lg/rg,7,4,,,,,,,,,,,,1,0,
375,Mike DeVito,KAN,30,de,1,1,0,0,0,0,1,,,,,,,0,1,
376,Quinton Dial,SFO,24,nt,14,6,0,0,0,0,1,,,,,,2.0,21,9,
377,Ed Dickson,CAR,27,fb/te/wr,16,10,,,,,,0,1,1,0,0,,1,0,
378,Evan Dietrich-Smith,TAM,28,C,15,15,,,,,,0,2,0,-14,0,,2,0,
379,Zach Diles,2TM,29,,5,0,,,,,,,,,,,,3,0,
380,Jayson DiManche,CIN,24,lb,12,1,,,,,,1,0,0,0,0,,7,4,
381,Patrick DiMarco,ATL,25,fb,16,7,,,,,,0,0,1,0,0,,3,1,
382,Ahmad Dixon,3TM,23,,11,0,,,,,,0,0,1,0,0,,2,1,
383,Anthony Dixon,BUF,27,,16,0,,,,,,0,1,1,0,0,,1,3,
384,Brandon Dixon,TAM,24,,14,0,1,0,0,0,2,,,,,,,8,1,
385,Brian Dixon,NOR,24,,16,0,0,0,0,0,1,1,0,0,0,0,,15,3,
386,Demarcus Dobbs,2TM,27,,10,0,,,,,,,,,,,,13,6,
387,James Dockery,CAR,26,,7,0,,,,,,,,,,,,11,0,
388,Aaron Donald*,STL,23,LDT/rdt,16,12,0,0,0,0,1,2,0,0,0,0,9.0,37,10,
389,Larry Donnell,NYG,26,TE,16,12,,,,,,0,4,0,0,0,,1,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
390,Jon Dorenbos*,PHI,34,,16,0,,,,,,,,,,,,2,0,
391,Kevin Dorsey,GNB,24,,3,0,,,,,,,,,,,,1,1,
392,Demar Dotson,TAM,29,lt/RT,16,16,,,,,,0,0,1,0,0,,1,0,
393,Leger Douzable,NYJ,28,,16,0,,,,,,,,,,,2.5,14,11,
394,Jonathan Dowling,OAK,23,,7,0,,,,,,,,,,,,4,0,
395,Ras-I Dowling,OAK,26,,3,0,,,,,,,,,,,,1,0,
396,Jack Doyle,IND,24,te,16,1,,,,,,,,,,,,1,2,
397,Shaun Draughn,3TM,27,,10,0,,,,,,,,,,,,2,1,
398,Jim Dray,CLE,28,TE,16,8,,,,,,,,,,,,0,1,
399,Justin Drescher,NOR,26,,16,0,,,,,,,,,,,,1,0,
400,Greg Ducre,2TM,22,,6,0,1,7,0,7,1,,,,,,,2,0,
401,Elvis Dumervil*+,BAL,30,lb,16,2,0,0,0,0,1,2,0,1,0,0,17.0,29,10,
402,Jo-Lonn Dunbar,STL,29,LB,16,10,,,,,,,,,,,,29,7,
403,Lance Dunbar,DAL,24,,16,0,,,,,,,,,,,,2,0,
404,Carlos Dunlap,CIN,25,DE,16,16,0,0,0,0,4,2,0,1,0,0,8.0,41,27,
405,Brandon Dunn,CHI,22,,3,0,0,0,0,0,1,,,,,,,1,0,
406,Justin Durant,DAL,29,lb,6,6,1,1,0,1,4,2,0,1,0,0,,31,18,
407,Kony Ealy,CAR,23,,15,0,,,,,,1,0,0,0,0,4.0,9,7,
408,Dominique Easley,NWE,22,de,11,2,1,0,0,0,1,,,,,,1.0,6,3,
409,Marcus Easley,BUF,27,,10,0,,,,,,,,,,,,9,2,
410,Nate Ebner,NWE,26,,12,0,,,,,,,,,,,,7,3,
411,A.J. Edds,2TM,27,,6,0,,,,,,,,,,,,1,0,
412,Kasim Edebali,NOR,25,,16,0,,,,,,1,0,0,0,0,2.0,15,7,
413,Julian Edelman,NWE,28,WR,14,13,,,,,,0,5,3,0,0,,5,0,
414,Dwan Edwards,CAR,33,,16,0,1,24,0,24,2,,,,,,4.0,27,16,
415,Lavar Edwards,DAL,24,,4,0,,,,,,,,,,,,1,0,
416,Matt Elam,BAL,23,db/s/SS,16,11,0,0,0,0,5,1,0,0,0,0,0.5,33,19,
417,Dannell Ellerbe,MIA,29,lb,1,1,,,,,,,,,,,,2,0,
418,Andre Ellington,ARI,25,RB,12,12,,,,,,0,2,0,0,0,,1,0,
419,Bruce Ellington,SFO,23,,13,0,,,,,,0,1,1,0,0,,1,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
420,Jayrone Elliott,GNB,23,,13,0,,,,,,,,,,,,17,1,
421,Justin Ellis,OAK,24,dt/NT,16,14,0,0,0,0,1,,,,,,,16,5,
422,Kenrick Ellis,NYJ,27,,14,0,,,,,,,,,,,1.0,4,8,
423,Rhett Ellison,MIN,26,TE,16,13,,,,,,,,,,,,3,0,
424,IK Enemkpali,NYJ,23,,6,0,0,0,0,0,2,,,,,,,2,1,
425,Larry English,TAM,28,de,12,1,,,,,,1,0,0,0,0,1.0,7,5,
426,Zach Ertz,PHI,24,te/wr,16,5,,,,,,0,1,1,9,0,,2,1,
427,Gavin Escobar,DAL,23,te,16,1,,,,,,,,,,,,1,1,
428,Jahri Evans*,NOR,31,RG,16,16,,,,,,0,0,1,0,0,,,,
429,Josh Evans,JAX,23,FS/ss,16,14,0,0,0,0,2,0,0,2,-2,0,,62,28,
430,Mike Evans,TAM,21,WR,15,15,,,,,,,,,,,,4,0,
431,Antone Exum,MIN,23,,14,0,,,,,,0,0,1,0,0,,4,2,
432,Nick Fairley,DET,26,DT,8,8,,,,,,1,0,0,0,0,1.0,8,6,
433,Anthony Fasano,KAN,30,TE,15,13,,,,,,,,,,,,1,0,
434,T.J. Fatinikun,TAM,23,,10,0,,,,,,,,,,,0.5,5,4,
435,Terrence Fede,MIA,23,,11,0,,,,,,,,,,,1.0,8,2,1
436,Daniel Fells,NYG,31,TE,16,9,,,,,,0,1,0,0,0,,1,1,
437,Darren Fells,ARI,28,te,10,5,,,,,,,,,,,,1,0,
438,Jerome Felton,MIN,28,fb,16,3,,,,,,0,0,1,0,1,,,,
439,Chandler Fenner,NYG,24,,11,0,,,,,,,,,,,,5,2,
440,Ego Ferguson,CHI,23,,16,0,0,0,0,0,3,,,,,,2.0,12,12,
441,C.J. Fiedorowicz,HOU,23,TE,15,8,,,,,,,,,,,,1,0,
442,Brandon Fields,MIA,30,p,16,0,,,,,,,,,,,,1,0,
443,Bojay Filimoeatu,OAK,25,,8,0,,,,,,,,,,,,6,2,
444,Cortland Finnegan,MIA,30,CB,12,12,0,0,0,0,9,1,0,1,50,1,,33,11,
445,Eric Fisher,KAN,23,LT,16,16,,,,,,,,,,,,1,0,
446,Larry Fitzgerald,ARI,31,WR,14,13,,,,,,0,1,0,0,0,,1,0,
447,Ryan Fitzpatrick,HOU,32,QB,12,12,,,,,,0,5,4,-2,0,,,,
448,Joe Flacco,BAL,29,QB,16,16,,,,,,0,6,3,-5,0,,1,0,
449,Coby Fleener,IND,26,TE,16,12,,,,,,,,,,,,3,1,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
450,Darius Fleming,NWE,25,,5,0,,,,,,0,0,1,0,0,,3,5,
451,Jamell Fleming,KAN,25,lcb,7,4,0,0,0,0,3,,,,,,,25,2,
452,Bradley Fletcher,PHI,28,CB,15,15,1,34,1,34,22,1,0,1,0,0,,53,7,
453,Dane Fletcher,TAM,28,mlb,16,4,0,0,0,0,1,,,,,,0.5,28,13,
454,Brandon Flowers,SDG,28,LCB,14,14,3,44,0,27,10,0,1,0,0,0,,48,4,
455,Marquis Flowers,CIN,22,lb,16,1,0,0,0,0,1,,,,,,,7,6,
456,Malcom Floyd,SDG,33,WR,16,16,,,,,,,,,,,,1,0,
457,Michael Floyd,ARI,25,WR,16,14,,,,,,0,4,2,0,0,,1,0,
458,Sharrif Floyd,MIN,23,DT,14,11,0,0,0,0,1,,,,,,4.5,29,13,
459,Andre Fluellen,DET,29,,8,0,,,,,,0,0,1,0,0,2.0,9,1,
460,D.J. Fluker,SDG,23,RT,16,16,,,,,,,,,,,,1,0,
461,Matt Flynn,GNB,29,,7,0,,,,,,0,1,0,0,0,,1,0,
462,Moise Fokou,NOR,29,,2,0,,,,,,,,,,,,1,1,
463,Nick Foles,PHI,25,QB,8,8,,,,,,0,4,1,0,0,,1,0,
464,Larry Foote,ARI,34,LB,15,15,1,0,0,0,4,0,0,1,0,0,2.0,64,24,
465,Dee Ford,KAN,23,,16,0,0,0,0,0,1,,,,,,1.5,3,4,
466,Justin Forsett*,BAL,29,RB,16,14,,,,,,0,2,1,0,0,,2,0,
467,Matt Forte,CHI,29,RB,16,16,,,,,,0,2,0,0,0,,3,0,
468,Khairi Fortt,3TM,22,,3,0,,,,,,,,,,,,1,0,
469,Arian Foster*,HOU,28,RB,13,13,,,,,,0,2,0,0,0,,1,0,
470,Glenn Foster,NOR,24,,5,0,,,,,,,,,,,,1,0,
471,Mason Foster,TAM,25,MLB,10,10,0,0,0,0,3,,,,,,,40,22,
472,Ramon Foster,PIT,28,LG,14,14,,,,,,,,,,,,1,0,
473,Jason Fox,MIA,26,rt,9,2,,,,,,,,,,,,1,0,
474,Jerry Franklin,2TM,26,,11,0,,,,,,,,,,,,4,0,
475,Dominique Franks,BAL,27,rcb,4,1,0,0,0,0,5,,,,,,,12,1,
476,Terrence Frederick,NOR,24,rcb,3,3,,,,,,,,,,,,14,2,
477,Travis Frederick*,DAL,23,C,16,16,,,,,,,,,,,,3,0,
478,Devonta Freeman,ATL,22,,16,0,,,,,,0,1,0,0,0,,3,1,
479,Jerrell Freeman,IND,28,LB,12,12,0,0,0,0,6,2,0,1,0,0,1.5,73,53,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
480,Dwight Freeney,SDG,34,LB,16,9,0,0,0,0,1,0,0,1,0,0,3.5,7,4,
481,Jonathan Freeny,MIA,25,,12,0,,,,,,,,,,,1.0,11,4,
482,Isaiah Frey,2TM,24,,11,1,0,0,0,0,1,2,0,1,0,0,,13,13,
483,Sione Fua,CLE,26,,11,0,,,,,,,,,,,,6,6,
484,Corey Fuller,DET,24,wr,16,2,,,,,,0,1,0,0,0,,1,0,
485,Kyle Fuller,CHI,22,CB/lcb/rcb,16,14,4,81,0,31,10,3,0,0,0,0,,50,14,
486,Andrew Gachkar,SDG,26,lb,15,5,0,0,0,0,1,0,0,1,13,1,1.0,38,11,
487,Thomas Gafford,KAN,31,,16,0,,,,,,,,,,,,1,0,
488,E.J. Gaines,STL,22,cb/lb/LCB/rcb,15,15,2,0,0,0,15,0,0,1,0,0,,63,7,
489,Phillip Gaines,KAN,23,cb/db/lcb,13,5,0,0,0,0,4,,,,,,,20,0,
490,Junior Galette,NOR,26,LB,16,13,0,0,0,0,2,3,0,0,0,0,10.0,33,12,2
491,Graham Gano,CAR,27,k,16,0,,,,,,0,0,1,0,0,,1,0,
492,Pierre Garcon,WAS,28,WR,16,14,,,,,,0,0,1,0,0,,1,0,
493,Andrew Gardner,PHI,28,rg/rt,16,8,,,,,,0,0,1,0,0,,2,0,
494,Terence Garvin,PIT,23,,16,0,,,,,,,,,,,,10,6,
495,Roberto Garza,CHI,35,C,12,12,,,,,,,,,,,,1,0,
496,Antonio Gates,SDG,34,TE,16,14,,,,,,0,1,1,0,0,,,,
497,Jordan Gay,BUF,24,k,16,0,,,,,,,,,,,,2,1,
498,William Gay,PIT,29,db/lcb/nt/rcb,16,13,3,113,3,52,13,,,,,,,60,11,
499,Clifton Geathers,2TM,27,,9,0,,,,,,,,,,,,4,1,
500,Robert Geathers,CIN,31,,16,0,1,2,0,2,3,,,,,,1.0,10,11,
501,Jeremiah George,JAX,22,,6,0,,,,,,,,,,,,4,2,
502,Toby Gerhart,JAX,27,fb/rb,14,7,,,,,,0,1,1,0,0,,5,0,
503,Brandon Ghee,TEN,27,cb,6,1,1,0,0,0,1,,,,,,,4,0,
504,William Gholston,TAM,23,DE,15,9,0,0,0,0,3,,,,,,2.0,27,14,
505,Brandon Gibson,MIA,27,wr,14,5,,,,,,0,2,0,0,0,,1,0,
506,Wallace Gilberry,CIN,30,DE,16,16,0,0,0,0,3,0,0,1,0,0,1.5,19,31,
507,Justin Gilbert,CLE,23,db,14,2,1,23,1,23,8,,,,,,,25,4,
508,Marcus Gilbert,PIT,26,RT,12,12,,,,,,0,0,1,0,0,,1,0,
509,Marcus Gilchrist,SDG,26,SS,16,16,1,4,0,4,5,2,0,0,0,0,1.0,59,17,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
510,Crockett Gillmore,BAL,23,te,15,1,,,,,,,,,,,,1,0,
511,Stephon Gilmore,BUF,24,RCB,14,14,3,61,0,27,6,1,0,0,0,0,,38,8,
512,Ted Ginn,ARI,29,,16,0,,,,,,0,3,1,0,0,,1,0,
513,Tashaun Gipson*,CLE,24,FS,11,11,6,158,1,62,8,1,0,0,0,0,,28,24,
514,Chris Givens,STL,25,,14,0,,,,,,,,,,,,1,0,
515,Adarius Glanton,CAR,24,lb,10,2,,,,,,1,0,0,0,0,,8,5,
516,Cordy Glenn,BUF,25,LT,16,16,,,,,,,,,,,,1,0,
517,Mike Glennon,TAM,25,qb,6,5,,,,,,0,2,3,-8,0,,2,0,
518,Charles Godfrey,2TM,29,,12,1,,,,,,,,,,,,14,5,
519,Robert Golden,PIT,24,,16,0,,,,,,0,0,1,0,1,,6,4,
520,Dashon Goldson,TAM,30,FS/s,14,14,0,0,0,0,1,0,0,1,2,0,,63,18,
521,Kedric Golston,WAS,31,,11,0,,,,,,,,,,,,7,0,
522,Zaviar Gooden,TEN,24,lb,15,2,,,,,,,,,,,,17,7,
523,Malliciah Goodman,ATL,24,DE/lb,16,10,,,,,,2,0,0,0,0,,6,11,
524,Demetri Goodson,GNB,25,,6,0,,,,,,,,,,,,5,1,
525,Marquise Goodwin,BUF,24,,10,0,,,,,,0,1,0,0,0,,1,0,
526,Josh Gordon,CLE,23,wr,5,5,,,,,,0,0,1,0,0,,2,0,
527,Josh Gordy,IND,27,fs,16,1,1,0,0,0,4,0,0,1,0,0,,19,5,
528,Danny Gorrer,2TM,28,,10,0,1,15,0,15,3,,,,,,,21,3,
529,Stephen Gostkowski*,NWE,30,k,16,0,,,,,,,,,,,,1,0,
530,Brandon Graham,PHI,26,lb,16,1,,,,,,4,0,0,0,0,5.5,35,11,
531,Corey Graham,BUF,29,lcb/rcb,16,9,2,75,0,45,15,0,0,1,0,0,,65,19,
532,Garrett Graham,HOU,28,TE,11,9,,,,,,,,,,,,1,0,
533,Jimmy Graham*,NOR,28,TE,16,13,,,,,,1,2,0,0,0,,1,0,
534,T.J. Graham,NYJ,25,,12,0,,,,,,0,0,3,0,0,,8,3,
535,Ryan Grant,WAS,24,wr,16,2,,,,,,,,,,,,1,0,
536,Dwayne Gratz,JAX,24,lcb/RCB,15,13,1,55,1,55,9,2,0,0,0,0,,39,16,
537,Cyrus Gray,KAN,25,,9,0,,,,,,,,,,,,3,1,
538,Jonas Gray,NWE,24,rb,8,3,,,,,,,,,,,,1,0,
539,MarQueis Gray,2TM,25,,13,5,,,,,,,,,,,,2,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
540,John Greco,CLE,29,c/RG,16,16,,,,,,,,,,,,1,1,
541,A.J. Green*,CIN,26,WR,13,13,,,,,,0,3,0,0,0,,1,0,
542,Ladarius Green,SDG,24,te,14,4,,,,,,,,,,,,4,0,
543,Virgil Green,DEN,26,TE,13,9,,,,,,,,,,,,3,2,
544,Khaseem Greene,CHI,25,lb,10,2,,,,,,,,,,,,12,5,
545,Chad Greenway,MIN,31,LB,12,12,0,0,0,0,3,1,0,0,0,0,1.0,56,37,
546,Jermaine Gresham,CIN,26,TE,15,15,,,,,,0,3,2,0,0,,,,
547,Everson Griffen,MIN,27,DE,16,16,0,0,0,0,3,1,0,0,0,0,12.0,39,17,
548,Michael Griffin,TEN,29,FS,16,16,2,12,0,12,5,,,,,,3.0,85,27,
549,Robert Griffin,WAS,24,qb,9,7,,,,,,0,9,3,-7,0,,,,
550,Ryan Griffin,HOU,24,te,16,2,,,,,,,,,,,,2,0,
551,Brent Grimes*,MIA,31,CB,16,16,5,80,1,32,13,1,0,0,0,0,,48,10,
