
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
250,Clarence Coleman,BUF,23,,14,0,,,,,,,,,,,,3,0,
251,Kenyon Coleman,DAL,24,,16,0,,,,,,0,0,1,0,0,1.0,10,4,1
252,Marco Coleman,PHI,34,,13,0,,,,,,,,,,,0.5,11,2,
253,Marcus Coleman,HOU,29,RCB,15,15,7,95,0,41,22,1,0,0,0,0,,57,12,
254,Roderick Coleman,OAK,27,RDT,16,12,0,0,0,0,6,2,0,1,0,0,5.5,44,8,
255,Laveranues Coles*,WAS,26,WR,16,16,,,,,,0,0,1,0,0,,7,0,
256,Kerry Collins,NYG,31,QB,13,13,,,,,,0,12,3,-24,0,,,,
257,Rosevelt Colvin,NWE,26,,2,2,,,,,,0,0,1,1,0,2.0,3,2,
258,Derek Combs,GNB,24,,8,0,,,,,,,,,,,,5,0,
259,Greg Comella,HOU,28,,5,0,,,,,,,,,,,,1,0,
260,Curtis Conway,NYJ,32,WR,16,15,,,,,,,,,,,,3,0,
261,Ernie Conwell,NOR,31,TE,10,10,,,,,,0,1,1,0,0,,2,0,
262,Jameel Cook,TAM,24,FB,14,8,,,,,,,,,,,,2,0,
263,Chris Cooper,OAK,26,LDT,16,9,0,0,0,0,2,1,0,3,0,0,2.5,40,9,
264,Deke Cooper,JAX,26,FS,14,10,1,12,0,12,4,0,0,1,10,0,,42,17,
265,Jarrod Cooper,CAR,25,,12,0,,,,,,,,,,,,7,0,
266,Stephen Cooper,SDG,24,,16,0,1,25,0,25,1,,,,,,1.0,13,3,
267,Tim Couch,CLE,26,QB,10,8,,,,,,0,6,2,-3,0,,,,
268,Terry Cousin,CAR,28,LCB,13,13,0,0,0,0,4,,,,,,2.0,45,4,
269,Sam Cowart,NYJ,28,RLB,15,15,0,0,0,0,4,1,0,1,0,0,2.0,96,44,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
270,Jason Craft,JAX,27,rcb,7,6,2,29,0,21,4,,,,,,,17,9,
271,Keyuo Craver,NOR,23,,12,0,,,,,,,,,,,,7,0,
272,Chris Crocker,CLE,23,,16,1,0,0,0,0,2,,,,,,,27,8,
273,Henri Crockett,MIN,29,LLB,16,15,0,0,0,0,2,,,,,,,32,2,
274,Zack Crockett,OAK,31,fb,16,7,,,,,,0,1,0,0,0,,5,0,
275,Clifton Crosby,IND,29,,14,0,,,,,,,,,,,,15,3,
276,Phillip Crosby,BUF,27,,3,0,,,,,,,,,,,,1,0,
277,Angelo Crowell,BUF,22,,6,0,,,,,,,,,,,,2,0,
278,Alge Crumpler*,ATL,26,TE,16,16,,,,,,0,1,0,0,0,,4,0,
279,Daunte Culpepper*,MIN,26,QB,14,14,,,,,,0,16,6,0,0,,2,0,
280,Donte Curry,DET,25,,11,0,,,,,,0,0,1,0,0,,8,1,
281,Julius Curry,DET,24,,3,0,,,,,,,,,,,,2,0,
282,Ronald Curry,OAK,24,,16,2,,,,,,0,1,0,-12,0,,19,1,
283,Lional Dalton,WAS,28,RDT,12,9,0,0,0,0,1,,,,,,1.0,11,3,
284,Phillip Daniels,CHI,30,LDE,16,16,0,0,0,0,5,1,0,0,0,0,2.5,41,12,
285,Woodrow Dantzler,ATL,24,,9,0,,,,,,0,0,1,0,0,,,,
286,Chartric Darby,TAM,28,,16,1,0,0,0,0,1,1,0,2,0,0,2.0,8,4,
287,Jean-Phillipe Darche,SEA,28,,16,0,,,,,,1,0,0,0,0,,5,0,
288,Donovin Darius,JAX,28,SS,16,16,1,4,0,4,7,2,1,1,0,0,,54,27,
289,James Darling,ARI,29,,16,0,,,,,,,,,,,2.0,30,0,
290,Najeh Davenport,GNB,24,,15,0,,,,,,0,4,0,-8,0,,10,3,
291,Andra Davis,CLE,25,MLB,16,16,0,0,0,0,6,2,0,0,0,0,5.0,97,39,
292,Andre' Davis,CLE,24,WR,16,8,,,,,,0,2,0,0,0,,2,0,
293,Don Davis,NWE,31,,15,0,,,,,,,,,,,,13,5,
294,Dorsett Davis,DEN,24,,14,0,0,0,0,0,1,,,,,,,8,2,
295,James Davis,DET,24,,8,1,0,0,0,0,2,,,,,,,8,0,
296,Rob Davis,GNB,35,,16,0,,,,,,,,,,,,2,3,
297,Russell Davis,ARI,28,LDT,15,15,0,0,0,0,2,1,0,1,0,0,1.0,28,9,
298,Sammy Davis,SDG,23,RCB,16,16,2,48,0,41,10,,,,,,,45,13,
299,Stephen Davis*,CAR,29,RB,14,14,,,,,,0,3,0,0,0,,2,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
300,Andrew Davison,DAL,24,,4,0,,,,,,,,,,,,1,0,
301,Brian Dawkins,PHI,30,fs,7,7,1,0,0,0,6,,,,,,0.5,28,7,
302,Phil Dawson,CLE,28,,13,0,,,,,,,,,,,,2,1,
303,James Dearth,NYJ,27,,16,0,,,,,,,,,,,,3,0,
304,Jake Delhomme,CAR,28,QB,16,15,,,,,,0,15,3,-21,0,,1,0,
305,Jerry DeLoach,HOU,26,RDE,16,16,0,0,0,0,6,,,,,,,37,13,
306,Enoch DeMar,CLE,23,,5,2,,,,,,0,0,1,0,0,,,,
307,Will Demps,BAL,24,FS,16,9,2,57,0,54,7,1,0,0,0,0,,35,9,
308,Rick DeMulling,IND,26,LG,16,16,,,,,,0,0,3,16,0,,,,
309,Ryan Denney,BUF,26,LDE,16,13,0,0,0,0,3,1,0,0,0,0,3.5,27,16,
310,Jared DeVries,DET,27,,13,2,0,0,0,0,1,1,0,0,0,0,1.0,7,6,
311,Kori Dickerson,PHI,25,,2,0,,,,,,,,,,,,3,0,
312,Na'il Diggs,GNB,25,RLB,16,16,2,13,0,13,6,,,,,,1.0,76,11,
313,Trent Dilfer,SEA,31,,5,0,,,,,,0,2,0,0,0,,1,0,
314,Ken Dilger,TAM,32,TE,15,15,,,,,,0,1,3,0,0,,2,0,
315,Adrian Dingle,SDG,26,RDE,16,16,0,0,0,0,1,2,0,1,0,0,6.0,30,6,
316,Darnell Dinkins,NYG,26,,7,0,,,,,,0,0,1,0,0,,6,0,
317,Chris Dishman,ARI,29,,14,2,,,,,,0,0,1,0,0,,,,
318,David Dixon,MIN,34,RG,16,16,,,,,,0,0,1,0,0,,,,
319,Tony Dixon,DAL,24,,16,0,0,0,0,0,2,,,,,,,11,3,
320,Chris Doering,PIT,30,,16,0,,,,,,,,,,,,3,0,
321,Jason Doering,IND,25,,16,0,,,,,,,,,,,,18,6,
322,Kevin Donnalley,CAR,35,RG,16,16,,,,,,0,0,1,0,0,,,,
323,Anthony Dorsett,OAK,30,fs,14,6,0,0,0,0,2,0,1,1,7,0,,41,8,
324,Mike Doss,IND,22,SS,15,15,1,15,0,15,5,3,1,0,0,0,,73,29,
325,Hugh Douglas,JAX,32,RDE,16,16,0,0,0,0,2,2,0,0,0,0,3.5,21,5,
326,Marques Douglas,BAL,26,RDE,16,16,0,0,0,0,2,2,0,0,0,0,4.5,49,12,
327,Eric Downing,KAN,25,,14,0,,,,,,,,,,,,7,3,
328,Chris Draft,ATL,27,RILB,16,16,1,4,0,4,1,1,0,1,0,0,2.0,103,21,
329,Donald Driver,GNB,28,WR,15,15,,,,,,0,0,1,0,0,,2,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
330,Reuben Droughns,DEN,25,,15,4,,,,,,0,0,1,0,0,,12,2,
331,Eddie Drummond,DET,23,,6,0,,,,,,0,1,1,0,0,,2,0,
332,LaTarence Dunbar,ATL,23,,5,0,,,,,,,,,,,,4,0,
333,Jamie Duncan,STL,28,mlb,16,6,1,0,0,0,3,,,,,,1.0,23,12,
334,Tim Duncan,ARI,24,,5,0,,,,,,,,,,,,0,1,
335,Anthony Dunn,TEN,23,,2,0,,,,,,,,,,,,1,0,
336,Jason Dunn,KAN,30,,16,4,,,,,,0,0,1,0,0,,,,
337,Warrick Dunn,ATL,28,rb,11,6,,,,,,0,2,1,0,0,,1,0,
338,Tim Dwight,SDG,28,,9,3,,,,,,0,1,0,0,0,,1,0,
339,Andre Dyson,TEN,24,LCB,16,16,4,62,2,51,14,,,,,,,54,11,
340,Omar Easy,KAN,26,,15,0,,,,,,,,,,,,3,0,
341,Mike Echols,TEN,25,,5,0,,,,,,,,,,,,7,1,
342,Chris Edmonds,CIN,25,,4,0,,,,,,,,,,,,3,1,
343,Antuan Edwards,GNB,26,SS,10,10,1,5,0,5,6,,,,,,1.0,43,8,
344,Donnie Edwards,SDG,30,RLB,16,16,2,27,0,15,9,1,0,0,0,0,0.5,122,39,
345,Kalimba Edwards,DET,24,,15,0,0,0,0,0,3,,,,,,2.0,15,1,
346,Mario Edwards,DAL,28,RCB,16,16,1,27,1,27,9,,,,,,,37,5,
347,Ron Edwards,BUF,24,,5,0,,,,,,1,0,0,0,0,0.5,4,2,
348,Steve Edwards,CHI,24,LG,16,16,,,,,,0,0,1,0,0,,,,
349,Terrence Edwards,ATL,24,,6,0,,,,,,,,,,,,1,0,
350,Ebenezer Ekuban,DAL,27,RDE,15,14,0,0,0,0,1,3,0,0,0,0,2.5,18,8,
351,Aaron Elling,MIN,25,,16,0,,,,,,,,,,,,4,0,
352,Greg Ellis,DAL,28,LDE,16,15,0,0,0,0,8,4,0,0,0,0,8.0,33,15,
353,Shaun Ellis*,NYJ,26,LDE,16,16,,,,,,1,0,0,0,0,12.5,47,22,
354,Carlos Emmons,PHI,30,RLB,15,15,0,0,0,0,5,1,0,1,0,0,,64,20,
355,Justin Ena,PHI,26,,16,0,,,,,,,,,,,,10,2,
356,John Engelberger,SFO,27,LDE,16,16,0,0,0,0,1,1,0,2,0,0,4.5,26,3,
357,Bobby Engram,SEA,30,wr,16,7,,,,,,0,5,1,0,0,,3,0,
358,Doug Evans,2TM,33,,11,3,1,2,0,2,1,,,,,,,26,3,
359,Heath Evans,SEA,25,,14,0,,,,,,,,,,,,2,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
360,Josh Evans,NYJ,31,,6,0,,,,,,,,,,,1.0,9,5,
361,Troy Evans,HOU,26,,15,0,,,,,,,,,,,,9,4,
362,Demarcus Faggins,HOU,24,,8,1,0,0,0,0,7,,,,,,,14,3,
363,Jeff Faine,CLE,22,C,9,9,,,,,,0,3,1,-18,0,,,,
364,Justin Fargas,OAK,23,,10,1,,,,,,0,1,0,0,0,,7,1,
365,James Farrior,PIT,28,LILB,16,16,1,9,0,9,4,0,1,1,0,0,,96,45,
366,Jimmy Farris,ATL,25,,16,0,,,,,,,,,,,,8,1,
367,Mario Fatafehi,DEN,24,LDT,16,9,0,0,0,0,1,1,0,0,0,0,2.5,21,8,
368,Kevin Faulk,NWE,27,RB,15,8,,,,,,0,4,1,0,0,,1,0,
369,Marshall Faulk,STL,30,RB,11,11,,,,,,0,0,1,0,0,,1,0,
370,Christian Fauria,NWE,32,TE,16,12,,,,,,,,,,,,2,0,
371,Greg Favors,CAR,29,LLB,16,12,0,0,0,0,1,1,0,0,0,0,,55,20,
372,Brett Favre*,GNB,34,QB,16,16,,,,,,0,5,0,0,0,,1,0,
373,Jeff Feagles,NYG,37,,16,0,,,,,,,,,,,,3,0,
374,Jay Feely,ATL,27,,16,0,,,,,,,,,,,,4,0,
375,James Fenderson,NOR,27,,9,0,,,,,,,,,,,,5,1,
376,Jason Ferguson,NYJ,29,RDT,16,16,0,0,0,0,4,1,0,1,0,0,4.5,52,23,
377,Nick Ferguson,DEN,29,FS/SS,15,10,0,0,0,0,4,2,0,0,0,0,1.0,62,12,
378,Robert Ferguson,GNB,24,WR,15,12,,,,,,0,0,1,0,0,,18,0,
379,Jay Fiedler,MIA,32,QB,12,11,,,,,,0,7,2,-5,0,,1,0,
380,Jim Finn,NYG,27,FB,15,9,,,,,,,,,,,,2,3,
381,Brian Finneran,ATL,27,WR,12,10,,,,,,,,,,,,2,0,
382,Bryce Fisher,STL,26,,16,1,0,0,0,0,2,1,0,0,0,0,2.0,37,3,
383,Levar Fisher,ARI,24,RLB,16,15,0,0,0,0,2,1,0,1,0,0,1.0,52,6,
384,Tony Fisher,GNB,24,,15,0,,,,,,,,,,,,11,2,
385,Travis Fisher,STL,24,RCB,15,15,4,205,2,74,11,0,0,1,0,0,,56,5,
386,Jason Fisk,SDG,31,RDT,16,16,,,,,,0,0,1,0,0,1.0,41,10,
387,Casey Fitzsimmons,DET,23,TE,16,11,,,,,,,,,,,,2,2,
388,Mike Flanagan*,GNB,30,C,16,16,,,,,,0,0,1,0,0,,,,
389,Jim Flanigan,PHI,32,,6,0,,,,,,,,,,,,4,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
390,Zeron Flemister,WAS,27,TE,12,9,,,,,,0,1,1,0,0,,2,0,
391,Jamar Fletcher,MIA,24,,11,0,,,,,,,,,,,,5,3,
392,London Fletcher,BUF,28,MLB,16,16,0,0,0,0,5,0,0,1,3,0,2.0,96,37,
393,Drayton Florence,SDG,23,,16,0,0,0,0,0,2,,,,,,,20,0,
394,Erik Flowers,STL,25,,4,0,,,,,,,,,,,,2,0,
395,Anthony Floyd,IND,22,,6,0,,,,,,0,0,1,0,0,,13,3,
396,Doug Flutie,SDG,41,qb,7,5,,,,,,0,7,1,-16,0,,,,
397,Steve Foley,HOU,28,,13,3,0,0,0,0,3,,,,,,1.0,26,5,
398,Jerry Fontenot,NOR,37,C,16,16,,,,,,0,0,2,0,0,,,,
399,Larry Foote,PIT,23,,16,0,,,,,,0,0,1,0,0,,5,1,
400,Henry Ford,NOR,32,,4,0,,,,,,,,,,,,2,0,
401,Jay Foreman,HOU,27,LILB,16,16,0,0,0,0,5,1,0,2,33,0,2.0,100,35,
402,DeShaun Foster,CAR,23,,14,2,,,,,,0,3,1,0,0,,,,
403,Vernon Fox,SDG,24,,12,2,0,0,0,0,2,,,,,,,19,4,
404,Hank Fraley,PHI,26,C,16,16,,,,,,0,0,1,0,0,,,,
405,Aubrayo Franklin,BAL,23,,1,0,,,,,,,,,,,,1,0,
406,Brad Franklin,JAX,24,,4,0,,,,,,,,,,,,3,0,
407,Bubba Franks*,GNB,25,TE,16,15,,,,,,,,,,,,2,1,
408,Todd Franz,WAS,27,,16,1,0,0,0,0,1,,,,,,,30,8,
409,Antonio Freeman,GNB,31,,15,0,,,,,,,,,,,,1,0,
410,Arturo Freeman,MIA,27,,16,0,0,0,0,0,2,2,0,1,0,0,1.0,21,7,
411,Eddie Freeman,KAN,25,,5,0,,,,,,,,,,,,2,0,
412,Dwight Freeney*,IND,23,RDE,15,13,0,0,0,0,1,4,0,2,23,1,11.0,27,4,
413,Gus Frerotte,MIN,32,,16,2,,,,,,0,2,2,-2,0,,,,
414,Scott Frost,TAM,28,,4,0,,,,,,,,,,,,1,0,
415,Scott Fujita,KAN,24,LLB,16,16,1,8,0,8,2,2,0,0,0,0,4.0,97,14,
416,Corey Fuller,BAL,32,RCB,14,10,0,0,0,0,5,,,,,,,30,4,
417,Curtis Fuller,GNB,25,,9,0,0,0,0,0,1,,,,,,,3,3,
418,Mike Furrey,STL,26,,13,0,,,,,,0,3,2,0,0,,4,0,
419,Doug Gabriel,OAK,23,,12,0,,,,,,,,,,,,4,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
420,Oronde Gadsden,MIA,32,,6,0,,,,,,,,,,,,1,0,
421,Jabar Gaffney,HOU,23,WR,16,11,,,,,,,,,,,,1,0,
422,Justin Gage,CHI,22,,10,3,,,,,,0,1,0,0,0,,2,0,
423,Joey Galloway,DAL,32,WR,15,13,,,,,,0,1,1,0,0,,3,0,
424,Trent Gamble,MIA,26,,9,1,,,,,,,,,,,,2,1,
425,Antonio Garay,CLE,24,,4,0,,,,,,,,,,,,2,2,
426,Frank Garcia,ARI,31,,7,3,,,,,,0,0,1,0,0,,,,
427,Jeff Garcia,SFO,33,QB,13,13,,,,,,0,9,3,-3,0,,2,0,
428,Daryl Gardener,DEN,30,,5,2,,,,,,,,,,,,5,3,
429,Barry Gardner,CLE,27,,16,0,,,,,,1,0,0,0,0,,26,10,
430,Rod Gardner,WAS,26,WR,16,16,,,,,,0,1,1,0,0,,1,0,
431,Talman Gardner,NOR,23,,10,1,,,,,,,,,,,,2,0,
432,Chris Gardocki,CLE,33,,16,0,,,,,,,,,,,,1,0,
433,Charlie Garner,OAK,31,RB,14,9,,,,,,0,1,1,0,0,,,,
434,Sam Garnes,NYJ,29,SS,16,16,2,0,0,0,8,2,0,1,0,0,0.5,65,33,
435,Kevin Garrett,STL,23,,9,0,,,,,,,,,,,,4,0,
436,Olandis Gary,DET,28,,13,1,,,,,,0,1,1,0,0,,2,0,
437,Sam Gash,BUF,34,FB,16,10,,,,,,0,1,1,0,0,,,,
438,Antonio Gates,SDG,23,TE,15,11,,,,,,0,1,0,0,0,,5,0,
439,Akbar Gbaja-Biamila,OAK,24,,13,0,,,,,,,,,,,1.0,4,3,
440,Kabeer Gbaja-Biamila*,GNB,26,RDE,16,16,,,,,,2,0,2,0,0,10.0,34,11,
441,Eddie George,TEN,30,RB,16,16,,,,,,0,1,1,1,0,,,,
442,David Gibson,TAM,26,,9,0,,,,,,,,,,,,11,7,
443,Derrick Gibson,OAK,24,SS,15,14,2,16,0,11,3,1,1,0,0,0,1.0,55,12,
444,Oliver Gibson,CIN,31,,16,0,0,0,0,0,3,,,,,,0.5,17,7,
445,Sean Gilbert,OAK,33,,6,0,,,,,,,,,,,,4,3,
446,Tony Gilbert,JAX,24,,8,0,,,,,,,,,,,,3,0,
447,Jason Gildon,PIT,31,LOLB,16,16,1,1,0,1,6,1,1,1,0,0,6.0,42,19,
448,Bryan Gilmore,ARI,25,WR,14,10,,,,,,,,,,,,3,0,
449,John Gilmore,CHI,24,,15,1,,,,,,,,,,,,3,0,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
450,David Givens,NWE,23,wr,13,5,,,,,,,,,,,,3,0,
451,Steve Gleason,NOR,26,,16,0,,,,,,0,0,1,0,0,,8,0,
452,Aaron Glenn,HOU,31,LCB,11,11,1,0,0,0,12,,,,,,,29,6,
453,Jason Glenn,NYJ,24,,14,1,0,0,0,0,4,,,,,,,29,13,
454,Terry Glenn,DAL,29,WR,16,14,,,,,,0,2,0,0,0,,3,1,
455,La'Roi Glover*,DAL,29,RDT,16,16,0,0,0,0,1,1,0,2,0,0,5.0,32,16,1
456,Randall Godfrey,SEA,30,MLB,15,14,1,7,0,7,4,1,0,1,55,1,,44,14,
457,Nick Goings,CAR,25,,15,0,,,,,,,,,,,,4,0,
458,Ian Gold,DEN,25,rlb,6,6,2,14,1,12,6,,,,,,,28,1,
459,Jack Golden,TAM,26,,4,0,,,,,,,,,,,,3,0,
460,Jeff Gooch,DET,29,,16,0,0,0,0,0,1,0,0,1,10,0,,23,3,
461,Andre' Goodman,DET,25,,3,3,0,0,0,0,2,,,,,,,11,0,
462,Joey Goodspeed,STL,25,,8,4,,,,,,,,,,,,0,1,
463,Lamar Gordon,STL,23,,10,4,,,,,,0,1,1,0,0,,,,
464,Jason Goss,ARI,24,,4,0,,,,,,,,,,,,1,0,
465,Toby Gowin,DAL,28,,16,0,,,,,,,,,,,,3,0,
466,Scott Gragg,SFO,31,RT,15,14,,,,,,0,0,2,1,0,,,,
467,Daniel Graham,NWE,25,TE,14,9,,,,,,,,,,,,0,2,
468,Shayne Graham,CIN,26,,16,0,,,,,,,,,,,,5,1,
469,Bill Gramatica,ARI,25,,4,0,,,,,,,,,,,,1,0,
470,Charles Grant,NOR,25,LDE/R,16,16,0,0,0,0,7,4,0,0,0,0,10.0,46,11,
471,Cie Grant,NOR,24,,7,0,,,,,,,,,,,,3,0,
472,DeLawrence Grant,OAK,24,,13,4,,,,,,,,,,,1.0,8,10,
473,Deon Grant,CAR,24,FS,16,16,3,25,0,25,12,0,0,1,0,0,1.0,65,12,
474,Orantes Grant,2TM,25,,2,0,,,,,,,,,,,,1,0,
475,Paul Grasmanis,PHI,29,,2,0,,,,,,,,,,,1.0,4,2,
476,Bobby Gray,CHI,25,SS,16,9,0,0,0,0,5,1,0,1,2,0,1.0,45,12,
477,Ahman Green*,GNB,26,RB,16,16,,,,,,0,7,2,0,0,,2,0,
478,Barrett Green,DET,26,LLB,16,16,0,0,0,0,2,0,0,2,38,0,3.0,65,28,
479,Cornell Green,TAM,27,rt,7,5,,,,,,0,1,1,0,0,,,,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
480,Howard Green,NOR,24,,4,0,0,0,0,0,1,,,,,,,,,
481,Jarvis Green,NWE,24,rde,16,7,0,0,0,0,1,,,,,,2.0,8,9,
482,Michael Green,CHI,27,SS,10,8,1,3,0,3,3,,,,,,0.5,36,10,
483,Ray Green,2TM,26,,10,0,0,0,0,0,1,,,,,,,14,3,
484,Trent Green*,KAN,33,QB,16,16,,,,,,0,5,0,-19,0,,1,0,
485,Victor Green,NOR,34,,13,1,0,24,0,24,2,2,0,1,0,0,,22,3,
486,William Green,CLE,24,rb,7,7,,,,,,0,5,1,0,0,,,,
487,Morlon Greenwood,MIA,25,RLB,16,11,0,0,0,0,1,,,,,,0.5,50,25,
488,Kelly Gregg,BAL,27,NT,16,15,,,,,,0,0,1,0,0,3.0,63,17,
489,Nick Greisen,NYG,24,,15,0,,,,,,,,,,,,5,5,
490,Cornelius Griffin,NYG,27,LDT,15,15,0,0,0,0,2,0,0,1,0,0,1.0,38,17,
491,Quentin Griffin,DEN,22,,10,1,,,,,,0,3,1,0,0,,1,0,
492,Justin Griffith,ATL,23,FB,16,11,,,,,,0,0,1,0,0,,1,0,
493,Robert Griffith,CLE,33,SS,16,16,2,3,0,3,7,1,0,0,0,0,,73,19,
494,DeJuan Groce,STL,23,,16,1,1,7,0,7,2,0,5,1,0,0,,18,2,
495,Rex Grossman,CHI,23,,3,3,,,,,,0,3,1,-1,0,,,,
496,Mario Haggan,BUF,23,,1,0,,,,,,,,,,,,1,0,
497,Clark Haggans,PIT,26,,16,2,0,0,0,0,1,1,0,0,0,0,1.0,19,9,
498,Az-Zahir Hakim,DET,26,WR,14,12,,,,,,0,2,0,0,0,,3,0,
499,Jermaine Haley,WAS,30,ldt,6,5,,,,,,,,,,,,11,2,
500,Carlos Hall,TEN,24,,16,4,,,,,,,,,,,3.0,29,8,
501,Cory Hall,ATL,27,FS,11,10,0,0,0,0,2,1,0,0,0,0,,25,5,
502,Dante Hall*+,KAN,25,,16,2,,,,,,0,3,0,0,0,,2,0,
503,James Hall,DET,26,RDE,16,16,,,,,,1,0,1,0,0,4.5,45,14,
504,John Hall,WAS,29,,16,0,,,,,,,,,,,,4,0,
505,Travis Hall,ATL,31,,15,2,0,0,0,0,1,,,,,,5.0,32,7,
506,Troy Hambrick,DAL,27,RB,16,16,,,,,,0,4,2,0,0,,1,0,
507,Bobby Hamilton,NWE,32,LDE,16,16,0,0,0,0,3,,,,,,,30,16,
508,Keith Hamilton,NYG,32,RDT,15,15,0,0,0,0,1,,,,,,1.5,43,14,
509,Ken Hamlin,SEA,22,FS,16,14,1,2,0,2,8,2,0,1,0,0,,76,20,
,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
510,Casey Hampton*,PIT,26,NT,16,16,0,0,0,0,2,,,,,,1.0,27,12,
511,William Hampton,CAR,28,,5,0,,,,,,,,,,,,3,1,
512,Norman Hand,SEA,31,,6,4,0,0,0,0,1,,,,,,1.0,4,6,
513,Omari Hand,SDG,23,,1,0,,,,,,,,,,,,2,0,
514,Cortez Hankton,JAX,22,,16,0,,,,,,,,,,,,5,0,
515,Karl Hankton,CAR,33,,14,0,,,,,,0,0,1,0,0,,9,1,
516,Chris Hanson,JAX,27,,5,0,,,,,,,,,,,,1,0,
517,Jason Hanson,DET,33,,16,0,,,,,,,,,,,,3,0,
518,Kevin Hardy,CIN,30,MLB,16,16,0,0,0,0,4,1,0,1,10,1,1.5,58,33,
519,Deveron Harper,NOR,26,,14,0,,,,,,0,0,1,0,0,,7,1,
520,Nick Harper,IND,29,RCB,16,13,4,121,1,75,14,,,,,,,84,14,
521,Joey Harrington,DET,25,QB,16,16,,,,,,0,6,3,-7,0,,,,
522,Al Harris,GNB,29,RCB,16,16,3,89,1,56,14,1,1,0,0,0,,45,2,
523,Antwan Harris,NWE,26,,13,1,0,0,0,0,1,,,,,,,12,8,
524,Arlen Harris,STL,23,,16,2,,,,,,0,3,2,0,0,,2,1,
525,Corey Harris,DET,34,SS,13,13,1,-1,0,-1,4,2,0,0,35,1,1.0,49,8,
526,Corey Harris,KAN,27,,3,0,,,,,,,,,,,,2,0,
