
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
29,Beanie Wells,ARI,21,,16,0,176,793,7,33,4.5,49.6,11.0,16,12,143,11.9,0,25,0.8,8.9,936,7,4
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
30,Mike Bell,NOR,26,,13,3,172,654,5,35,3.8,50.3,13.2,4,4,12,3.0,0,9,0.3,0.9,666,5,2
31,Ahmad Bradshaw,NYG,23,rb,15,1,163,778,7,38,4.8,51.9,10.9,30,21,207,9.9,0,55,1.4,13.8,985,7,3
32,LeSean McCoy,PHI,21,,16,4,155,637,4,66,4.1,39.8,9.7,55,40,308,7.7,0,45,2.5,19.3,945,4,2
33,Ronnie Brown,MIA,28,RB,9,9,147,648,8,45,4.4,72.0,16.3,20,14,98,7.0,0,27,1.6,10.9,746,8,1
34,Pierre Thomas,NOR,25,rb,14,6,147,793,6,34,5.4,56.6,10.5,45,39,302,7.7,2,36,2.8,21.6,1095,8,2
35,Tim Hightower,ARI,23,RB,16,16,143,598,8,50,4.2,37.4,8.9,80,63,428,6.8,0,23,3.9,26.8,1026,8,5
36,Jamal Lewis,CLE,30,RB,9,8,143,500,0,18,3.5,55.6,15.9,11,8,88,11.0,0,19,0.9,9.8,588,0,0
37,Jason Snelling,ATL,26,,14,2,142,613,4,31,4.3,43.8,10.1,39,30,259,8.6,1,38,2.1,18.5,872,5,2
38,Steve Slaton,HOU,23,RB,11,10,131,437,3,32,3.3,39.7,11.9,55,44,417,9.5,4,38,4.0,37.9,854,7,7
39,Justin Fargas,OAK,29,,12,4,129,491,3,35,3.8,40.9,10.8,21,17,113,6.6,0,14,1.4,9.4,604,3,1
40,Clinton Portis,WAS,28,RB,8,8,124,494,1,78,4.0,61.8,15.5,12,9,57,6.3,1,10,1.1,7.1,551,2,1
41,Michael Bush,OAK,25,rb,16,7,123,589,3,60,4.8,36.8,7.7,19,17,105,6.2,0,17,1.1,6.6,694,3,2
42,Correll Buckhalter,DEN,31,rb,14,7,120,642,1,45,5.4,45.9,8.6,38,31,240,7.7,0,30,2.2,17.1,882,1,3
43,Marshawn Lynch,BUF,23,rb,13,6,120,450,2,47,3.8,34.6,9.2,37,28,179,6.4,0,35,2.2,13.8,629,2,3
44,Felix Jones,DAL,22,,14,1,116,685,3,56,5.9,48.9,8.3,22,19,119,6.3,0,30,1.4,8.5,804,3,3
45,Justin Forsett,SEA,24,,16,2,114,619,4,35,5.4,38.7,7.1,57,41,350,8.5,1,47,2.6,21.9,969,5,4
46,Derrick Ward,TAM,29,,14,1,114,409,1,28,3.6,29.2,8.1,24,20,150,7.5,2,38,1.4,10.7,559,3,0
47,Willis McGahee,BAL,28,,16,1,109,544,12,77,5.0,34.0,6.8,22,15,85,5.7,2,14,0.9,5.3,629,14,1
48,Shonn Greene,NYJ,24,,14,0,108,540,2,33,5.0,38.6,7.7,,,,,,,,,540,2,3
49,Darren McFadden,OAK,22,rb,12,7,104,357,1,28,3.4,29.8,8.7,36,21,245,11.7,0,48,1.8,20.4,602,1,5
50,Ryan Moats,HOU,27,,14,2,101,390,4,17,3.9,27.9,7.2,15,13,106,8.2,1,20,0.9,7.6,496,5,3
51,Willie Parker,PIT,29,,14,3,98,389,0,34,4.0,27.8,7.0,7,6,64,10.7,1,27,0.4,4.6,453,1,2
52,Chester Taylor,MIN,30,,16,0,94,338,1,25,3.6,21.1,5.9,59,44,389,8.8,1,33,2.8,24.3,727,2,2
53,Maurice Morris,DET,30,,14,3,93,384,2,64,4.1,27.4,6.6,38,26,210,8.1,0,19,1.9,15.0,594,2,1
54,Darren Sproles,SDG,26,,16,2,93,343,3,21,3.7,21.4,5.8,57,45,497,11.0,4,81,2.8,31.1,840,7,3
55,Glen Coffee,SFO,22,,14,2,83,226,1,17,2.7,16.1,5.9,18,11,76,6.9,0,12,0.8,5.4,302,1,0
56,Chris Brown,HOU,28,,14,4,79,267,3,13,3.4,19.1,5.6,21,16,74,4.6,0,12,1.1,5.3,341,3,1
57,Donald Brown,IND,22,,11,1,78,281,3,45,3.6,25.5,7.1,14,11,169,15.4,0,72,1.0,15.4,450,3,1
58,David Garrard*,JAX,31,QB,16,16,77,323,3,30,4.2,20.2,4.8,,,,,,,,,323,3,14
59,Jerious Norwood,ATL,26,,10,4,76,252,0,21,3.3,25.2,7.6,22,19,186,9.8,1,38,1.9,18.6,438,1,1
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
60,Bernard Scott,CIN,25,,13,2,74,321,0,61,4.3,24.7,5.7,8,5,67,13.4,0,23,0.4,5.2,388,0,1
61,Sammy Morris,NWE,32,rb,12,5,73,319,2,55,4.4,26.6,6.1,27,19,180,9.5,0,35,1.6,15.0,499,2,2
62,Leon Washington,NYJ,27,,7,0,72,331,0,33,4.6,47.3,10.3,26,15,131,8.7,0,33,2.1,18.7,462,0,1
63,Reggie Bush,NOR,24,RB,14,8,70,390,5,55,5.6,27.9,5.0,68,47,335,7.1,3,29,3.4,23.9,725,8,4
64,Leonard Weaver*+,PHI,27,FB,16,8,70,323,2,41,4.6,20.2,4.4,26,15,140,9.3,2,59,0.9,8.8,463,4,0
65,Rock Cartwright,WAS,30,,16,2,64,228,0,34,3.6,14.3,4.0,32,27,242,9.0,1,51,1.7,15.1,470,1,0
66,Tashard Choice,DAL,25,,16,0,64,349,3,66,5.5,21.8,4.0,22,15,132,8.8,0,28,0.9,8.3,481,3,0
67,LenDale White,TEN,25,,13,0,64,222,2,11,3.5,17.1,4.9,5,3,14,4.7,0,7,0.2,1.1,236,2,1
68,Chris Jennings,CLE,24,,9,1,63,220,1,16,3.5,24.4,7.0,13,9,56,6.2,0,19,1.0,6.2,276,1,0
69,Fred Taylor,NWE,33,,6,1,63,269,4,19,4.3,44.8,10.5,3,2,17,8.5,0,13,0.3,2.8,286,4,1
70,Kevin Faulk,NWE,33,rb,15,7,62,335,2,29,5.4,22.3,4.1,53,37,301,8.1,1,38,2.5,20.1,636,3,1
71,Quinton Ganther,WAS,25,,8,4,62,201,3,13,3.2,25.1,7.8,10,9,99,11.0,0,42,1.1,12.4,300,3,0
72,Brian Westbrook,PHI,30,rb,8,7,61,274,1,25,4.5,34.3,7.6,34,25,181,7.2,1,34,3.1,22.6,455,2,0
73,Aaron Rodgers*,GNB,26,QB,16,16,58,316,5,35,5.4,19.8,3.6,,,,,,,,,316,5,10
74,Ladell Betts,WAS,30,,10,2,56,210,2,18,3.8,21.0,5.6,21,17,179,10.5,0,25,1.7,17.9,389,2,0
75,Josh Cribbs*+,CLE,26,WR,16,12,55,381,1,37,6.9,23.8,3.4,37,20,135,6.8,1,35,1.3,8.4,516,2,6
76,Vince Young*,TEN,26,QB,12,10,55,281,2,44,5.1,23.4,4.6,,,,,,,,,281,2,8
77,Arian Foster,HOU,23,,6,1,54,257,3,24,4.8,42.8,9.0,9,8,93,11.6,0,20,1.3,15.5,350,3,1
78,Matt Cassel,KAN,27,QB,15,15,50,189,0,13,3.8,12.6,3.3,,,,,,,,,189,0,14
79,Matt Schaub*,HOU,28,QB,16,16,48,57,0,19,1.2,3.6,3.0,,,,,,,,,57,0,3
80,Jason Campbell,WAS,28,QB,16,16,46,236,1,21,5.1,14.8,2.9,,,,,,,,,236,1,13
81,Edgerrin James,SEA,31,,7,0,46,125,0,10,2.7,17.9,6.6,3,3,19,6.3,0,7,0.4,2.7,144,0,1
82,Le'Ron McClain*,BAL,25,FB,16,14,46,180,2,20,3.9,11.3,2.9,27,21,141,6.7,0,19,1.3,8.8,321,2,0
83,Ahman Green,GNB,32,,8,0,41,160,1,26,3.9,20.0,5.1,5,3,18,6.0,0,12,0.4,2.3,178,1,0
84,Kahlil Bell,CHI,23,,7,0,40,220,0,72,5.5,31.4,5.7,3,1,4,4.0,0,4,0.1,0.6,224,0,0
85,Jay Cutler,CHI,26,QB,16,16,40,173,1,30,4.3,10.8,2.5,,,,,,,,,173,1,9
86,Ben Roethlisberger,PIT,27,QB,15,15,40,82,2,15,2.1,5.5,2.7,,,,,,,,,82,2,7
87,Rashad Jennings,JAX,24,,15,0,39,202,1,28,5.2,13.5,2.6,18,16,101,6.3,0,14,1.1,6.7,303,1,0
88,Carson Palmer,CIN,30,QB,16,16,39,93,3,15,2.4,5.8,2.4,,,,,,,,,93,3,6
89,Brandon Jackson,GNB,24,,12,0,37,111,2,9,3.0,9.3,3.1,26,21,187,8.9,1,17,1.8,15.6,298,3,1
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
90,Donovan McNabb*,PHI,33,QB,14,14,37,140,2,27,3.8,10.0,2.6,1,1,1,1.0,0,1,0.1,0.1,141,2,10
91,Lousaka Polite,MIA,28,FB,16,9,37,123,0,13,3.3,7.7,2.3,23,11,51,4.6,0,10,0.7,3.2,174,0,1
92,Mark Sanchez,NYJ,23,QB,15,15,36,106,3,14,2.9,7.1,2.4,,,,,,,,,106,3,10
93,Joe Flacco,BAL,24,QB,16,16,35,56,0,10,1.6,3.5,2.2,,,,,,,,,56,0,8
94,Lynell Hamilton,NOR,24,,9,1,35,125,2,19,3.6,13.9,3.9,7,5,48,9.6,0,16,0.6,5.3,173,2,0
95,Mewelde Moore,PIT,27,,16,0,35,118,0,15,3.4,7.4,2.2,31,21,153,7.3,2,19,1.3,9.6,271,2,0
96,Tony Romo*,DAL,29,QB,16,16,35,105,1,17,3.0,6.6,2.2,,,,,,,,,105,1,6
97,Marcus Mason,WAS,25,,10,0,32,127,0,20,4.0,12.7,3.2,7,6,58,9.7,0,17,0.6,5.8,185,0,0
98,Ryan Fitzpatrick,BUF,27,QB,10,8,31,141,1,31,4.5,14.1,3.1,,,,,,,,,141,1,3
99,Josh Freeman,TAM,21,QB,10,9,30,161,0,20,5.4,16.1,3.0,1,0,1,,0,1,0.0,0.1,162,0,10
100,Matt Ryan,ATL,24,QB,14,14,30,49,1,7,1.6,3.5,2.1,,,,,,,,,49,1,5
101,Tom Brady*,NWE,32,QB,16,16,29,44,1,9,1.5,2.8,1.8,,,,,,,,,44,1,4
102,Aaron Brown,DET,24,,15,2,27,131,0,19,4.9,8.7,1.8,15,9,84,9.3,1,26,0.6,5.6,215,1,0
103,Kenneth Darby,STL,27,,16,1,27,152,0,51,5.6,9.5,1.7,24,18,96,5.3,0,13,1.1,6.0,248,0,0
104,Brian Leonard,CIN,25,,14,1,27,84,0,11,3.1,6.0,1.9,35,30,217,7.2,0,18,2.1,15.5,301,0,1
105,BenJarvus Green-Ellis,NWE,24,,12,0,26,114,0,29,4.4,9.5,2.2,5,2,11,5.5,0,6,0.2,0.9,125,0,0
106,Mike Hart,IND,23,,9,0,26,70,1,15,2.7,7.8,2.9,8,5,54,10.8,0,14,0.6,6.0,124,1,0
107,Matt Hasselbeck,SEA,34,QB,14,14,26,119,0,23,4.6,8.5,1.9,,,,,,,,,119,0,11
108,Philip Rivers*,SDG,28,QB,16,16,26,50,1,15,1.9,3.1,1.6,,,,,,,,,50,1,6
109,LaMont Jordan,DEN,31,,9,0,25,86,0,13,3.4,9.6,2.8,,,,,,,,,86,0,0
110,Mike Tolbert,SDG,24,,16,3,25,148,1,32,5.9,9.3,1.6,22,17,192,11.3,3,66,1.1,12.0,340,4,1
111,Kyle Orton,DEN,27,QB,16,15,24,71,0,13,3.0,4.4,1.5,,,,,,,,,71,0,4
112,Alex Smith,SFO,25,QB,11,10,24,51,0,11,2.1,4.6,2.2,1,1,-6,-6.0,0,-6,0.1,-0.5,45,0,3
113,Michael Vick,PHI,29,,12,1,24,95,2,34,4.0,7.9,2.0,,,,,,,,,95,2,0
114,Michael Bennett,SDG,31,,6,0,23,65,0,14,2.8,10.8,3.8,7,6,65,10.8,0,33,1.0,10.8,130,0,0
115,Lex Hilliard,MIA,25,,16,0,23,89,1,18,3.9,5.6,1.4,20,20,158,7.9,2,18,1.3,9.9,247,3,0
116,Drew Brees*,NOR,30,QB,15,15,22,33,2,10,1.5,2.2,1.5,1,1,-4,-4.0,0,-4,0.1,-0.3,29,2,10
117,Mike Goodson,CAR,22,,8,0,22,49,0,11,2.2,6.1,2.8,2,2,15,7.5,0,13,0.3,1.9,64,0,1
118,Josh Johnson,TAM,23,,6,4,22,148,0,29,6.7,24.7,3.7,,,,,,,,,148,0,7
119,Garrett Wolfe,CHI,25,,8,0,22,120,1,36,5.5,15.0,2.8,3,2,12,6.0,0,12,0.3,1.5,132,1,0
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
120,Jacob Hester,SDG,24,FB,15,10,21,74,0,15,3.5,4.9,1.4,11,9,24,2.7,0,5,0.6,1.6,98,0,1
121,Kurt Warner,ARI,38,QB,15,15,21,10,0,10,0.5,0.7,1.4,,,,,,,,,10,0,11
122,Pat White,MIA,23,,13,0,21,81,0,33,3.9,6.2,1.6,,,,,,,,,81,0,1
123,Brad Hoover,CAR,33,,11,4,20,52,1,18,2.6,4.7,1.8,9,4,23,5.8,1,12,0.4,2.1,75,2,1
124,Brady Quinn,CLE,25,QB,10,9,20,98,1,24,4.9,9.8,2.0,1,1,18,18.0,0,18,0.1,1.8,116,1,4
125,Matthew Stafford,DET,21,QB,10,10,20,108,2,21,5.4,10.8,2.0,,,,,,,,,108,2,4
126,Peyton Manning*+,IND,33,QB,16,16,19,-13,0,3,-0.7,-0.8,1.2,,,,,,,,,-13,0,2
127,Daunte Culpepper,DET,32,qb,8,5,18,91,0,32,5.1,11.4,2.3,,,,,,,,,91,0,4
128,Bruce Gradkowski,OAK,26,,7,4,18,108,0,21,6.0,15.4,2.6,,,,,,,,,108,0,5
129,JaMarcus Russell,OAK,24,QB,12,9,18,44,0,15,2.4,3.7,1.5,,,,,,,,,44,0,9
130,Brad Smith,NYJ,26,,13,2,18,207,1,57,11.5,15.9,1.4,12,7,63,9.0,0,19,0.5,4.8,270,1,0
131,Jake Delhomme,CAR,34,QB,11,11,17,60,0,11,3.5,5.5,1.5,,,,,,,,,60,0,6
132,Tarvaris Jackson,MIN,26,,8,0,17,-10,0,6,-0.6,-1.3,2.1,,,,,,,,,-10,0,0
133,Eli Manning,NYG,28,QB,16,16,17,65,0,14,3.8,4.1,1.1,,,,,,,,,65,0,13
134,Chad Henne,MIA,24,QB,14,13,16,32,1,12,2.0,2.3,1.1,,,,,,,,,32,1,4
135,Seneca Wallace,SEA,29,,13,2,16,2,1,10,0.1,0.2,1.2,3,2,29,14.5,0,24,0.2,2.2,31,1,5
136,Eldra Buckley,PHI,24,,16,0,15,44,1,9,2.9,2.8,0.9,,,,,,,,,44,1,0
137,Jerome Felton,DET,23,FB,13,8,15,46,0,10,3.1,3.5,1.2,17,13,133,10.2,0,27,1.0,10.2,179,0,0
138,Percy Harvin*,MIN,21,WR,15,8,15,135,0,35,9.0,9.0,1.0,91,60,790,13.2,6,51,4.0,52.7,925,6,1
139,Chad Simpson,IND,24,,14,0,15,102,2,31,6.8,7.3,1.1,4,3,1,0.3,0,5,0.2,0.1,103,2,0
140,Kolby Smith,KAN,25,,4,0,15,33,0,12,2.2,8.3,3.8,2,2,9,4.5,0,5,0.5,2.3,42,0,0
141,Danny Woodhead,NYJ,24,,10,0,15,64,0,16,4.3,6.4,1.5,14,8,87,10.9,0,24,0.8,8.7,151,0,0
142,Tim Castille,KAN,25,,7,0,14,55,0,16,3.9,7.9,2.0,6,4,37,9.3,1,20,0.6,5.3,92,1,1
143,Trent Edwards,BUF,26,qb,8,7,14,106,0,20,7.6,13.3,1.8,,,,,,,,,106,0,1
144,Samkon Gado,STL,27,,15,0,14,26,0,11,1.9,1.7,0.9,3,3,25,8.3,0,13,0.2,1.7,51,0,0
145,Earnest Graham,TAM,29,rb,13,6,14,66,0,17,4.7,5.1,1.1,22,14,109,7.8,0,16,1.1,8.4,175,0,0
146,Moran Norris,SFO,31,rb,16,7,14,41,1,15,2.9,2.6,0.9,11,7,31,4.4,0,11,0.4,1.9,72,1,1
147,Kyle Boller,STL,28,,7,4,13,76,0,16,5.8,10.9,1.9,,,,,,,,,76,0,2
148,Peyton Hillis,DEN,23,,14,2,13,54,1,13,4.2,3.9,0.9,6,4,19,4.8,0,6,0.3,1.4,73,1,1
149,Gartrell Johnson,NYG,23,,10,0,13,43,0,11,3.3,4.3,1.3,,,,,,,,,43,0,0
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
150,Danny Ware,NYG,24,,8,0,13,73,1,14,5.6,9.1,1.6,4,3,15,5.0,0,14,0.4,1.9,88,1,1
151,Kellen Clemens,NYJ,26,,10,1,12,1,0,6,0.1,0.1,1.2,,,,,,,,,1,0,2
152,Matt Moore,CAR,25,qb,7,5,12,-3,0,5,-0.3,-0.4,1.7,,,,,,,,,-3,0,2
153,Tyrell Sutton,CAR,23,,7,1,12,68,0,20,5.7,9.7,1.7,11,6,62,10.3,0,13,0.9,8.9,130,0,0
154,Mike Thomas,JAX,22,,14,4,12,86,0,22,7.2,6.1,0.9,62,48,453,9.4,1,28,3.4,32.4,539,1,1
155,Albert Young,MIN,24,,7,0,12,53,0,10,4.4,7.6,1.7,,,,,,,,,53,0,0
156,Kerry Collins,TEN,37,qb,7,6,11,15,1,10,1.4,2.1,1.6,,,,,,,,,15,1,3
157,DeSean Jackson*,PHI,23,WR,15,15,11,137,1,67,12.5,9.1,0.7,117,62,1156,18.6,9,71,4.1,77.1,1293,10,3
158,Chris Ogbonnaya,STL,23,,2,0,11,50,0,18,4.5,25.0,5.5,2,1,19,19.0,0,19,0.5,9.5,69,0,0
159,Derek Anderson,CLE,26,qb,8,7,10,8,2,3,0.8,1.0,1.3,,,,,,,,,8,2,5
160,Brian Hoyer,NWE,24,,5,0,10,25,1,20,2.5,5.0,2.0,,,,,,,,,25,1,0
161,Dantrell Savage,KAN,24,,5,0,10,45,0,11,4.5,9.0,2.0,11,7,51,7.3,0,12,1.4,10.2,96,0,1
162,David Carr,NYG,30,,6,0,9,27,1,12,3.0,4.5,1.5,,,,,,,,,27,1,1
163,Jason Davis,CLE,26,,2,0,9,15,0,5,1.7,7.5,4.5,5,4,5,1.3,0,2,2.0,2.5,20,0,0
164,Brett Favre*,MIN,40,QB,16,16,9,7,0,4,0.8,0.4,0.6,1,1,-2,-2.0,0,-2,0.1,-0.1,5,0,2
165,Matt Leinart,ARI,26,,8,1,9,-6,0,1,-0.7,-0.8,1.1,,,,,,,,,-6,0,1
166,Drew Stanton,DET,25,,3,1,9,33,1,11,3.7,11.0,3.0,,,,,,,,,33,1,1
167,Billy Volek,SDG,33,,4,0,9,-9,0,-1,-1.0,-2.3,2.3,,,,,,,,,-9,0,0
168,Marc Bulger,STL,32,QB,9,8,8,22,0,7,2.8,2.4,0.9,,,,,,,,,22,0,6
169,Shaun Hill,SFO,29,qb,6,6,8,70,0,22,8.8,11.7,1.3,,,,,,,,,70,0,3
170,John Kuhn,GNB,27,fb,14,6,8,18,1,5,2.3,1.3,0.6,7,7,47,6.7,2,14,0.5,3.4,65,3,0
171,Louis Rankin,2TM,24,,9,0,8,36,0,12,4.5,4.0,0.9,7,5,33,6.6,0,14,0.6,3.7,69,0,1
172,Javon Ringer,TEN,22,,7,0,8,48,0,32,6.0,6.9,1.1,,,,,,,,,48,0,0
173,Troy Smith,BAL,25,,4,0,8,31,1,15,3.9,7.8,2.0,,,,,,,,,31,1,0
174,Eric Weems,ATL,24,,16,0,8,53,0,31,6.6,3.3,0.5,6,6,50,8.3,2,30,0.4,3.1,103,2,3
175,Jackie Battle,KAN,26,,5,0,7,21,0,12,3.0,4.2,1.4,2,2,-3,-1.5,0,3,0.4,-0.6,18,0,0
176,Ted Ginn,MIA,24,WR,16,12,7,48,0,22,6.9,3.0,0.4,78,38,454,11.9,1,53,2.4,28.4,502,1,2
177,Calvin Johnson,DET,24,WR,14,14,7,73,0,19,10.4,5.2,0.5,137,67,984,14.7,5,75,4.8,70.3,1057,5,3
178,Brandon Marshall*,DEN,25,WR,15,13,7,39,0,14,5.6,2.6,0.5,154,101,1120,11.1,10,75,6.7,74.7,1159,10,0
179,Adrian Peterson,CHI,30,,14,0,7,51,0,15,7.3,3.6,0.5,2,2,11,5.5,0,7,0.1,0.8,62,0,0
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
180,Tony Richardson,NYJ,38,FB,16,10,7,48,0,19,6.9,3.0,0.4,5,3,10,3.3,0,5,0.2,0.6,58,0,0
181,Patrick Cobbs,MIA,26,,5,0,6,36,0,19,6.0,7.2,1.2,4,3,23,7.7,0,10,0.6,4.6,59,0,0
182,Devin Hester,CHI,27,WR,13,12,6,-1,0,7,-0.2,-0.1,0.5,91,57,757,13.3,3,48,4.4,58.2,756,3,3
183,Byron Leftwich,TAM,29,,3,3,6,6,0,4,1.0,2.0,2.0,,,,,,,,,6,0,2
184,Robert Meachem,NOR,25,wr,16,7,6,82,0,41,13.7,5.1,0.4,64,45,722,16.0,9,54,2.8,45.1,804,9,2
185,Louis Murphy,OAK,22,WR,16,9,6,31,0,13,5.2,1.9,0.4,96,34,521,15.3,4,75,2.1,32.6,552,4,0
186,Terrell Owens,BUF,36,WR,16,16,6,54,1,29,9.0,3.4,0.4,109,55,829,15.1,5,98,3.4,51.8,883,6,1
187,Chris Redman,ATL,32,,6,2,6,4,0,5,0.7,0.7,1.0,,,,,,,,,4,0,1
188,LaRod Stephens-Howling,ARI,22,,16,2,6,15,0,5,2.5,0.9,0.4,18,10,83,8.3,1,15,0.6,5.2,98,1,1
