
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
188,Steve Beuerlein,DEN,37,,8,3,5,9,1,8,1.8,1.1,0.6,,,,,,,,,9,1,4
189,Joe Burns,BUF,23,,10,0,5,7,0,6,1.4,0.7,0.5,,,,,,,,,7,0,0
190,Jim Finn,IND,26,,12,2,5,8,0,5,1.6,0.7,0.4,9,6,31,5.2,0,12,0.5,2.6,39,0,2
191,Joel Makovicka,ARI,27,,12,1,5,54,0,22,10.8,4.5,0.4,19,15,81,5.4,3,17,1.3,6.8,135,3,0
192,Jamie Martin,STL,32,qb,5,2,5,6,0,5,1.2,1.2,1.0,,,,,,,,,6,0,2
193,Tim Rattay,SFO,25,,4,0,5,0,0,5,0.0,0.0,1.3,,,,,,,,,0,0,2
194,Terrelle Smith,NOR,24,FB,16,8,5,11,0,5,2.2,0.7,0.3,13,9,30,3.3,0,10,0.6,1.9,41,0,1
195,Chris Weinke,CAR,30,,6,1,5,9,0,13,1.8,1.5,0.8,,,,,,,,,9,0,0
196,Jake Delhomme,NOR,27,,4,0,4,-2,0,6,-0.5,-0.5,1.0,,,,,,,,,-2,0,0
197,Reuben Droughns,DEN,24,,16,0,4,11,1,9,2.8,0.7,0.3,7,5,53,10.6,1,22,0.3,3.3,64,2,0
198,Eddie Drummond,DET,22,,9,0,4,38,0,23,9.5,4.2,0.4,3,2,-3,-1.5,0,-1,0.2,-0.3,35,0,2
199,Gus Frerotte,CIN,31,,4,3,4,22,0,9,5.5,5.5,1.0,,,,,,,,,22,0,2
200,Joey Galloway,DAL,31,WR,16,16,4,31,0,21,7.8,1.9,0.3,120,61,908,14.9,6,80,3.8,56.8,939,6,2
201,Az-Zahir Hakim,DET,25,WR,10,10,4,3,0,10,0.8,0.3,0.4,82,37,541,14.6,3,64,3.7,54.1,544,3,0
202,Todd Heap*,BAL,22,TE,16,16,4,38,0,15,9.5,2.4,0.3,122,68,836,12.3,6,43,4.3,52.3,874,6,0
203,Shaun King,TAM,25,,3,1,4,25,0,15,6.3,8.3,1.3,,,,,,,,,25,0,0
204,Ashley Lelie,DEN,22,,16,1,4,40,0,24,10.0,2.5,0.3,53,35,525,15.0,2,48,2.2,32.8,565,2,0
205,Scottie Montgomery,DEN,24,,15,0,4,27,0,28,6.8,1.8,0.3,6,4,51,12.8,1,21,0.3,3.4,78,1,0
206,Chad Morton,NYJ,25,,16,0,4,8,0,6,2.0,0.5,0.3,5,3,19,6.3,0,8,0.2,1.2,27,0,1
207,Patrick Pass,NWE,25,,15,0,4,27,0,13,6.8,1.8,0.3,,,,,,,,,27,0,0
208,Jerry Porter,OAK,24,WR,16,14,4,6,0,4,1.5,0.4,0.3,70,51,688,13.5,9,36,3.2,43.0,694,9,0
209,J.R. Redmond,NWE,25,,9,0,4,2,0,5,0.5,0.2,0.4,3,2,5,2.5,0,3,0.2,0.6,7,0,0
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
210,Akili Smith,CIN,27,,1,1,4,5,0,3,1.3,5.0,4.0,,,,,,,,,5,0,1
211,Matt Allen,NYG,25,,14,0,3,23,0,13,7.7,1.6,0.2,,,,,,,,,23,0,1
212,Troy Brown,NWE,31,WR,14,13,3,14,0,21,4.7,1.0,0.2,141,97,890,9.2,3,38,6.9,63.6,904,3,4
213,Isaac Bruce,STL,30,WR,16,16,3,18,0,13,6.0,1.1,0.2,130,79,1075,13.6,7,34,4.9,67.2,1093,7,2
214,Tim Carter,NYG,23,,5,0,3,28,0,13,9.3,5.6,0.6,3,2,37,18.5,0,27,0.4,7.4,65,0,1
215,Rock Cartwright,WAS,23,,16,0,3,22,0,20,7.3,1.4,0.2,13,11,121,11.0,1,22,0.7,7.6,143,1,1
216,Andre' Davis,CLE,23,,16,4,3,7,0,9,2.3,0.4,0.2,51,37,420,11.4,6,31,2.3,26.3,427,6,1
217,Troy Edwards,STL,25,,14,0,3,21,0,27,7.0,1.5,0.2,24,18,157,8.7,2,48,1.3,11.2,178,2,1
218,James Hodgins,STL,25,FB,9,8,3,7,0,5,2.3,0.8,0.3,10,9,47,5.2,0,11,1.0,5.2,54,0,0
219,Richard Huntley,DET,30,,3,1,3,4,0,3,1.3,1.3,1.0,,,,,,,,,4,0,0
220,Darrell Jackson,SEA,24,WR,13,13,3,3,0,4,1.0,0.2,0.2,112,62,877,14.1,4,48,4.8,67.5,880,4,3
221,MarTay Jenkins,ARI,27,,8,1,3,6,0,10,2.0,0.8,0.4,43,21,250,11.9,1,65,2.6,31.3,256,1,0
222,Randy Jordan,OAK,32,,14,0,3,14,1,12,4.7,1.0,0.2,4,2,19,9.5,0,15,0.1,1.4,33,1,0
223,Kevin Kasper,3TM,25,,13,4,3,19,0,9,6.3,1.5,0.2,24,15,180,12.0,3,24,1.2,13.8,199,3,1
224,Rob Konrad,MIA,26,FB,16,12,3,2,0,2,0.7,0.1,0.2,45,34,233,6.9,3,19,2.1,14.6,235,3,2
225,Jermaine Lewis,HOU,28,,12,2,3,8,0,5,2.7,0.7,0.3,8,2,41,20.5,0,33,0.2,3.4,49,0,3
226,Quincy Morgan,CLE,25,WR,16,16,3,7,0,11,2.3,0.4,0.2,97,56,964,17.2,7,78,3.5,60.3,971,7,2
227,Muhsin Muhammad,CAR,29,WR,14,14,3,40,0,20,13.3,2.9,0.2,108,63,823,13.1,3,42,4.5,58.8,863,3,0
228,Neil O'Donnell,TEN,36,,4,0,3,-3,0,-1,-1.0,-0.8,0.8,,,,,,,,,-3,0,0
229,Peerless Price,BUF,26,WR,16,16,3,-13,0,1,-4.3,-0.8,0.2,148,94,1252,13.3,9,73,5.9,78.3,1239,9,2
230,Jerry Rice*,OAK,40,WR,16,16,3,20,0,12,6.7,1.3,0.2,150,92,1211,13.2,7,75,5.8,75.7,1231,7,1
231,Frank Sanders,ARI,29,WR,12,12,3,2,0,5,0.7,0.2,0.3,58,34,400,11.8,2,37,2.8,33.3,402,2,0
232,Dez White,CHI,23,WR,16,14,3,11,0,21,3.7,0.7,0.2,94,51,656,12.9,4,76,3.2,41.0,667,4,1
233,Karl Williams,TAM,31,,16,2,3,-5,0,0,-1.7,-0.3,0.2,11,7,77,11.0,1,17,0.4,4.8,72,1,0
234,David Boston,ARI,24,WR,8,8,2,29,0,22,14.5,3.6,0.3,75,32,512,16.0,1,34,4.0,64.0,541,1,0
235,Corey Bradford,HOU,27,WR,16,16,2,-11,0,0,-5.5,-0.7,0.1,106,45,697,15.5,6,81,2.8,43.6,686,6,0
236,Deion Branch,NWE,23,wr,13,7,2,0,0,4,0.0,0.0,0.2,68,43,489,11.4,2,49,3.3,37.6,489,2,1
237,Reche Caldwell,SDG,23,,16,2,2,9,0,6,4.5,0.6,0.1,43,22,208,9.5,3,26,1.4,13.0,217,3,3
238,Rohan Davey,NWE,24,,2,0,2,-4,0,-2,-2.0,-2.0,1.0,,,,,,,,,-4,0,0
239,Autry Denson,IND,26,,1,0,2,2,0,3,1.0,2.0,2.0,,,,,,,,,2,0,0
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
240,Koy Detmer,PHI,29,,14,1,2,4,1,3,2.0,0.3,0.1,,,,,,,,,4,1,1
241,Kevin Dyson,TEN,27,WR,11,11,2,-4,0,5,-2.0,-0.4,0.2,69,41,460,11.2,4,40,3.7,41.8,456,4,1
242,Jeff Feagles,SEA,36,,16,0,2,-23,0,-8,-11.5,-1.4,0.1,,,,,,,,,-23,0,1
243,Jacquez Green,2TM,26,,10,0,2,9,0,8,4.5,0.9,0.2,21,5,94,18.8,0,44,0.5,9.4,103,0,1
244,Karl Hankton,CAR,32,,16,1,2,-4,0,2,-2.0,-0.3,0.1,17,9,146,16.2,0,31,0.6,9.1,142,0,0
245,Marvin Harrison*+,IND,30,WR,16,16,2,10,0,8,5.0,0.6,0.1,205,143,1722,12.0,11,69,8.9,107.6,1732,11,0
246,Torry Holt,STL,26,WR,16,11,2,18,0,14,9.0,1.1,0.1,160,91,1302,14.3,4,58,5.7,81.4,1320,4,1
247,Delvin Joyce,NYG,24,,12,0,2,2,0,1,1.0,0.2,0.2,2,1,5,5.0,0,5,0.1,0.4,7,0,3
248,Ed McCaffrey,DEN,34,WR,16,16,2,22,0,17,11.0,1.4,0.1,103,69,903,13.1,2,69,4.3,56.4,925,2,1
249,Justin McCareins,TEN,24,,16,1,2,18,0,16,9.0,1.1,0.1,48,19,301,15.8,2,55,1.2,18.8,319,2,0
250,Fred McCrary,SDG,30,FB,16,16,2,1,0,2,0.5,0.1,0.1,31,22,96,4.4,3,25,1.4,6.0,97,3,1
251,Eric Metcalf,GNB,34,,1,0,2,7,0,5,3.5,7.0,2.0,,,,,,,,,7,0,1
252,Sammy Morris,BUF,25,,16,0,2,5,0,5,2.5,0.3,0.1,4,3,48,16.0,0,18,0.2,3.0,53,0,0
253,David Patten,NWE,28,WR,16,14,2,6,0,7,3.0,0.4,0.1,120,61,824,13.5,5,39,3.8,51.5,830,5,0
254,Sage Rosenfels,MIA,24,,4,0,2,-9,0,-2,-4.5,-2.3,0.5,,,,,,,,,-9,0,0
255,Tom Rouen,3TM,34,,12,0,2,0,0,0,0.0,0.0,0.2,,,,,,,,,0,0,2
256,Cory Sauter,CHI,28,,1,0,2,8,0,7,4.0,8.0,2.0,,,,,,,,,8,0,0
257,Donte' Stallworth,NOR,22,wr,13,7,2,2,0,4,1.0,0.2,0.2,69,42,594,14.1,8,57,3.2,45.7,596,8,0
258,Vinny Testaverde,NYJ,39,,5,4,2,23,0,24,11.5,4.6,0.4,,,,,,,,,23,0,2
259,Marques Tuiasosopo,OAK,23,,3,0,2,-3,0,-1,-1.5,-1.0,0.7,,,,,,,,,-3,0,0
260,Troy Walters,IND,26,,16,1,2,33,0,17,16.5,2.1,0.1,25,18,207,11.5,0,27,1.1,12.9,240,0,7
261,David Akers*,PHI,28,,16,0,1,10,0,10,10.0,0.6,0.1,,,,,,,,,10,0,0
262,Champ Bailey*,WAS,24,LCB,16,16,1,4,0,4,4.0,0.3,0.1,,,,,,,,,4,0,4
263,Todd Bouman,MIN,30,,1,0,1,9,0,9,9.0,9.0,1.0,,,,,,,,,9,0,2
264,Isaac Byrd,CAR,28,,13,3,1,0,0,0,0.0,0.0,0.1,31,14,164,11.7,1,31,1.1,12.6,164,1,1
265,Kelly Campbell,MIN,22,,6,2,1,11,0,11,11.0,1.8,0.2,32,13,176,13.5,3,32,2.2,29.3,187,3,1
266,Todd Collins,KAN,31,,3,0,1,7,0,7,7.0,2.3,0.3,,,,,,,,,7,0,0
267,Greg Comella,TEN,27,fb,12,7,1,0,0,0,0.0,0.0,0.1,15,10,70,7.0,0,17,0.8,5.8,70,0,1
268,Nick Davis,MIN,23,,15,0,1,11,0,11,11.0,0.7,0.1,,,,,,,,,11,0,4
269,Doug Flutie,SDG,40,,1,0,1,6,0,6,6.0,6.0,1.0,,,,,,,,,6,0,0
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
270,Rod Gardner,WAS,25,WR,16,15,1,1,0,1,1.0,0.1,0.1,141,71,1006,14.2,8,43,4.4,62.9,1007,8,1
271,Jay Graham,GNB,27,,3,0,1,3,0,3,3.0,1.0,0.3,2,2,6,3.0,0,4,0.7,2.0,9,0,0
272,Craig Hentrich,TEN,31,,16,0,1,5,0,5,5.0,0.3,0.1,,,,,,,,,5,0,0
273,Chris Hetherington,STL,30,,6,4,1,0,0,0,0.0,0.0,0.2,2,1,2,2.0,0,2,0.2,0.3,2,0,0
274,Ike Hilliard,NYG,26,wr,7,7,1,7,0,7,7.0,1.0,0.1,47,27,386,14.3,2,38,3.9,55.1,393,2,0
275,Joe Horn*,NOR,30,WR,16,16,1,2,0,2,2.0,0.1,0.1,149,88,1312,14.9,7,63,5.5,82.0,1314,7,1
276,Damon Huard,NWE,29,,2,0,1,4,0,4,4.0,2.0,0.5,,,,,,,,,4,0,0
277,Javin Hunter,BAL,22,,12,3,1,9,0,9,9.0,0.8,0.1,11,5,35,7.0,0,8,0.4,2.9,44,0,2
278,John Jett,DET,34,,16,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,1
279,Bryan Johnson,WAS,24,FB,16,12,1,0,0,0,0.0,0.0,0.1,19,15,114,7.6,0,23,0.9,7.1,114,0,0
280,Patrick Johnson,JAX,26,wr,9,6,1,-9,0,-9,-9.0,-1.0,0.1,24,9,187,20.8,2,79,1.0,20.8,178,2,0
281,Daryl Jones,NYG,23,wr,13,6,1,4,0,4,4.0,0.3,0.1,16,8,90,11.3,0,32,0.6,6.9,94,0,1
282,Micah Knorr,2TM,27,,15,0,1,-10,0,0,-10.0,-0.7,0.1,,,,,,,,,-10,0,0
283,Sean Landeta,PHI,40,,12,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,1
284,George Layne,ATL,24,,2,0,1,5,0,5,5.0,2.5,0.5,2,2,11,5.5,0,6,1.0,5.5,16,0,1
285,Michael Lewis*+,NOR,31,,16,0,1,15,0,15,15.0,0.9,0.1,19,8,200,25.0,0,59,0.5,12.5,215,0,6
286,Cecil Martin,PHI,27,FB,16,9,1,-4,0,-4,-4.0,-0.3,0.1,22,15,126,8.4,0,53,0.9,7.9,122,0,1
287,Brad Maynard,CHI,28,,16,0,1,20,0,20,20.0,1.3,0.1,,,,,,,,,20,0,0
288,Fred McAfee*,NOR,34,,11,0,1,11,0,11,11.0,1.0,0.1,,,,,,,,,11,0,0
289,Darnerien McCants,WAS,24,,9,1,1,9,0,9,9.0,1.0,0.1,41,21,256,12.2,2,32,2.3,28.4,265,2,1
290,Keenan McCardell,TAM,32,WR,14,14,1,3,0,3,3.0,0.2,0.1,101,61,670,11.0,6,65,4.4,47.9,673,6,1
291,Josh McCown,ARI,23,,2,0,1,20,0,20,20.0,10.0,0.5,,,,,,,,,20,0,1
292,Randy McMichael,MIA,23,TE,16,16,1,8,0,8,8.0,0.5,0.1,68,39,485,12.4,4,45,2.4,30.3,493,4,1
293,Ahmad Merritt,CHI,25,,12,3,1,5,0,5,5.0,0.4,0.1,26,14,100,7.1,0,25,1.2,8.3,105,0,3
294,Brian Moorman,BUF,26,,16,0,1,-6,0,-6,-6.0,-0.4,0.1,,,,,,,,,-6,0,0
295,Eric Moulds*,BUF,29,WR,16,15,1,7,0,7,7.0,0.4,0.1,180,100,1292,12.9,10,70,6.3,80.8,1299,10,1
296,Jesse Palmer,NYG,24,,2,0,1,-3,0,-3,-3.0,-1.5,0.5,,,,,,,,,-3,0,0
297,Doug Pederson,GNB,34,,16,0,1,-1,0,-1,-1.0,-0.1,0.1,,,,,,,,,-1,0,0
298,Todd Pinkston,PHI,25,WR,15,15,1,-15,0,-15,-15.0,-1.0,0.1,113,60,798,13.3,7,42,4.0,53.2,783,7,2
299,Scott Player,ARI,33,,16,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,2
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
300,Stanley Pritchett,CHI,29,,16,2,1,2,0,2,2.0,0.1,0.1,27,19,165,8.7,1,24,1.2,10.3,167,1,0
301,Jonathan Quinn,KAN,27,,1,0,1,-1,0,-1,-1.0,-1.0,1.0,,,,,,,,,-1,0,0
302,Kyle Richardson,MIN,29,,16,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,0
303,Darnay Scott,DAL,30,,15,1,1,14,0,14,14.0,0.9,0.1,35,22,218,9.9,1,17,1.5,14.5,232,1,0
304,Rod Smart,CAR,25,,16,0,1,2,0,2,2.0,0.1,0.1,,,,,,,,,2,0,0
305,Jimmy Smith,JAX,33,WR,16,16,1,2,0,2,2.0,0.1,0.1,137,80,1027,12.8,7,47,5.0,64.2,1029,7,0
306,Steve Smith,CAR,23,WR,15,13,1,-4,0,-4,-4.0,-0.3,0.1,98,54,872,16.1,3,69,3.6,58.1,868,3,5
307,Jerald Sowell,NYJ,28,,16,0,1,0,0,0,0.0,0.0,0.1,13,9,85,9.4,1,31,0.6,5.3,85,1,0
308,Chad Stanley,HOU,26,,16,0,1,6,0,6,6.0,0.4,0.1,,,,,,,,,6,0,0
309,Reggie Swinton,DAL,27,,14,0,1,23,0,23,23.0,1.6,0.1,10,7,63,9.0,0,16,0.5,4.5,86,0,1
310,John Tait,KAN,27,RT,16,16,1,28,0,28,28.0,1.8,0.1,,,,,,,,,28,0,0
311,Amani Toomer,NYG,28,WR,16,16,1,2,0,2,2.0,0.1,0.1,134,82,1343,16.4,8,82,5.1,83.9,1345,8,0
312,Stephen Trejo,DET,25,,16,0,1,0,0,0,0.0,0.0,0.1,4,2,13,6.5,0,8,0.1,0.8,13,0,0
313,Tom Tupa,TAM,36,,16,0,1,-9,0,-9,-9.0,-0.6,0.1,,,,,,,,,-9,0,0
314,Matt Turk,NYJ,34,,16,0,1,14,0,14,14.0,0.9,0.1,,,,,,,,,14,0,1
315,Javon Walker,GNB,24,,15,2,1,11,0,11,11.0,0.7,0.1,50,23,319,13.9,1,30,1.5,21.3,330,1,1
316,Michael Westbrook,CIN,30,,9,4,1,1,0,1,1.0,0.1,0.1,26,8,94,11.8,2,26,0.9,10.4,95,2,0
317,Dave Zastudil,BAL,24,,16,0,1,-12,0,-12,-12.0,-0.8,0.1,,,,,,,,,-12,0,0
