
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
192,Lee Evans,BUF,23,WR,16,11,5,85,0,48,17.0,5.3,0.3,74,48,843,17.6,9,69,3.0,52.7,928,9,1
193,Doug Flutie,SDG,42,,2,1,5,39,2,20,7.8,19.5,2.5,,,,,,,,,39,2,0
194,Rich Gannon,OAK,39,,3,3,5,26,0,20,5.2,8.7,1.7,,,,,,,,,26,0,3
195,Brad Johnson,TAM,36,,4,4,5,23,0,7,4.6,5.8,1.3,,,,,,,,,23,0,2
196,Eric Moulds,BUF,31,WR,16,16,5,19,0,12,3.8,1.2,0.3,152,88,1043,11.9,5,49,5.5,65.2,1062,5,1
197,James Mungro,IND,26,,15,0,5,19,0,8,3.8,1.3,0.3,8,7,36,5.1,3,16,0.5,2.4,55,3,0
198,Rod Smith,DEN,34,WR,16,16,5,33,0,14,6.6,2.1,0.3,136,79,1144,14.5,7,85,4.9,71.5,1177,7,4
199,Darius Watts,DEN,23,,16,2,5,33,0,10,6.6,2.1,0.3,53,31,385,12.4,1,28,1.9,24.1,418,1,1
200,Reche Caldwell,SDG,25,wr,6,6,4,45,0,20,11.3,7.5,0.7,29,18,310,17.2,3,58,3.0,51.7,355,3,1
201,Kerry Carter,SEA,24,,16,0,4,15,0,6,3.8,0.9,0.3,,,,,,,,,15,0,0
202,Antonio Chatman,GNB,25,,16,2,4,36,0,18,9.0,2.3,0.3,45,22,246,11.2,1,21,1.4,15.4,282,1,3
203,Rohan Davey,NWE,26,,4,0,4,-1,0,3,-0.3,-0.3,1.0,,,,,,,,,-1,0,0
204,Tim Dwight,SDG,29,,12,0,4,54,0,48,13.5,4.5,0.3,5,2,31,15.5,1,23,0.2,2.6,85,1,0
205,Omar Easy,KAN,27,,15,0,4,1,0,4,0.3,0.1,0.3,,,,,,,,,1,0,0
206,Jabar Gaffney,HOU,24,WR,16,12,4,30,0,10,7.5,1.9,0.3,68,41,632,15.4,2,69,2.6,39.5,662,2,1
207,Andre Johnson*,HOU,23,WR,16,16,4,12,0,14,3.0,0.8,0.3,138,79,1142,14.5,6,54,4.9,71.4,1154,6,1
208,Chad Johnson*,CIN,26,WR,16,16,4,39,0,18,9.8,2.4,0.3,170,95,1274,13.4,9,53,5.9,79.6,1313,9,1
209,Vick King,MIA,24,,2,0,4,9,0,3,2.3,4.5,2.0,2,1,8,8.0,0,8,0.5,4.0,17,0,0
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
210,Dan Kreider,PIT,27,FB,16,9,4,18,0,6,4.5,1.1,0.3,14,10,75,7.5,1,13,0.6,4.7,93,1,0
211,Greg Lewis,PHI,24,,16,3,4,16,0,11,4.0,1.0,0.3,37,17,183,10.8,0,25,1.1,11.4,199,0,0
212,Shaun McDonald,STL,23,,16,0,4,0,0,7,0.0,0.0,0.3,68,37,494,13.4,3,52,2.3,30.9,494,3,4
213,Eric Parker,SDG,25,WR,15,13,4,53,0,38,13.3,3.5,0.3,71,47,690,14.7,4,79,3.1,46.0,743,4,5
214,Philip Rivers,SDG,23,,2,0,4,-5,0,0,-1.3,-2.5,2.0,,,,,,,,,-5,0,1
215,B.J. Sams,BAL,24,,16,1,4,19,1,8,4.8,1.2,0.3,5,1,2,2.0,0,2,0.1,0.1,21,1,5
216,Cecil Sapp,DEN,26,,5,0,4,32,0,18,8.0,6.4,0.8,,,,,,,,,32,0,0
217,Cory Schlesinger,DET,32,FB,13,11,4,7,0,2,1.8,0.5,0.3,16,10,91,9.1,3,30,0.8,7.0,98,3,0
218,Terrelle Smith,CLE,26,FB,16,9,4,9,0,4,2.3,0.6,0.3,12,7,39,5.6,0,16,0.4,2.4,48,0,0
219,Brian St. Pierre,PIT,25,,1,0,4,-3,0,2,-0.8,-3.0,4.0,,,,,,,,,-3,0,0
220,Jeff Blake,PHI,34,,3,0,3,6,0,8,2.0,2.0,1.0,,,,,,,,,6,0,1
221,Kelly Campbell,MIN,24,,16,3,3,4,0,16,1.3,0.3,0.2,32,19,364,19.2,1,61,1.2,22.8,368,1,1
222,Laveranues Coles,WAS,27,WR,16,16,3,-3,0,7,-1.0,-0.2,0.2,168,90,950,10.6,1,45,5.6,59.4,947,1,1
223,Kevin Curtis,STL,26,,15,0,3,24,0,15,8.0,1.6,0.2,50,32,421,13.2,2,41,2.1,28.1,445,2,1
224,Donald Driver,GNB,29,WR,16,11,3,4,0,14,1.3,0.3,0.2,137,84,1208,14.4,9,50,5.3,75.5,1212,9,2
225,Jim Finn,NYG,28,FB,16,9,3,7,0,5,2.3,0.4,0.2,18,15,112,7.5,0,15,0.9,7.0,119,0,0
226,Rod Gardner,WAS,27,WR,16,14,3,7,0,11,2.3,0.4,0.2,106,51,650,12.7,5,51,3.2,40.6,657,5,0
227,Joey Goodspeed,STL,26,fb,16,5,3,6,1,2,2.0,0.4,0.2,16,11,71,6.5,0,13,0.7,4.4,77,1,1
228,Ike Hilliard,NYG,28,WR,16,15,3,34,0,17,11.3,2.1,0.2,81,49,437,8.9,0,43,3.1,27.3,471,0,3
229,Kelly Holcomb,CLE,31,,4,2,3,-2,0,0,-0.7,-0.5,0.8,,,,,,,,,-2,0,1
230,Jeremi Johnson,CIN,24,fb,16,6,3,5,0,4,1.7,0.3,0.2,18,16,53,3.3,1,9,1.0,3.3,58,1,1
231,Mike Karney,NOR,23,FB,16,8,3,7,0,4,2.3,0.4,0.2,7,6,42,7.0,0,17,0.4,2.6,49,0,0
232,Ashley Lelie,DEN,24,WR,16,16,3,5,0,8,1.7,0.3,0.2,101,54,1084,20.1,7,58,3.4,67.8,1089,7,0
233,Muhsin Muhammad*+,CAR,31,WR,16,16,3,15,0,13,5.0,0.9,0.2,160,93,1405,15.1,16,51,5.8,87.8,1420,16,3
234,Craig Nall,GNB,25,,5,0,3,7,0,9,2.3,1.4,0.6,,,,,,,,,7,0,1
235,Terrell Owens*+,PHI,31,WR,14,14,3,-5,0,6,-1.7,-0.4,0.2,127,77,1200,15.6,14,59,5.5,85.7,1195,14,2
236,Peerless Price,ATL,28,WR,16,15,3,34,0,16,11.3,2.1,0.2,106,45,575,12.8,3,50,2.8,35.9,609,3,0
237,Jonathan Quinn,CHI,29,,5,3,3,35,0,23,11.7,7.0,0.6,,,,,,,,,35,0,2
238,Cliff Russell,CIN,25,,13,1,3,15,0,13,5.0,1.2,0.2,3,1,21,21.0,0,21,0.1,1.6,36,0,2
239,Rod Smart,CAR,27,,3,0,3,4,0,3,1.3,1.3,1.0,1,1,5,5.0,0,5,0.3,1.7,9,0,1
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
240,David Terrell,CHI,25,WR,16,15,3,10,0,20,3.3,0.6,0.2,90,42,699,16.6,1,63,2.6,43.7,709,1,1
241,Dez White,ATL,25,WR,16,15,3,14,0,26,4.7,0.9,0.2,56,30,370,12.3,2,54,1.9,23.1,384,2,0
242,Jason Wright,ATL,22,,2,0,3,10,0,8,3.3,5.0,1.5,,,,,,,,,10,0,0
243,Arnaz Battle,SFO,24,,14,0,2,5,0,7,2.5,0.4,0.1,15,8,143,17.9,0,65,0.6,10.2,148,0,2
244,Jarrod Baxter,HOU,25,,8,1,2,1,0,1,0.5,0.1,0.3,2,1,3,3.0,0,3,0.1,0.4,4,0,0
245,Tim Carter,NYG,25,,5,0,2,23,0,15,11.5,4.6,0.4,18,12,182,15.2,1,38,2.4,36.4,205,1,0
246,Rock Cartwright,WAS,25,,13,0,2,0,0,2,0.0,0.0,0.2,,,,,,,,,0,0,0
247,Troy Edwards,JAX,27,,16,4,2,2,0,2,1.0,0.1,0.1,80,50,533,10.7,1,36,3.1,33.3,535,1,3
248,Doug Gabriel,OAK,24,wr,16,5,2,7,0,4,3.5,0.4,0.1,79,33,551,16.7,2,58,2.1,34.4,558,2,2
249,Joey Galloway,TAM,33,wr,10,7,2,19,0,14,9.5,1.9,0.2,53,33,416,12.6,5,36,3.3,41.6,435,5,3
250,Bethel Johnson,NWE,25,,13,1,2,8,0,11,4.0,0.6,0.2,21,10,174,17.4,1,48,0.8,13.4,182,1,2
251,Bryant Johnson,ARI,23,WR,16,11,2,-6,0,1,-3.0,-0.4,0.1,102,49,537,11.0,1,40,3.1,33.6,531,1,1
252,Doug Johnson,TEN,27,,2,0,2,-2,0,-1,-1.0,-1.0,1.0,,,,,,,,,-2,0,0
253,Keyshawn Johnson,DAL,32,WR,16,16,2,13,0,13,6.5,0.8,0.1,124,70,981,14.0,6,39,4.4,61.3,994,6,1
254,Eddie Kennison,KAN,31,WR,14,14,2,15,0,15,7.5,1.1,0.1,106,62,1086,17.5,8,70,4.4,77.6,1101,8,1
255,Rob Konrad,MIA,28,,10,1,2,18,0,15,9.0,1.8,0.2,18,8,69,8.6,1,20,0.8,6.9,87,1,0
256,J.P. Losman,BUF,23,,4,0,2,15,0,10,7.5,3.8,0.5,,,,,,,,,15,0,1
257,Shane Matthews,BUF,34,,3,0,2,-3,0,-1,-1.5,-1.0,0.7,,,,,,,,,-3,0,0
258,Fred McAfee,NOR,36,,11,0,2,54,0,53,27.0,4.9,0.2,,,,,,,,,54,0,0
259,Justin McCareins,NYJ,26,WR,16,16,2,-5,0,-2,-2.5,-0.3,0.1,90,56,770,13.8,4,43,3.5,48.1,765,4,3
260,Mike McMahon,DET,25,,1,0,2,18,0,14,9.0,18.0,2.0,,,,,,,,,18,0,1
261,Brian Moorman,BUF,28,,16,0,2,23,0,34,11.5,1.4,0.1,,,,,,,,,23,0,2
262,Quincy Morgan,2TM,27,,15,12,2,23,0,24,11.5,1.5,0.1,68,31,404,13.0,3,53,2.1,26.9,427,3,1
263,J.T. O'Sullivan,GNB,25,,1,0,2,-2,0,-1,-1.0,-2.0,2.0,,,,,,,,,-2,0,0
264,Doug Pederson,GNB,36,,4,0,2,15,0,9,7.5,3.8,0.5,,,,,,,,,15,0,0
265,Chris Perry,CIN,23,,2,0,2,1,0,1,0.5,0.5,1.0,3,3,33,11.0,0,13,1.5,16.5,34,0,0
266,Josh Reed,BUF,24,,12,1,2,-1,0,6,-0.5,-0.1,0.2,36,16,153,9.6,0,20,1.3,12.8,152,0,0
267,Ian Smart,TAM,24,,4,0,2,26,0,25,13.0,6.5,0.5,2,2,10,5.0,0,5,0.5,2.5,36,0,0
268,Jonathan Smith,BUF,23,,9,0,2,11,0,8,5.5,1.2,0.2,6,3,21,7.0,0,11,0.3,2.3,32,0,0
269,Jerald Sowell,NYJ,30,FB,16,16,2,28,0,19,14.0,1.8,0.1,59,45,342,7.6,1,34,2.8,21.4,370,1,1
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
270,Peter Warrick,CIN,27,,4,1,2,14,0,8,7.0,3.5,0.5,17,11,127,11.5,0,30,2.8,31.8,141,0,0
271,Karl Williams,ARI,33,,15,2,2,6,0,3,3.0,0.4,0.1,30,18,197,10.9,0,33,1.2,13.1,203,0,4
272,Damien Anderson,ARI,25,,4,0,1,2,0,2,2.0,0.5,0.3,,,,,,,,,2,0,0
273,Drew Bennett,TEN,26,WR,16,16,1,12,0,12,12.0,0.8,0.1,144,80,1247,15.6,11,48,5.0,77.9,1259,11,3
274,Anquan Boldin,ARI,24,WR,10,9,1,3,0,3,3.0,0.3,0.1,104,56,623,11.1,1,31,5.6,62.3,626,1,1
275,Brooks Bollinger,NYJ,25,,1,0,1,2,0,2,2.0,2.0,1.0,,,,,,,,,2,0,0
276,Marty Booker,MIA,28,WR,15,15,1,-8,0,-8,-8.0,-0.5,0.1,105,50,638,12.8,1,45,3.3,42.5,630,1,0
277,Dante Brown,PIT,24,,1,0,1,2,0,2,2.0,2.0,1.0,,,,,,,,,2,0,0
278,Chris Chandler,STL,39,,5,2,1,2,0,2,2.0,0.4,0.2,,,,,,,,,2,0,1
279,Stephen Cheek,KAN,27,,12,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,1
280,Cam Cleeland,STL,29,TE,16,9,1,-2,0,-2,-2.0,-0.1,0.1,12,7,57,8.1,0,15,0.4,3.6,55,0,0
281,Dexter Coakley,DAL,32,RLB,16,16,1,33,0,33,33.0,2.1,0.1,,,,,,,,,33,0,0
282,Todd Collins,KAN,33,,2,0,1,4,0,4,4.0,2.0,0.5,,,,,,,,,4,0,0
283,Terrance Copper,DAL,22,,10,0,1,-1,0,-1,-1.0,-0.1,0.1,20,7,84,12.0,1,22,0.7,8.4,83,1,0
284,Ronald Curry,OAK,25,,12,3,1,-3,0,-3,-3.0,-0.3,0.1,70,50,679,13.6,6,63,4.2,56.6,676,6,1
285,Andre' Davis,CLE,25,wr,7,7,1,-3,0,-3,-3.0,-0.4,0.1,10,16,416,26.0,2,99,2.3,59.4,413,2,0
286,Eddie Drummond*+,DET,24,,11,1,1,9,0,9,9.0,0.8,0.1,,,,,,,,,9,0,0
287,Derrick Frost,CLE,24,,16,0,1,1,0,1,1.0,0.1,0.1,,,,,,,,,1,0,0
288,Terry Glenn,DAL,30,wr,6,6,1,-3,0,-3,-3.0,-0.5,0.2,38,24,400,16.7,2,48,4.0,66.7,397,2,0
289,Tony Gonzalez*,KAN,28,TE,16,16,1,5,0,5,5.0,0.3,0.1,148,102,1258,12.3,7,32,6.4,78.6,1263,7,0
290,Jabari Greer,BUF,22,,12,1,1,-6,0,-6,-6.0,-0.5,0.1,,,,,,,,,-6,0,0
291,Az-Zahir Hakim,DET,27,wr,12,5,1,0,0,0,0.0,0.0,0.1,57,31,533,17.2,3,39,2.6,44.4,533,3,0
292,Nick Harris,DET,26,,16,0,1,-7,0,-7,-7.0,-0.4,0.1,,,,,,,,,-7,0,0
293,Drew Henson,DAL,24,,7,1,1,7,0,7,7.0,1.0,0.1,,,,,,,,,7,0,1
294,Craig Hentrich,TEN,33,,16,0,1,8,0,8,8.0,0.5,0.1,,,,,,,,,8,0,0
295,Chris Hetherington,OAK,32,,5,2,1,4,0,4,4.0,0.8,0.2,4,3,28,9.3,0,14,0.6,5.6,32,0,1
296,Chris Horn,KAN,27,,14,0,1,12,0,12,12.0,0.9,0.1,27,15,178,11.9,1,30,1.1,12.7,190,1,0
297,Jasen Isom,SFO,27,,5,1,1,0,0,0,0.0,0.0,0.2,2,1,1,1.0,0,1,0.2,0.2,1,0,0
298,Larry Izzo*,NWE,30,,16,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,0
299,Frisman Jackson,CLE,25,,10,0,1,4,0,4,4.0,0.4,0.1,19,13,168,12.9,0,24,1.3,16.8,172,0,1
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
300,Taylor Jacobs,WAS,23,,15,4,1,-6,0,-6,-6.0,-0.4,0.1,27,16,178,11.1,0,45,1.1,11.9,172,0,0
301,Michael Jenkins,ATL,22,,16,0,1,2,0,2,2.0,0.1,0.1,20,7,119,17.0,0,46,0.4,7.4,121,0,0
302,Kevin Johnson,BAL,28,wr,16,5,1,0,0,0,0.0,0.0,0.1,61,35,373,10.7,1,35,2.2,23.3,373,1,1
303,Kyle Larson,CIN,24,,16,0,1,11,1,11,11.0,0.7,0.1,,,,,,,,,11,1,0
304,George Layne,2TM,26,,4,0,1,12,0,12,12.0,3.0,0.3,1,1,6,6.0,0,6,0.3,1.5,18,0,0
305,Derrick Mason,TEN,30,WR,16,16,1,-3,0,-3,-3.0,-0.2,0.1,158,96,1168,12.2,7,37,6.0,73.0,1165,7,2
306,Keenan McCardell,SDG,34,wr,7,6,1,3,0,3,3.0,0.4,0.1,58,31,393,12.7,1,31,4.4,56.1,396,1,0
307,Jason McKie,CHI,24,,15,2,1,1,0,1,1.0,0.1,0.1,17,13,70,5.4,2,15,0.9,4.7,71,2,1
308,Moran Norris,HOU,26,,12,4,1,0,0,0,0.0,0.0,0.1,5,4,13,3.3,0,7,0.3,1.1,13,0,0
309,David Patten,NWE,30,WR,16,11,1,5,0,5,5.0,0.3,0.1,95,44,800,18.2,7,48,2.8,50.0,805,7,0
310,Rodney Peete,CAR,38,,1,0,1,-1,0,-1,-1.0,-1.0,1.0,,,,,,,,,-1,0,0
311,Cody Pickett,SFO,24,,1,0,1,5,0,5,5.0,5.0,1.0,,,,,,,,,5,0,1
312,Willie Ponder,NYG,24,,11,0,1,-4,0,-4,-4.0,-0.4,0.1,1,1,3,3.0,0,3,0.1,0.3,-1,0,1
313,Jerry Porter,OAK,26,WR,16,16,1,-4,0,-4,-4.0,-0.3,0.1,136,64,998,15.6,9,52,4.0,62.4,994,9,2
314,Ricky Proehl,CAR,36,,16,3,1,9,0,9,9.0,0.6,0.1,70,34,497,14.6,0,34,2.1,31.1,506,0,0
315,Koren Robinson,SEA,24,WR,10,8,1,3,0,3,3.0,0.3,0.1,67,31,495,16.0,2,33,3.1,49.5,498,2,0
316,Allen Rossum*,ATL,29,,16,1,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,2
317,Brian Russell,MIN,26,FS,16,16,1,4,0,4,4.0,0.3,0.1,,,,,,,,,4,0,0
318,Deion Sanders,BAL,37,,9,2,1,-10,0,-10,-10.0,-1.1,0.1,,,,,,,,,-10,0,0
319,Bobby Shaw,2TM,29,,11,0,1,1,0,1,1.0,0.1,0.1,13,5,59,11.8,0,20,0.5,5.4,60,0,0
320,Jason Simmons,HOU,28,fs,10,6,1,1,0,1,1.0,0.1,0.1,,,,,,,,,1,0,0
321,Hunter Smith,IND,27,,16,0,1,2,0,2,2.0,0.1,0.1,,,,,,,,,2,0,0
322,Chad Stanley,HOU,28,,16,0,1,5,0,5,5.0,0.3,0.1,,,,,,,,,5,0,0
323,Kordell Stewart,BAL,32,,2,0,1,-1,0,-1,-1.0,-0.5,0.5,,,,,,,,,-1,0,0
324,Reggie Swinton,DET,29,,13,1,1,3,0,3,3.0,0.2,0.1,31,18,213,11.8,1,28,1.4,16.4,216,1,1
325,Jamaar Taylor,NYG,23,,8,0,1,-8,0,-8,-8.0,-1.0,0.1,17,6,146,24.3,0,52,0.8,18.3,138,0,0
326,Matt Turk,MIA,36,,16,0,1,3,0,3,3.0,0.2,0.1,,,,,,,,,3,0,0
327,Dedric Ward,DAL,30,,8,0,1,11,0,11,11.0,1.4,0.1,8,1,5,5.0,0,5,0.1,0.6,16,0,1
328,Kelley Washington,CIN,25,,16,2,1,-1,0,-1,-1.0,-0.1,0.1,50,31,378,12.2,3,28,1.9,23.6,377,3,0
329,Reggie Wayne,IND,26,WR,16,16,1,-4,0,-4,-4.0,-0.3,0.1,115,77,1210,15.7,12,71,4.8,75.6,1206,12,0
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
330,Jeff Wilkins,STL,32,,16,0,1,-5,0,-5,-5.0,-0.3,0.1,,,,,,,,,-5,0,0
331,Randal Williams,DAL,26,,2,2,1,13,0,13,13.0,6.5,0.5,3,1,14,14.0,0,14,0.5,7.0,27,0,0
332,Roy Williams,DET,23,WR,14,12,1,1,0,1,1.0,0.1,0.1,118,54,817,15.1,8,46,3.9,58.4,818,8,1
333,Cedrick Wilson,SFO,26,WR,15,15,1,6,0,6,6.0,0.4,0.1,85,47,641,13.6,3,39,3.1,42.7,647,3,0
