
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
190,Matt Hasselbeck,GNB,25,,16,0,4,-5,0,-1,-1.3,-0.3,0.3,,,,,,,,,-5,0,0
191,Johnnie Morton,DET,29,WR,16,16,4,25,0,27,6.3,1.6,0.3,116,61,788,12.9,3,42,3.8,49.3,813,3,1
192,Leslie Shepherd,MIA,31,WR,13,11,4,3,0,14,0.8,0.2,0.3,59,35,446,12.7,4,46,2.7,34.3,449,4,0
193,Jason Tucker,DAL,24,wr,16,7,4,42,1,17,10.5,2.6,0.3,28,13,126,9.7,0,18,0.8,7.9,168,1,3
194,Dedric Ward,NYJ,26,WR,16,16,4,23,0,12,5.8,1.4,0.3,119,54,801,14.8,3,61,3.4,50.1,824,3,1
195,Hines Ward,PIT,24,WR,16,15,4,53,0,23,13.3,3.3,0.3,83,48,672,14.0,4,77,3.0,42.0,725,4,2
196,Derrick Alexander,KAN,29,WR,16,16,3,45,0,26,15.0,2.8,0.2,144,78,1391,17.8,10,81,4.9,86.9,1436,10,0
197,David Boston,ARI,22,WR,16,16,3,9,0,24,3.0,0.6,0.2,133,71,1156,16.3,7,70,4.4,72.3,1165,7,2
198,Reggie Brown,SEA,27,,12,1,3,6,0,3,2.0,0.5,0.3,4,2,9,4.5,0,6,0.2,0.8,15,0,0
199,Tim Brown,OAK,34,WR,16,16,3,12,0,7,4.0,0.8,0.2,133,76,1128,14.8,11,45,4.8,70.5,1140,11,0
200,Trung Canidate,STL,23,,3,0,3,6,0,3,2.0,2.0,1.0,3,1,4,4.0,0,4,0.3,1.3,10,0,0
201,Wayne Chrebet,NYJ,27,WR,16,16,3,-3,0,8,-1.0,-0.2,0.2,143,69,937,13.6,8,50,4.3,58.6,934,8,0
202,Curtis Conway,SDG,29,WR,14,14,3,31,0,13,10.3,2.2,0.2,99,53,712,13.4,5,68,3.8,50.9,743,5,0
203,Troy Edwards,PIT,23,,14,1,3,4,0,15,1.3,0.3,0.2,44,18,215,11.9,0,27,1.3,15.4,219,0,1
204,Bert Emanuel,MIA,30,,11,0,3,-2,0,0,-0.7,-0.2,0.3,21,7,132,18.9,1,53,0.6,12.0,130,1,1
205,Herbert Goodman,GNB,23,,5,0,3,-2,0,3,-0.7,-0.4,0.6,1,1,0,0.0,0,0,0.2,0.0,-2,0,2
206,Clif Groce,CIN,28,fb,8,6,3,4,0,5,1.3,0.5,0.4,13,11,45,4.1,0,14,1.4,5.6,49,0,0
207,Ike Hilliard,NYG,24,WR,14,14,3,19,0,17,6.3,1.4,0.2,105,55,787,14.3,8,59,3.9,56.2,806,8,0
208,Doug Johnson,ATL,23,,4,2,3,11,0,8,3.7,2.8,0.8,,,,,,,,,11,0,4
209,Eddie Kennison,CHI,27,WR,16,10,3,72,0,52,24.0,4.5,0.2,95,55,549,10.0,2,26,3.4,34.3,621,2,1
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
210,Jermaine Lewis,BAL,26,,15,1,3,38,0,23,12.7,2.5,0.2,35,19,161,8.5,1,26,1.3,10.7,199,1,0
211,Joel Makovicka,ARI,25,FB,14,10,3,8,0,7,2.7,0.6,0.2,9,6,18,3.0,0,5,0.4,1.3,26,0,0
212,Rick Mirer,SFO,30,,1,0,3,0,0,3,0.0,0.0,3.0,,,,,,,,,0,0,0
213,Randy Moss*+,MIN,23,WR,16,16,3,5,0,9,1.7,0.3,0.2,129,77,1437,18.7,15,78,4.8,89.8,1442,15,2
214,Terrell Owens*+,SFO,27,WR,14,13,3,11,0,5,3.7,0.8,0.2,146,97,1451,15.0,13,69,6.9,103.6,1462,13,3
215,R. Jay Soward,JAX,22,,13,2,3,28,0,20,9.3,2.2,0.2,34,14,154,11.0,1,45,1.1,11.8,182,1,3
216,Dwight Stone,NYJ,36,,12,0,3,3,0,9,1.0,0.3,0.3,,,,,,,,,3,0,1
217,Mack Strong,SEA,29,FB,16,13,3,9,0,4,3.0,0.6,0.2,30,23,141,6.1,1,24,1.4,8.8,150,1,0
218,Terrence Wilkins,IND,25,wr,14,7,3,8,0,6,2.7,0.6,0.2,67,43,569,13.2,3,43,3.1,40.6,577,3,4
219,Jon Witman,PIT,28,fb,6,5,3,5,0,2,1.7,0.8,0.5,7,5,33,6.6,0,11,0.8,5.5,38,0,0
220,Spergon Wynn,CLE,22,,7,1,3,15,0,11,5.0,2.1,0.4,,,,,,,,,15,0,2
221,Marty Booker,CHI,24,wr,15,7,2,-1,0,5,-0.5,-0.1,0.1,74,47,490,10.4,2,41,3.1,32.7,489,2,2
222,Laveranues Coles,NYJ,23,,13,3,2,15,0,8,7.5,1.2,0.2,42,22,370,16.8,1,63,1.7,28.5,385,1,0
223,Ernie Conwell,STL,28,,16,1,2,23,0,17,11.5,1.4,0.1,9,5,40,8.0,0,17,0.3,2.5,63,0,0
224,Dameyune Craig,CAR,26,,4,0,2,4,0,5,2.0,1.0,0.5,3,2,4,2.0,0,4,0.5,1.0,8,0,0
225,Ron Dixon,NYG,24,,12,0,2,13,0,12,6.5,1.1,0.2,24,6,92,15.3,1,34,0.5,7.7,105,1,0
226,Chad Dukes,2TM,29,,2,0,2,2,0,2,1.0,1.0,1.0,,,,,,,,,2,0,0
227,Marc Edwards,CLE,26,FB,16,8,2,9,0,6,4.5,0.6,0.1,22,16,128,8.0,2,21,1.0,8.0,137,2,2
228,Chris Floyd,2TM,25,,13,0,2,-1,0,0,-0.5,-0.1,0.2,2,1,21,21.0,0,21,0.1,1.6,20,0,0
229,Larry Foster,DET,24,,10,0,2,31,0,16,15.5,3.1,0.2,27,17,175,10.3,1,40,1.7,17.5,206,1,2
230,Antonio Freeman,GNB,28,WR,15,15,2,5,0,3,2.5,0.3,0.1,120,62,912,14.7,9,67,4.1,60.8,917,9,1
231,Irving Fryar,WAS,38,wr,14,6,2,16,0,15,8.0,1.1,0.1,76,41,548,13.4,5,34,2.9,39.1,564,5,0
232,Sam Gash,BAL,31,,15,4,2,2,0,1,1.0,0.1,0.1,11,6,30,5.0,1,9,0.4,2.0,32,1,0
233,William Henderson,GNB,29,fb,16,6,2,16,0,12,8.0,1.0,0.1,45,35,234,6.7,1,25,2.2,14.6,250,1,1
234,Torry Holt*,STL,24,WR,16,15,2,7,0,7,3.5,0.4,0.1,139,82,1635,19.9,6,85,5.1,102.2,1642,6,2
235,Tony Horne,STL,24,,11,0,2,6,0,9,3.0,0.5,0.2,7,4,32,8.0,2,18,0.4,2.9,38,2,3
236,Bobby Hoying,OAK,28,,4,0,2,-3,0,-1,-1.5,-0.8,0.5,,,,,,,,,-3,0,0
237,Keyshawn Johnson,TAM,28,WR,16,16,2,5,0,3,2.5,0.3,0.1,122,71,874,12.3,8,38,4.4,54.6,879,8,2
238,Lee Johnson,NWE,39,,16,0,2,-1,0,0,-0.5,-0.1,0.1,,,,,,,,,-1,0,2
239,Patrick Johnson,BAL,24,WR,12,9,2,21,0,19,10.5,1.8,0.2,37,12,156,13.0,2,46,1.0,13.0,177,2,0
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
240,Dan Kreider,PIT,23,fb,10,7,2,24,0,22,12.0,2.4,0.2,8,5,42,8.4,0,14,0.5,4.2,66,0,0
241,Fred McAfee,NOR,32,,12,0,2,37,0,40,18.5,3.1,0.2,,,,,,,,,37,0,0
242,Brian Milne,NOR,27,,16,2,2,1,0,1,0.5,0.1,0.1,5,5,33,6.6,1,15,0.3,2.1,34,1,0
243,Basil Mitchell,GNB,25,,1,0,2,8,0,4,4.0,8.0,2.0,,,,,,,,,8,0,1
244,Warren Moon,KAN,44,,2,1,2,2,0,2,1.0,1.0,1.0,,,,,,,,,2,0,1
245,Eric Moulds*,BUF,27,WR,16,16,2,24,0,20,12.0,1.5,0.1,164,94,1326,14.1,5,52,5.9,82.9,1350,5,1
246,Muhsin Muhammad,CAR,27,WR,16,16,2,12,0,8,6.0,0.8,0.1,156,102,1183,11.6,6,36,6.4,73.9,1195,6,1
247,Daniel Pope,CIN,25,,16,0,2,22,0,22,11.0,1.4,0.1,,,,,,,,,22,0,1
248,Peerless Price,BUF,24,WR,16,16,2,32,0,27,16.0,2.0,0.1,106,52,762,14.7,3,42,3.3,47.6,794,3,4
249,Jonathan Quinn,JAX,25,,1,0,2,-2,0,-1,-1.0,-2.0,2.0,,,,,,,,,-2,0,0
250,Tim Rattay,SFO,23,,1,0,2,-1,0,0,-0.5,-1.0,2.0,,,,,,,,,-1,0,0
251,Bill Schroeder,GNB,29,WR,16,16,2,11,0,12,5.5,0.7,0.1,119,65,999,15.4,4,55,4.1,62.4,1010,4,1
252,Daimon Shelton,JAX,28,FB,16,9,2,3,0,2,1.5,0.2,0.1,10,4,48,12.0,0,16,0.3,3.0,51,0,0
253,Jerald Sowell,NYJ,26,,16,0,2,0,0,1,0.0,0.0,0.1,7,6,84,14.0,0,62,0.4,5.3,84,0,0
254,Travis Taylor,BAL,21,WR,9,8,2,11,0,12,5.5,1.2,0.2,54,28,276,9.9,3,40,3.1,30.7,287,3,1
255,Jermaine Williams,JAX,27,,7,0,2,8,0,4,4.0,1.1,0.3,,,,,,,,,8,0,0
256,Danny Wuerffel,GNB,26,,1,0,2,-2,0,-1,-1.0,-2.0,2.0,,,,,,,,,-2,0,0
257,Eric Zeier,TAM,28,,3,0,2,-2,0,-1,-1.0,-0.7,0.7,,,,,,,,,-2,0,0
258,Karim Abdul-Jabbar,IND,26,,1,0,1,-2,0,-2,-2.0,-2.0,1.0,,,,,,,,,-2,0,0
259,David Akers,PHI,26,,16,0,1,15,0,15,15.0,0.9,0.1,,,,,,,,,15,0,0
260,Champ Bailey*,WAS,22,LCB,16,16,1,7,1,7,7.0,0.4,0.1,5,3,78,26.0,0,42,0.2,4.9,85,1,0
261,Tommy Barnhardt,WAS,37,,16,0,1,11,0,11,11.0,0.7,0.1,,,,,,,,,11,0,0
262,D'Wayne Bates,CHI,25,,5,0,1,-2,0,-2,-2.0,-0.4,0.2,7,4,42,10.5,0,18,0.8,8.4,40,0,0
263,Dave Brown,ARI,30,,6,2,1,0,0,0,0.0,0.0,0.2,,,,,,,,,0,0,2
264,Isaac Bruce*,STL,28,WR,16,16,1,11,0,11,11.0,0.7,0.1,135,87,1471,16.9,9,78,5.4,91.9,1482,9,1
265,Dexter Coakley,DAL,28,RLB,16,16,1,26,0,26,26.0,1.6,0.1,,,,,,,,,26,0,0
266,Germane Crowell,DET,24,wr,9,7,1,12,0,12,12.0,1.3,0.1,73,34,430,12.6,3,50,3.8,47.8,442,3,0
267,Koy Detmer,PHI,27,,16,0,1,8,0,8,8.0,0.5,0.1,,,,,,,,,8,0,0
268,Donald Driver,GNB,25,,16,2,1,4,0,4,4.0,0.3,0.1,49,21,322,15.3,1,49,1.3,20.1,326,1,0
269,Rickey Dudley,OAK,28,TE,16,16,1,-7,0,-7,-7.0,-0.4,0.1,49,29,350,12.1,4,30,1.8,21.9,343,4,1
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
270,Bobby Engram,CHI,27,,3,3,1,1,0,1,1.0,0.3,0.3,23,16,109,6.8,0,25,5.3,36.3,110,0,1
271,Jim Finn,IND,24,,16,1,1,1,0,1,1.0,0.1,0.1,6,4,13,3.3,1,6,0.3,0.8,14,1,1
272,Toby Gowin,NOR,25,,16,0,1,5,0,5,5.0,0.3,0.1,,,,,,,,,5,0,0
273,Chris Greisen,ARI,24,,3,0,1,1,0,1,1.0,0.3,0.3,,,,,,,,,1,0,1
274,Joe Hamilton,TAM,23,,1,0,1,-2,0,-2,-2.0,-2.0,1.0,,,,,,,,,-2,0,1
275,Windrell Hayes,NYJ,24,,8,1,1,2,0,2,2.0,0.3,0.1,19,6,126,21.0,0,32,0.8,15.8,128,0,0
276,James Hodgins,STL,23,,15,2,1,3,0,3,3.0,0.2,0.1,2,2,5,2.5,0,3,0.1,0.3,8,0,0
277,Todd Husak,WAS,22,,1,0,1,-1,0,-1,-1.0,-1.0,1.0,,,,,,,,,-1,0,0
278,Larry Izzo*,MIA,26,,16,0,1,39,0,39,39.0,2.4,0.1,,,,,,,,,39,0,1
279,Darrell Jackson,SEA,22,WR,16,9,1,-1,0,-1,-1.0,-0.1,0.1,93,53,713,13.5,6,71,3.3,44.6,712,6,2
280,Jarious Jackson,DEN,23,,2,0,1,-1,0,-1,-1.0,-0.5,0.5,,,,,,,,,-1,0,0
281,Shawn Jefferson,ATL,31,WR,16,14,1,1,0,1,1.0,0.1,0.1,104,60,822,13.7,2,49,3.8,51.4,823,2,1
282,MarTay Jenkins,ARI,25,,16,2,1,-4,0,-4,-4.0,-0.3,0.1,40,17,219,12.9,0,34,1.1,13.7,215,0,3
283,Travis Jervey,SFO,28,,8,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,0
284,John Jett,DET,32,,16,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,1
285,Danny Kanell,ATL,27,,5,1,1,0,0,0,0.0,0.0,0.2,,,,,,,,,0,0,2
286,Amp Lee,PHI,29,,3,0,1,2,0,2,2.0,0.7,0.3,3,1,20,20.0,0,20,0.3,6.7,22,0,0
287,Jonas Lewis,SFO,24,,10,0,1,6,0,6,6.0,0.6,0.1,,,,,,,,,6,0,0
288,Mo Lewis*,NYJ,31,LOLB,16,16,1,3,0,3,3.0,0.2,0.1,,,,,,,,,3,0,0
289,Keith Lyle,STL,28,FS,16,16,1,4,0,4,4.0,0.3,0.1,,,,,,,,,4,0,0
290,Derrick Mason*+,TEN,26,WR,16,10,1,1,0,1,1.0,0.1,0.1,89,63,895,14.2,5,34,3.9,55.9,896,5,1
291,Terance Mathis,ATL,33,WR,16,16,1,-5,0,-5,-5.0,-0.3,0.1,124,57,679,11.9,5,44,3.6,42.4,674,5,1
292,O.J. McDuffie,MIA,31,,9,1,1,-3,0,-3,-3.0,-0.3,0.1,25,14,143,10.2,0,24,1.6,15.9,140,0,0
293,Glyn Milburn,CHI,29,,16,0,1,6,0,6,6.0,0.4,0.1,3,1,8,8.0,0,8,0.1,0.5,14,0,4
294,Josh Miller,PIT,30,,16,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,1
295,Joe Montgomery,NYG,24,,3,0,1,4,1,4,4.0,1.3,0.3,,,,,,,,,4,1,0
296,Lorenzo Neal,TEN,30,fb,16,6,1,-2,0,-2,-2.0,-0.1,0.1,13,9,31,3.4,2,8,0.6,1.9,29,2,0
297,Larry Parker,KAN,24,,16,0,1,-7,0,-7,-7.0,-0.4,0.1,4,3,41,13.7,0,27,0.2,2.6,34,0,1
298,Jerome Pathon,IND,25,WR,16,10,1,3,0,3,3.0,0.2,0.1,89,50,646,12.9,3,38,3.1,40.4,649,3,0
299,Chad Pennington,NYJ,24,,1,0,1,0,0,0,0.0,0.0,1.0,,,,,,,,,0,0,0
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
300,Scott Player*,ARI,31,,16,0,1,-11,0,-11,-11.0,-0.7,0.1,,,,,,,,,-11,0,0
301,Neil Rackers,CIN,24,,16,0,1,-5,0,-5,-5.0,-0.3,0.1,,,,,,,,,-5,0,0
302,Chris Redman,BAL,23,,2,0,1,0,0,0,0.0,0.0,0.5,,,,,,,,,0,0,0
303,Jerry Rice,SFO,38,WR,16,16,1,-2,0,-2,-2.0,-0.1,0.1,122,75,805,10.7,7,68,4.7,50.3,803,7,3
304,Marcus Robinson,CHI,25,WR,11,11,1,9,0,9,9.0,0.8,0.1,102,55,738,13.4,5,68,5.0,67.1,747,5,1
305,Allen Rossum,GNB,25,,16,0,1,16,0,16,16.0,1.0,0.1,,,,,,,,,16,0,4
306,Tom Rouen,DEN,32,,16,0,1,-11,0,-11,-11.0,-0.7,0.1,,,,,,,,,-11,0,0
307,Cory Schlesinger,DET,28,FB,16,8,1,3,0,3,3.0,0.2,0.1,18,12,73,6.1,0,13,0.8,4.6,76,0,0
308,Tim Seder,DAL,26,,15,0,1,1,1,1,1.0,0.1,0.1,,,,,,,,,1,1,0
309,Mike Sellers,WAS,25,te,15,6,1,2,0,1,2.0,0.1,0.1,11,8,78,9.8,2,24,0.5,5.2,80,2,0
310,Torrance Small,PHI,30,WR,14,14,1,1,0,1,1.0,0.1,0.1,94,40,569,14.2,3,70,2.9,40.6,570,3,0
311,Hunter Smith,IND,23,,16,0,1,11,0,11,11.0,0.7,0.1,,,,,,,,,11,0,0
312,J.J. Stokes,SFO,28,,16,3,1,6,0,6,6.0,0.4,0.1,53,30,524,17.5,3,53,1.9,32.8,530,3,0
313,Brandon Stokley,BAL,24,,7,1,1,6,0,6,6.0,0.9,0.1,17,11,184,16.7,2,32,1.6,26.3,190,2,0
314,Tai Streets,SFO,23,,15,1,1,0,0,0,0.0,0.0,0.1,41,19,287,15.1,0,39,1.3,19.1,287,0,1
315,Kevin Thompson,CLE,23,,1,0,1,0,0,0,0.0,0.0,1.0,,,,,,,,,0,0,1
316,Ken Walter,CAR,28,,16,0,1,0,0,0,0.0,0.0,0.1,,,,,,,,,0,0,2
317,Troy Walters,MIN,24,,12,0,1,3,0,3,3.0,0.3,0.1,1,1,5,5.0,0,5,0.1,0.4,8,0,2
318,James Williams,SEA,22,,10,0,1,-5,0,-5,-5.0,-0.5,0.1,16,8,99,12.4,0,18,0.8,9.9,94,0,0
319,Craig Yeast,CIN,24,wr,15,7,1,15,0,15,15.0,1.0,0.1,51,24,301,12.5,0,27,1.6,20.1,316,0,3
