
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
30,Tony Richardson,KAN,29,FB,16,16,147,697,3,33,4.7,43.6,9.2,75,58,468,8.1,3,24,3.6,29.3,1165,6,3
31,Priest Holmes,BAL,27,,16,2,137,588,2,21,4.3,36.8,8.6,46,32,221,6.9,0,27,2.0,13.8,809,2,2
32,Mike Alstott*,TAM,27,FB,13,13,131,465,5,20,3.5,35.8,10.1,19,13,93,7.2,0,21,1.0,7.2,558,5,3
33,J.R. Redmond,NWE,23,rb,12,5,125,406,1,20,3.2,33.8,10.4,29,20,126,6.3,2,20,1.7,10.5,532,3,2
34,Jermaine Fazande,SDG,25,rb,13,7,119,368,2,26,3.1,28.3,9.2,18,16,104,6.5,0,17,1.2,8.0,472,2,1
35,Terrell Fletcher,SDG,27,rb,16,6,116,384,3,21,3.3,24.0,7.3,71,48,355,7.4,1,26,3.0,22.2,739,4,2
36,Darnell Autry,PHI,24,rb,11,7,112,334,3,15,3.0,30.4,10.2,37,24,275,11.5,1,37,2.2,25.0,609,4,2
37,Thomas Jones,ARI,22,,14,4,112,373,2,29,3.3,26.6,8.0,46,32,208,6.5,0,20,2.3,14.9,581,2,4
38,Antowain Smith,BUF,28,,11,3,101,354,4,59,3.5,32.2,9.2,5,3,20,6.7,0,9,0.3,1.8,374,4,1
39,Napoleon Kaufman,OAK,27,,14,2,93,499,0,60,5.4,35.6,6.6,24,13,127,9.8,1,25,0.9,9.1,626,1,1
40,Sammy Morris,BUF,23,RB,12,8,93,341,5,32,3.7,28.4,7.8,48,37,268,7.2,1,24,3.1,22.3,609,6,2
41,Brandon Bennett,CIN,27,,16,0,90,324,3,37,3.6,20.3,5.6,29,19,168,8.8,0,25,1.2,10.5,492,3,2
42,Daunte Culpepper*,MIN,23,QB,16,16,89,470,7,27,5.3,29.4,5.6,,,,,,,,,470,7,11
43,Rich Gannon*+,OAK,35,QB,16,16,89,529,4,23,5.9,33.1,5.6,,,,,,,,,529,4,9
44,Brad Hoover,CAR,24,,16,4,89,290,1,35,3.3,18.1,5.6,19,15,112,7.5,0,16,0.9,7.0,402,1,1
45,Donovan McNabb*,PHI,24,QB,16,16,86,629,6,54,7.3,39.3,5.4,4,2,5,2.5,0,3,0.1,0.3,634,6,7
46,Duce Staley,PHI,25,rb,5,5,79,344,1,60,4.4,68.8,15.8,33,25,201,8.0,0,26,5.0,40.2,545,1,3
47,Terrell Davis,DEN,28,,5,4,78,282,2,24,3.6,56.4,15.6,2,2,4,2.0,0,5,0.4,0.8,286,2,1
48,Kordell Stewart,PIT,28,QB,16,11,78,436,7,45,5.6,27.3,4.9,,,,,,,,,436,7,8
49,Dorsey Levens,GNB,30,rb,5,5,77,224,3,17,2.9,44.8,15.4,21,16,146,9.1,0,37,3.2,29.2,370,3,0
50,Kimble Anders,KAN,34,rb,15,7,76,331,2,69,4.4,22.1,5.1,5,15,76,5.1,0,12,1.0,5.1,407,2,1
51,Chris Warren,2TM,32,,14,1,74,296,2,32,4.0,21.1,5.3,43,32,303,9.5,1,76,2.3,21.6,599,3,3
52,Shaun King,TAM,23,QB,16,16,73,353,5,19,4.8,22.1,4.6,,,,,,,,,353,5,4
53,Jeff Garcia*,SFO,30,QB,16,16,72,414,4,33,5.8,25.9,4.5,,,,,,,,,414,4,7
54,Steve McNair*,TEN,27,QB,16,15,72,403,0,25,5.6,25.2,4.5,,,,,,,,,403,0,12
55,Errict Rhett,CLE,30,,5,4,71,258,0,42,3.6,51.6,14.2,19,14,78,5.6,0,16,2.8,15.6,336,0,0
56,Frank Moreau,KAN,24,,11,0,67,179,4,22,2.7,16.3,6.1,,,,,,,,,179,4,2
57,Shaun Alexander,SEA,23,,16,1,64,313,2,50,4.9,19.6,4.0,11,5,41,8.2,0,18,0.3,2.6,354,2,2
58,Rodney Thomas,TEN,27,,16,0,61,175,0,20,2.9,10.9,3.8,11,8,35,4.4,1,9,0.5,2.2,210,1,1
59,Stanley Pritchett,PHI,27,,16,2,58,225,1,18,3.9,14.1,3.6,30,25,193,7.7,0,17,1.6,12.1,418,1,1
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
60,Jeff Blake,NOR,30,QB,11,11,57,243,1,20,4.3,22.1,5.2,,,,,,,,,243,1,7
61,KaRon Coleman,DEN,22,,9,0,54,183,1,24,3.4,20.3,6.0,3,1,5,5.0,0,5,0.1,0.6,188,1,2
62,Jay Fiedler,MIA,29,QB,15,15,54,267,1,30,4.9,17.8,3.6,,,,,,,,,267,1,2
63,Stacey Mack,JAX,25,,6,2,54,145,1,14,2.7,24.2,9.0,,,,,,,,,145,1,3
64,Justin Watson,STL,25,,14,2,54,249,4,49,4.6,17.8,3.9,11,10,56,5.6,0,15,0.7,4.0,305,4,0
65,Fred Beasley,SFO,26,FB,15,15,50,147,3,9,2.9,9.8,3.3,51,31,233,7.5,3,34,2.1,15.5,380,6,0
66,J.J. Johnson,MIA,26,,13,1,50,168,1,16,3.4,12.9,3.8,12,10,61,6.1,0,11,0.8,4.7,229,1,0
67,Cade McNown,CHI,23,QB,10,9,50,326,3,30,6.5,32.6,5.0,,,,,,,,,326,3,8
68,Mark Brunell,JAX,30,QB,16,16,48,236,2,16,4.9,14.8,3.0,,,,,,,,,236,2,7
69,Jon Kitna,SEA,28,QB,15,12,48,127,1,13,2.6,8.5,3.2,,,,,,,,,127,1,17
70,Drew Bledsoe,NWE,28,QB,16,16,47,158,2,16,3.4,9.9,2.9,,,,,,,,,158,2,9
71,Jamel White,CLE,23,,13,0,47,145,0,14,3.1,11.2,3.6,19,13,100,7.7,0,25,1.0,7.7,245,0,0
72,Terry Allen,NOR,32,,4,3,46,179,2,18,3.9,44.8,11.5,1,1,7,7.0,0,7,0.3,1.8,186,2,0
73,Richard Huntley,PIT,28,,13,0,46,215,3,30,4.7,16.5,3.5,19,10,91,9.1,0,19,0.8,7.0,306,3,1
74,Randy Jordan,OAK,30,,16,0,46,213,3,43,4.6,13.3,2.9,32,27,299,11.1,1,55,1.7,18.7,512,4,1
75,Charlie Batch,DET,26,QB,15,15,44,199,2,19,4.5,13.3,2.9,,,,,,,,,199,2,6
76,Steve Beuerlein,CAR,35,QB,16,16,44,106,1,15,2.4,6.6,2.8,,,,,,,,,106,1,9
77,Zack Crockett,OAK,28,,16,4,43,130,7,11,3.0,8.1,2.7,15,10,62,6.2,0,15,0.6,3.9,192,7,0
78,Robert Chancey,SDG,28,,4,3,42,141,2,14,3.4,35.3,10.5,2,1,6,6.0,0,6,0.3,1.5,147,2,0
79,Rob Johnson,BUF,27,QB,12,11,42,307,1,23,7.3,25.6,3.5,1,1,-6,-6.0,0,-6,0.1,-0.5,301,1,4
80,Aaron Brooks,NOR,24,qb,8,5,41,170,2,29,4.1,21.3,5.1,,,,,,,,,170,2,4
81,Kerry Collins,NYG,28,QB,16,16,41,65,1,15,1.6,4.1,2.6,,,,,,,,,65,1,7
82,Akili Smith,CIN,25,QB,12,11,41,232,0,21,5.7,19.3,3.4,,,,,,,,,232,0,14
83,Jonathan Linton,BUF,26,,14,2,38,112,0,12,2.9,8.0,2.7,4,3,8,2.7,1,4,0.2,0.6,120,1,3
84,Tony Carter,NWE,28,fb,16,6,37,90,2,9,2.4,5.6,2.3,15,9,73,8.1,0,21,0.6,4.6,163,2,0
85,Peyton Manning*,IND,24,QB,16,16,37,116,1,14,3.1,7.3,2.3,,,,,,,,,116,1,5
86,Jerald Moore,NOR,26,,11,1,37,156,1,40,4.2,14.2,3.4,,,,,,,,,156,1,0
87,Jake Plummer,ARI,26,QB,14,14,37,183,0,24,4.9,13.1,2.6,,,,,,,,,183,0,8
88,Curtis Enis,CHI,24,fb,12,5,36,84,1,11,2.3,7.0,3.0,11,8,68,8.5,0,18,0.7,5.7,152,1,0
89,Doug Flutie,BUF,38,qb,11,5,36,161,1,32,4.5,14.6,3.3,,,,,,,,,161,1,5
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
90,Chad Morton,NOR,23,,16,3,36,136,0,16,3.8,8.5,2.3,37,30,213,7.1,0,35,1.9,13.3,349,0,2
91,Mario Bates,DET,27,,13,0,31,127,2,23,4.1,9.8,2.4,21,15,109,7.3,0,17,1.2,8.4,236,2,0
92,Autry Denson,MIA,24,,11,0,31,108,0,12,3.5,9.8,2.8,23,14,105,7.5,0,28,1.3,9.5,213,0,1
93,Mike Cloud,KAN,25,,16,4,30,84,1,15,2.8,5.3,1.9,2,2,16,8.0,0,13,0.1,1.0,100,1,0
94,Elvis Grbac*,KAN,30,QB,15,15,30,110,1,22,3.7,7.3,2.0,,,,,,,,,110,1,7
95,Brian Griese*,DEN,25,QB,10,10,29,102,1,18,3.5,10.2,2.9,,,,,,,,,102,1,5
96,Skip Hicks,WAS,26,,10,1,29,78,1,12,2.7,7.8,2.9,5,5,43,8.6,0,25,0.5,4.3,121,1,1
97,Terrelle Smith,NOR,22,FB,14,9,29,131,0,16,4.5,9.4,2.1,18,12,65,5.4,0,10,0.9,4.6,196,0,1
98,Anthony Johnson,JAX,33,,12,3,28,112,1,19,4.0,9.3,2.3,16,12,153,12.8,0,48,1.0,12.8,265,1,0
99,Ryan Leaf,SDG,24,QB,11,9,28,54,0,14,1.9,4.9,2.5,,,,,,,,,54,0,12
100,Thurman Thomas,MIA,34,,9,0,28,136,0,25,4.9,15.1,3.1,24,16,117,7.3,1,15,1.8,13.0,253,1,1
101,Richie Anderson*,NYJ,29,FB,16,10,27,63,0,9,2.3,3.9,1.7,125,88,853,9.7,2,41,5.5,53.3,916,2,2
102,Donnell Bennett,KAN,28,,7,2,27,24,1,6,0.9,3.4,3.9,2,2,17,8.5,0,13,0.3,2.4,41,1,0
103,Brett Favre,GNB,31,QB,16,16,27,108,0,18,4.0,6.8,1.7,,,,,,,,,108,0,9
104,Bernie Parmalee,NYJ,33,,14,0,27,87,2,18,3.2,6.2,1.9,13,9,66,7.3,0,18,0.6,4.7,153,2,0
105,Brian Mitchell,PHI,32,,16,1,25,187,2,85,7.5,11.7,1.6,21,13,89,6.8,1,21,0.8,5.6,276,3,3
106,Vinny Testaverde,NYJ,37,QB,16,16,25,32,0,15,1.3,2.0,1.6,,,,,,,,,32,0,7
107,Michael Wiley,DAL,22,,10,0,24,88,0,11,3.7,8.8,2.4,18,14,72,5.1,1,15,1.4,7.2,160,1,3
108,Randall Cunningham,DAL,37,,6,3,23,89,1,19,3.9,14.8,3.8,,,,,,,,,89,1,4
109,Chris Hetherington,CAR,28,fb,16,5,23,65,2,14,2.8,4.1,1.4,21,14,116,8.3,1,19,0.9,7.3,181,3,0
110,Moe Williams,MIN,26,,16,0,23,67,0,10,2.9,4.2,1.4,7,4,31,7.8,0,12,0.3,1.9,98,0,0
111,Gus Frerotte,DEN,29,qb,10,6,22,64,1,13,2.9,6.4,2.2,,,,,,,,,64,1,5
112,Brad Johnson,WAS,32,QB,12,11,22,58,1,21,2.6,4.8,1.8,,,,,,,,,58,1,5
113,Chris Chandler,ATL,35,QB,14,13,21,60,0,16,2.9,4.3,1.5,1,1,-4,-4.0,0,-4,0.1,-0.3,56,0,7
114,Chris Fuamatu-Ma'afala,PIT,23,,7,1,21,149,1,23,7.1,21.3,3.0,16,11,107,9.7,0,25,1.6,15.3,256,1,0
115,Robert Holcombe,STL,25,FB,14,9,21,70,3,11,3.3,5.0,1.5,12,8,90,11.3,1,19,0.6,6.4,160,4,0
116,Chris Howard,JAX,25,,2,1,21,52,1,19,2.5,26.0,10.5,5,3,26,8.7,0,13,1.5,13.0,78,1,2
117,Trent Dilfer,BAL,28,QB,11,8,20,75,0,19,3.8,6.8,1.8,1,1,-1,-1.0,0,-1,0.1,-0.1,74,0,8
118,Trent Green,STL,30,qb,8,5,20,69,1,18,3.5,8.6,2.5,,,,,,,,,69,1,3
119,Adrian Murrell,WAS,30,,15,0,20,50,0,13,2.5,3.3,1.3,22,16,93,5.8,0,12,1.1,6.2,143,0,1
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
120,Shyrone Stith,JAX,22,,14,0,20,55,1,12,2.8,3.9,1.4,,,,,,,,,55,1,1
121,Tony Banks,BAL,27,QB,11,8,19,57,0,10,3.0,5.2,1.7,,,,,,,,,57,0,5
122,Larry Centers,WAS,32,fb,15,6,19,103,0,14,5.4,6.9,1.3,93,81,600,7.4,3,26,5.4,40.0,703,3,1
123,Maurice Smith,ATL,24,,10,0,19,69,0,16,3.6,6.9,1.9,1,1,5,5.0,0,5,0.1,0.5,74,0,0
124,De'Mond Parker,GNB,24,,8,0,18,85,0,24,4.7,10.6,2.3,12,9,50,5.6,0,10,1.1,6.3,135,0,0
125,Patrick Pass,NWE,23,,5,2,18,58,0,11,3.2,11.6,3.6,8,4,17,4.3,0,15,0.8,3.4,75,0,0
126,Doug Pederson,CLE,32,QB,11,8,18,68,0,15,3.8,6.2,1.6,,,,,,,,,68,0,4
127,Paul Smith,SFO,22,,10,0,18,72,0,14,4.0,7.2,1.8,3,2,55,27.5,0,47,0.2,5.5,127,0,2
128,Kurt Warner*,STL,29,QB,11,11,18,17,0,11,0.9,1.5,1.6,,,,,,,,,17,0,4
129,Rabih Abdullah,TAM,25,,12,0,16,70,0,19,4.4,5.8,1.3,2,2,14,7.0,0,11,0.2,1.2,84,0,0
130,Stoney Case,DET,28,,5,1,16,117,1,27,7.3,23.4,3.2,,,,,,,,,117,1,1
131,William Floyd,CAR,28,FB,10,8,16,33,1,8,2.1,3.3,1.6,27,17,114,6.7,1,15,1.7,11.4,147,2,0
132,Jim Harbaugh,SDG,37,qb,7,5,16,24,0,7,1.5,3.4,2.3,,,,,,,,,24,0,5
133,Peter Warrick,CIN,23,WR,16,16,16,148,2,77,9.3,9.3,1.0,126,51,592,11.6,4,46,3.2,37.0,740,6,2
134,Obafemi Ayanbadejo,BAL,25,,8,4,15,37,1,8,2.5,4.6,1.9,29,23,168,7.3,1,26,2.9,21.0,205,2,0
135,Marlon Barnes,CHI,24,,13,0,15,81,0,20,5.4,6.2,1.2,3,1,7,7.0,0,7,0.1,0.5,88,0,1
136,Rob Konrad,MIA,24,FB,15,14,15,39,0,5,2.6,2.6,1.0,24,14,83,5.9,0,18,0.9,5.5,122,0,0
137,Robert Thomas,DAL,26,FB,16,15,15,51,0,9,3.4,3.2,0.9,31,23,117,5.1,2,14,1.4,7.3,168,2,2
138,Olandis Gary,DEN,25,,1,0,13,80,0,25,6.2,80.0,13.0,5,3,10,3.3,0,7,3.0,10.0,90,0,0
139,Raymont Harris,2TM,30,,4,0,13,36,0,7,2.8,9.0,3.3,4,4,20,5.0,0,16,1.0,5.0,56,0,0
140,Cecil Martin,PHI,25,FB,16,9,13,77,0,23,5.9,4.8,0.8,39,31,219,7.1,0,26,1.9,13.7,296,0,1
141,Tim Couch,CLE,23,qb,7,7,12,45,0,31,3.8,6.4,1.7,,,,,,,,,45,0,2
142,Jim Kleinsasser,MIN,23,FB,14,8,12,43,0,7,3.6,3.1,0.9,14,10,98,9.8,0,21,0.7,7.0,141,0,0
143,Aaron Stecker,TAM,25,,10,0,12,31,0,14,2.6,3.1,1.2,1,1,15,15.0,0,15,0.1,1.5,46,0,1
144,Anthony Wright,DAL,24,,4,2,12,36,0,19,3.0,9.0,3.0,,,,,,,,,36,0,3
145,Terry Kirby,OAK,30,,2,0,11,51,0,28,4.6,25.5,5.5,4,3,19,6.3,0,9,1.5,9.5,70,0,0
146,Troy Aikman,DAL,34,QB,11,11,10,13,0,5,1.3,1.2,0.9,,,,,,,,,13,0,2
147,Greg Comella,NYG,25,FB,16,12,10,45,0,16,4.5,2.8,0.6,50,36,274,7.6,0,25,2.3,17.1,319,0,2
148,Nick Luchey,CIN,23,,14,4,10,54,0,13,5.4,3.9,0.7,19,7,84,12.0,0,20,0.5,6.0,138,0,2
149,Shane Matthews,CHI,30,qb,6,5,10,35,0,14,3.5,5.8,1.7,,,,,,,,,35,0,2
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
150,Scott Mitchell,CIN,32,qb,8,5,10,61,1,12,6.1,7.6,1.3,,,,,,,,,61,1,4
151,James Thrash,WAS,25,WR,16,9,10,82,0,34,8.2,5.1,0.6,74,50,653,13.1,2,50,3.1,40.8,735,2,1
152,Bob Christian,ATL,32,FB,16,14,9,19,0,7,2.1,1.2,0.6,63,44,315,7.2,0,19,2.8,19.7,334,0,0
153,Sedrick Irvin,DET,22,,6,0,9,49,0,32,5.4,8.2,1.5,12,8,90,11.3,0,18,1.3,15.0,139,0,1
154,Dennis Northcutt,CLE,23,WR,15,8,9,33,0,13,3.7,2.2,0.6,82,39,422,10.8,0,37,2.6,28.1,455,0,1
155,Neil O'Donnell,TEN,34,,7,1,9,-2,0,4,-0.2,-0.3,1.3,,,,,,,,,-2,0,0
156,Harold Shaw,NWE,26,,16,0,9,12,0,5,1.3,0.8,0.6,4,2,11,5.5,0,8,0.1,0.7,23,0,0
157,Kent Graham,PIT,32,qb,12,5,8,7,0,7,0.9,0.6,0.7,,,,,,,,,7,0,1
158,Rocket Ismail,DAL,31,WR,9,9,8,73,0,37,9.1,8.1,0.9,43,25,350,14.0,1,44,2.8,38.9,423,1,1
159,Ronney Jenkins,SDG,23,,16,0,8,6,0,4,0.8,0.4,0.5,2,1,1,1.0,0,1,0.1,0.1,7,0,3
160,Jeff Lewis,CAR,27,,5,0,8,36,0,19,4.5,7.2,1.6,,,,,,,,,36,0,1
161,Ron Rivers,ATL,29,,6,0,8,27,0,10,3.4,4.5,1.3,,,,,,,,,27,0,0
162,Michael Bishop,NWE,24,,8,0,7,-1,0,2,-0.1,-0.1,0.9,,,,,,,,,-1,0,0
163,Kenny Bynum,SDG,26,,14,0,7,26,0,9,3.7,1.9,0.5,2,2,13,6.5,0,7,0.1,0.9,39,0,0
164,Jeff George,WAS,33,qb,6,5,7,24,0,14,3.4,4.0,1.2,,,,,,,,,24,0,3
165,Jamie Martin,JAX,30,,5,0,7,-6,0,2,-0.9,-1.2,1.4,,,,,,,,,-6,0,0
166,Fred McCrary,SDG,28,FB,15,12,7,8,0,4,1.1,0.5,0.5,26,18,141,7.8,2,19,1.2,9.4,149,2,1
167,Jim Miller,CHI,29,,3,2,7,5,0,3,0.7,1.7,2.3,,,,,,,,,5,0,1
168,Troy Brown,NWE,29,WR,16,15,6,46,0,35,7.7,2.9,0.4,119,83,944,11.4,4,44,5.2,59.0,990,4,2
169,Troy Hambrick,DAL,24,,3,0,6,28,0,13,4.7,9.3,2.0,,,,,,,,,28,0,0
170,Joe Horn*,NOR,28,WR,16,16,6,10,0,16,1.7,0.6,0.4,151,94,1340,14.3,8,52,5.9,83.8,1350,8,1
171,Curtis Keaton,CIN,24,,6,0,6,24,0,8,4.0,4.0,1.0,,,,,,,,,24,0,0
172,Ray Lucas,NYJ,28,,7,0,6,42,0,17,7.0,6.0,0.9,,,,,,,,,42,0,2
173,Wane McGarity,DAL,24,,14,0,6,49,1,22,8.2,3.5,0.4,49,25,250,10.0,0,25,1.8,17.9,299,1,2
174,Rod Smith*,DEN,30,WR,16,16,6,99,1,50,16.5,6.2,0.4,173,100,1602,16.0,8,49,6.3,100.1,1701,9,1
175,Amos Zereoue,PIT,24,,12,0,6,14,0,11,2.3,1.2,0.5,,,,,,,,,14,0,0
176,Michael Bates*,CAR,31,,16,0,5,13,0,8,2.6,0.8,0.3,8,5,38,7.6,0,23,0.3,2.4,51,0,4
177,Bubby Brister,MIN,38,,2,0,5,20,0,12,4.0,10.0,2.5,,,,,,,,,20,0,1
178,Tim Dwight,ATL,25,,14,1,5,8,0,5,1.6,0.6,0.4,53,26,406,15.6,3,52,1.9,29.0,414,3,3
179,Jacquez Green,TAM,24,WR,16,16,5,13,0,6,2.6,0.8,0.3,103,51,773,15.2,1,75,3.2,48.3,786,1,0
,,,,,Games,Games,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,,,
Rk,,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,YScm,RRTD,Fmb
180,Howard Griffith,DEN,33,FB,14,14,5,4,0,3,0.8,0.3,0.4,31,16,101,6.3,2,16,1.1,7.2,105,2,0
181,Az-Zahir Hakim,STL,23,,16,4,5,19,0,5,3.8,1.2,0.3,81,53,734,13.8,4,80,3.3,45.9,753,4,7
182,Brock Huard,SEA,24,,5,4,5,29,0,10,5.8,5.8,1.0,,,,,,,,,29,0,2
183,Terry Jackson,SFO,24,,15,1,5,6,1,3,1.2,0.4,0.3,5,5,48,9.6,1,16,0.3,3.2,54,2,0
184,Charles Johnson,PHI,28,WR,16,16,5,18,0,15,3.6,1.1,0.3,100,56,642,11.5,7,59,3.5,40.1,660,7,0
185,Moses Moreno,SDG,25,,6,2,5,20,0,13,4.0,3.3,0.8,,,,,,,,,20,0,3
186,Amani Toomer,NYG,26,WR,16,14,5,91,1,28,18.2,5.7,0.3,124,78,1094,14.0,7,54,4.9,68.4,1185,8,1
187,Jason Garrett,NYG,34,,2,0,4,-4,0,-1,-1.0,-2.0,2.0,,,,,,,,,-4,0,0
188,Terry Glenn,NWE,26,WR,16,16,4,39,0,35,9.8,2.4,0.3,163,79,963,12.2,6,39,4.9,60.2,1002,6,0
189,Lennox Gordon,IND,22,,9,0,4,13,0,6,3.3,1.4,0.4,,,,,,,,,13,0,0
